項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,夫婦のみの世帯／実数（円）,夫婦のみの世帯／構成比（％）,夫婦と未婚の子供から成る世帯／実数（円）,夫婦と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／実数（円）,一人親と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／実数（円）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／構成比（％）,その他／実数（円）,その他／構成比（％）,（再掲）夫婦共働き世帯／実数（円）,（再掲）夫婦共働き世帯／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,3629,-,4756,-,734,-,37,-,881,-,3026,-
0,0,0,0,0,調査世帯数,725,-,265,-,352,-,49,-,3,-,59,-,214,-
0,0,0,0,0,世帯人員,2.99,-,2,-,3.65,-,2.34,-,3,-,3.99,-,3.29,-
0,0,0,0,0,有業人員,1.33,-,0.8,-,1.67,-,1.27,-,1,-,1.79,-,2.2,-
0,0,0,0,0,世帯主平均年齢,59.6,-,67.9,-,51.2,-,72.7,-,44.2,-,59.5,-,50.1,-
2,2,0,0,0,生計支出,315530,-,288261,-,352702,-,204121,-,333271,-,320050,-,341046,-
2,3,0,0,0,消費支出,315530,100,288261,100,352702,100,204121,100,333271,100,320050,100,341046,100
2,4,1,0,0,食料,81134,25.7,72278,25.1,89645,25.4,57407,28.1,68865,20.7,91439,28.6,87301,25.6
2,5,1,1,0,穀類,6063,1.9,4802,1.7,7250,2.1,4120,2,7578,2.3,6467,2,6288,1.8
2,6,1,1,1,米類,1689,0.5,1353,0.5,1921,0.5,1435,0.7,4383,1.3,2033,0.6,1496,0.4
2,6,1,1,2,パン,2652,0.8,2154,0.7,3222,0.9,1520,0.7,1891,0.6,2574,0.8,2959,0.9
2,6,1,1,3,麺類,1308,0.4,1007,0.3,1581,0.4,906,0.4,818,0.2,1414,0.4,1421,0.4
2,6,1,1,4,他の穀類,413,0.1,287,0.1,527,0.1,258,0.1,486,0.1,447,0.1,412,0.1
