項目,階層,大分類,中分類,小分類,中間計,符号,項目名,都平均／実数（円）,都平均／対前年同月増加率（％）,35歳未満（円）,35～39歳（円）,40～44歳（円）,45～49歳（円）,50～54歳（円）,55～59歳（円）,60～64歳（円）,65歳以上（円）,（再掲）75歳以上（円）
0,0,0,0,0,0,0,世帯数分布,10000,-,491,691,1003,925,897,759,974,4260,2078
0,0,0,0,0,0,0,調査世帯数,741,-,34,55,75,74,70,52,68,313,155
0,0,0,0,0,0,0,世帯人員,2.99,-,3.22,3.51,3.83,3.56,3.21,3.13,3.14,2.45,2.34
0,0,0,0,0,0,0,有業人員,1.34,-,1.62,1.52,1.61,1.53,1.81,1.97,1.75,0.87,0.62
0,0,0,0,0,0,0,世帯主平均年齢,59.3,-,30.2,37.2,42,46.8,52.1,56.7,62.5,74.3,80
2,2,0,0,0,0,0,生計支出,316152,-8.8,245199,273606,324878,439668,412380,396866,341867,261841,227705
2,3,0,0,0,102-981,0,消費支出,316152,-8.8,245199,273606,324878,439668,412380,396866,341867,261841,227705
2,4,1,0,0,"102-399,　39A,　39B,　39X,　39Y",0,食料,93622,2.1,66665,82572,92648,103256,109993,107511,109157,87189,82825
2,5,1,1,0,102-160,0,穀類,6829,3.7,5016,5970,7418,7783,7509,7532,7327,6450,6234
2,6,1,1,1,102,0,米類,1964,14.6,1064,1217,2076,2543,1757,1938,2490,1966,2106
2,7,1,1,1,102,102,米,1964,14.6,1064,1217,2076,2543,1757,1938,2490,1966,2106
2,6,1,1,2,"120,　129",0,パン,2898,0.1,2073,2634,3221,3156,3960,3649,2496,2638,2392
2,7,1,1,2,"120,　129",120,食パン,861,-2.6,469,800,872,780,938,856,967,891,894
2,7,1,1,2,"120,　129",129,他のパン,2037,1.2,1604,1834,2349,2376,3022,2793,1529,1747,1498
2,6,1,1,3,130-139,0,麺類,1550,-1.3,1369,1521,1623,1661,1165,1552,1734,1573,1495
2,7,1,1,3,130-139,130,生うどん・そば,251,-11,201,260,220,227,179,252,232,287,374
2,7,1,1,3,130-139,131,乾うどん・そば,281,4.5,168,142,195,228,101,284,262,389,283
2,7,1,1,3,130-139,134,スパゲッティ,141,14.6,156,136,274,194,85,130,137,112,96
2,7,1,1,3,130-139,133,中華麺,411,-14.6,376,427,475,495,364,348,514,378,384
2,7,1,1,3,130-139,135,カップ麺,258,23.4,287,327,242,279,293,333,332,205,180
2,7,1,1,3,130-139,132,即席麺,118,0.9,122,117,105,114,50,113,130,134,124
2,7,1,1,3,130-139,139,他の麺類,90,2.3,58,112,111,123,94,91,126,68,54
2,6,1,1,4,140-160,0,他の穀類,417,3,511,599,498,423,627,393,607,273,241
2,7,1,1,4,140-160,140,小麦粉,65,20.4,77,43,52,122,92,43,94,49,37
2,7,1,1,4,140-160,150,もち,43,-20.4,-,58,61,15,36,-,55,55,84
2,7,1,1,4,140-160,160,他の穀類のその他,309,4,434,497,385,286,499,350,458,170,120
2,5,1,2,0,170-217,0,魚介類,6902,2.4,3279,4334,4792,5315,6179,6891,9345,8174,8446
2,6,1,2,1,170-194,0,生鮮魚介,4127,2.7,1986,2540,2757,3410,3732,3977,6018,4788,4898
2,7,1,2,1,170-189,0,鮮魚,3724,1.9,1862,2296,2598,3223,3426,3679,4791,4371,4535
2,7,1,2,1,170-189,170,まぐろ,685,-2.4,253,400,547,557,555,646,836,842,886
2,7,1,2,1,170-189,172,あじ,168,11.3,65,89,81,200,115,203,178,209,232
2,7,1,2,1,170-189,173,いわし,47,-26.6,12,23,13,28,62,37,6,75,85
2,7,1,2,1,170-189,174,かつお,247,-5.4,92,197,308,116,126,297,205,313,372
2,7,1,2,1,170-189,175,かれい,75,5.6,-,18,48,21,50,114,57,112,117
2,7,1,2,1,170-189,176,さけ,463,1.8,490,316,363,495,453,530,516,479,517
2,7,1,2,1,170-189,177,さば,81,24.6,98,111,53,50,104,84,65,86,91
