項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,夫婦のみの世帯／実数（円）,夫婦のみの世帯／構成比（％）,夫婦と未婚の子供から成る世帯／実数（円）,夫婦と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／実数（円）,一人親と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／実数（円）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／構成比（％）,その他／実数（円）,その他／構成比（％）,（再掲）夫婦共働き世帯／実数（円）,（再掲）夫婦共働き世帯／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,3589,-,4883,-,777,-,82,-,751,-,3057,-
0,0,0,0,0,調査世帯数,729,-,260,-,360,-,55,-,5,-,54,-,220,-
0,0,0,0,0,世帯人員,2.94,-,2,-,3.63,-,2.29,-,2.67,-,3.62,-,3.27,-
0,0,0,0,0,有業人員,1.29,-,0.75,-,1.67,-,1.14,-,0.78,-,1.51,-,2.22,-
0,0,0,0,0,世帯主平均年齢,59.2,-,69.7,-,49.9,-,66.5,-,48.3,-,62.3,-,51.1,-
2,2,0,0,0,生計支出,354827,-,316472,-,381178,-,293029,-,402989,-,430799,-,378396,-
2,3,0,0,0,消費支出,354827,100,316472,100,381178,100,293029,100,402989,100,430799,100,378396,100
2,4,1,0,0,食料,99895,28.2,97339,30.8,102641,26.9,82697,28.2,87982,21.8,112072,26,105136,27.8
2,5,1,1,0,穀類,7261,2,6500,2.1,7768,2,6094,2.1,3014,0.7,8808,2,7256,1.9
2,6,1,1,1,米類,1629,0.5,1440,0.5,1766,0.5,1338,0.5,-,-,1946,0.5,1538,0.4
2,6,1,1,2,パン,2805,0.8,2349,0.7,3147,0.8,2260,0.8,2097,0.5,3324,0.8,2986,0.8
2,6,1,1,3,麺類,1581,0.4,1340,0.4,1731,0.5,1366,0.5,589,0.1,1983,0.5,1645,0.4
2,6,1,1,4,他の穀類,1246,0.4,1371,0.4,1125,0.3,1130,0.4,327,0.1,1555,0.4,1088,0.3
2,5,1,2,0,魚介類,10294,2.9,12221,3.9,8817,2.3,8306,2.8,6295,1.6,12751,3,9223,2.4
2,6,1,2,1,生鮮魚介,5662,1.6,6541,2.1,5073,1.3,4360,1.5,4376,1.1,6635,1.5,5407,1.4
2,6,1,2,2,塩干魚介,1491,0.4,1721,0.5,1324,0.3,1372,0.5,907,0.2,1599,0.4,1357,0.4
2,6,1,2,3,魚肉練製品,1510,0.4,2007,0.6,1100,0.3,1218,0.4,417,0.1,2100,0.5,1251,0.3
