項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,夫婦のみの世帯／実数（円）,夫婦のみの世帯／構成比（％）,夫婦と未婚の子供から成る世帯／実数（円）,夫婦と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／実数（円）,一人親と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／実数（円）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／構成比（％）,その他／実数（円）,その他／構成比（％）,（再掲）夫婦共働き世帯／実数（円）,（再掲）夫婦共働き世帯／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,3430,-,4943,-,736,-,37,-,891,-,3015,-
0,0,0,0,0,調査世帯数,729,-,254,-,365,-,50,-,3,-,60,-,215,-
0,0,0,0,0,世帯人員,3.02,-,2,-,3.65,-,2.32,-,3,-,4,-,3.27,-
0,0,0,0,0,有業人員,1.34,-,0.82,-,1.61,-,1.28,-,1,-,1.87,-,2.16,-
0,0,0,0,0,世帯主平均年齢,58.9,-,67.1,-,50.8,-,73.1,-,44.2,-,60.3,-,49.3,-
2,2,0,0,0,生計支出,305432,-,295380,-,329169,-,217211,-,684811,-,285318,-,335891,-
2,3,0,0,0,消費支出,305432,100,295380,100,329169,100,217211,100,684811,100,285318,100,335891,100
2,4,1,0,0,食料,81368,26.6,76634,25.9,86259,26.2,60971,28.1,72375,10.6,89315,31.3,85023,25.3
2,5,1,1,0,穀類,6503,2.1,5631,1.9,7187,2.2,6091,2.8,8670,1.3,6410,2.2,6329,1.9
2,6,1,1,1,米類,1973,0.6,1794,0.6,2021,0.6,2620,1.2,6039,0.9,1855,0.7,1675,0.5
2,6,1,1,2,パン,2740,0.9,2433,0.8,3098,0.9,2236,1,1269,0.2,2355,0.8,2881,0.9
2,6,1,1,3,麺類,1389,0.5,1091,0.4,1588,0.5,888,0.4,1138,0.2,1848,0.6,1456,0.4
2,6,1,1,4,他の穀類,401,0.1,313,0.1,479,0.1,348,0.2,224,0,352,0.1,318,0.1
2,5,1,2,0,魚介類,6936,2.3,7117,2.4,6496,2,5620,2.6,4372,0.6,9769,3.4,5484,1.6
2,6,1,2,1,生鮮魚介,4294,1.4,4428,1.5,3988,1.2,3266,1.5,2273,0.3,6326,2.2,3466,1
2,6,1,2,2,塩干魚介,1215,0.4,1218,0.4,1130,0.3,1124,0.5,1727,0.3,1755,0.6,914,0.3
2,6,1,2,3,魚肉練製品,551,0.2,520,0.2,542,0.2,658,0.3,233,0,627,0.2,382,0.1
2,6,1,2,4,他の魚介加工品,876,0.3,950,0.3,836,0.3,572,0.3,139,0,1061,0.4,721,0.2
2,5,1,3,0,肉類,7532,2.5,5787,2,8711,2.6,5200,2.4,5142,0.8,9641,3.4,7503,2.2
2,6,1,3,1,生鮮肉,6154,2,4757,1.6,7125,2.2,4065,1.9,3318,0.5,7870,2.8,6174,1.8
2,6,1,3,2,加工肉,1379,0.5,1030,0.3,1586,0.5,1135,0.5,1824,0.3,1771,0.6,1329,0.4
2,5,1,4,0,乳卵類,4301,1.4,3722,1.3,4810,1.5,3352,1.5,1872,0.3,4495,1.6,4222,1.3
2,6,1,4,1,牛乳,1303,0.4,1224,0.4,1375,0.4,1047,0.5,735,0.1,1423,0.5,1347,0.4
2,6,1,4,2,乳製品,2213,0.7,1798,0.6,2584,0.8,1716,0.8,772,0.1,2157,0.8,2098,0.6
2,6,1,4,3,卵,785,0.3,700,0.2,851,0.3,588,0.3,364,0.1,915,0.3,777,0.2
2,5,1,5,0,野菜・海藻,9763,3.2,9586,3.2,9812,3,7808,3.6,6745,1,11783,4.1,8483,2.5
2,6,1,5,1,生鮮野菜,6607,2.2,6417,2.2,6734,2,5025,2.3,4591,0.7,7943,2.8,5737,1.7
2,6,1,5,2,乾物・海藻,767,0.3,728,0.2,792,0.2,694,0.3,1009,0.1,841,0.3,672,0.2
2,6,1,5,3,大豆加工品,1207,0.4,1162,0.4,1230,0.4,1153,0.5,448,0.1,1297,0.5,1046,0.3
2,6,1,5,4,他の野菜・海藻加工品,1181,0.4,1279,0.4,1056,0.3,937,0.4,696,0.1,1702,0.6,1028,0.3
2,5,1,6,0,果物,3364,1.1,3469,1.2,3264,1,3046,1.4,5403,0.8,3783,1.3,2648,0.8
2,6,1,6,1,生鮮果物,3013,1,3147,1.1,2897,0.9,2830,1.3,4856,0.7,3288,1.2,2396,0.7
2,6,1,6,2,果物加工品,352,0.1,322,0.1,367,0.1,216,0.1,547,0.1,495,0.2,253,0.1
2,5,1,7,0,油脂・調味料,3624,1.2,2958,1,4131,1.3,2839,1.3,1830,0.3,4029,1.4,3610,1.1
2,6,1,7,1,油脂,396,0.1,381,0.1,417,0.1,274,0.1,121,0,438,0.2,401,0.1
2,6,1,7,2,調味料,3228,1.1,2577,0.9,3713,1.1,2564,1.2,1709,0.2,3591,1.3,3209,1
2,5,1,8,0,菓子類,5939,1.9,4796,1.6,6856,2.1,4432,2,9485,1.4,6500,2.3,6045,1.8
2,5,1,9,0,調理食品,10451,3.4,9506,3.2,10824,3.3,10192,4.7,9348,1.4,12239,4.3,10538,3.1
2,6,1,9,1,主食的調理食品,4635,1.5,4195,1.4,4846,1.5,4349,2,5077,0.7,5402,1.9,4938,1.5
2,6,1,9,2,他の調理食品,5816,1.9,5311,1.8,5978,1.8,5843,2.7,4271,0.6,6837,2.4,5600,1.7
2,5,1,10,0,飲料,4039,1.3,3314,1.1,4510,1.4,3116,1.4,2432,0.4,4977,1.7,4476,1.3
2,6,1,10,1,茶類,1013,0.3,905,0.3,1053,0.3,905,0.4,1085,0.2,1296,0.5,968,0.3
2,6,1,10,2,コーヒー・ココア,961,0.3,933,0.3,1000,0.3,683,0.3,386,0.1,1079,0.4,1067,0.3
2,6,1,10,3,他の飲料,2065,0.7,1475,0.5,2457,0.7,1528,0.7,961,0.1,2602,0.9,2441,0.7
2,5,1,11,0,酒類,3229,1.1,3926,1.3,2882,0.9,1461,0.7,1223,0.2,3935,1.4,3289,1
2,5,1,12,0,外食,15686,5.1,16824,5.7,16777,5.1,7815,3.6,15854,2.3,11754,4.1,22395,6.7
2,6,1,12,1,一般外食,14708,4.8,16824,5.7,14946,4.5,7318,3.4,11535,1.7,11347,4,20973,6.2
2,6,1,12,2,学校給食,978,0.3,-,-,1831,0.6,496,0.2,4320,0.6,407,0.1,1422,0.4
2,4,2,0,0,住居,23514,7.7,29462,10,20693,6.3,25478,11.7,-,-,14637,5.1,28481,8.5
2,5,2,1,0,家賃地代,17410,5.7,18239,6.2,18197,5.5,15134,7,-,-,11735,4.1,27096,8.1
2,5,2,2,0,設備修繕・維持,6103,2,11223,3.8,2496,0.8,10344,4.8,-,-,2902,1,1385,0.4
2,6,2,2,1,設備材料,2792,0.9,4635,1.6,1301,0.4,6697,3.1,-,-,739,0.3,288,0.1
2,6,2,2,2,工事その他のサービス,3312,1.1,6588,2.2,1195,0.4,3647,1.7,-,-,2163,0.8,1097,0.3
2,4,3,0,0,光熱・水道,27591,9,27007,9.1,27566,8.4,24311,11.2,19287,2.8,32688,11.5,27138,8.1
2,5,3,1,0,電気代,13346,4.4,12562,4.3,13499,4.1,12615,5.8,9554,1.4,16117,5.6,13222,3.9
2,5,3,2,0,ガス代,8965,2.9,9719,3.3,8653,2.6,6600,3,8019,1.2,9746,3.4,8478,2.5
2,5,3,3,0,他の光熱,487,0.2,452,0.2,445,0.1,771,0.4,-,-,620,0.2,318,0.1
2,5,3,4,0,上下水道料,4793,1.6,4274,1.4,4969,1.5,4325,2,1715,0.3,6205,2.2,5121,1.5
2,4,4,0,0,家具・家事用品,7771,2.5,7462,2.5,8760,2.7,4044,1.9,3252,0.5,6553,2.3,8305,2.5
2,5,4,1,0,家庭用耐久財,1869,0.6,2066,0.7,1969,0.6,838,0.4,795,0.1,1404,0.5,1676,0.5
2,6,4,1,1,家事用耐久財,903,0.3,535,0.2,1124,0.3,808,0.4,575,0.1,1177,0.4,626,0.2
2,6,4,1,2,冷暖房用器具,337,0.1,340,0.1,404,0.1,11,0,219,0,227,0.1,730,0.2
2,6,4,1,3,一般家具,628,0.2,1191,0.4,442,0.1,19,0,-,-,-,-,321,0.1
2,5,4,2,0,室内装備・装飾品,578,0.2,1024,0.3,360,0.1,305,0.1,181,0,293,0.1,724,0.2
2,5,4,3,0,寝具類,311,0.1,94,0,457,0.1,296,0.1,-,-,347,0.1,576,0.2
2,5,4,4,0,家事雑貨,1958,0.6,1829,0.6,2379,0.7,887,0.4,728,0.1,1004,0.4,2006,0.6
2,5,4,5,0,家事用消耗品,2464,0.8,1868,0.6,2977,0.9,1633,0.8,1498,0.2,2596,0.9,2625,0.8
2,5,4,6,0,家事サービス,592,0.2,581,0.2,618,0.2,84,0,51,0,909,0.3,698,0.2
2,4,5,0,0,被服及び履物,10900,3.6,10348,3.5,12325,3.7,7069,3.3,69269,10.1,8283,2.9,14122,4.2
2,5,5,1,0,和服,375,0.1,792,0.3,39,0,-,-,-,-,940,0.3,370,0.1
