項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,35歳未満／実数（円）,35歳未満／構成比（％）,35～39歳／実数（円）,35～39歳／構成比（％）,40～44歳／実数（円）,40～44歳／構成比（％）,45～49歳／実数（円）,45～49歳／構成比（％）,50～54歳／実数（円）,50～54歳／構成比（％）,55～59歳／実数（円）,55～59歳／構成比（％）,60～64歳／実数（円）,60～64歳／構成比（％）,65歳以上／実数（円）,65歳以上／構成比（％）,（再掲）75歳以上／実数（円）,（再掲）75歳以上／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,590,-,646,-,912,-,1040,-,887,-,825,-,950,-,4149,-,1990,-
0,0,0,0,0,調査世帯数,742,-,42,-,49,-,65,-,79,-,66,-,62,-,70,-,309,-,149,-
0,0,0,0,0,世帯人員,2.95,-,3.16,-,3.74,-,3.88,-,3.56,-,3.59,-,3.02,-,2.63,-,2.36,-,2.3,-
0,0,0,0,0,有業人員,1.27,-,1.61,-,1.43,-,1.59,-,1.54,-,1.8,-,1.72,-,1.61,-,0.77,-,0.6,-
0,0,0,0,0,世帯主平均年齢,59.1,-,31.2,-,37.1,-,42.1,-,46.9,-,52,-,56.8,-,61.9,-,74.6,-,80.3,-
2,2,0,0,0,生計支出,315597,-,331652,-,303458,-,316566,-,363330,-,391488,-,379671,-,313913,-,274443,-,246268,-
2,3,0,0,0,消費支出,312783,100,331652,100,303458,100,314367,100,363330,100,391488,100,347982,100,313913,100,274443,100,246268,100
2,4,1,0,0,食料,80635,25.8,67644,20.4,70796,23.3,85684,27.3,94359,26,90030,23,87857,25.2,79957,25.5,76175,27.8,73413,29.8
2,5,1,1,0,穀類,5841,1.9,4849,1.5,5551,1.8,6097,1.9,6897,1.9,6990,1.8,6091,1.8,5674,1.8,5448,2,5576,2.3
2,6,1,1,1,米類,1525,0.5,926,0.3,1166,0.4,1536,0.5,1793,0.5,2117,0.5,1442,0.4,1534,0.5,1485,0.5,1780,0.7
2,6,1,1,2,パン,2645,0.8,2542,0.8,2752,0.9,2755,0.9,3272,0.9,3086,0.8,2852,0.8,2560,0.8,2344,0.9,2201,0.9
2,6,1,1,3,麺類,1196,0.4,1014,0.3,1176,0.4,1333,0.4,1305,0.4,1262,0.3,1098,0.3,1264,0.4,1157,0.4,1053,0.4
2,6,1,1,4,他の穀類,475,0.2,366,0.1,457,0.2,472,0.2,527,0.1,524,0.1,700,0.2,316,0.1,463,0.2,542,0.2
2,5,1,2,0,魚介類,6374,2,3083,0.9,2858,0.9,4187,1.3,5451,1.5,6130,1.6,6674,1.9,7691,2.5,7792,2.8,7930,3.2
2,6,1,2,1,生鮮魚介,3796,1.2,1809,0.5,1471,0.5,2445,0.8,3309,0.9,3786,1,3868,1.1,4580,1.5,4668,1.7,4691,1.9
2,6,1,2,2,塩干魚介,1160,0.4,753,0.2,549,0.2,715,0.2,886,0.2,947,0.2,1294,0.4,1366,0.4,1452,0.5,1561,0.6
2,6,1,2,3,魚肉練製品,572,0.2,156,0,368,0.1,415,0.1,396,0.1,495,0.1,711,0.2,732,0.2,693,0.3,712,0.3
2,6,1,2,4,他の魚介加工品,846,0.3,366,0.1,470,0.2,612,0.2,860,0.2,902,0.2,801,0.2,1013,0.3,979,0.4,965,0.4
2,5,1,3,0,肉類,7588,2.4,6695,2,6186,2,8297,2.6,8729,2.4,8880,2.3,8525,2.4,7977,2.5,6940,2.5,6967,2.8
2,6,1,3,1,生鮮肉,6283,2,5568,1.7,4757,1.6,6842,2.2,7247,2,7474,1.9,7102,2,6426,2,5807,2.1,5937,2.4
2,6,1,3,2,加工肉,1305,0.4,1127,0.3,1429,0.5,1456,0.5,1482,0.4,1406,0.4,1423,0.4,1552,0.5,1133,0.4,1031,0.4
2,5,1,4,0,乳卵類,4288,1.4,4009,1.2,3568,1.2,4835,1.5,4849,1.3,4006,1,4339,1.2,4050,1.3,4284,1.6,3907,1.6
2,6,1,4,1,牛乳,1280,0.4,1291,0.4,1118,0.4,1412,0.4,1383,0.4,873,0.2,1356,0.4,1126,0.4,1356,0.5,1421,0.6
2,6,1,4,2,乳製品,2200,0.7,2138,0.6,1649,0.5,2542,0.8,2458,0.7,2234,0.6,2212,0.6,2060,0.7,2178,0.8,1751,0.7
2,6,1,4,3,卵,807,0.3,580,0.2,801,0.3,881,0.3,1007,0.3,898,0.2,771,0.2,863,0.3,749,0.3,735,0.3
2,5,1,5,0,野菜・海藻,10563,3.4,7443,2.2,7244,2.4,8140,2.6,9868,2.7,10633,2.7,11604,3.3,11625,3.7,11767,4.3,11630,4.7
2,6,1,5,1,生鮮野菜,7552,2.4,5633,1.7,5446,1.8,6012,1.9,7292,2,7798,2,8346,2.4,8112,2.6,8219,3,8246,3.3
2,6,1,5,2,乾物・海藻,728,0.2,412,0.1,406,0.1,595,0.2,640,0.2,694,0.2,682,0.2,722,0.2,892,0.3,843,0.3
2,6,1,5,3,大豆加工品,1148,0.4,870,0.3,860,0.3,897,0.3,1019,0.3,1085,0.3,1345,0.4,1262,0.4,1268,0.5,1243,0.5
2,6,1,5,4,他の野菜・海藻加工品,1135,0.4,528,0.2,531,0.2,638,0.2,917,0.3,1056,0.3,1231,0.4,1529,0.5,1387,0.5,1299,0.5
2,5,1,6,0,果物,3389,1.1,1738,0.5,1673,0.6,2161,0.7,2944,0.8,2941,0.8,3780,1.1,3448,1.1,4277,1.6,4176,1.7
2,6,1,6,1,生鮮果物,3047,1,1652,0.5,1618,0.5,1948,0.6,2401,0.7,2466,0.6,3272,0.9,3106,1,3937,1.4,3938,1.6
2,6,1,6,2,果物加工品,343,0.1,86,0,55,0,213,0.1,544,0.1,475,0.1,508,0.1,342,0.1,340,0.1,238,0.1
2,5,1,7,0,油脂・調味料,3741,1.2,2644,0.8,3131,1,3336,1.1,4178,1.1,4436,1.1,3779,1.1,4139,1.3,3724,1.4,3518,1.4
2,6,1,7,1,油脂,417,0.1,221,0.1,328,0.1,475,0.2,473,0.1,532,0.1,356,0.1,339,0.1,438,0.2,408,0.2
2,6,1,7,2,調味料,3324,1.1,2423,0.7,2803,0.9,2861,0.9,3706,1,3904,1,3423,1,3799,1.2,3286,1.2,3110,1.3
2,5,1,8,0,菓子類,5327,1.7,5309,1.6,5635,1.9,6767,2.2,6966,1.9,5716,1.5,6536,1.9,4910,1.6,4327,1.6,3702,1.5
2,5,1,9,0,調理食品,10647,3.4,9357,2.8,9576,3.2,10495,3.3,11872,3.3,12757,3.3,10985,3.2,10981,3.5,10129,3.7,10703,4.3
2,6,1,9,1,主食的調理食品,4424,1.4,3420,1,4389,1.4,4862,1.5,5019,1.4,4217,1.1,4328,1.2,4618,1.5,4347,1.6,4133,1.7
2,6,1,9,2,他の調理食品,6223,2,5938,1.8,5187,1.7,5634,1.8,6853,1.9,8540,2.2,6657,1.9,6363,2,5782,2.1,6571,2.7
2,5,1,10,0,飲料,4194,1.3,3232,1,4437,1.5,4666,1.5,5501,1.5,5011,1.3,4776,1.4,3770,1.2,3669,1.3,3540,1.4
