項目,階層,大分類,中分類,小分類,中間計,符号,項目名,都平均／実数（円）,都平均／対前年同月増加率（％）,35歳未満（円）,35～39歳（円）,40～44歳（円）,45～49歳（円）,50～54歳（円）,55～59歳（円）,60～64歳（円）,65歳以上（円）,（再掲）75歳以上（円）
0,0,0,0,0,0,0,世帯数分布,10000,-,511,755,1016,920,865,745,896,4292,2022
0,0,0,0,0,0,0,調査世帯数,739,-,35,57,76,74,68,54,62,313,151
0,0,0,0,0,0,0,世帯人員,2.98,-,3.3,3.51,3.75,3.43,3.31,3.15,3.13,2.43,2.34
0,0,0,0,0,0,0,有業人員,1.31,-,1.72,1.47,1.57,1.54,1.74,1.8,1.75,0.86,0.64
0,0,0,0,0,0,0,世帯主平均年齢,59.2,-,30.7,37.2,41.9,47,52,56.8,62.4,74.4,80.3
2,2,0,0,0,0,0,生計支出,349838,-8.9,276658,269160,331856,522492,535175,506053,384806,268236,240167
2,3,0,0,0,102-981,0,消費支出,349838,-3.8,276658,269160,331856,522492,535175,506053,384806,268236,240167
2,4,1,0,0,"102-399,　39A,　39B,　39X,　39Y",0,食料,88451,3.9,72682,79245,87324,100902,107450,100664,99589,81273,78176
2,5,1,1,0,102-160,0,穀類,6913,2,5740,6067,7170,7666,7147,6891,8098,6689,6403
2,6,1,1,1,102,0,米類,2142,11.2,1080,1413,2167,2529,2271,1799,2742,2215,2253
2,7,1,1,1,102,102,米,2142,11.2,1080,1413,2167,2529,2271,1799,2742,2215,2253
2,6,1,1,2,"120,　129",0,パン,2910,-0.9,2696,3030,3236,3327,3069,3219,3113,2619,2453
2,7,1,1,2,"120,　129",120,食パン,821,-9.8,582,738,801,849,825,878,819,853,927
2,7,1,1,2,"120,　129",129,他のパン,2088,3.1,2114,2292,2435,2478,2244,2342,2294,1765,1526
2,6,1,1,3,130-139,0,麺類,1433,0.1,1454,1234,1368,1415,1261,1394,1741,1463,1427
2,7,1,1,3,130-139,130,生うどん・そば,258,-2.6,225,205,211,232,229,213,287,296,365
2,7,1,1,3,130-139,131,乾うどん・そば,179,13.3,61,79,73,75,58,98,171,299,294
2,7,1,1,3,130-139,134,スパゲッティ,119,-14.4,166,124,136,201,145,94,137,86,88
2,7,1,1,3,130-139,133,中華麺,392,0,351,378,441,350,382,417,506,370,378
2,7,1,1,3,130-139,135,カップ麺,272,12.4,485,204,257,297,242,355,368,228,173
2,7,1,1,3,130-139,132,即席麺,131,-3,146,145,166,126,94,115,158,125,80
2,7,1,1,3,130-139,139,他の麺類,82,-18.8,21,100,85,133,110,103,114,60,49
2,6,1,1,4,140-160,0,他の穀類,429,-10.4,510,390,399,396,546,479,501,392,270
