日付,種別,区分,販売方法,種類1,種類2,卸売頭数
2021-04-21,豚,搬入枝肉,相対,並,,
2021-04-21,豚,搬入枝肉,相対,等外,,1
2021-04-22,牛,生体,,和牛,おす,
2021-04-22,牛,生体,,和牛,めす,66
2021-04-22,牛,生体,,和牛,去勢,179
2021-04-22,牛,生体,,交雑,おす,
2021-04-22,牛,生体,,交雑,めす,44
2021-04-22,牛,生体,,交雑,去勢,50
2021-04-22,牛,生体,,乳牛用,おす,
2021-04-22,牛,生体,,乳牛用,めす,
2021-04-22,牛,生体,,乳牛用,去勢,
2021-04-22,牛,搬入枝肉,,和牛,おす,
2021-04-22,牛,搬入枝肉,,和牛,めす,50
2021-04-22,牛,搬入枝肉,,和牛,去勢,16
2021-04-22,牛,搬入枝肉,,交雑,おす,
2021-04-22,牛,搬入枝肉,,交雑,めす,43
2021-04-22,牛,搬入枝肉,,交雑,去勢,23
2021-04-22,牛,搬入枝肉,,乳牛用,おす,
2021-04-22,牛,搬入枝肉,,乳牛用,めす,34
2021-04-22,牛,搬入枝肉,,乳牛用,去勢,
2021-04-22,豚,生体,せり,極上,,4
2021-04-22,豚,生体,せり,上,,202
2021-04-22,豚,生体,せり,中,,261
2021-04-22,豚,生体,せり,並,,151
2021-04-22,豚,生体,せり,等外,,51
2021-04-22,豚,生体,相対,極上,,
2021-04-22,豚,生体,相対,上,,
2021-04-22,豚,生体,相対,中,,
2021-04-22,豚,生体,相対,並,,
2021-04-22,豚,生体,相対,等外,,
2021-04-22,豚,搬入枝肉,せり,極上,,
2021-04-22,豚,搬入枝肉,せり,上,,
2021-04-22,豚,搬入枝肉,せり,中,,
2021-04-22,豚,搬入枝肉,せり,並,,
2021-04-22,豚,搬入枝肉,せり,等外,,
2021-04-22,豚,搬入枝肉,相対,極上,,
2021-04-22,豚,搬入枝肉,相対,上,,
2021-04-22,豚,搬入枝肉,相対,中,,
2021-04-22,豚,搬入枝肉,相対,並,,
2021-04-22,豚,搬入枝肉,相対,等外,,
2021-04-23,牛,生体,,和牛,おす,
2021-04-23,牛,生体,,和牛,めす,35
2021-04-23,牛,生体,,和牛,去勢,175
2021-04-23,牛,生体,,交雑,おす,
2021-04-23,牛,生体,,交雑,めす,18
2021-04-23,牛,生体,,交雑,去勢,35
2021-04-23,牛,生体,,乳牛用,おす,
2021-04-23,牛,生体,,乳牛用,めす,2
2021-04-23,牛,生体,,乳牛用,去勢,2
2021-04-23,牛,搬入枝肉,,和牛,おす,
2021-04-23,牛,搬入枝肉,,和牛,めす,70
2021-04-23,牛,搬入枝肉,,和牛,去勢,14
2021-04-23,牛,搬入枝肉,,交雑,おす,
2021-04-23,牛,搬入枝肉,,交雑,めす,5
2021-04-23,牛,搬入枝肉,,交雑,去勢,12
2021-04-23,牛,搬入枝肉,,乳牛用,おす,
2021-04-23,牛,搬入枝肉,,乳牛用,めす,21
2021-04-23,牛,搬入枝肉,,乳牛用,去勢,
2021-04-23,豚,生体,せり,極上,,11
2021-04-23,豚,生体,せり,上,,333
2021-04-23,豚,生体,せり,中,,381
2021-04-23,豚,生体,せり,並,,158
2021-04-23,豚,生体,せり,等外,,55
2021-04-23,豚,生体,相対,極上,,
2021-04-23,豚,生体,相対,上,,
2021-04-23,豚,生体,相対,中,,
2021-04-23,豚,生体,相対,並,,
2021-04-23,豚,生体,相対,等外,,
2021-04-23,豚,搬入枝肉,せり,極上,,
2021-04-23,豚,搬入枝肉,せり,上,,
2021-04-23,豚,搬入枝肉,せり,中,,
2021-04-23,豚,搬入枝肉,せり,並,,
2021-04-23,豚,搬入枝肉,せり,等外,,
2021-04-23,豚,搬入枝肉,相対,極上,,
2021-04-23,豚,搬入枝肉,相対,上,,4
2021-04-23,豚,搬入枝肉,相対,中,,
2021-04-23,豚,搬入枝肉,相対,並,,
2021-04-23,豚,搬入枝肉,相対,等外,,
2021-04-26,牛,生体,,和牛,おす,
2021-04-26,牛,生体,,和牛,めす,160
2021-04-26,牛,生体,,和牛,去勢,52
2021-04-26,牛,生体,,交雑,おす,
2021-04-26,牛,生体,,交雑,めす,47
2021-04-26,牛,生体,,交雑,去勢,11
2021-04-26,牛,生体,,乳牛用,おす,
2021-04-26,牛,生体,,乳牛用,めす,
2021-04-26,牛,生体,,乳牛用,去勢,
2021-04-26,牛,搬入枝肉,,和牛,おす,
2021-04-26,牛,搬入枝肉,,和牛,めす,29
2021-04-26,牛,搬入枝肉,,和牛,去勢,5
2021-04-26,牛,搬入枝肉,,交雑,おす,
2021-04-26,牛,搬入枝肉,,交雑,めす,40
2021-04-26,牛,搬入枝肉,,交雑,去勢,12
2021-04-26,牛,搬入枝肉,,乳牛用,おす,
2021-04-26,牛,搬入枝肉,,乳牛用,めす,31
2021-04-26,牛,搬入枝肉,,乳牛用,去勢,
2021-04-26,豚,生体,せり,極上,,3
2021-04-26,豚,生体,せり,上,,211
2021-04-26,豚,生体,せり,中,,261
2021-04-26,豚,生体,せり,並,,194
2021-04-26,豚,生体,せり,等外,,87
2021-04-26,豚,生体,相対,極上,,
2021-04-26,豚,生体,相対,上,,
2021-04-26,豚,生体,相対,中,,
2021-04-26,豚,生体,相対,並,,
2021-04-26,豚,生体,相対,等外,,
2021-04-26,豚,搬入枝肉,せり,極上,,
2021-04-26,豚,搬入枝肉,せり,上,,
2021-04-26,豚,搬入枝肉,せり,中,,
2021-04-26,豚,搬入枝肉,せり,並,,
2021-04-26,豚,搬入枝肉,せり,等外,,
2021-04-26,豚,搬入枝肉,相対,極上,,
2021-04-26,豚,搬入枝肉,相対,上,,
2021-04-26,豚,搬入枝肉,相対,中,,
2021-04-26,豚,搬入枝肉,相対,並,,
2021-04-26,豚,搬入枝肉,相対,等外,,1
2021-04-27,牛,生体,,和牛,おす,
2021-04-27,牛,生体,,和牛,めす,39
2021-04-27,牛,生体,,和牛,去勢,121
2021-04-27,牛,生体,,交雑,おす,
2021-04-27,牛,生体,,交雑,めす,37
2021-04-27,牛,生体,,交雑,去勢,60
2021-04-27,牛,生体,,乳牛用,おす,
2021-04-27,牛,生体,,乳牛用,めす,
2021-04-27,牛,生体,,乳牛用,去勢,
2021-04-27,牛,搬入枝肉,,和牛,おす,
2021-04-27,牛,搬入枝肉,,和牛,めす,62
2021-04-27,牛,搬入枝肉,,和牛,去勢,7
2021-04-27,牛,搬入枝肉,,交雑,おす,
2021-04-27,牛,搬入枝肉,,交雑,めす,15
2021-04-27,牛,搬入枝肉,,交雑,去勢,1
2021-04-27,牛,搬入枝肉,,乳牛用,おす,
2021-04-27,牛,搬入枝肉,,乳牛用,めす,13
2021-04-27,牛,搬入枝肉,,乳牛用,去勢,
2021-04-27,豚,生体,せり,極上,,5
2021-04-27,豚,生体,せり,上,,311
2021-04-27,豚,生体,せり,中,,379
2021-04-27,豚,生体,せり,並,,177
2021-04-27,豚,生体,せり,等外,,47
2021-04-27,豚,生体,相対,極上,,
2021-04-27,豚,生体,相対,上,,
2021-04-27,豚,生体,相対,中,,
2021-04-27,豚,生体,相対,並,,
2021-04-27,豚,生体,相対,等外,,
2021-04-27,豚,搬入枝肉,せり,極上,,
2021-04-27,豚,搬入枝肉,せり,上,,
2021-04-27,豚,搬入枝肉,せり,中,,
2021-04-27,豚,搬入枝肉,せり,並,,
2021-04-27,豚,搬入枝肉,せり,等外,,
2021-04-27,豚,搬入枝肉,相対,極上,,
2021-04-27,豚,搬入枝肉,相対,上,,
2021-04-27,豚,搬入枝肉,相対,中,,
2021-04-27,豚,搬入枝肉,相対,並,,
2021-04-27,豚,搬入枝肉,相対,等外,,3
2021-04-28,牛,生体,,和牛,おす,
2021-04-28,牛,生体,,和牛,めす,55
2021-04-28,牛,生体,,和牛,去勢,115
2021-04-28,牛,生体,,交雑,おす,
2021-04-28,牛,生体,,交雑,めす,40
2021-04-28,牛,生体,,交雑,去勢,19
2021-04-28,牛,生体,,乳牛用,おす,
2021-04-28,牛,生体,,乳牛用,めす,
2021-04-28,牛,生体,,乳牛用,去勢,
2021-04-28,牛,搬入枝肉,,和牛,おす,
2021-04-28,牛,搬入枝肉,,和牛,めす,36
2021-04-28,牛,搬入枝肉,,和牛,去勢,11
2021-04-28,牛,搬入枝肉,,交雑,おす,
2021-04-28,牛,搬入枝肉,,交雑,めす,25
2021-04-28,牛,搬入枝肉,,交雑,去勢,66
2021-04-28,牛,搬入枝肉,,乳牛用,おす,
2021-04-28,牛,搬入枝肉,,乳牛用,めす,43
2021-04-28,牛,搬入枝肉,,乳牛用,去勢,
2021-04-28,豚,生体,せり,極上,,4
2021-04-28,豚,生体,せり,上,,205
2021-04-28,豚,生体,せり,中,,364
2021-04-28,豚,生体,せり,並,,186
2021-04-28,豚,生体,せり,等外,,89
2021-04-28,豚,生体,相対,極上,,
2021-04-28,豚,生体,相対,上,,
2021-04-28,豚,生体,相対,中,,
2021-04-28,豚,生体,相対,並,,
2021-04-28,豚,生体,相対,等外,,
2021-04-28,豚,搬入枝肉,せり,極上,,
2021-04-28,豚,搬入枝肉,せり,上,,
2021-04-28,豚,搬入枝肉,せり,中,,
2021-04-28,豚,搬入枝肉,せり,並,,
2021-04-28,豚,搬入枝肉,せり,等外,,
2021-04-28,豚,搬入枝肉,相対,極上,,
2021-04-28,豚,搬入枝肉,相対,上,,
2021-04-28,豚,搬入枝肉,相対,中,,
2021-04-28,豚,搬入枝肉,相対,並,,
2021-04-28,豚,搬入枝肉,相対,等外,,1
2021-04-30,牛,生体,,和牛,おす,
2021-04-30,牛,生体,,和牛,めす,14
2021-04-30,牛,生体,,和牛,去勢,77
2021-04-30,牛,生体,,交雑,おす,
2021-04-30,牛,生体,,交雑,めす,38
2021-04-30,牛,生体,,交雑,去勢,31
2021-04-30,牛,生体,,乳牛用,おす,
2021-04-30,牛,生体,,乳牛用,めす,1
2021-04-30,牛,生体,,乳牛用,去勢,
2021-04-30,牛,搬入枝肉,,和牛,おす,
2021-04-30,牛,搬入枝肉,,和牛,めす,30
2021-04-30,牛,搬入枝肉,,和牛,去勢,12
2021-04-30,牛,搬入枝肉,,交雑,おす,
2021-04-30,牛,搬入枝肉,,交雑,めす,21
2021-04-30,牛,搬入枝肉,,交雑,去勢,2
2021-04-30,牛,搬入枝肉,,乳牛用,おす,
2021-04-30,牛,搬入枝肉,,乳牛用,めす,27
2021-04-30,牛,搬入枝肉,,乳牛用,去勢,
2021-04-30,豚,生体,せり,極上,,5
2021-04-30,豚,生体,せり,上,,268
2021-04-30,豚,生体,せり,中,,378
2021-04-30,豚,生体,せり,並,,223
2021-04-30,豚,生体,せり,等外,,118
2021-04-30,豚,生体,相対,極上,,
2021-04-30,豚,生体,相対,上,,
2021-04-30,豚,生体,相対,中,,
2021-04-30,豚,生体,相対,並,,
2021-04-30,豚,生体,相対,等外,,
2021-04-30,豚,搬入枝肉,せり,極上,,
2021-04-30,豚,搬入枝肉,せり,上,,
2021-04-30,豚,搬入枝肉,せり,中,,
2021-04-30,豚,搬入枝肉,せり,並,,
2021-04-30,豚,搬入枝肉,せり,等外,,
2021-04-30,豚,搬入枝肉,相対,極上,,
2021-04-30,豚,搬入枝肉,相対,上,,
2021-04-30,豚,搬入枝肉,相対,中,,
2021-04-30,豚,搬入枝肉,相対,並,,
2021-04-30,豚,搬入枝肉,相対,等外,,4
2021-05-01,牛,生体,,和牛,おす,
2021-05-01,牛,生体,,和牛,めす,33
2021-05-01,牛,生体,,和牛,去勢,27
2021-05-01,牛,生体,,交雑,おす,
2021-05-01,牛,生体,,交雑,めす,13
2021-05-01,牛,生体,,交雑,去勢,16
2021-05-01,牛,生体,,乳牛用,おす,
2021-05-01,牛,生体,,乳牛用,めす,
2021-05-01,牛,生体,,乳牛用,去勢,
2021-05-01,牛,搬入枝肉,,和牛,おす,
2021-05-01,牛,搬入枝肉,,和牛,めす,20
2021-05-01,牛,搬入枝肉,,和牛,去勢,1
2021-05-01,牛,搬入枝肉,,交雑,おす,
2021-05-01,牛,搬入枝肉,,交雑,めす,
2021-05-01,牛,搬入枝肉,,交雑,去勢,
2021-05-01,牛,搬入枝肉,,乳牛用,おす,
2021-05-01,牛,搬入枝肉,,乳牛用,めす,17
2021-05-01,牛,搬入枝肉,,乳牛用,去勢,
2021-05-01,豚,生体,せり,極上,,3
2021-05-01,豚,生体,せり,上,,219
2021-05-01,豚,生体,せり,中,,305
2021-05-01,豚,生体,せり,並,,156
2021-05-01,豚,生体,せり,等外,,100
2021-05-01,豚,生体,相対,極上,,
2021-05-01,豚,生体,相対,上,,
2021-05-01,豚,生体,相対,中,,
2021-05-01,豚,生体,相対,並,,
2021-05-01,豚,生体,相対,等外,,
2021-05-01,豚,搬入枝肉,せり,極上,,
2021-05-01,豚,搬入枝肉,せり,上,,
2021-05-01,豚,搬入枝肉,せり,中,,
2021-05-01,豚,搬入枝肉,せり,並,,
2021-05-01,豚,搬入枝肉,せり,等外,,
2021-05-01,豚,搬入枝肉,相対,極上,,
2021-05-01,豚,搬入枝肉,相対,上,,
2021-05-01,豚,搬入枝肉,相対,中,,
2021-05-01,豚,搬入枝肉,相対,並,,
2021-05-01,豚,搬入枝肉,相対,等外,,
2021-05-06,牛,生体,,和牛,おす,
2021-05-06,牛,生体,,和牛,めす,
2021-05-06,牛,生体,,和牛,去勢,
2021-05-06,牛,生体,,交雑,おす,
2021-05-06,牛,生体,,交雑,めす,
2021-05-06,牛,生体,,交雑,去勢,
2021-05-06,牛,生体,,乳牛用,おす,
2021-05-06,牛,生体,,乳牛用,めす,
2021-05-06,牛,生体,,乳牛用,去勢,
2021-05-06,牛,搬入枝肉,,和牛,おす,
2021-05-06,牛,搬入枝肉,,和牛,めす,
2021-05-06,牛,搬入枝肉,,和牛,去勢,
2021-05-06,牛,搬入枝肉,,交雑,おす,
2021-05-06,牛,搬入枝肉,,交雑,めす,
2021-05-06,牛,搬入枝肉,,交雑,去勢,
2021-05-06,牛,搬入枝肉,,乳牛用,おす,
2021-05-06,牛,搬入枝肉,,乳牛用,めす,
2021-05-06,牛,搬入枝肉,,乳牛用,去勢,
2021-05-06,豚,生体,せり,極上,,
2021-05-06,豚,生体,せり,上,,
2021-05-06,豚,生体,せり,中,,
2021-05-06,豚,生体,せり,並,,
2021-05-06,豚,生体,せり,等外,,
2021-05-06,豚,生体,相対,極上,,
2021-05-06,豚,生体,相対,上,,
2021-05-06,豚,生体,相対,中,,
2021-05-06,豚,生体,相対,並,,
2021-05-06,豚,生体,相対,等外,,
2021-05-06,豚,搬入枝肉,せり,極上,,
2021-05-06,豚,搬入枝肉,せり,上,,
2021-05-06,豚,搬入枝肉,せり,中,,
2021-05-06,豚,搬入枝肉,せり,並,,
2021-05-06,豚,搬入枝肉,せり,等外,,
2021-05-06,豚,搬入枝肉,相対,極上,,
2021-05-06,豚,搬入枝肉,相対,上,,
2021-05-06,豚,搬入枝肉,相対,中,,
2021-05-06,豚,搬入枝肉,相対,並,,
2021-05-06,豚,搬入枝肉,相対,等外,,
2021-05-07,牛,生体,,和牛,おす,
2021-05-07,牛,生体,,和牛,めす,53
2021-05-07,牛,生体,,和牛,去勢,212
2021-05-07,牛,生体,,交雑,おす,
2021-05-07,牛,生体,,交雑,めす,32
2021-05-07,牛,生体,,交雑,去勢,35
2021-05-07,牛,生体,,乳牛用,おす,
2021-05-07,牛,生体,,乳牛用,めす,
2021-05-07,牛,生体,,乳牛用,去勢,
2021-05-07,牛,搬入枝肉,,和牛,おす,
2021-05-07,牛,搬入枝肉,,和牛,めす,5
2021-05-07,牛,搬入枝肉,,和牛,去勢,4
2021-05-07,牛,搬入枝肉,,交雑,おす,
2021-05-07,牛,搬入枝肉,,交雑,めす,28
2021-05-07,牛,搬入枝肉,,交雑,去勢,
2021-05-07,牛,搬入枝肉,,乳牛用,おす,
2021-05-07,牛,搬入枝肉,,乳牛用,めす,15
2021-05-07,牛,搬入枝肉,,乳牛用,去勢,
2021-05-07,豚,生体,せり,極上,,4
2021-05-07,豚,生体,せり,上,,358
2021-05-07,豚,生体,せり,中,,540
2021-05-07,豚,生体,せり,並,,219
2021-05-07,豚,生体,せり,等外,,60
2021-05-07,豚,生体,相対,極上,,
2021-05-07,豚,生体,相対,上,,
2021-05-07,豚,生体,相対,中,,
2021-05-07,豚,生体,相対,並,,
2021-05-07,豚,生体,相対,等外,,
2021-05-07,豚,搬入枝肉,せり,極上,,
2021-05-07,豚,搬入枝肉,せり,上,,
2021-05-07,豚,搬入枝肉,せり,中,,
2021-05-07,豚,搬入枝肉,せり,並,,
2021-05-07,豚,搬入枝肉,せり,等外,,
2021-05-07,豚,搬入枝肉,相対,極上,,
2021-05-07,豚,搬入枝肉,相対,上,,
2021-05-07,豚,搬入枝肉,相対,中,,
2021-05-07,豚,搬入枝肉,相対,並,,
2021-05-07,豚,搬入枝肉,相対,等外,,
2021-05-08,牛,生体,,和牛,おす,
2021-05-08,牛,生体,,和牛,めす,
2021-05-08,牛,生体,,和牛,去勢,
2021-05-08,牛,生体,,交雑,おす,
2021-05-08,牛,生体,,交雑,めす,
2021-05-08,牛,生体,,交雑,去勢,
2021-05-08,牛,生体,,乳牛用,おす,
2021-05-08,牛,生体,,乳牛用,めす,
2021-05-08,牛,生体,,乳牛用,去勢,
2021-05-08,牛,搬入枝肉,,和牛,おす,
2021-05-08,牛,搬入枝肉,,和牛,めす,
2021-05-08,牛,搬入枝肉,,和牛,去勢,
2021-05-08,牛,搬入枝肉,,交雑,おす,
2021-05-08,牛,搬入枝肉,,交雑,めす,
2021-05-08,牛,搬入枝肉,,交雑,去勢,
2021-05-08,牛,搬入枝肉,,乳牛用,おす,
2021-05-08,牛,搬入枝肉,,乳牛用,めす,
2021-05-08,牛,搬入枝肉,,乳牛用,去勢,
2021-05-08,豚,生体,せり,極上,,5.0
2021-05-08,豚,生体,せり,上,,194.0
2021-05-08,豚,生体,せり,中,,368.0
2021-05-08,豚,生体,せり,並,,234.0
2021-05-08,豚,生体,せり,等外,,66.0
2021-05-08,豚,生体,相対,極上,,
2021-05-08,豚,生体,相対,上,,
2021-05-08,豚,生体,相対,中,,
2021-05-08,豚,生体,相対,並,,
2021-05-08,豚,生体,相対,等外,,
2021-05-08,豚,搬入枝肉,せり,極上,,
2021-05-08,豚,搬入枝肉,せり,上,,
2021-05-08,豚,搬入枝肉,せり,中,,
2021-05-08,豚,搬入枝肉,せり,並,,
2021-05-08,豚,搬入枝肉,せり,等外,,
2021-05-08,豚,搬入枝肉,相対,極上,,
2021-05-08,豚,搬入枝肉,相対,上,,
2021-05-08,豚,搬入枝肉,相対,中,,
2021-05-08,豚,搬入枝肉,相対,並,,
2021-05-08,豚,搬入枝肉,相対,等外,,
2021-05-10,牛,生体,,和牛,おす,
2021-05-10,牛,生体,,和牛,めす,193
2021-05-10,牛,生体,,和牛,去勢,79
2021-05-10,牛,生体,,交雑,おす,
2021-05-10,牛,生体,,交雑,めす,45
2021-05-10,牛,生体,,交雑,去勢,7
2021-05-10,牛,生体,,乳牛用,おす,
2021-05-10,牛,生体,,乳牛用,めす,
2021-05-10,牛,生体,,乳牛用,去勢,11
2021-05-10,牛,搬入枝肉,,和牛,おす,
2021-05-10,牛,搬入枝肉,,和牛,めす,14
2021-05-10,牛,搬入枝肉,,和牛,去勢,2
2021-05-10,牛,搬入枝肉,,交雑,おす,
2021-05-10,牛,搬入枝肉,,交雑,めす,40
2021-05-10,牛,搬入枝肉,,交雑,去勢,16
2021-05-10,牛,搬入枝肉,,乳牛用,おす,
2021-05-10,牛,搬入枝肉,,乳牛用,めす,18
2021-05-10,牛,搬入枝肉,,乳牛用,去勢,2
2021-05-10,豚,生体,せり,極上,,
2021-05-10,豚,生体,せり,上,,
2021-05-10,豚,生体,せり,中,,
2021-05-10,豚,生体,せり,並,,
2021-05-10,豚,生体,せり,等外,,
2021-05-10,豚,生体,相対,極上,,
2021-05-10,豚,生体,相対,上,,
2021-05-10,豚,生体,相対,中,,
2021-05-10,豚,生体,相対,並,,
2021-05-10,豚,生体,相対,等外,,
2021-05-10,豚,搬入枝肉,せり,極上,,
2021-05-10,豚,搬入枝肉,せり,上,,
2021-05-10,豚,搬入枝肉,せり,中,,
2021-05-10,豚,搬入枝肉,せり,並,,
2021-05-10,豚,搬入枝肉,せり,等外,,
2021-05-10,豚,搬入枝肉,相対,極上,,
2021-05-10,豚,搬入枝肉,相対,上,,
2021-05-10,豚,搬入枝肉,相対,中,,
2021-05-10,豚,搬入枝肉,相対,並,,
2021-05-10,豚,搬入枝肉,相対,等外,,1
2021-05-11,牛,生体,,和牛,おす,
2021-05-11,牛,生体,,和牛,めす,72
2021-05-11,牛,生体,,和牛,去勢,197
2021-05-11,牛,生体,,交雑,おす,
2021-05-11,牛,生体,,交雑,めす,21
2021-05-11,牛,生体,,交雑,去勢,50
2021-05-11,牛,生体,,乳牛用,おす,
2021-05-11,牛,生体,,乳牛用,めす,
2021-05-11,牛,生体,,乳牛用,去勢,
2021-05-11,牛,搬入枝肉,,和牛,おす,
2021-05-11,牛,搬入枝肉,,和牛,めす,41
2021-05-11,牛,搬入枝肉,,和牛,去勢,3
2021-05-11,牛,搬入枝肉,,交雑,おす,
2021-05-11,牛,搬入枝肉,,交雑,めす,2
2021-05-11,牛,搬入枝肉,,交雑,去勢,
2021-05-11,牛,搬入枝肉,,乳牛用,おす,
2021-05-11,牛,搬入枝肉,,乳牛用,めす,5
2021-05-11,牛,搬入枝肉,,乳牛用,去勢,3
2021-05-11,豚,生体,せり,極上,,4
2021-05-11,豚,生体,せり,上,,285
2021-05-11,豚,生体,せり,中,,392
2021-05-11,豚,生体,せり,並,,257
2021-05-11,豚,生体,せり,等外,,52
2021-05-11,豚,生体,相対,極上,,
2021-05-11,豚,生体,相対,上,,
2021-05-11,豚,生体,相対,中,,
2021-05-11,豚,生体,相対,並,,
2021-05-11,豚,生体,相対,等外,,
2021-05-11,豚,搬入枝肉,せり,極上,,
2021-05-11,豚,搬入枝肉,せり,上,,
2021-05-11,豚,搬入枝肉,せり,中,,
2021-05-11,豚,搬入枝肉,せり,並,,
2021-05-11,豚,搬入枝肉,せり,等外,,
2021-05-11,豚,搬入枝肉,相対,極上,,
2021-05-11,豚,搬入枝肉,相対,上,,
2021-05-11,豚,搬入枝肉,相対,中,,
2021-05-11,豚,搬入枝肉,相対,並,,
2021-05-11,豚,搬入枝肉,相対,等外,,
2021-05-12,牛,生体,,和牛,おす,
2021-05-12,牛,生体,,和牛,めす,102
2021-05-12,牛,生体,,和牛,去勢,171
2021-05-12,牛,生体,,交雑,おす,
2021-05-12,牛,生体,,交雑,めす,26
2021-05-12,牛,生体,,交雑,去勢,24
2021-05-12,牛,生体,,乳牛用,おす,
2021-05-12,牛,生体,,乳牛用,めす,
2021-05-12,牛,生体,,乳牛用,去勢,
2021-05-12,牛,搬入枝肉,,和牛,おす,
2021-05-12,牛,搬入枝肉,,和牛,めす,41
2021-05-12,牛,搬入枝肉,,和牛,去勢,77
2021-05-12,牛,搬入枝肉,,交雑,おす,
2021-05-12,牛,搬入枝肉,,交雑,めす,58
2021-05-12,牛,搬入枝肉,,交雑,去勢,59
2021-05-12,牛,搬入枝肉,,乳牛用,おす,
2021-05-12,牛,搬入枝肉,,乳牛用,めす,13
2021-05-12,牛,搬入枝肉,,乳牛用,去勢,2
2021-05-12,豚,生体,せり,極上,,2
2021-05-12,豚,生体,せり,上,,161
2021-05-12,豚,生体,せり,中,,347
2021-05-12,豚,生体,せり,並,,182
2021-05-12,豚,生体,せり,等外,,76
2021-05-12,豚,生体,相対,極上,,
2021-05-12,豚,生体,相対,上,,
2021-05-12,豚,生体,相対,中,,
2021-05-12,豚,生体,相対,並,,
2021-05-12,豚,生体,相対,等外,,
2021-05-12,豚,搬入枝肉,せり,極上,,
2021-05-12,豚,搬入枝肉,せり,上,,
2021-05-12,豚,搬入枝肉,せり,中,,
2021-05-12,豚,搬入枝肉,せり,並,,
2021-05-12,豚,搬入枝肉,せり,等外,,
2021-05-12,豚,搬入枝肉,相対,極上,,
2021-05-12,豚,搬入枝肉,相対,上,,
2021-05-12,豚,搬入枝肉,相対,中,,
2021-05-12,豚,搬入枝肉,相対,並,,
2021-05-12,豚,搬入枝肉,相対,等外,,1
2021-05-13,牛,生体,,和牛,おす,
2021-05-13,牛,生体,,和牛,めす,60
2021-05-13,牛,生体,,和牛,去勢,195
2021-05-13,牛,生体,,交雑,おす,
2021-05-13,牛,生体,,交雑,めす,35
2021-05-13,牛,生体,,交雑,去勢,43
2021-05-13,牛,生体,,乳牛用,おす,
2021-05-13,牛,生体,,乳牛用,めす,
2021-05-13,牛,生体,,乳牛用,去勢,
2021-05-13,牛,搬入枝肉,,和牛,おす,
2021-05-13,牛,搬入枝肉,,和牛,めす,49
2021-05-13,牛,搬入枝肉,,和牛,去勢,18
2021-05-13,牛,搬入枝肉,,交雑,おす,
2021-05-13,牛,搬入枝肉,,交雑,めす,19
2021-05-13,牛,搬入枝肉,,交雑,去勢,32
2021-05-13,牛,搬入枝肉,,乳牛用,おす,
2021-05-13,牛,搬入枝肉,,乳牛用,めす,39
2021-05-13,牛,搬入枝肉,,乳牛用,去勢,
2021-05-13,豚,生体,せり,極上,,5
2021-05-13,豚,生体,せり,上,,233
2021-05-13,豚,生体,せり,中,,373
2021-05-13,豚,生体,せり,並,,149
2021-05-13,豚,生体,せり,等外,,41
2021-05-13,豚,生体,相対,極上,,
