日付,種別,種類,区分,頭数(頭)
2021-04-05,馬,,上場頭数(搬入),0.0
2021-04-05,豚,,本日と畜,775.0
2021-04-05,豚,,上場頭数(生体),749.0
2021-04-05,豚,,上場頭数(搬入),1.0
2021-04-05,こ牛,,本日と畜,0.0
2021-04-05,こ牛,,上場頭数(生体),0.0
2021-04-05,こ牛,,上場頭数(搬入),0.0
2021-04-06,牛,和牛,本日と畜,357.0
2021-04-06,牛,和牛,上場頭数(生体),282.0
2021-04-06,牛,和牛,上場頭数(搬入),26.0
2021-04-06,牛,交雑種,本日と畜,56.0
2021-04-06,牛,交雑種,上場頭数(生体),146.0
2021-04-06,牛,交雑種,上場頭数(搬入),2.0
2021-04-06,牛,乳牛,本日と畜,12.0
2021-04-06,牛,乳牛,上場頭数(生体),0.0
2021-04-06,牛,乳牛,上場頭数(搬入),29.0
2021-04-06,牛,計,本日と畜,425.0
2021-04-06,牛,計,上場頭数(生体),428.0
2021-04-06,牛,計,上場頭数(搬入),57.0
2021-04-06,馬,,本日と畜,0.0
2021-04-06,馬,,上場頭数(生体),0.0
2021-04-06,馬,,上場頭数(搬入),0.0
2021-04-06,豚,,本日と畜,596.0
2021-04-06,豚,,上場頭数(生体),849.0
2021-04-06,豚,,上場頭数(搬入),0.0
2021-04-06,こ牛,,本日と畜,0.0
2021-04-06,こ牛,,上場頭数(生体),0.0
2021-04-06,こ牛,,上場頭数(搬入),2.0
2021-04-07,牛,和牛,本日と畜,322.0
2021-04-07,牛,和牛,上場頭数(生体),356.0
2021-04-07,牛,和牛,上場頭数(搬入),102.0
2021-04-07,牛,交雑種,本日と畜,104.0
2021-04-07,牛,交雑種,上場頭数(生体),56.0
2021-04-07,牛,交雑種,上場頭数(搬入),136.0
2021-04-07,牛,乳牛,本日と畜,0.0
2021-04-07,牛,乳牛,上場頭数(生体),12.0
2021-04-07,牛,乳牛,上場頭数(搬入),36.0
2021-04-07,牛,計,本日と畜,426.0
2021-04-07,牛,計,上場頭数(生体),424.0
2021-04-07,牛,計,上場頭数(搬入),274.0
2021-04-07,馬,,本日と畜,0.0
2021-04-07,馬,,上場頭数(生体),0.0
2021-04-07,馬,,上場頭数(搬入),0.0
2021-04-07,豚,,本日と畜,658.0
2021-04-07,豚,,上場頭数(生体),686.0
2021-04-07,豚,,上場頭数(搬入),1.0
2021-04-07,こ牛,,本日と畜,0.0
2021-04-07,こ牛,,上場頭数(生体),0.0
2021-04-07,こ牛,,上場頭数(搬入),0.0
2021-04-08,牛,和牛,本日と畜,342.0
2021-04-08,牛,和牛,上場頭数(生体),321.0
2021-04-08,牛,和牛,上場頭数(搬入),75.0
2021-04-08,牛,交雑種,本日と畜,80.0
2021-04-08,牛,交雑種,上場頭数(生体),104.0
2021-04-08,牛,交雑種,上場頭数(搬入),90.0
2021-04-08,牛,乳牛,本日と畜,1.0
2021-04-08,牛,乳牛,上場頭数(生体),0.0
2021-04-08,牛,乳牛,上場頭数(搬入),51.5
2021-04-08,牛,計,本日と畜,423.0
2021-04-08,牛,計,上場頭数(生体),425.0
2021-04-08,牛,計,上場頭数(搬入),216.5
2021-04-08,馬,,本日と畜,0.0
2021-04-08,馬,,上場頭数(生体),0.0
2021-04-08,馬,,上場頭数(搬入),0.0
2021-04-08,豚,,本日と畜,871.0
2021-04-08,豚,,上場頭数(生体),658.0
2021-04-08,豚,,上場頭数(搬入),0.0
2021-04-08,こ牛,,本日と畜,0.0
2021-04-08,こ牛,,上場頭数(生体),0.0
2021-04-08,こ牛,,上場頭数(搬入),0.0
2021-04-09,牛,和牛,本日と畜,291.0
2021-04-09,牛,和牛,上場頭数(生体),341.0
2021-04-09,牛,和牛,上場頭数(搬入),62.0
2021-04-09,牛,交雑種,本日と畜,55.0
2021-04-09,牛,交雑種,上場頭数(生体),80.0
2021-04-09,牛,交雑種,上場頭数(搬入),7.0
2021-04-09,牛,乳牛,本日と畜,0.0
2021-04-09,牛,乳牛,上場頭数(生体),1.0
2021-04-09,牛,乳牛,上場頭数(搬入),32.0
2021-04-09,牛,計,本日と畜,346.0
2021-04-09,牛,計,上場頭数(生体),422.0
2021-04-09,牛,計,上場頭数(搬入),101.0
2021-04-09,馬,,本日と畜,0.0
2021-04-09,馬,,上場頭数(生体),0.0
2021-04-09,馬,,上場頭数(搬入),0.0
2021-04-09,豚,,本日と畜,657.0
2021-04-09,豚,,上場頭数(生体),916.0
2021-04-09,豚,,上場頭数(搬入),8.0
2021-04-09,こ牛,,本日と畜,0.0
2021-04-09,こ牛,,上場頭数(生体),0.0
2021-04-09,こ牛,,上場頭数(搬入),0.0
2021-04-12,牛,和牛,本日と畜,315.0
2021-04-12,牛,和牛,上場頭数(生体),291.0
2021-04-12,牛,和牛,上場頭数(搬入),30.0
2021-04-12,牛,交雑種,本日と畜,111.0
2021-04-12,牛,交雑種,上場頭数(生体),55.0
2021-04-12,牛,交雑種,上場頭数(搬入),60.0
2021-04-12,牛,乳牛,本日と畜,0.0
2021-04-12,牛,乳牛,上場頭数(生体),0.0
2021-04-12,牛,乳牛,上場頭数(搬入),45.5
2021-04-12,牛,計,本日と畜,426.0
2021-04-12,牛,計,上場頭数(生体),346.0
2021-04-12,牛,計,上場頭数(搬入),135.5
2021-04-12,馬,,本日と畜,0.0
2021-04-12,馬,,上場頭数(生体),0.0
2021-04-12,馬,,上場頭数(搬入),0.0
2021-04-12,豚,,本日と畜,856.0
2021-04-12,豚,,上場頭数(生体),715.0
2021-04-12,豚,,上場頭数(搬入),1.0
2021-04-12,こ牛,,本日と畜,0.0
2021-04-12,こ牛,,上場頭数(生体),0.0
2021-04-12,こ牛,,上場頭数(搬入),0.0
2021-04-13,牛,和牛,本日と畜,331.0
2021-04-13,牛,和牛,上場頭数(生体),315.0
2021-04-13,牛,和牛,上場頭数(搬入),48.0
2021-04-13,牛,交雑種,本日と畜,93.0
2021-04-13,牛,交雑種,上場頭数(生体),111.0
2021-04-13,牛,交雑種,上場頭数(搬入),5.0
2021-04-13,牛,乳牛,本日と畜,0.0
2021-04-13,牛,乳牛,上場頭数(生体),0.0
2021-04-13,牛,乳牛,上場頭数(搬入),20.0
2021-04-13,牛,計,本日と畜,424.0
2021-04-13,牛,計,上場頭数(生体),426.0
2021-04-13,牛,計,上場頭数(搬入),73.0
2021-04-13,馬,,本日と畜,0.0
2021-04-13,馬,,上場頭数(生体),0.0
2021-04-13,馬,,上場頭数(搬入),0.0
2021-04-13,豚,,本日と畜,633.0
2021-04-13,豚,,上場頭数(生体),901.0
2021-04-13,豚,,上場頭数(搬入),0.0
2021-04-13,こ牛,,本日と畜,0.0
2021-04-13,こ牛,,上場頭数(生体),0.0
2021-04-13,こ牛,,上場頭数(搬入),0.0
2021-04-14,牛,和牛,本日と畜,318.0
2021-04-14,牛,和牛,上場頭数(生体),331.0
2021-04-14,牛,和牛,上場頭数(搬入),115.0
2021-04-14,牛,交雑種,本日と畜,95.0
2021-04-14,牛,交雑種,上場頭数(生体),93.0
2021-04-14,牛,交雑種,上場頭数(搬入),140.0
2021-04-14,牛,乳牛,本日と畜,12.0
2021-04-14,牛,乳牛,上場頭数(生体),0.0
2021-04-14,牛,乳牛,上場頭数(搬入),41.0
2021-04-14,牛,計,本日と畜,425.0
2021-04-14,牛,計,上場頭数(生体),424.0
2021-04-14,牛,計,上場頭数(搬入),296.0
2021-04-14,馬,,本日と畜,0.0
2021-04-14,馬,,上場頭数(生体),0.0
2021-04-14,馬,,上場頭数(搬入),0.0
2021-04-14,豚,,本日と畜,748.0
2021-04-14,豚,,上場頭数(生体),665.0
2021-04-14,豚,,上場頭数(搬入),0.0
2021-04-14,こ牛,,本日と畜,0.0
2021-04-14,こ牛,,上場頭数(生体),0.0
2021-04-14,こ牛,,上場頭数(搬入),2.0
2021-04-15,牛,和牛,本日と畜,310.0
2021-04-15,牛,和牛,上場頭数(生体),318.0
2021-04-15,牛,和牛,上場頭数(搬入),70.5
2021-04-15,牛,交雑種,本日と畜,102.0
2021-04-15,牛,交雑種,上場頭数(生体),95.0
2021-04-15,牛,交雑種,上場頭数(搬入),80.0
2021-04-15,牛,乳牛,本日と畜,5.0
2021-04-15,牛,乳牛,上場頭数(生体),12.0
2021-04-15,牛,乳牛,上場頭数(搬入),63.0
2021-04-15,牛,計,本日と畜,417.0
2021-04-15,牛,計,上場頭数(生体),425.0
2021-04-15,牛,計,上場頭数(搬入),213.5
2021-04-15,馬,,本日と畜,0.0
2021-04-15,馬,,上場頭数(生体),0.0
2021-04-15,馬,,上場頭数(搬入),0.0
2021-04-15,豚,,本日と畜,965.0
2021-04-15,豚,,上場頭数(生体),748.0
2021-04-15,豚,,上場頭数(搬入),4.0
2021-04-15,こ牛,,本日と畜,0.0
2021-04-15,こ牛,,上場頭数(生体),0.0
2021-04-15,こ牛,,上場頭数(搬入),0.0
2021-04-16,牛,和牛,本日と畜,322.0
2021-04-16,牛,和牛,上場頭数(生体),310.0
2021-04-16,牛,和牛,上場頭数(搬入),93.0
2021-04-16,牛,交雑種,本日と畜,99.0
2021-04-16,牛,交雑種,上場頭数(生体),102.0
2021-04-16,牛,交雑種,上場頭数(搬入),21.0
2021-04-16,牛,乳牛,本日と畜,0.0
2021-04-16,牛,乳牛,上場頭数(生体),5.0
2021-04-16,牛,乳牛,上場頭数(搬入),75.5
2021-04-16,牛,計,本日と畜,421.0
2021-04-16,牛,計,上場頭数(生体),417.0
2021-04-16,牛,計,上場頭数(搬入),189.5
2021-04-16,馬,,本日と畜,0.0
2021-04-16,馬,,上場頭数(生体),0.0
2021-04-16,馬,,上場頭数(搬入),0.0
2021-04-16,豚,,本日と畜,805.0
2021-04-16,豚,,上場頭数(生体),1064.0
2021-04-16,豚,,上場頭数(搬入),7.0
2021-04-16,こ牛,,本日と畜,0.0
2021-04-16,こ牛,,上場頭数(生体),0.0
2021-04-16,こ牛,,上場頭数(搬入),0.0
2021-04-19,牛,和牛,本日と畜,279.0
2021-04-19,牛,和牛,上場頭数(生体),323.0
2021-04-19,牛,和牛,上場頭数(搬入),18.0
2021-04-19,牛,交雑種,本日と畜,145.0
2021-04-19,牛,交雑種,上場頭数(生体),99.0
2021-04-19,牛,交雑種,上場頭数(搬入),38.0
2021-04-19,牛,乳牛,本日と畜,0.0
2021-04-19,牛,乳牛,上場頭数(生体),0.0
2021-04-19,牛,乳牛,上場頭数(搬入),35.0
2021-04-19,牛,計,本日と畜,424.0
2021-04-19,牛,計,上場頭数(生体),422.0
2021-04-19,牛,計,上場頭数(搬入),91.0
2021-04-19,馬,,本日と畜,0.0
2021-04-19,馬,,上場頭数(生体),0.0
2021-04-19,馬,,上場頭数(搬入),0.0
2021-04-19,豚,,本日と畜,865.0
2021-04-19,豚,,上場頭数(生体),805.0
2021-04-19,豚,,上場頭数(搬入),1.0
2021-04-19,こ牛,,本日と畜,0.0
2021-04-19,こ牛,,上場頭数(生体),0.0
2021-04-19,こ牛,,上場頭数(搬入),0.0
2021-04-20,牛,和牛,本日と畜,291.0
2021-04-20,牛,和牛,上場頭数(生体),279.0
2021-04-20,牛,和牛,上場頭数(搬入),24.0
2021-04-20,牛,交雑種,本日と畜,53.0
2021-04-20,牛,交雑種,上場頭数(生体),144.0
2021-04-20,牛,交雑種,上場頭数(搬入),0.0
2021-04-20,牛,乳牛,本日と畜,0.0
2021-04-20,牛,乳牛,上場頭数(生体),0.0
2021-04-20,牛,乳牛,上場頭数(搬入),32.0
2021-04-20,牛,計,本日と畜,344.0
2021-04-20,牛,計,上場頭数(生体),423.0
2021-04-20,牛,計,上場頭数(搬入),56.0
2021-04-20,馬,,本日と畜,0.0
2021-04-20,馬,,上場頭数(生体),0.0
2021-04-20,馬,,上場頭数(搬入),0.0
2021-04-20,豚,,本日と畜,637.0
2021-04-20,豚,,上場頭数(生体),940.0
2021-04-20,豚,,上場頭数(搬入),0.0
2021-04-20,こ牛,,本日と畜,0.0
2021-04-20,こ牛,,上場頭数(生体),0.0
2021-04-20,こ牛,,上場頭数(搬入),0.0
2021-04-21,牛,和牛,本日と畜,312.0
2021-04-21,牛,和牛,上場頭数(生体),291.0
2021-04-21,牛,和牛,上場頭数(搬入),64.0
2021-04-21,牛,交雑種,本日と畜,118.0
2021-04-21,牛,交雑種,上場頭数(生体),53.0
2021-04-21,牛,交雑種,上場頭数(搬入),138.0
2021-04-21,牛,乳牛,本日と畜,0.0
2021-04-21,牛,乳牛,上場頭数(生体),0.0
2021-04-21,牛,乳牛,上場頭数(搬入),43.0
2021-04-21,牛,計,本日と畜,430.0
2021-04-21,牛,計,上場頭数(生体),344.0
2021-04-21,牛,計,上場頭数(搬入),245.0
2021-04-21,馬,,本日と畜,0.0
2021-04-21,馬,,上場頭数(生体),0.0
2021-04-21,馬,,上場頭数(搬入),0.0
2021-04-21,豚,,本日と畜,632.0
2021-04-21,豚,,上場頭数(生体),660.0
2021-04-21,豚,,上場頭数(搬入),1.0
2021-04-21,こ牛,,本日と畜,0.0
2021-04-21,こ牛,,上場頭数(生体),0.0
2021-04-21,こ牛,,上場頭数(搬入),1.0
2021-04-22,牛,和牛,本日と畜,277.0
2021-04-22,牛,和牛,上場頭数(生体),312.0
2021-04-22,牛,和牛,上場頭数(搬入),71.0
2021-04-22,牛,交雑種,本日と畜,65.0
2021-04-22,牛,交雑種,上場頭数(生体),118.0
2021-04-22,牛,交雑種,上場頭数(搬入),79.0
2021-04-22,牛,乳牛,本日と畜,5.0
2021-04-22,牛,乳牛,上場頭数(生体),0.0
2021-04-22,牛,乳牛,上場頭数(搬入),62.0
2021-04-22,牛,計,本日と畜,347.0
2021-04-22,牛,計,上場頭数(生体),430.0
2021-04-22,牛,計,上場頭数(搬入),212.0
2021-04-22,馬,,本日と畜,0.0
2021-04-22,馬,,上場頭数(生体),0.0
2021-04-22,馬,,上場頭数(搬入),0.0
2021-04-22,豚,,本日と畜,955.0
2021-04-22,豚,,上場頭数(生体),669.0
2021-04-22,豚,,上場頭数(搬入),0.0
2021-04-22,こ牛,,本日と畜,0.0
2021-04-22,こ牛,,上場頭数(生体),0.0
2021-04-22,こ牛,,上場頭数(搬入),1.0
2021-04-23,牛,和牛,本日と畜,268.0
2021-04-23,牛,和牛,上場頭数(生体),276.0
2021-04-23,牛,和牛,上場頭数(搬入),79.0
2021-04-23,牛,交雑種,本日と畜,76.0
2021-04-23,牛,交雑種,上場頭数(生体),65.0
2021-04-23,牛,交雑種,上場頭数(搬入),7.0
2021-04-23,牛,乳牛,本日と畜,0.0
2021-04-23,牛,乳牛,上場頭数(生体),5.0
2021-04-23,牛,乳牛,上場頭数(搬入),38.5
2021-04-23,牛,計,本日と畜,344.0
2021-04-23,牛,計,上場頭数(生体),346.0
2021-04-23,牛,計,上場頭数(搬入),124.5
2021-04-23,馬,,本日と畜,0.0
2021-04-23,馬,,上場頭数(生体),0.0
2021-04-23,馬,,上場頭数(搬入),0.0
2021-04-23,豚,,本日と畜,760.0
2021-04-23,豚,,上場頭数(生体),1038.0
2021-04-23,豚,,上場頭数(搬入),4.0
2021-04-23,こ牛,,本日と畜,0.0
2021-04-23,こ牛,,上場頭数(生体),0.0
2021-04-23,こ牛,,上場頭数(搬入),0.0
2021-04-26,牛,和牛,本日と畜,202.0
2021-04-26,牛,和牛,上場頭数(生体),267.0
2021-04-26,牛,和牛,上場頭数(搬入),47.0
2021-04-26,牛,交雑種,本日と畜,141.0
2021-04-26,牛,交雑種,上場頭数(生体),76.0
2021-04-26,牛,交雑種,上場頭数(搬入),44.0
2021-04-26,牛,乳牛,本日と畜,0.0
2021-04-26,牛,乳牛,上場頭数(生体),0.0
2021-04-26,牛,乳牛,上場頭数(搬入),66.0
2021-04-26,牛,計,本日と畜,343.0
2021-04-26,牛,計,上場頭数(生体),343.0
2021-04-26,牛,計,上場頭数(搬入),157.0
2021-04-26,馬,,本日と畜,0.0
2021-04-26,馬,,上場頭数(生体),0.0
2021-04-26,馬,,上場頭数(搬入),0.0
2021-04-26,豚,,本日と畜,836.0
2021-04-26,豚,,上場頭数(生体),760.0
2021-04-26,豚,,上場頭数(搬入),1.0
2021-04-26,こ牛,,本日と畜,0.0
2021-04-26,こ牛,,上場頭数(生体),0.0
2021-04-26,こ牛,,上場頭数(搬入),0.0
2021-04-27,牛,和牛,本日と畜,211.0
2021-04-27,牛,和牛,上場頭数(生体),201.0
2021-04-27,牛,和牛,上場頭数(搬入),53.0
2021-04-27,牛,交雑種,本日と畜,82.0
2021-04-27,牛,交雑種,上場頭数(生体),141.0
2021-04-27,牛,交雑種,上場頭数(搬入),18.0
2021-04-27,牛,乳牛,本日と畜,0.0
2021-04-27,牛,乳牛,上場頭数(生体),0.0
2021-04-27,牛,乳牛,上場頭数(搬入),25.5
2021-04-27,牛,計,本日と畜,293.0
2021-04-27,牛,計,上場頭数(生体),342.0
2021-04-27,牛,計,上場頭数(搬入),96.5
2021-04-27,馬,,本日と畜,0.0
2021-04-27,馬,,上場頭数(生体),0.0
2021-04-27,馬,,上場頭数(搬入),0.0
2021-04-27,豚,,本日と畜,834.0
2021-04-27,豚,,上場頭数(生体),918.0
2021-04-27,豚,,上場頭数(搬入),3.0
2021-04-27,こ牛,,本日と畜,0.0
2021-04-27,こ牛,,上場頭数(生体),0.0
2021-04-27,こ牛,,上場頭数(搬入),0.0
2021-04-28,牛,和牛,本日と畜,111.0
2021-04-28,牛,和牛,上場頭数(生体),211.0
2021-04-28,牛,和牛,上場頭数(搬入),57.0
2021-04-28,牛,交雑種,本日と畜,88.0
2021-04-28,牛,交雑種,上場頭数(生体),82.0
2021-04-28,牛,交雑種,上場頭数(搬入),104.0
2021-04-28,牛,乳牛,本日と畜,5.0
2021-04-28,牛,乳牛,上場頭数(生体),0.0
2021-04-28,牛,乳牛,上場頭数(搬入),86.0
2021-04-28,牛,計,本日と畜,204.0
2021-04-28,牛,計,上場頭数(生体),293.0
2021-04-28,牛,計,上場頭数(搬入),247.0
2021-04-28,馬,,本日と畜,0.0
2021-04-28,馬,,上場頭数(生体),0.0
2021-04-28,馬,,上場頭数(搬入),0.0
2021-04-28,豚,,本日と畜,998.0
2021-04-28,豚,,上場頭数(生体),851.0
2021-04-28,豚,,上場頭数(搬入),1.0
2021-04-28,こ牛,,本日と畜,0.0
2021-04-28,こ牛,,上場頭数(生体),0.0
2021-04-28,こ牛,,上場頭数(搬入),0.0
2021-04-30,牛,和牛,本日と畜,79.0
2021-04-30,牛,和牛,上場頭数(生体),110.0
2021-04-30,牛,和牛,上場頭数(搬入),47.0
2021-04-30,牛,交雑種,本日と畜,43.0
2021-04-30,牛,交雑種,上場頭数(生体),88.0
2021-04-30,牛,交雑種,上場頭数(搬入),23.0
2021-04-30,牛,乳牛,本日と畜,0.0
2021-04-30,牛,乳牛,上場頭数(生体),5.0
2021-04-30,牛,乳牛,上場頭数(搬入),58.0
2021-04-30,牛,計,本日と畜,122.0
2021-04-30,牛,計,上場頭数(生体),203.0
2021-04-30,牛,計,上場頭数(搬入),128.0
2021-04-30,馬,,本日と畜,0.0
2021-04-30,馬,,上場頭数(生体),0.0
2021-04-30,馬,,上場頭数(搬入),0.0
2021-04-30,豚,,本日と畜,783.0
2021-04-30,豚,,上場頭数(生体),1101.0
2021-04-30,豚,,上場頭数(搬入),4.0
2021-04-30,こ牛,,本日と畜,0.0
2021-04-30,こ牛,,上場頭数(生体),0.0
2021-04-30,こ牛,,上場頭数(搬入),0.0
2021-05-01,牛,和牛,本日と畜,0.0
2021-05-01,牛,和牛,上場頭数(生体),79.0
2021-05-01,牛,和牛,上場頭数(搬入),14.5
2021-05-01,牛,交雑種,本日と畜,0.0
2021-05-01,牛,交雑種,上場頭数(生体),43.0
2021-05-01,牛,交雑種,上場頭数(搬入),0.0
2021-05-01,牛,乳牛,本日と畜,0.0
2021-05-01,牛,乳牛,上場頭数(生体),0.0
2021-05-01,牛,乳牛,上場頭数(搬入),42.5
2021-05-01,牛,計,本日と畜,0.0
2021-05-01,牛,計,上場頭数(生体),122.0
2021-05-01,牛,計,上場頭数(搬入),57.0
2021-05-01,馬,,本日と畜,0.0
2021-05-01,馬,,上場頭数(生体),0.0
2021-05-01,馬,,上場頭数(搬入),0.0
2021-05-01,豚,,本日と畜,0.0
2021-05-01,豚,,上場頭数(生体),783.0
2021-05-01,豚,,上場頭数(搬入),0.0
2021-05-01,こ牛,,本日と畜,0.0
2021-05-01,こ牛,,上場頭数(生体),0.0
2021-05-01,こ牛,,上場頭数(搬入),1.0
2021-05-06,牛,和牛,本日と畜,335.0
2021-05-06,牛,和牛,上場頭数(生体),0.0
2021-05-06,牛,和牛,上場頭数(搬入),0.0
2021-05-06,牛,交雑種,本日と畜,93.0
2021-05-06,牛,交雑種,上場頭数(生体),0.0
2021-05-06,牛,交雑種,上場頭数(搬入),0.0
2021-05-06,牛,乳牛,本日と畜,0.0
2021-05-06,牛,乳牛,上場頭数(生体),0.0
2021-05-06,牛,乳牛,上場頭数(搬入),0.0
2021-05-06,牛,計,本日と畜,428.0
2021-05-06,牛,計,上場頭数(生体),0.0
2021-05-06,牛,計,上場頭数(搬入),0.0
2021-05-06,馬,,本日と畜,0.0
2021-05-06,馬,,上場頭数(生体),0.0
2021-05-06,馬,,上場頭数(搬入),0.0
2021-05-06,豚,,本日と畜,1234.0
2021-05-06,豚,,上場頭数(生体),0.0
2021-05-06,豚,,上場頭数(搬入),0.0
2021-05-06,こ牛,,本日と畜,0.0
2021-05-06,こ牛,,上場頭数(生体),0.0
2021-05-06,こ牛,,上場頭数(搬入),0.0
2021-05-07,牛,和牛,本日と畜,350.0
2021-05-07,牛,和牛,上場頭数(生体),335.0
2021-05-07,牛,和牛,上場頭数(搬入),5.0
2021-05-07,牛,交雑種,本日と畜,67.0
2021-05-07,牛,交雑種,上場頭数(生体),93.0
2021-05-07,牛,交雑種,上場頭数(搬入),30.0
2021-05-07,牛,乳牛,本日と畜,12.0
2021-05-07,牛,乳牛,上場頭数(生体),0.0
2021-05-07,牛,乳牛,上場頭数(搬入),42.0
2021-05-07,牛,計,本日と畜,429.0
2021-05-07,牛,計,上場頭数(生体),428.0
2021-05-07,牛,計,上場頭数(搬入),77.0
2021-05-07,馬,,本日と畜,0.0
2021-05-07,馬,,上場頭数(生体),0.0
2021-05-07,馬,,上場頭数(搬入),0.0
2021-05-07,豚,,本日と畜,869.0
2021-05-07,豚,,上場頭数(生体),1279.0
2021-05-07,豚,,上場頭数(搬入),0.0
2021-05-07,こ牛,,本日と畜,0.0
2021-05-07,こ牛,,上場頭数(生体),0.0
2021-05-07,こ牛,,上場頭数(搬入),1.0
2021-05-08,牛,和牛,本日と畜,0.0
2021-05-08,牛,和牛,上場頭数(生体),0.0
2021-05-08,牛,和牛,上場頭数(搬入),0.0
2021-05-08,牛,交雑種,本日と畜,0.0
2021-05-08,牛,交雑種,上場頭数(生体),0.0
2021-05-08,牛,交雑種,上場頭数(搬入),0.0
2021-05-08,牛,乳牛,本日と畜,0.0
2021-05-08,牛,乳牛,上場頭数(生体),0.0
2021-05-08,牛,乳牛,上場頭数(搬入),0.0
2021-05-08,牛,計,本日と畜,0.0
2021-05-08,牛,計,上場頭数(生体),0.0
2021-05-08,牛,計,上場頭数(搬入),0.0
2021-05-08,馬,,本日と畜,0.0
2021-05-08,馬,,上場頭数(生体),0.0
2021-05-08,馬,,上場頭数(搬入),0.0
2021-05-08,豚,,本日と畜,0.0
2021-05-08,豚,,上場頭数(生体),869.0
2021-05-08,豚,,上場頭数(搬入),0.0
2021-05-08,こ牛,,本日と畜,0.0
2021-05-08,こ牛,,上場頭数(生体),0.0
2021-05-08,こ牛,,上場頭数(搬入),0.0
2021-05-10,牛,和牛,本日と畜,340.0
2021-05-10,牛,和牛,上場頭数(生体),349.0
2021-05-10,牛,和牛,上場頭数(搬入),29.0
2021-05-10,牛,交雑種,本日と畜,89.0
2021-05-10,牛,交雑種,上場頭数(生体),67.0
2021-05-10,牛,交雑種,上場頭数(搬入),67.0
2021-05-10,牛,乳牛,本日と畜,0.0
2021-05-10,牛,乳牛,上場頭数(生体),12.0
2021-05-10,牛,乳牛,上場頭数(搬入),66.5
2021-05-10,牛,計,本日と畜,429.0
2021-05-10,牛,計,上場頭数(生体),428.0
2021-05-10,牛,計,上場頭数(搬入),162.5
2021-05-10,馬,,本日と畜,0.0
2021-05-10,馬,,上場頭数(生体),0.0
2021-05-10,馬,,上場頭数(搬入),0.0
2021-05-10,豚,,本日と畜,856.0
2021-05-10,豚,,上場頭数(生体),0.0
2021-05-10,豚,,上場頭数(搬入),1.0
2021-05-10,こ牛,,本日と畜,0.0
2021-05-10,こ牛,,上場頭数(生体),0.0
2021-05-10,こ牛,,上場頭数(搬入),1.0
2021-05-11,牛,和牛,本日と畜,360.0
2021-05-11,牛,和牛,上場頭数(生体),340.0
2021-05-11,牛,和牛,上場頭数(搬入),36.0
2021-05-11,牛,交雑種,本日と畜,66.0
