日付,種別,区分,販売方法,産地,高値(円),中値(円),安値(円),規格等
2021-04-01,牛,生体,せり,群馬県,2764,2690,2605,和牛　去勢　Ａ－４
2021-04-01,牛,生体,せり,栃木県,2779,2689,2623,和牛　去勢　Ａ－４
2021-04-01,牛,生体,せり,宮城県,2836,2725,2619,和牛　去勢　Ａ－４
2021-04-01,牛,生体,せり,北海道,2778,2713,2633,和牛　去勢　Ａ－４
2021-04-01,牛,生体,せり,埼玉県,2700,2674,2628,和牛　去勢　Ａ－４
2021-04-01,豚,生体,せり,岩手県,615,523,464,上
2021-04-01,豚,生体,せり,秋田県,536,479,459,上
2021-04-01,豚,生体,せり,福島県,489,472,464,上
2021-04-01,豚,生体,せり,群馬県,514,484,464,上
2021-04-01,豚,生体,せり,茨城県,540,499,475,上
2021-04-02,牛,生体,せり,茨城県,2821,2719,2593,和牛　去勢　Ａ－４
2021-04-02,牛,生体,せり,栃木県,2741,2698,2652,和牛　去勢　Ａ－４
2021-04-02,牛,生体,せり,北海道,2739,2677,2602,和牛　去勢　Ａ－４
2021-04-02,牛,生体,せり,群馬県,2724,2681,2623,和牛　去勢　Ａ－４
2021-04-02,牛,生体,せり,福島県,2689,2596,2542,和牛　去勢　Ａ－４
2021-04-02,豚,生体,せり,茨城県,529,502,475,上
2021-04-02,豚,生体,せり,岩手県,613,530,471,上
2021-04-02,豚,生体,せり,群馬県,504,487,475,上
2021-04-02,豚,生体,せり,栃木県,508,483,474,上
2021-04-02,豚,生体,せり,千葉県,638,566,469,上
2021-04-05,牛,生体,せり,茨城県,2735,2693,2646,和牛　去勢　Ａ－４
2021-04-05,牛,生体,せり,埼玉県,2725,2703,2650,和牛　去勢　Ａ－４
2021-04-05,牛,生体,せり,山形県,2702,2670,2601,和牛　去勢　Ａ－４
2021-04-05,牛,生体,せり,北海道,2698,2673,2644,和牛　去勢　Ａ－４
2021-04-05,牛,生体,せり,栃木県,2727,2727,2727,和牛　去勢　Ａ－４
2021-04-05,豚,生体,せり,福島県,480,473,464,上
2021-04-05,豚,生体,せり,秋田県,521,481,470,上
2021-04-05,豚,生体,せり,栃木県,515,481,474,上
2021-04-05,豚,生体,せり,岩手県,648,588,519,上
2021-04-05,豚,生体,せり,千葉県,504,475,467,上
2021-04-06,牛,生体,せり,栃木県,2806,2705,2617,和牛　去勢　Ａ－４
2021-04-06,牛,生体,せり,群馬県,2759,2724,2695,和牛　去勢　Ａ－４
2021-04-06,牛,生体,せり,茨城県,2728,2684,2602,和牛　去勢　Ａ－４
2021-04-06,牛,生体,せり,神奈川県,2755,2705,2645,和牛　去勢　Ａ－４
2021-04-06,牛,生体,せり,宮城県,2730,2715,2703,和牛　去勢　Ａ－４
2021-04-06,豚,生体,せり,千葉県,648,547,454,上
2021-04-06,豚,生体,せり,茨城県,522,492,475,上
2021-04-06,豚,生体,せり,秋田県,495,481,475,上
2021-04-06,豚,生体,せり,岩手県,616,560,518,上
2021-04-06,豚,生体,せり,群馬県,515,485,470,上
2021-04-07,牛,生体,せり,北海道,2812,2714,2649,和牛　去勢　Ａ－４
2021-04-07,牛,生体,せり,栃木県,2765,2716,2671,和牛　去勢　Ａ－４
2021-04-07,牛,生体,せり,群馬県,2757,2711,2671,和牛　去勢　Ａ－４
2021-04-07,牛,生体,せり,岩手県,2917,2798,2728,和牛　去勢　Ａ－４
2021-04-07,牛,生体,せり,茨城県,2757,2725,2691,和牛　去勢　Ａ－４
2021-04-07,豚,生体,せり,栃木県,519,487,464,上
2021-04-07,豚,生体,せり,群馬県,518,485,464,上
2021-04-07,豚,生体,せり,岩手県,633,577,529,上
2021-04-07,豚,生体,せり,千葉県,515,488,469,上
2021-04-07,豚,生体,せり,茨城県,525,511,492,上
2021-04-08,牛,生体,せり,群馬県,2764,2699,2610,和牛　去勢　Ａ－４
2021-04-08,牛,生体,せり,宮城県,2728,2681,2592,和牛　去勢　Ａ－４
2021-04-08,牛,生体,せり,福島県,2655,2609,2517,和牛　去勢　Ａ－４
2021-04-08,牛,生体,せり,茨城県,2750,2669,2500,和牛　去勢　Ａ－４
2021-04-08,牛,生体,せり,栃木県,2825,2782,2725,和牛　去勢　Ａ－４
2021-04-08,豚,生体,せり,岩手県,589,524,457,上
2021-04-08,豚,生体,せり,秋田県,543,483,456,上
2021-04-08,豚,生体,せり,千葉県,615,547,448,上
2021-04-08,豚,生体,せり,栃木県,515,481,459,上
2021-04-08,豚,生体,せり,茨城県,541,482,464,上
2021-04-09,牛,生体,せり,茨城県,2773,2692,2592,和牛　去勢　Ａ－４
2021-04-09,牛,生体,せり,栃木県,2775,2711,2676,和牛　去勢　Ａ－４
2021-04-09,牛,生体,せり,北海道,2743,2685,2650,和牛　去勢　Ａ－４
2021-04-09,牛,生体,せり,青森県,2859,2716,2650,和牛　去勢　Ａ－４
2021-04-09,牛,生体,せり,福島県,2656,2595,2539,和牛　去勢　Ａ－４
2021-04-09,豚,生体,せり,茨城県,536,504,462,上
2021-04-09,豚,生体,せり,福島県,471,464,454,上
2021-04-09,豚,生体,せり,栃木県,527,482,461,上
2021-04-09,豚,生体,せり,千葉県,621,540,463,上
2021-04-09,豚,生体,せり,岩手県,613,578,532,上
2021-04-12,牛,生体,せり,埼玉県,2737,2664,2593,和牛　去勢　Ａ－４
2021-04-12,牛,生体,せり,北海道,2698,2677,2662,和牛　去勢　Ａ－４
