分類,市場,水産市場ID,日付,種別,品名,販売方法,卸売数量(kg)
水産,豊洲,Sui_K1,2021-04-01,鮮魚,その他（鮮魚）,せり・入札,241.0
水産,豊洲,Sui_K1,2021-04-01,鮮魚,その他（鮮魚）,相対,124255.0
水産,豊洲,Sui_K1,2021-04-01,活魚,活またい,せり・入札,1937.0
水産,豊洲,Sui_K1,2021-04-01,活魚,活またい,相対,16533.0
水産,豊洲,Sui_K1,2021-04-01,活魚,活ひらめ,せり・入札,1397.0
水産,豊洲,Sui_K1,2021-04-01,活魚,活ひらめ,相対,1160.0
水産,豊洲,Sui_K1,2021-04-01,活魚,活かんぱち,相対,4723.0
水産,豊洲,Sui_K1,2021-04-01,活魚,活あなご,相対,4641.0
水産,豊洲,Sui_K1,2021-04-01,活魚,その他（活魚）,せり・入札,2638.0
水産,豊洲,Sui_K1,2021-04-01,活魚,その他（活魚）,相対,6864.0
水産,豊洲,Sui_K1,2021-04-01,冷凍,冷さば,相対,5227.0
水産,豊洲,Sui_K1,2021-04-01,冷凍,冷さんま,相対,41.0
水産,豊洲,Sui_K1,2021-04-01,冷凍,冷するめ,相対,1622.0
水産,豊洲,Sui_K1,2021-04-01,冷凍,冷まだい,相対,125.0
水産,豊洲,Sui_K1,2021-04-01,冷凍,冷にしん,相対,105.0
水産,豊洲,Sui_K1,2021-04-01,冷凍,冷ぎんだら,相対,22026.0
水産,豊洲,Sui_K1,2021-04-01,冷凍,冷かれい,相対,24876.0
水産,豊洲,Sui_K1,2021-04-01,冷凍,冷さけ,相対,296027.0
水産,豊洲,Sui_K1,2021-04-01,冷凍,冷もんごう,相対,903.0
水産,豊洲,Sui_K1,2021-04-01,冷凍,冷たこ,相対,7354.0
水産,豊洲,Sui_K1,2021-04-01,冷凍,冷えび,相対,130377.0
水産,豊洲,Sui_K1,2021-04-01,冷凍,冷煮ずわい,相対,1878.0
水産,豊洲,Sui_K1,2021-04-01,冷凍,その他（冷凍）,相対,97068.0
水産,豊洲,Sui_K1,2021-04-01,塩干加工,塩さけ,相対,35417.0
水産,豊洲,Sui_K1,2021-04-01,塩干加工,塩かずのこ,相対,440.0
水産,豊洲,Sui_K1,2021-04-01,塩干加工,こうなご,せり・入札,3215.0
水産,豊洲,Sui_K1,2021-04-01,塩干加工,こうなご,相対,497.0
水産,豊洲,Sui_K1,2021-04-01,塩干加工,しらす干,せり・入札,44528.0
水産,豊洲,Sui_K1,2021-04-01,塩干加工,にぼし,せり・入札,1770.0
水産,豊洲,Sui_K1,2021-04-01,塩干加工,身欠にしん,相対,519.0
水産,豊洲,Sui_K1,2021-04-01,塩干加工,開干さんま,相対,2429.0
水産,豊洲,Sui_K1,2021-04-01,塩干加工,開干さば,相対,4147.0
水産,豊洲,Sui_K1,2021-04-01,塩干加工,開干かます,相対,456.0
水産,豊洲,Sui_K1,2021-04-01,塩干加工,開干あじ,相対,11465.0
水産,豊洲,Sui_K1,2021-04-01,塩干加工,めざし,相対,999.0
水産,豊洲,Sui_K1,2021-04-01,塩干加工,蒲焼うなぎ,相対,14787.0
水産,豊洲,Sui_K1,2021-04-01,塩干加工,ししゃも,相対,2699.0
水産,豊洲,Sui_K1,2021-04-01,塩干加工,煮ほたるいか,相対,16000.0
水産,豊洲,Sui_K1,2021-04-01,塩干加工,すけこ,相対,8026.0
水産,豊洲,Sui_K1,2021-04-01,塩干加工,かまぼこ,相対,2956.0
水産,豊洲,Sui_K1,2021-04-01,塩干加工,ちくわ,相対,3257.0
水産,豊洲,Sui_K1,2021-04-01,塩干加工,あげもの,相対,8948.0
水産,豊洲,Sui_K1,2021-04-01,塩干加工,塩ます,相対,347.0
水産,豊洲,Sui_K1,2021-04-01,塩干加工,干するめ,相対,548.0
水産,豊洲,Sui_K1,2021-04-01,塩干加工,その他（塩干加工）,相対,352748.0
水産,足立,Sui_K2,2021-04-01,大物,まぐろ（生鮮）,相対,361.0
水産,足立,Sui_K2,2021-04-01,大物,めばち（冷凍）,せり・入札,1350.0
水産,足立,Sui_K2,2021-04-01,大物,めばち（冷凍）,相対,123.0
水産,足立,Sui_K2,2021-04-01,大物,いんど（冷凍）,せり・入札,128.0
水産,足立,Sui_K2,2021-04-01,大物,めかじき（生鮮）,相対,38.0
水産,足立,Sui_K2,2021-04-01,大物,その他（大物冷）,相対,2318.0
水産,足立,Sui_K2,2021-04-01,大物,その他（大物冷）,第三者販売,26.0
水産,足立,Sui_K2,2021-04-01,鮮魚,きんめだい,相対,102.0
水産,足立,Sui_K2,2021-04-01,鮮魚,きんめだい,第三者販売,11.0
水産,足立,Sui_K2,2021-04-01,鮮魚,ぶり・わらさ,相対,457.0
水産,足立,Sui_K2,2021-04-01,鮮魚,ぶり・わらさ,第三者販売,95.0
水産,足立,Sui_K2,2021-04-01,鮮魚,はまち,相対,315.0
水産,足立,Sui_K2,2021-04-01,鮮魚,はまち,第三者販売,91.0
水産,足立,Sui_K2,2021-04-01,鮮魚,かれい,相対,43.0
水産,足立,Sui_K2,2021-04-01,鮮魚,あじ,相対,223.0
水産,足立,Sui_K2,2021-04-01,鮮魚,あじ,第三者販売,2.0
水産,足立,Sui_K2,2021-04-01,鮮魚,さば,相対,522.0
水産,足立,Sui_K2,2021-04-01,鮮魚,さば,第三者販売,14.0
水産,足立,Sui_K2,2021-04-01,鮮魚,かつお,相対,1252.0
水産,足立,Sui_K2,2021-04-01,鮮魚,かつお,第三者販売,111.0
水産,足立,Sui_K2,2021-04-01,鮮魚,いわし,相対,492.0
水産,足立,Sui_K2,2021-04-01,鮮魚,いわし,第三者販売,45.0
水産,足立,Sui_K2,2021-04-01,鮮魚,さんま,相対,20.0
水産,足立,Sui_K2,2021-04-01,鮮魚,たら類,相対,5.0
水産,足立,Sui_K2,2021-04-01,鮮魚,たら類,第三者販売,5.0
水産,足立,Sui_K2,2021-04-01,鮮魚,さわら・さごち,相対,515.0
水産,足立,Sui_K2,2021-04-01,鮮魚,さわら・さごち,第三者販売,50.0
水産,足立,Sui_K2,2021-04-01,鮮魚,いさき,相対,51.0
水産,足立,Sui_K2,2021-04-01,鮮魚,いさき,第三者販売,5.0
水産,足立,Sui_K2,2021-04-01,鮮魚,あんこう,相対,22.0
水産,足立,Sui_K2,2021-04-01,鮮魚,かき,相対,254.0
水産,足立,Sui_K2,2021-04-01,鮮魚,かき,第三者販売,39.0
水産,足立,Sui_K2,2021-04-01,鮮魚,うに,相対,69.0
水産,足立,Sui_K2,2021-04-01,鮮魚,その他（鮮魚）,相対,7940.0
水産,足立,Sui_K2,2021-04-01,鮮魚,その他（鮮魚）,第三者販売,1202.0
水産,足立,Sui_K2,2021-04-01,活魚,活またい,相対,1098.0
水産,足立,Sui_K2,2021-04-01,活魚,活またい,第三者販売,1869.0
水産,足立,Sui_K2,2021-04-01,活魚,活ひらめ,相対,41.0
水産,足立,Sui_K2,2021-04-01,活魚,活ひらめ,第三者販売,11.0
水産,足立,Sui_K2,2021-04-01,活魚,その他（活魚）,相対,890.0
水産,足立,Sui_K2,2021-04-01,活魚,その他（活魚）,第三者販売,818.0
水産,足立,Sui_K2,2021-04-01,冷凍,冷さば,相対,10.0
水産,足立,Sui_K2,2021-04-01,冷凍,冷さば,第三者販売,10.0
水産,足立,Sui_K2,2021-04-01,冷凍,冷するめ,相対,251.0
水産,足立,Sui_K2,2021-04-01,冷凍,冷ぎんだら,相対,135.0
水産,足立,Sui_K2,2021-04-01,冷凍,冷ぎんだら,第三者販売,70.0
水産,足立,Sui_K2,2021-04-01,冷凍,冷さけ,相対,2332.0
水産,足立,Sui_K2,2021-04-01,冷凍,冷さけ,第三者販売,150.0
水産,足立,Sui_K2,2021-04-01,冷凍,冷えび,相対,54.0
水産,足立,Sui_K2,2021-04-01,冷凍,冷えび,第三者販売,11.0
水産,足立,Sui_K2,2021-04-01,冷凍,その他（冷凍）,相対,2931.0
水産,足立,Sui_K2,2021-04-01,冷凍,その他（冷凍）,第三者販売,2248.0
水産,足立,Sui_K2,2021-04-01,塩干加工,塩さけ,相対,1309.0
水産,足立,Sui_K2,2021-04-01,塩干加工,塩さけ,第三者販売,280.0
水産,足立,Sui_K2,2021-04-01,塩干加工,しらす干,相対,25.0
水産,足立,Sui_K2,2021-04-01,塩干加工,しらす干,第三者販売,36.0
水産,足立,Sui_K2,2021-04-01,塩干加工,開干さんま,相対,77.0
水産,足立,Sui_K2,2021-04-01,塩干加工,開干さば,相対,29.0
水産,足立,Sui_K2,2021-04-01,塩干加工,開干あじ,相対,305.0
水産,足立,Sui_K2,2021-04-01,塩干加工,開干あじ,第三者販売,78.0
水産,足立,Sui_K2,2021-04-01,塩干加工,蒲焼うなぎ,相対,124.0
水産,足立,Sui_K2,2021-04-01,塩干加工,蒲焼うなぎ,第三者販売,86.0
水産,足立,Sui_K2,2021-04-01,塩干加工,すけこ,相対,10.0
水産,足立,Sui_K2,2021-04-01,塩干加工,すけこ,第三者販売,148.0
水産,足立,Sui_K2,2021-04-01,塩干加工,かまぼこ,相対,139.0
水産,足立,Sui_K2,2021-04-01,塩干加工,その他（塩干加工）,相対,14791.0
水産,足立,Sui_K2,2021-04-01,塩干加工,その他（塩干加工）,第三者販売,2467.0
水産,大田,Sui_K3,2021-04-01,大物,まぐろ（生鮮）,相対,972.0
水産,大田,Sui_K3,2021-04-01,大物,めばち（冷凍）,せり・入札,148.0
水産,大田,Sui_K3,2021-04-01,大物,その他（大物冷）,相対,394.0
水産,大田,Sui_K3,2021-04-01,鮮魚,まだい,相対,31.0
水産,大田,Sui_K3,2021-04-01,鮮魚,きんめだい,相対,38.0
水産,大田,Sui_K3,2021-04-01,鮮魚,ぶり・わらさ,相対,93.0
水産,大田,Sui_K3,2021-04-01,鮮魚,はまち,相対,45.0
水産,大田,Sui_K3,2021-04-01,鮮魚,あじ,相対,75.0
水産,大田,Sui_K3,2021-04-01,鮮魚,さば,相対,50.0
水産,大田,Sui_K3,2021-04-01,鮮魚,かつお,相対,204.0
水産,大田,Sui_K3,2021-04-01,鮮魚,いわし,相対,40.0
水産,大田,Sui_K3,2021-04-01,鮮魚,するめいか,相対,15.0
水産,大田,Sui_K3,2021-04-01,鮮魚,煮だこ,相対,25.0
水産,大田,Sui_K3,2021-04-01,鮮魚,さわら・さごち,相対,32.0
水産,大田,Sui_K3,2021-04-01,鮮魚,いさき,相対,31.0
水産,大田,Sui_K3,2021-04-01,鮮魚,あゆ,相対,3.0
水産,大田,Sui_K3,2021-04-01,鮮魚,その他（鮮魚）,相対,5316.0
水産,大田,Sui_K3,2021-04-01,活魚,活またい,相対,1205.0
水産,大田,Sui_K3,2021-04-01,活魚,活またい,第三者販売,788.0
水産,大田,Sui_K3,2021-04-01,活魚,活ひらめ,相対,13.0
水産,大田,Sui_K3,2021-04-01,活魚,活ひらめ,第三者販売,17.0
水産,大田,Sui_K3,2021-04-01,活魚,その他（活魚）,相対,25.0
水産,大田,Sui_K3,2021-04-01,活魚,その他（活魚）,第三者販売,54.0
水産,大田,Sui_K3,2021-04-01,冷凍,その他（冷凍）,相対,2000.0
水産,大田,Sui_K3,2021-04-01,塩干加工,塩さけ,相対,40.0
水産,大田,Sui_K3,2021-04-01,塩干加工,しらす干,相対,480.0
水産,大田,Sui_K3,2021-04-01,塩干加工,開干さんま,相対,10.0
水産,大田,Sui_K3,2021-04-01,塩干加工,開干さば,相対,30.0
水産,大田,Sui_K3,2021-04-01,塩干加工,開干あじ,相対,10.0
水産,大田,Sui_K3,2021-04-01,塩干加工,蒲焼うなぎ,相対,40.0
水産,大田,Sui_K3,2021-04-01,塩干加工,その他（塩干加工）,相対,8390.0
水産,豊洲,Sui_K1,2021-04-02,大物,まぐろ（生鮮）,せり・入札,24117.0
水産,豊洲,Sui_K1,2021-04-02,大物,まぐろ（冷凍）,せり・入札,14769.0
水産,豊洲,Sui_K1,2021-04-02,大物,きわだ（生鮮）,せり・入札,1274.0
水産,豊洲,Sui_K1,2021-04-02,大物,きわだ（冷凍）,せり・入札,1532.0
水産,豊洲,Sui_K1,2021-04-02,大物,めばち（生鮮）,せり・入札,1447.0
水産,豊洲,Sui_K1,2021-04-02,大物,めばち（冷凍）,せり・入札,49788.0
水産,豊洲,Sui_K1,2021-04-02,大物,いんど（生鮮）,せり・入札,3112.0
水産,豊洲,Sui_K1,2021-04-02,大物,いんど（冷凍）,せり・入札,14278.0
水産,豊洲,Sui_K1,2021-04-02,大物,まかじき（生鮮）,せり・入札,111.0
水産,豊洲,Sui_K1,2021-04-02,大物,めかじき（生鮮）,せり・入札,4073.0
水産,豊洲,Sui_K1,2021-04-02,大物,めかじき（冷凍）,せり・入札,3927.0
水産,豊洲,Sui_K1,2021-04-02,大物,その他（大物冷）,せり・入札,218.0
水産,豊洲,Sui_K1,2021-04-02,鮮魚,しばえび,せり・入札,61.0
水産,豊洲,Sui_K1,2021-04-02,鮮魚,くるまえび,せり・入札,1569.0
水産,豊洲,Sui_K1,2021-04-02,鮮魚,めじ,相対,803.0
水産,豊洲,Sui_K1,2021-04-02,鮮魚,まだい,相対,60307.0
水産,豊洲,Sui_K1,2021-04-02,鮮魚,きんめだい,相対,12639.0
水産,豊洲,Sui_K1,2021-04-02,鮮魚,あまだい,せり・入札,84.0
水産,豊洲,Sui_K1,2021-04-02,鮮魚,あまだい,相対,495.0
水産,豊洲,Sui_K1,2021-04-02,鮮魚,ぶり・わらさ,相対,71257.0
水産,豊洲,Sui_K1,2021-04-02,鮮魚,いなだ・わかし,相対,6278.0
水産,豊洲,Sui_K1,2021-04-02,鮮魚,はまち,相対,26218.0
水産,豊洲,Sui_K1,2021-04-02,鮮魚,ひらめ,相対,2546.0
水産,豊洲,Sui_K1,2021-04-02,鮮魚,かれい,相対,13686.0
水産,豊洲,Sui_K1,2021-04-02,鮮魚,あじ,相対,35872.0
水産,豊洲,Sui_K1,2021-04-02,鮮魚,さば,相対,33156.0
水産,豊洲,Sui_K1,2021-04-02,鮮魚,かつお,相対,29948.0
水産,豊洲,Sui_K1,2021-04-02,鮮魚,いわし,相対,24199.0
水産,豊洲,Sui_K1,2021-04-02,鮮魚,にしん,相対,635.0
水産,豊洲,Sui_K1,2021-04-02,鮮魚,さんま,相対,846.0
水産,豊洲,Sui_K1,2021-04-02,鮮魚,するめいか,相対,6346.0
水産,豊洲,Sui_K1,2021-04-02,鮮魚,やりいか,相対,4570.0
水産,豊洲,Sui_K1,2021-04-02,鮮魚,煮だこ,相対,5447.0
水産,豊洲,Sui_K1,2021-04-02,鮮魚,たら類,相対,8156.0
水産,豊洲,Sui_K1,2021-04-02,鮮魚,すけそう,相対,1.0
水産,豊洲,Sui_K1,2021-04-02,鮮魚,さけます類,相対,17897.0
水産,豊洲,Sui_K1,2021-04-02,鮮魚,かます,相対,1351.0
水産,豊洲,Sui_K1,2021-04-02,鮮魚,めばる,相対,1960.0
水産,豊洲,Sui_K1,2021-04-02,鮮魚,さわら・さごち,相対,19980.0
水産,豊洲,Sui_K1,2021-04-02,鮮魚,きんき,相対,1083.0
水産,豊洲,Sui_K1,2021-04-02,鮮魚,めぬけ,相対,136.0
水産,豊洲,Sui_K1,2021-04-02,鮮魚,すずき,相対,6671.0
水産,豊洲,Sui_K1,2021-04-02,鮮魚,きす,相対,460.0
水産,豊洲,Sui_K1,2021-04-02,鮮魚,いさき,相対,3807.0
水産,豊洲,Sui_K1,2021-04-02,鮮魚,こはだ,相対,884.0
水産,豊洲,Sui_K1,2021-04-02,鮮魚,まながつお,せり・入札,28.0
水産,豊洲,Sui_K1,2021-04-02,鮮魚,まながつお,相対,126.0
水産,豊洲,Sui_K1,2021-04-02,鮮魚,とびうお,相対,460.0
水産,豊洲,Sui_K1,2021-04-02,鮮魚,たちうお,相対,1175.0
水産,豊洲,Sui_K1,2021-04-02,鮮魚,あんこう,相対,792.0
水産,豊洲,Sui_K1,2021-04-02,鮮魚,あゆ,相対,803.0
水産,豊洲,Sui_K1,2021-04-02,鮮魚,かき,せり・入札,61.0
水産,豊洲,Sui_K1,2021-04-02,鮮魚,かき,相対,7114.0
水産,豊洲,Sui_K1,2021-04-02,鮮魚,ほたて,相対,3695.0
水産,豊洲,Sui_K1,2021-04-02,鮮魚,あかがい,相対,7466.0
水産,豊洲,Sui_K1,2021-04-02,鮮魚,うに,せり・入札,2156.0
水産,豊洲,Sui_K1,2021-04-02,鮮魚,うに,相対,896.0
水産,豊洲,Sui_K1,2021-04-02,鮮魚,けがに,相対,1487.0
水産,豊洲,Sui_K1,2021-04-02,鮮魚,その他（鮮魚）,せり・入札,168.0
水産,豊洲,Sui_K1,2021-04-02,鮮魚,その他（鮮魚）,相対,113839.0
水産,豊洲,Sui_K1,2021-04-02,活魚,活またい,せり・入札,821.0
水産,豊洲,Sui_K1,2021-04-02,活魚,活またい,相対,14922.0
水産,豊洲,Sui_K1,2021-04-02,活魚,活ひらめ,せり・入札,1648.0
水産,豊洲,Sui_K1,2021-04-02,活魚,活ひらめ,相対,1049.0
水産,豊洲,Sui_K1,2021-04-02,活魚,活かんぱち,相対,4598.0
水産,豊洲,Sui_K1,2021-04-02,活魚,活あなご,相対,2805.0
水産,豊洲,Sui_K1,2021-04-02,活魚,その他（活魚）,せり・入札,2267.0
水産,豊洲,Sui_K1,2021-04-02,活魚,その他（活魚）,相対,3124.0
水産,豊洲,Sui_K1,2021-04-02,冷凍,冷さば,相対,22408.0
水産,豊洲,Sui_K1,2021-04-02,冷凍,冷さんま,相対,121.0
水産,豊洲,Sui_K1,2021-04-02,冷凍,冷するめ,相対,2242.0
水産,豊洲,Sui_K1,2021-04-02,冷凍,冷まだい,相対,20.0
水産,豊洲,Sui_K1,2021-04-02,冷凍,冷にしん,相対,70.0
水産,豊洲,Sui_K1,2021-04-02,冷凍,冷ぎんだら,相対,7055.0
水産,豊洲,Sui_K1,2021-04-02,冷凍,冷かれい,相対,20240.0
水産,豊洲,Sui_K1,2021-04-02,冷凍,冷さけ,相対,63008.0
水産,豊洲,Sui_K1,2021-04-02,冷凍,冷もんごう,相対,526.0
水産,豊洲,Sui_K1,2021-04-02,冷凍,冷たこ,相対,1929.0
水産,豊洲,Sui_K1,2021-04-02,冷凍,冷えび,相対,34974.0
水産,豊洲,Sui_K1,2021-04-02,冷凍,冷煮ずわい,相対,2264.0
水産,豊洲,Sui_K1,2021-04-02,冷凍,その他（冷凍）,相対,64385.0
水産,豊洲,Sui_K1,2021-04-02,塩干加工,塩さけ,相対,16982.0
水産,豊洲,Sui_K1,2021-04-02,塩干加工,塩かずのこ,相対,99.0
水産,豊洲,Sui_K1,2021-04-02,塩干加工,こうなご,せり・入札,1620.0
水産,豊洲,Sui_K1,2021-04-02,塩干加工,こうなご,相対,1653.0
水産,豊洲,Sui_K1,2021-04-02,塩干加工,しらす干,せり・入札,44094.0
水産,豊洲,Sui_K1,2021-04-02,塩干加工,にぼし,せり・入札,2894.0
水産,豊洲,Sui_K1,2021-04-02,塩干加工,身欠にしん,相対,487.0
水産,豊洲,Sui_K1,2021-04-02,塩干加工,開干さんま,相対,1795.0
水産,豊洲,Sui_K1,2021-04-02,塩干加工,開干さば,相対,3930.0
水産,豊洲,Sui_K1,2021-04-02,塩干加工,開干かます,相対,901.0
水産,豊洲,Sui_K1,2021-04-02,塩干加工,開干あじ,相対,10769.0
水産,豊洲,Sui_K1,2021-04-02,塩干加工,めざし,相対,602.0
水産,豊洲,Sui_K1,2021-04-02,塩干加工,蒲焼うなぎ,相対,5354.0
水産,豊洲,Sui_K1,2021-04-02,塩干加工,ししゃも,相対,3445.0
水産,豊洲,Sui_K1,2021-04-02,塩干加工,煮ほたるいか,相対,13679.0
水産,豊洲,Sui_K1,2021-04-02,塩干加工,すけこ,相対,6604.0
水産,豊洲,Sui_K1,2021-04-02,塩干加工,かまぼこ,相対,3724.0
水産,豊洲,Sui_K1,2021-04-02,塩干加工,ちくわ,相対,2233.0
水産,豊洲,Sui_K1,2021-04-02,塩干加工,あげもの,相対,6259.0
水産,豊洲,Sui_K1,2021-04-02,塩干加工,塩ます,相対,338.0
水産,豊洲,Sui_K1,2021-04-02,塩干加工,干するめ,相対,525.0
水産,豊洲,Sui_K1,2021-04-02,塩干加工,その他（塩干加工）,相対,253921.0
水産,足立,Sui_K2,2021-04-02,大物,まぐろ（生鮮）,相対,212.0
水産,足立,Sui_K2,2021-04-02,大物,めばち（冷凍）,せり・入札,973.0
水産,足立,Sui_K2,2021-04-02,大物,めばち（冷凍）,相対,410.0
水産,足立,Sui_K2,2021-04-02,大物,いんど（生鮮）,せり・入札,55.0
水産,足立,Sui_K2,2021-04-02,大物,いんど（生鮮）,相対,69.0
水産,足立,Sui_K2,2021-04-02,大物,めかじき（生鮮）,相対,55.0
水産,足立,Sui_K2,2021-04-02,大物,その他（大物冷）,相対,932.0
水産,足立,Sui_K2,2021-04-02,大物,その他（大物冷）,第三者販売,12.0
水産,足立,Sui_K2,2021-04-02,鮮魚,きんめだい,相対,120.0
水産,足立,Sui_K2,2021-04-02,鮮魚,きんめだい,第三者販売,4.0
水産,足立,Sui_K2,2021-04-02,鮮魚,ぶり・わらさ,相対,541.0
水産,足立,Sui_K2,2021-04-02,鮮魚,ぶり・わらさ,第三者販売,81.0
水産,足立,Sui_K2,2021-04-02,鮮魚,はまち,相対,260.0
水産,足立,Sui_K2,2021-04-02,鮮魚,はまち,第三者販売,60.0
水産,足立,Sui_K2,2021-04-02,鮮魚,かれい,相対,89.0
水産,足立,Sui_K2,2021-04-02,鮮魚,あじ,相対,309.0
水産,足立,Sui_K2,2021-04-02,鮮魚,あじ,第三者販売,68.0
水産,足立,Sui_K2,2021-04-02,鮮魚,さば,相対,211.0
水産,足立,Sui_K2,2021-04-02,鮮魚,さば,第三者販売,20.0
水産,足立,Sui_K2,2021-04-02,鮮魚,かつお,相対,870.0
水産,足立,Sui_K2,2021-04-02,鮮魚,かつお,第三者販売,54.0
水産,足立,Sui_K2,2021-04-02,鮮魚,いわし,相対,195.0
水産,足立,Sui_K2,2021-04-02,鮮魚,いわし,第三者販売,5.0
水産,足立,Sui_K2,2021-04-02,鮮魚,さんま,相対,32.0
水産,足立,Sui_K2,2021-04-02,鮮魚,するめいか,相対,50.0
水産,足立,Sui_K2,2021-04-02,鮮魚,たら類,相対,28.0
水産,足立,Sui_K2,2021-04-02,鮮魚,さわら・さごち,相対,297.0
水産,足立,Sui_K2,2021-04-02,鮮魚,さわら・さごち,第三者販売,59.0
水産,足立,Sui_K2,2021-04-02,鮮魚,いさき,相対,53.0
水産,足立,Sui_K2,2021-04-02,鮮魚,いさき,第三者販売,30.0
水産,足立,Sui_K2,2021-04-02,鮮魚,あんこう,相対,21.0
水産,足立,Sui_K2,2021-04-02,鮮魚,かき,相対,218.0
水産,足立,Sui_K2,2021-04-02,鮮魚,かき,第三者販売,39.0
水産,足立,Sui_K2,2021-04-02,鮮魚,うに,相対,65.0
水産,足立,Sui_K2,2021-04-02,鮮魚,その他（鮮魚）,相対,7372.0
水産,足立,Sui_K2,2021-04-02,鮮魚,その他（鮮魚）,第三者販売,1091.0
