"年月日［西暦］","地区","町丁目","世帯数","人口男［人］","人口女［人］","人口合計［人］"
20040101,"芝地区総合支所管内","芝一丁目",391,393,375,768
20040101,"芝地区総合支所管内","芝二丁目",1278,1054,1186,2240
20040101,"芝地区総合支所管内","芝三丁目",1369,1094,1195,2289
20040101,"芝地区総合支所管内","芝四丁目",335,295,279,574
20040101,"芝地区総合支所管内","芝五丁目",1728,1338,1614,2952
20040101,"芝地区総合支所管内","海岸一丁目",421,392,363,755
20040101,"芝地区総合支所管内","東新橋一丁目",648,553,652,1205
20040101,"芝地区総合支所管内","東新橋二丁目",85,81,59,140
20040101,"芝地区総合支所管内","新橋一丁目",37,31,29,60
20040101,"芝地区総合支所管内","新橋二丁目",135,118,100,218
20040101,"芝地区総合支所管内","新橋三丁目",204,176,171,347
20040101,"芝地区総合支所管内","新橋四丁目",272,233,275,508
20040101,"芝地区総合支所管内","新橋五丁目",267,258,235,493
20040101,"芝地区総合支所管内","新橋六丁目",336,330,206,536
20040101,"芝地区総合支所管内","西新橋一丁目",152,133,154,287
20040101,"芝地区総合支所管内","西新橋二丁目",200,191,196,387
20040101,"芝地区総合支所管内","西新橋三丁目",244,121,238,359
20040101,"芝地区総合支所管内","三田一丁目",1186,1040,1219,2259
20040101,"芝地区総合支所管内","三田二丁目",1720,1520,1845,3365
20040101,"芝地区総合支所管内","三田三丁目",743,565,639,1204
20040101,"芝地区総合支所管内","浜松町一丁目",425,351,327,678
20040101,"芝地区総合支所管内","浜松町二丁目",146,158,140,298
20040101,"芝地区総合支所管内","芝大門一丁目",312,274,314,588
20040101,"芝地区総合支所管内","芝大門二丁目",419,340,414,754
20040101,"芝地区総合支所管内","芝公園一丁目",80,72,67,139
20040101,"芝地区総合支所管内","芝公園二丁目",284,209,223,432
20040101,"芝地区総合支所管内","芝公園三丁目",88,67,72,139
20040101,"芝地区総合支所管内","芝公園四丁目",67,56,29,85
20040101,"芝地区総合支所管内","虎ノ門一丁目",163,137,180,317
20040101,"芝地区総合支所管内","虎ノ門二丁目",106,90,74,164
20040101,"芝地区総合支所管内","虎ノ門三丁目",520,417,471,888
20040101,"芝地区総合支所管内","虎ノ門四丁目",188,49,188,237
20040101,"芝地区総合支所管内","虎ノ門五丁目",252,262,284,546
20040101,"芝地区総合支所管内","愛宕一丁目",59,51,67,118
20040101,"芝地区総合支所管内","愛宕二丁目",72,61,65,126
20040201,"芝地区総合支所管内","芝一丁目",394,393,377,770
20040201,"芝地区総合支所管内","芝二丁目",1283,1056,1190,2246
20040201,"芝地区総合支所管内","芝三丁目",1381,1100,1201,2301
20040201,"芝地区総合支所管内","芝四丁目",333,291,274,565
20040201,"芝地区総合支所管内","芝五丁目",1732,1337,1618,2955
20040201,"芝地区総合支所管内","海岸一丁目",418,390,359,749
20040201,"芝地区総合支所管内","東新橋一丁目",650,556,651,1207
20040201,"芝地区総合支所管内","東新橋二丁目",85,83,59,142
20040201,"芝地区総合支所管内","新橋一丁目",36,30,29,59
20040201,"芝地区総合支所管内","新橋二丁目",131,112,97,209
20040201,"芝地区総合支所管内","新橋三丁目",198,173,167,340
20040201,"芝地区総合支所管内","新橋四丁目",267,229,272,501
20040201,"芝地区総合支所管内","新橋五丁目",264,255,232,487
20040201,"芝地区総合支所管内","新橋六丁目",342,335,210,545
20040201,"芝地区総合支所管内","西新橋一丁目",152,134,154,288
20040201,"芝地区総合支所管内","西新橋二丁目",206,195,197,392
20040201,"芝地区総合支所管内","西新橋三丁目",241,123,234,357
20040201,"芝地区総合支所管内","三田一丁目",1182,1035,1220,2255
20040201,"芝地区総合支所管内","三田二丁目",1723,1523,1854,3377
20040201,"芝地区総合支所管内","三田三丁目",738,558,640,1198
20040201,"芝地区総合支所管内","浜松町一丁目",418,347,323,670
20040201,"芝地区総合支所管内","浜松町二丁目",147,157,142,299
20040201,"芝地区総合支所管内","芝大門一丁目",315,277,317,594
20040201,"芝地区総合支所管内","芝大門二丁目",420,342,416,758
20040201,"芝地区総合支所管内","芝公園一丁目",80,72,67,139
20040201,"芝地区総合支所管内","芝公園二丁目",285,209,222,431
20040201,"芝地区総合支所管内","芝公園三丁目",88,66,74,140
20040201,"芝地区総合支所管内","芝公園四丁目",68,55,31,86
20040201,"芝地区総合支所管内","虎ノ門一丁目",162,136,179,315
20040201,"芝地区総合支所管内","虎ノ門二丁目",103,87,73,160
20040201,"芝地区総合支所管内","虎ノ門三丁目",518,415,469,884
20040201,"芝地区総合支所管内","虎ノ門四丁目",186,51,184,235
20040201,"芝地区総合支所管内","虎ノ門五丁目",248,260,279,539
20040201,"芝地区総合支所管内","愛宕一丁目",58,51,66,117
20040201,"芝地区総合支所管内","愛宕二丁目",75,63,67,130
20040301,"芝地区総合支所管内","芝一丁目",396,394,377,771
20040301,"芝地区総合支所管内","芝二丁目",1284,1056,1186,2242
20040301,"芝地区総合支所管内","芝三丁目",1380,1099,1202,2301
20040301,"芝地区総合支所管内","芝四丁目",335,288,277,565
20040301,"芝地区総合支所管内","芝五丁目",1737,1341,1617,2958
20040301,"芝地区総合支所管内","海岸一丁目",419,391,359,750
20040301,"芝地区総合支所管内","東新橋一丁目",648,561,649,1210
20040301,"芝地区総合支所管内","東新橋二丁目",82,80,59,139
20040301,"芝地区総合支所管内","新橋一丁目",36,30,29,59
20040301,"芝地区総合支所管内","新橋二丁目",128,109,97,206
20040301,"芝地区総合支所管内","新橋三丁目",198,175,166,341
20040301,"芝地区総合支所管内","新橋四丁目",271,231,272,503
20040301,"芝地区総合支所管内","新橋五丁目",265,256,232,488
20040301,"芝地区総合支所管内","新橋六丁目",342,334,211,545
20040301,"芝地区総合支所管内","西新橋一丁目",151,134,153,287
20040301,"芝地区総合支所管内","西新橋二丁目",213,195,203,398
20040301,"芝地区総合支所管内","西新橋三丁目",239,125,231,356
20040301,"芝地区総合支所管内","三田一丁目",1187,1031,1223,2254
20040301,"芝地区総合支所管内","三田二丁目",1727,1524,1856,3380
20040301,"芝地区総合支所管内","三田三丁目",739,558,645,1203
