地域階層,地域コード,国・地域(人),総数,男,女,アジア,アフガニスタン,アラブ首長国連邦,ミャンマー,バーレーン,ブータン,バングラデシュ,ブルネイ,カンボジア,スリランカ,中国,台湾,キプロス,東ティモール,インド,インドネシア,イラン,イラク,イスラエル,ヨルダン,韓国,朝鮮,クウェート,ラオス,レバノン,マレーシア,モンゴル,オマーン,モルディブ,ネパール,パキスタン,フィリピン,カタール,サウジアラビア,シリア,シンガポール,タイ,トルコ,ベトナム,イエメン,パレスチナ,ヨーロッパ,アルバニア,オーストリア,ベルギー,ブルガリア,ベラルーシ,クロアチア,チェコ,デンマーク,エストニア,フィンランド,フランス,ドイツ,ギリシャ,ハンガリー,アイスランド,アイルランド,イタリア,キルギス,カザフスタン,リヒテンシュタイン,ルクセンブルク,ラトビア,リトアニア,マルタ,モルドバ,北マケドニア,オランダ,ノルウェー,ポーランド,ポルトガル,ルーマニア,ロシア,サンマリノ,スペイン,スウェーデン,スイス,トルクメニスタン,タジキスタン,英国,ウクライナ,ウズベキスタン,アルメニア,アゼルバイジャン,アンドラ,ジョージア,スロベニア,スロバキア,ボスニア・ヘルツェゴビナ,セルビア・モンテネグロ,モンテネグロ,セルビア,コソボ共和国,アフリカ,アルジェリア,ブルンジ,ボツワナ,カメルーン,中央アフリカ,チャド,コンゴ共和国,コンゴ民主共和国,カーボベルデ,コモロ,ベナン,ジブチ,エチオピア,エリトリア,ガボン,ガーナ,ギニア,ガンビア,ギニアビサウ,コートジボワール,ケニア,リベリア,リビア,レソト,マダガスカル,マリ,モーリタニア,モロッコ,マラウイ,モーリシャス,モザンビーク,ニジェール,ナイジェリア,ナミビア,ルワンダ,セネガル,シエラレオネ,ソマリア,スーダン,エスワティニ,サントメ・プリンシペ,セーシェル,タンザニア,トーゴ,チュニジア,ウガンダ,南アフリカ共和国,エジプト,ブルキナファソ,ザンビア,ジンバブエ,アンゴラ,南スーダン共和国,北米,バルバドス,バハマ,ベリーズ,カナダ,コスタリカ,キューバ,ドミニカ共和国,ドミニカ,エルサルバドル,グアテマラ,ハイチ,ホンジュラス,ジャマイカ,メキシコ,ニカラグア,パナマ,セントルシア,セントビンセント,セントクリストファー・ネービス,トリニダード・トバゴ,米国,グレナダ,アンティグア・バーブーダ,南米,アルゼンチン,ボリビア,ブラジル,チリ,コロンビア,エクアドル,ガイアナ,パラグアイ,ペルー,スリナム,ウルグアイ,ベネズエラ,オセアニア,オーストラリア,フィジー,キリバス,マーシャル,ミクロネシア,ニュージーランド,ナウル,パプアニューギニア,パラオ,ソロモン,トンガ,ツバル,バヌアツ,サモア,無国籍・その他
4,13201,八王子市,12821,6169,6652,11387,4,3,93,0,2,72,1,37,99,5016,282,0,0,141,213,50,7,0,1,1700,111,0,5,4,131,105,0,0,511,36,1325,0,10,25,15,144,9,1235,0,0,393,1,4,6,2,1,2,1,3,0,4,46,37,0,2,0,7,36,0,0,0,0,2,0,0,2,0,4,3,5,2,14,60,0,15,8,1,1,0,82,20,22,0,0,0,0,0,0,0,0,0,0,0,168,2,0,0,15,0,0,0,1,0,0,3,0,8,0,1,31,10,2,0,1,9,0,0,0,2,2,0,4,0,0,0,0,16,0,0,8,1,1,8,0,0,0,2,1,6,10,3,19,0,1,1,0,0,372,0,0,0,45,1,0,2,0,1,1,0,2,1,10,0,0,0,0,0,1,308,0,0,411,15,2,217,6,14,3,0,3,145,0,1,5,84,50,4,0,0,0,28,0,0,1,0,1,0,0,0,6
4,13202,立川市,4723,2191,2532,4252,0,0,48,0,0,9,0,9,15,1964,117,0,0,38,78,7,0,0,0,726,94,0,6,0,7,14,0,0,223,3,379,0,1,0,4,46,2,462,0,0,110,0,1,1,0,1,0,0,0,0,3,7,8,0,0,0,3,5,0,1,0,1,0,2,0,0,0,1,0,3,2,1,13,0,4,5,3,0,1,27,2,12,0,0,0,0,0,0,0,3,0,0,0,39,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,14,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,4,1,0,0,2,0,0,1,2,0,0,184,0,0,0,27,0,0,0,0,0,1,0,0,3,9,0,0,0,0,0,0,144,0,0,107,3,0,71,0,3,0,0,3,27,0,0,0,28,19,0,0,0,0,9,0,0,0,0,0,0,0,0,3
4,13203,武蔵野市,3083,1543,1540,2421,0,2,17,0,0,16,1,4,6,1078,167,0,0,38,32,9,0,2,0,492,16,0,0,0,28,29,0,0,191,11,102,0,0,2,11,43,10,114,0,0,272,0,3,3,1,1,0,4,4,1,4,54,17,1,0,0,10,19,6,0,0,1,0,0,0,0,2,7,4,4,1,4,16,0,8,1,2,0,0,77,1,14,1,0,0,0,0,0,0,0,0,1,0,18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2,2,0,0,2,0,0,264,0,0,0,41,0,1,0,0,1,0,0,0,1,5,0,0,0,0,0,0,215,0,0,52,5,0,26,1,10,0,0,2,8,0,0,0,56,41,0,0,1,0,14,0,0,0,0,0,0,0,0,0
4,13204,三鷹市,3516,1765,1751,2665,0,0,27,0,3,17,0,3,14,1069,177,0,0,51,39,7,0,2,0,625,30,1,2,1,36,20,0,0,77,5,182,0,3,3,12,54,11,194,0,0,302,0,2,3,2,3,0,1,2,0,1,43,24,1,3,0,4,18,2,2,0,0,0,2,0,1,0,5,0,5,6,4,35,0,6,11,2,0,1,97,5,8,2,0,0,0,0,0,0,0,0,0,1,50,4,0,0,2,0,0,1,0,0,0,0,0,0,0,0,5,1,0,0,0,4,0,0,0,2,0,0,6,0,0,0,0,4,0,0,2,0,0,0,1,0,0,0,0,1,1,6,4,1,0,4,1,0,376,0,0,1,48,0,0,0,0,0,2,1,1,2,12,0,0,1,0,0,0,307,0,1,72,7,1,41,4,7,2,0,0,8,0,0,2,49,30,1,0,0,0,18,0,0,0,0,0,0,0,0,2
4,13205,青梅市,2037,888,1149,1648,0,0,16,0,0,19,0,3,6,318,82,0,0,4,39,5,0,0,0,194,13,0,3,0,3,9,0,0,53,16,443,0,0,0,2,56,2,362,0,0,39,0,1,1,1,1,0,0,0,0,0,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,2,0,1,0,0,10,7,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,78,0,0,0,9,0,0,1,0,0,0,0,1,2,2,0,0,0,0,0,0,63,0,0,248,3,7,54,0,9,0,0,1,173,0,0,1,11,6,0,0,0,0,5,0,0,0,0,0,0,0,0,3
4,13206,府中市,5106,2306,2800,4204,15,0,53,0,1,33,0,22,18,1670,177,1,0,35,152,21,0,0,0,733,20,0,13,1,35,69,0,0,86,8,551,0,0,11,12,81,14,371,1,0,277,0,0,1,3,2,0,5,2,0,5,26,9,0,5,0,2,21,2,11,0,0,0,3,0,1,0,1,0,14,0,7,40,0,8,0,2,2,7,43,8,39,0,1,0,3,0,2,2,0,0,0,0,98,3,1,1,3,0,0,0,4,0,0,2,0,1,0,1,17,0,0,0,1,2,3,0,0,1,0,0,4,0,0,1,0,5,1,2,3,4,0,0,0,0,0,1,0,2,2,4,27,0,1,1,0,0,317,0,0,0,34,0,0,1,0,1,0,0,0,6,12,0,0,0,0,0,0,263,0,0,131,7,1,84,3,10,2,0,1,23,0,0,0,77,24,4,0,0,0,43,0,0,1,0,3,0,0,2,2
4,13207,昭島市,2736,1233,1503,2456,0,0,46,0,0,27,0,0,7,710,44,0,0,43,28,5,1,0,0,470,37,0,3,0,5,7,0,0,265,7,394,0,0,0,4,29,1,323,0,0,39,0,0,0,0,0,0,0,0,0,1,2,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,1,0,2,0,0,10,2,2,0,0,0,0,0,0,0,0,0,1,0,46,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,0,0,4,0,0,1,0,0,0,0,0,0,0,0,11,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,61,0,0,107,2,0,55,0,3,0,0,0,47,0,0,0,18,10,1,0,0,0,6,0,0,0,0,1,0,0,0,5
4,13208,調布市,4385,2161,2224,3816,4,0,43,0,0,20,0,2,23,1505,163,0,0,45,86,11,0,1,1,932,47,0,7,1,47,27,0,0,112,12,312,0,1,1,13,84,12,303,0,1,233,0,3,1,3,1,2,0,1,3,3,35,19,1,3,0,1,22,3,2,0,0,0,0,0,1,0,0,0,8,2,6,28,0,11,6,3,0,0,57,2,2,0,0,0,0,1,0,3,0,0,0,0,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,1,1,4,1,0,0,3,1,214,0,0,0,30,1,3,1,0,0,1,0,1,2,10,0,1,0,0,0,0,164,0,0,61,3,0,33,0,9,0,0,2,13,0,0,1,29,19,0,0,0,0,9,0,0,1,0,0,0,0,0,3
4,13209,町田市,7259,3496,3763,6157,1,1,34,0,0,46,0,18,66,2700,195,0,0,120,147,34,1,2,0,975,101,0,2,0,40,58,0,0,150,19,673,0,5,11,18,111,12,616,1,0,300,0,3,3,3,3,0,0,0,0,3,25,27,1,8,0,4,26,1,0,0,0,1,4,0,0,0,5,0,9,1,9,40,0,18,1,2,0,1,71,13,12,0,0,0,1,3,0,0,0,0,2,0,216,4,5,0,1,0,0,0,3,0,0,0,1,3,0,0,39,26,0,0,3,5,0,1,2,0,2,0,3,4,0,0,0,32,0,2,24,0,0,0,0,0,0,5,0,5,1,3,33,0,5,4,0,0,350,0,0,0,61,1,2,1,1,0,1,0,0,15,16,0,2,0,0,0,0,250,0,0,182,10,2,91,4,10,1,0,2,62,0,0,0,51,38,1,0,0,0,12,0,0,0,0,0,0,0,0,3
4,13210,小金井市,2687,1318,1369,2228,0,0,26,0,0,26,0,1,11,1073,70,0,0,20,57,3,0,1,1,271,12,0,3,0,26,18,0,0,186,6,133,0,0,0,13,57,5,209,0,0,137,5,5,0,0,0,0,0,0,1,0,18,12,0,0,0,2,4,1,1,0,0,0,0,0,1,0,4,3,2,0,2,17,0,4,0,3,0,0,49,2,1,0,0,0,0,0,0,0,0,0,0,0,39,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,4,1,0,0,0,4,0,2,0,0,0,0,1,1,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,2,0,4,5,0,0,2,0,0,225,0,0,0,26,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,192,0,0,37,3,1,27,2,1,0,0,0,2,0,0,1,20,12,1,0,0,0,7,0,0,0,0,0,0,0,0,1
4,13211,小平市,4838,2291,2547,4346,1,0,34,0,2,49,0,11,16,1635,111,0,0,31,77,26,0,2,0,971,447,0,7,1,21,25,0,0,145,6,287,0,4,0,11,106,9,311,0,0,202,1,1,2,0,3,0,2,0,0,3,18,10,1,2,1,3,9,3,1,0,0,0,0,0,1,0,1,1,0,2,5,31,0,9,4,1,0,1,36,4,39,1,4,0,0,1,0,0,0,0,1,0,46,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,10,2,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,10,0,0,3,0,0,1,0,1,0,2,0,1,1,1,3,0,0,1,0,0,144,0,0,0,14,0,1,0,0,1,3,0,0,4,7,0,4,0,0,0,3,107,0,0,78,2,0,47,3,9,0,0,0,15,0,1,1,22,16,0,0,0,0,5,0,0,0,1,0,0,0,0,0
4,13212,日野市,3235,1608,1627,2907,0,0,38,0,0,10,0,12,27,1236,62,0,0,29,105,10,0,0,0,427,48,0,6,0,30,16,0,0,121,1,293,0,6,4,4,48,0,374,0,0,97,0,11,3,1,1,0,0,0,0,3,12,9,0,0,0,2,6,0,0,0,0,1,0,0,0,0,2,0,2,0,1,10,0,3,3,4,0,0,22,0,1,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,3,0,2,0,0,1,0,0,2,0,1,0,4,0,1,1,0,0,0,0,0,0,1,0,4,1,3,0,0,0,1,0,0,108,0,0,0,6,0,0,1,0,0,0,0,0,4,3,0,0,0,0,0,1,93,0,0,71,2,1,36,1,7,0,0,1,22,0,0,1,21,0,2,0,0,0,18,0,0,1,0,0,0,0,0,2
4,13213,東村山市,3008,1412,1596,2759,1,0,34,0,0,61,0,2,26,1177,66,0,0,11,66,9,0,0,1,433,96,0,5,0,16,33,0,1,201,8,275,0,0,0,2,51,3,181,0,0,78,0,0,2,0,3,0,0,0,0,1,13,5,0,1,0,0,6,0,0,0,0,0,0,0,0,0,1,1,3,2,1,12,0,2,3,0,0,0,16,1,1,0,2,0,0,1,0,0,0,0,1,0,48,2,0,0,2,0,0,0,2,0,0,0,0,1,0,0,6,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,16,0,0,2,0,0,3,0,0,0,0,0,2,5,0,2,0,0,1,0,0,73,0,0,0,16,1,0,0,0,0,0,1,1,1,5,0,0,0,0,0,0,48,0,0,41,1,1,21,1,5,0,0,0,12,0,0,0,9,4,1,0,0,0,3,0,1,0,0,0,0,0,0,0
4,13214,国分寺市,2526,1227,1299,2255,0,0,16,0,0,13,0,1,15,1174,71,0,0,29,44,1,0,0,0,356,32,0,1,0,20,15,1,0,200,1,110,0,0,0,2,21,3,129,0,0,107,0,0,1,2,1,0,1,1,0,3,14,8,0,3,0,2,10,0,0,0,0,0,0,0,0,0,5,0,1,2,0,7,0,8,3,2,1,0,25,5,0,0,0,0,0,0,1,0,0,0,1,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,7,0,0,2,0,0,0,0,0,104,0,0,0,19,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,81,0,0,17,0,0,11,2,0,0,0,0,3,0,0,1,18,15,0,0,0,0,2,0,1,0,0,0,0,0,0,0
4,13215,国立市,1657,762,895,1461,0,0,15,0,1,7,0,0,14,630,52,0,0,17,18,4,0,0,2,309,25,0,1,0,5,40,0,0,84,1,71,0,0,0,3,23,1,138,0,0,82,0,0,0,2,0,0,0,1,0,0,11,13,0,0,0,1,9,1,0,0,0,0,0,0,0,0,0,1,2,0,6,11,0,2,2,2,0,0,10,2,1,0,0,0,0,0,0,0,0,1,4,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,78,0,0,0,4,0,1,0,0,0,1,0,0,3,0,0,0,0,0,0,1,68,0,0,12,0,0,4,0,0,0,0,0,7,0,0,1,17,8,0,0,0,0,9,0,0,0,0,0,0,0,0,0
4,13218,福生市,3382,1663,1719,2842,0,0,39,0,0,56,0,0,12,505,84,0,0,91,19,15,0,0,0,183,21,0,2,0,13,11,0,0,507,17,367,0,0,0,0,114,4,782,0,0,32,0,0,0,0,0,0,0,1,0,0,3,2,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,1,2,2,1,0,0,2,2,0,0,0,6,2,2,0,0,0,0,0,0,0,0,0,0,0,99,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,40,31,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,4,1,0,2,0,2,2,0,0,0,0,116,1,0,0,6,2,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,101,0,0,288,2,2,52,0,2,0,0,3,226,0,0,1,4,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4,13219,狛江市,1302,661,641,1077,0,0,13,0,0,9,0,2,4,402,35,0,0,17,24,5,0,0,0,202,4,0,1,0,6,2,0,0,92,0,119,0,0,0,0,33,2,105,0,0,100,0,0,1,0,0,0,2,0,0,0,20,5,1,0,0,2,6,0,0,0,0,0,0,0,0,0,2,1,2,0,1,6,0,8,4,1,0,0,30,2,5,0,0,0,0,0,0,0,0,0,1,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,65,0,0,0,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,49,0,0,22,1,0,10,1,1,0,0,1,8,0,0,0,19,14,0,0,0,0,4,0,1,0,0,0,0,0,0,3
4,13220,東大和市,1208,490,718,1118,0,0,7,0,0,1,0,16,5,365,19,0,0,0,12,2,0,1,0,202,105,0,0,0,4,5,0,0,22,0,257,0,0,0,0,20,0,75,0,0,31,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,3,0,1,7,0,1,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,1,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,25,0,0,20,0,3,11,0,2,1,0,0,3,0,0,0,4,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4,13221,清瀬市,1308,592,716,1178,0,0,9,0,0,18,0,2,35,482,30,0,0,8,23,16,0,0,0,144,22,0,0,0,1,4,0,0,43,15,210,0,0,0,2,24,1,89,0,0,26,0,1,1,0,0,0,0,0,0,0,7,4,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,33,0,0,0,5,0,0,0,8,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,41,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,32,0,0,20,2,0,12,0,1,0,0,1,4,0,0,0,10,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0
4,13222,東久留米市,2242,1024,1218,1823,0,0,20,0,0,0,0,11,40,710,51,0,0,80,32,5,0,2,0,308,10,0,1,0,11,10,0,0,69,1,258,0,0,2,8,37,7,150,0,0,73,0,1,4,2,0,0,0,0,0,0,7,7,0,1,0,2,2,0,0,0,0,0,0,0,0,0,1,0,3,1,1,11,0,3,2,0,0,0,23,2,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,9,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0,12,0,0,8,0,0,0,0,0,0,0,0,0,2,0,1,0,0,3,0,0,248,0,0,0,22,2,0,0,0,0,2,0,0,1,4,1,0,0,0,0,1,215,0,0,34,2,0,19,2,1,0,0,0,10,0,0,0,18,13,1,1,0,0,3,0,0,0,0,0,0,0,0,4
4,13223,武蔵村山市,1786,752,1034,1660,0,0,3,0,0,7,0,7,12,623,21,0,0,3,27,8,0,0,0,138,15,0,2,0,4,7,0,0,37,6,379,0,0,0,0,28,1,332,0,0,12,0,0,0,0,0,0,0,0,0,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,37,0,0,0,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,31,0,0,66,0,0,51,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,13224,多摩市,2700,1247,1453,2416,0,0,41,0,0,3,1,3,11,1106,71,0,0,46,25,6,0,0,0,493,16,0,0,0,20,14,0,0,85,3,224,0,1,2,9,36,4,196,0,0,93,0,1,1,0,0,0,0,0,0,1,12,6,0,1,0,2,6,0,0,0,0,0,0,0,0,0,0,0,6,0,2,20,0,5,3,1,0,0,21,2,1,0,0,0,1,0,0,0,0,0,1,0,27,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,6,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,2,0,0,3,0,0,1,0,0,0,3,0,2,1,0,0,0,0,0,0,0,80,0,0,0,14,0,1,0,0,0,1,0,0,0,2,0,1,0,0,0,0,61,0,0,63,0,5,38,0,7,0,0,8,5,0,0,0,20,14,2,0,0,0,4,0,0,0,0,0,0,0,0,1
4,13225,稲城市,1506,745,761,1282,0,0,9,0,0,9,0,4,14,491,37,0,0,25,42,9,0,0,0,263,24,0,2,0,8,20,0,0,35,12,154,0,0,0,1,24,4,95,0,0,69,0,1,0,0,0,0,0,0,0,0,6,5,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,3,9,0,0,0,1,0,0,25,1,3,0,2,0,0,1,0,0,0,0,1,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,4,0,0,0,13,0,1,0,0,0,0,60,0,0,0,11,1,1,0,0,0,0,0,0,2,3,0,2,0,0,0,1,39,0,0,28,1,0,17,1,3,1,0,0,5,0,0,0,40,19,5,0,0,0,11,0,0,0,0,4,0,0,1,1
4,13227,羽村市,1402,639,763,909,0,0,2,0,0,18,0,4,6,228,17,0,0,13,34,7,0,0,0,81,4,0,2,0,2,7,0,0,46,5,256,0,0,0,1,17,0,159,0,0,28,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,11,7,0,0,0,0,0,1,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,56,0,0,0,2,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,49,0,0,383,7,4,72,0,9,0,0,2,286,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,13228,あきる野市,1042,524,518,854,5,0,27,0,0,2,0,1,11,156,23,0,0,2,37,1,0,0,0,108,12,0,33,0,4,27,0,0,8,8,142,0,0,0,0,28,1,218,0,0,16,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,64,0,0,89,0,0,26,3,0,0,0,0,60,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
4,13229,西東京市,4643,2272,2371,4153,0,0,64,0,0,30,0,11,33,1999,159,0,0,32,79,7,0,0,0,876,42,0,2,0,19,16,0,1,125,6,305,0,0,0,13,63,11,260,0,0,157,0,2,3,0,0,0,0,2,0,3,30,5,0,1,0,3,11,1,0,0,0,0,0,0,0,0,3,0,4,0,2,25,0,7,4,2,0,0,43,3,2,0,0,0,0,0,1,0,0,0,0,0,61,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,18,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,9,0,0,2,9,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,182,0,0,0,19,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,156,0,0,60,3,0,38,2,3,0,0,0,13,0,0,1,26,15,0,0,0,0,9,0,0,0,0,2,0,0,0,4
1,13550,町村部,1299,633,666,1051,0,0,19,0,0,16,0,5,5,139,14,0,0,5,78,11,0,0,0,138,8,0,1,0,3,2,0,0,28,1,297,0,0,0,1,35,0,245,0,0,18,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,2,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,75,0,0,0,3,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,67,0,0,120,3,4,30,0,0,0,0,0,83,0,0,0,7,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0
2,13300,郡部,1009,507,502,796,0,0,11,0,0,16,0,2,5,125,12,0,0,5,26,11,0,0,0,67,8,0,1,0,3,2,0,0,28,1,232,0,0,0,1,27,0,213,0,0,9,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,56,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,117,2,4,29,0,0,0,0,0,82,0,0,0,4,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4,13303,瑞穂町,827,435,392,656,0,0,5,0,0,14,0,0,4,102,8,0,0,5,8,11,0,0,0,48,8,0,0,0,3,1,0,0,21,1,197,0,0,0,1,21,0,198,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,35,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,109,1,4,25,0,0,0,0,0,79,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,13305,日の出町,121,53,68,94,0,0,0,0,0,2,0,2,1,17,4,0,0,0,6,0,0,0,0,11,0,0,1,0,0,1,0,0,7,0,24,0,0,0,0,5,0,13,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,6,0,0,3,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
