"登録日","投票区","投票所名","男[人]","女[人]","計[人]"
"20190301","1","虎ノ門いきいきプラザ","1263","1500","2763"
"20190301","2","南桜公園管理棟","761","675","1436"
"20190301","3","生涯学習センター","379","352","731"
"20190301","4","福祉プラザさくら川","1933","1933","3866"
"20190301","5","エコプラザ","2462","2394","4856"
"20190301","6","障害保健福祉センター","2496","2722","5218"
"20190301","7","芝小学校","2941","3391","6332"
"20190301","8","港勤労福祉会館","1022","1489","2511"
"20190301","9","芝浦港南地区総合支所","3248","3391","6639"
"20190301","10","三田中学校","790","832","1622"
"20190301","11","赤羽小学校","2565","3262","5827"
"20190301","12","豊岡いきいきプラザ","2792","3566","6358"
"20190301","13","御田小学校","1151","1513","2664"
"20190301","14","旧三光小学校（三光学童クラブ）","4567","5909","10476"
"20190301","15","旧神応小学校","2402","3042","5444"
"20190301","16","白金小学校","3539","4858","8397"
"20190301","17","高輪台小学校","3454","4581","8035"
"20190301","18","シティハイツ桂坂","2084","2621","4705"
"20190301","19","国民生活センタ－","2265","2594","4859"
"20190301","20","港南小学校","3645","4273","7918"
"20190301","21","六本木中学校","1769","1827","3596"
"20190301","22","麻布小学校","2593","3011","5604"
"20190301","23","飯倉いきいきプラザ","2482","2873","5355"
"20190301","24","南山小学校","2287","2667","4954"
"20190301","25","南麻布いきいきプラザ","4442","5527","9969"
"20190301","26","本村小学校","2304","3021","5325"
"20190301","27","笄小学校","2412","3117","5529"
"20190301","28","西麻布いきいきプラザ","1631","1725","3356"
"20190301","29","高陵中学校","1469","1888","3357"
"20190301","30","赤坂地区総合支所","1461","1450","2911"
"20190301","31","赤坂子ども中高生プラザ","3008","3263","6271"
"20190301","32","赤坂小学校","2695","3073","5768"
"20190301","33","赤坂図書館","1127","1454","2581"
"20190301","34","青山小学校","1325","1775","3100"
"20190301","35","青南小学校","2784","3552","6336"
"20190301","36","青山児童館","426","604","1030"
"20190301","37","お台場学園","1975","2227","4202"
"20190301","38","芝浦港南区民センター","3165","3367","6532"
"20190301","39","品川インターシティB棟","1022","1207","2229"
"20190301","40","芝浦アイランド児童高齢者交流プラザ","3808","3793","7601"
"20190301","41","シティハイツ港南","2673","2863","5536"
"20190301",,"在外選挙人名簿","516","632","1148"

"選挙人名簿登録者数　平成31年3月1日時点","Ver201903",,,,
