"登録日","投票区","投票所名","男[人]","女[人]","計[人]"
"20191201","1","虎ノ門いきいきプラザ","1234","1492","2726"
"20191201","2","南桜公園管理棟","791","704","1495"
"20191201","3","生涯学習センター","375","347","722"
"20191201","4","福祉プラザさくら川","1953","1995","3948"
"20191201","5","エコプラザ","2563","2511","5074"
"20191201","6","障害保健福祉センター","2552","2784","5336"
"20191201","7","芝小学校","2998","3416","6414"
"20191201","8","港勤労福祉会館","1014","1497","2511"
"20191201","9","芝浦港南地区総合支所","3308","3440","6748"
"20191201","10","三田中学校","763","823","1586"
"20191201","11","赤羽小学校","2564","3295","5859"
"20191201","12","豊岡いきいきプラザ","2825","3630","6455"
"20191201","13","御田小学校","1168","1524","2692"
"20191201","14","旧三光小学校（三光学童クラブ）","4498","5895","10393"
"20191201","15","旧神応小学校","2415","3059","5474"
"20191201","16","白金小学校","3588","4924","8512"
"20191201","17","高輪台小学校","3482","4608","8090"
"20191201","18","シティハイツ桂坂","2071","2604","4675"
"20191201","19","国民生活センタ－","2263","2593","4856"
"20191201","20","港南小学校","3680","4271","7951"
"20191201","21","六本木中学校","1799","1813","3612"
"20191201","22","麻布小学校","2561","2995","5556"
"20191201","23","飯倉いきいきプラザ","2520","2888","5408"
"20191201","24","南山小学校","2287","2615","4902"
"20191201","25","南麻布いきいきプラザ","4505","5584","10089"
"20191201","26","本村小学校","2320","3087","5407"
"20191201","27","笄小学校","2419","3118","5537"
"20191201","28","西麻布いきいきプラザ","1613","1713","3326"
"20191201","29","高陵中学校","1467","1917","3384"
"20191201","30","赤坂地区総合支所","1497","1480","2977"
"20191201","31","赤坂子ども中高生プラザ","3125","3345","6470"
"20191201","32","赤坂小学校","2741","3081","5822"
"20191201","33","赤坂図書館","1170","1501","2671"
"20191201","34","青山小学校","1348","1754","3102"
"20191201","35","青南小学校","2782","3582","6364"
"20191201","36","青山児童館","403","563","966"
"20191201","37","お台場学園","1981","2218","4199"
"20191201","38","芝浦港南区民センター","3262","3503","6765"
"20191201","39","品川インターシティB棟","1073","1253","2326"
"20191201","40","芝浦アイランド児童高齢者交流プラザ","3818","3777","7595"
"20191201","41","シティハイツ港南","2648","2840","5488"
"20191201",,"在外選挙人名簿","535","662","1197"

"選挙人名簿登録者数　令和元年12月1日時点","Ver201912",,,,
