"登録日","投票区","投票所名","10歳代[人]","20歳代[人]","30歳代[人]","40歳代[人]","50歳代[人]","60歳代[人]","70歳以上[人]","計[人]"
"20210601","1","虎ノ門いきいきプラザ","25","451","509","499","491","267","495","2737"
"20210601","2","南桜公園管理棟","5","279","377","297","179","103","200","1440"
"20210601","3","生涯学習センター","4","73","127","120","84","97","207","712"
"20210601","4","福祉プラザさくら川","32","853","861","729","544","336","637","3992"
"20210601","5","エコプラザ","54","730","1237","1137","929","563","701","5351"
"20210601","6","障害保健福祉センター","66","759","1603","1397","928","414","420","5587"
"20210601","7","芝小学校","79","953","1497","1313","984","601","861","6288"
"20210601","8","港勤労福祉会館","22","339","395","319","327","237","860","2499"
"20210601","9","芝浦港南地区総合支所","51","1109","1849","1329","1005","552","802","6697"
"20210601","10","三田中学校","21","246","309","302","238","131","299","1546"
"20210601","11","赤羽小学校","80","637","1115","1293","1049","615","1038","5827"
"20210601","12","豊岡いきいきプラザ","84","788","1266","1405","1147","691","1082","6463"
"20210601","13","御田小学校","32","297","415","575","478","324","548","2669"
"20210601","14","旧三光小学校（三光学童クラブ）","149","1184","1822","2320","1925","1095","1722","10217"
"20210601","15","旧神応小学校","66","629","972","1193","900","573","1140","5473"
"20210601","16","白金小学校","130","909","1423","1755","1522","994","1637","8370"
"20210601","17","高輪台小学校","113","883","1324","1719","1532","887","1552","8010"
"20210601","18","シティハイツ桂坂","63","524","856","975","811","519","854","4602"
"20210601","19","国民生活センタ－","71","547","644","973","974","587","1001","4797"
"20210601","20","港南小学校","150","612","997","2224","1644","792","1492","7911"
"20210601","21","六本木中学校","44","452","688","736","577","380","681","3558"
"20210601","22","麻布小学校","88","636","1048","1225","1114","592","832","5535"
"20210601","23","飯倉いきいきプラザ","57","798","1261","1247","866","402","681","5312"
"20210601","24","南山小学校","55","566","841","1078","926","525","836","4827"
"20210601","25","南麻布いきいきプラザ","106","1433","2407","2514","1638","902","1222","10222"
"20210601","26","本村小学校","79","663","901","1231","953","553","1090","5470"
"20210601","27","笄小学校","79","563","955","1284","1050","615","1030","5576"
"20210601","28","西麻布いきいきプラザ","34","514","684","717","534","305","536","3324"
"20210601","29","高陵中学校","53","394","540","799","671","391","637","3485"
"20210601","30","赤坂地区総合支所","33","477","588","588","555","346","469","3056"
"20210601","31","赤坂子ども中高生プラザ","56","941","1483","1358","1120","626","899","6483"
"20210601","32","赤坂小学校","61","617","1030","1260","1039","718","1130","5855"
"20210601","33","赤坂図書館","45","239","382","579","460","319","670","2694"
"20210601","34","青山小学校","49","218","366","580","546","359","851","2969"
"20210601","35","青南小学校","100","587","1009","1341","1166","803","1336","6342"
"20210601","36","赤坂子ども中高生プラザ青山館","16","77","148","163","174","152","325","1055"
"20210601","37","お台場学園","105","433","549","989","1187","459","487","4209"
"20210601","38","芝浦港南区民センター","93","749","1546","1652","1235","630","927","6832"
"20210601","39","品川インターシティB棟","23","180","432","548","528","293","309","2313"
"20210601","40","芝浦アイランド児童高齢者交流プラザ","123","790","1690","2239","1530","585","733","7690"
"20210601","41","シティハイツ港南","101","472","906","1426","1250","561","741","5457"
"20210601",,"在外選挙人名簿","0","22","133","331","347","154","166","1153"

"投票区別年代別名簿登録者数　令和3年6月1日時点","Ver202106",,,,,,,,,
