,,,,,,,,,,,,,,,（単位：ＴＥＵ）
,,,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月,合計
合計,,計,"395,250","376,770","428,513","432,081","370,888","440,950","443,224","405,850","432,616","411,943","434,476","434,604","5,007,165"
,,実入,"282,863","265,785","309,820","309,175","275,851","308,324","321,303","290,230","310,345","300,228","307,780","305,090","3,586,794"
,,空,"112,387","110,985","118,693","122,906","95,037","132,626","121,921","115,620","122,271","111,715","126,696","129,514","1,420,371"
輸移出,,,"178,527","193,972","207,871","215,111","166,592","227,050","215,419","194,238","217,443","198,797","213,051","227,193","2,455,264"
輸移入,,,"216,723","182,798","220,642","216,970","204,296","213,900","227,805","211,612","215,173","213,146","221,425","207,411","2,551,901"
外貿計,,,"362,338","340,017","382,283","382,344","335,015","398,571","399,513","371,170","391,199","368,097","392,803","390,392","4,513,742"
輸出,,,"157,472","169,031","174,053","183,617","145,234","200,375","187,324","172,050","189,051","168,510","184,614","197,661","2,128,992"
輸入,,,"204,866","170,986","208,230","198,727","189,781","198,196","212,189","199,120","202,148","199,587","208,189","192,731","2,384,750"
内貿計,,,"32,912","36,753","46,230","49,737","35,873","42,379","43,711","34,680","41,417","43,846","41,673","44,212","493,423"
移出,,,"21,055","24,941","33,818","31,494","21,358","26,675","28,095","22,188","28,392","30,287","28,437","29,532","326,272"
移入,,,"11,857","11,812","12,412","18,243","14,515","15,704","15,616","12,492","13,025","13,559","13,236","14,680","167,151"
外貿,輸出,実入,"58,551","75,736","79,907","85,928","64,476","85,719","83,058","69,897","86,231","77,944","77,556","89,489","934,492"
,,空,"98,921","93,295","94,146","97,689","80,758","114,656","104,266","102,153","102,820","90,566","107,058","108,172","1,194,500"
,輸入,実入,"204,140","170,415","207,572","197,782","189,209","197,283","211,683","198,461","201,400","199,024","207,655","191,599","2,376,223"
,,空,726,571,658,945,572,913,506,659,748,563,534,"1,132","8,527"
内貿,移出,実入,"9,793","9,482","11,233","10,792","10,154","11,288","12,764","10,737","10,964","11,155","11,058","11,023","130,443"
,,空,"11,262","15,459","22,585","20,702","11,204","15,387","15,331","11,451","17,428","19,132","17,379","18,509","195,829"
,移入,実入,"10,379","10,152","11,108","14,673","12,012","14,034","13,798","11,135","11,750","12,105","11,511","12,979","145,636"
,,空,"1,478","1,660","1,304","3,570","2,503","1,670","1,818","1,357","1,275","1,454","1,725","1,701","21,515"
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
