名称,所在地,緯度,経度,電話
小竹図書館,練馬区小竹町2-43-1,35.74190544,139.6759918,03-5995-1121
練馬図書館,練馬区豊玉北6-8-1,35.73402099,139.6520603,03-3992-1580
貫井図書館,練馬区貫井1-36-16,35.73699984,139.6359237,03-3577-1831
平和台図書館,練馬区平和台1-36-17,35.76000134,139.664822,03-3931-9581
春日町図書館,練馬区春日町5-31-2-201,35.7512985,139.6393136,03-5241-1311
光が丘図書館,練馬区光が丘4-1-5,35.76312775,139.6300333,03-5383-6500
石神井図書館,練馬区石神井台1-16-31,35.73648593,139.5993942,03-3995-2230
南大泉図書館,練馬区南大泉1-44-7,35.74337104,139.5747662,03-5387-3600
稲荷山図書館,練馬区大泉町1-3-18,35.76531636,139.6092,03-3921-4641
大泉図書館,練馬区大泉学園町2-21-17,35.76074513,139.586944,03-3921-0991
関町図書館,練馬区関町南3-11-2,35.72095905,139.5803185,03-3929-5391
区立図書館高野台受取窓口,練馬区高野台2-25-1,35.74805575,139.6209476,03-3904-4887
南田中図書館,練馬区南田中5-15-22,35.73761177,139.6110638,03-5393-2411
区立図書館豊玉受取窓口,練馬区豊玉上2-22-15,35.73701518,139.6601701,03-3992-1600
南大泉図書館分室こどもと本のひろば,練馬区南大泉3-17-20,35.74164022,139.5699321,03-3925-4151
区立図書館石神井公園駅受取窓口,練馬区石神井町7-1-2,35.7443963,139.6035259,03-5923-7401
区立図書館大泉学園駅受取窓口,練馬区東大泉1-28-1　リズモ大泉学園４階,35.74968458,139.5875221,03-3924-6501
区立図書館北町受取窓口,練馬区北町2-26-1,35.76757601,139.6603903,03-3932-3781
区立図書館上石神井受取窓口,練馬区上石神井1-6-16,35.72525698,139.5924702,03-5991-3230
南大泉図書�.75,35.7919581,139.8325671
12,0.19,1.68,35.7919581,139.8326921
12,0.15,1.72,35.7919581,139.8328171
12,0,2.03,35.7919581,139.8329421
12,0,1.98,35.7919581,139.8330671
12,0.32,1.55,35.7919581,139.8331921
12,0.29,1.57,35.7919581,139.8333171
12,0.18,1.6,35.7919581,139.8334421
12,0.18,1.48,35.7919581,139.8335671
12,0.19,1.3,35.7919581,139.8336921
12,0.25,1.23,35.7919581,139.8338171
12,0.24,1.23,35.7919581,139.8339421
12,0.52,0.93,35.7919581,139.8340671
12,0.76,0.65,35.7919581,139.8341921
12,0.34,1.05,35.7919581,139.8343171
12,0.09,1.23,35.7919581,139.8344421
12,0.22,1.1,35.7919581,139.8345671
12,0.3,1.02,35.7919581,139.8346921
12,0.18,1.13,35.7919581,139.8348171
12,0.51,0.8,35.7919581,139.8349421
12,0.44,0.88,35.7919581,139.8350671
12,0.36,0.95,35.7919581,139.8351921
12,0.56,0.75,35.7919581,139.8353171
12,0.88,0.43,35.7919581,139.8354421
12,0.63,0.68,35.7919581,139.8355671
12,0.41,0.9,35.7919581,139.8356921
12,0.48,2.15,35.7918748,139.8148171
12,0.35,2.28,35.7918748,139.8149421
12,0.33,2.3,35.7918748,139.8150671
12,0.36,2.27,35.7918748,139.8151921
12,0.41,2.22,35.7918748,139.8153171
12,0.2,2.43,35.7918748,139.8154421
12,0.2,2.85,35.7918748,139.8155671
12,0.2,2.68,35.7918748,139.8156921
12,0.5,2.02,35.7918748,139.8158171
12,0.52,2,35.7918748,139.8159421
12,0.48,2.05,35.7918748,139.8160671
12,0.52,2,35.7918748,139.8161921
12,0.51,2.02,35.7918748,139.8163171
12,0.49,2.03,35.7918748,139.8164421
12,0.35,2.18,35.7918748,139.8165671
12,0.24,2.28,35.7918748,139.8166921
12,0.38,2.15,35.7918748,139.8168171
12,0.55,1.98,35.7918748,139.8169421
12,0.49,2.03,35.7918748,139.8170671
12,0.12,2.38,35.7918748,139.8171921
12,0.1,2.4,35.7918748,139.8173171
12,0.11,2.4,35.7918748,139.8174421
12,0.41,2.1,35.7918748,139.8175671
12,0.31,2.2,35.7918748,139.8176921
12,0.16,2.35,35.7918748,139.8178171
12,0.13,2.38,35.7918748,139.8179421
12,0.16,2.35,35.7918748,139.8180671
12,0.1,2.4,35.7918748,139.8181921
12,0.1,2.4,35.7918748,139.8183171
12,0.13,2.38,35.7918748,139.8184421
12,0.08,2.43,35.7918748,139.8185671
12,0.12,2.38,35.7918748,139.8186921
12,0.29,2.22,35.7918748,139.8188171
12,0.16,2.35,35.7918748,139.8189421
12,0.11,2.4,35.7918748,139.8190671
12,0.01,2.5,35.7918748,139.8191921
12,0,2.53,35.7918748,139.8193171
12,0.36,2.15,35.7918748,139.8194421
12,0.28,2.23,35.7918748,139.8195671
12,0.12,2.4,35.7918748,139.8196921
12,0.14,2.38,35.7918748,139.8198171
12,0.17,2.35,35.7918748,139.8199421
12,0.11,2.43,35.7918748,139.8200671
12,0.4,2.13,35.7918748,139.8201921
12,0.35,2.18,35.7918748,139.8203171
12,0.31,2.23,35.7918748,139.8204421
12,0.29,2.25,35.7918748,139.8205671
12,0.29,2.25,35.7918748,139.8206921
12,0.29,2.25,35.7918748,139.8208171
12,0.22,2.33,35.7918748,139.8209421
12,0,2.55,35.7918748,139.8210671
12,0.05,2.5,35.7918748,139.8211921
12,0,2.55,35.7918748,139.8213171
12,0.24,2.3,35.7918748,139.8214421
12,0.26,2.28,35.7918748,139.8215671
12,0,2.55,35.7918748,139.8216921
12,0,2.72,35.7918748,139.8218171
12,0,2.7,35.7918748,139.8219421
12,0.08,2.38,35.7918748,139.8220671
12,0.42,2.03,35.7918748,139.8221921
12,1.55,0.92,35.7918748,139.8223171
12,1.96,0.5,35.7918748,139.8224421
12,1.99,0.48,35.7918748,139.8225671
12,1.61,0.85,35.7918748,139.8226921
12,0.6,1.87,35.7918748,139.8228171
12,0,2.53,35.7918748,139.8229421
12,0,2.7,35.7918748,139.8230671
12,0,2.9,35.7918748,139.8231921
12,0,2.58,35.7918748,139.8233171
12,0.03,2.43,35.7918748,139.8234421
12,0,2.53,35.7918748,139.8235671
12,0.08,2.38,35.7918748,139.8236921
12,0.24,2.22,35.7918748,139.8238171
12,0.26,2.2,35.7918748,139.8239421
12,0.18,2.28,35.7918748,139.8240671
12,0,2.47,35.7918748,139.8241921
12,0,2.55,35.7918748,139.8243171
12,0,2.65,35.7918748,139.8244421
12,0.02,2.38,35.7918748,139.8245671
12,0.11,2.28,35.7918748,139.8246921
12,0.02,2.37,35.7918748,139.8248171
12,0.01,2.43,35.7918748,139.8249421
12,0.13,2.3,35.7918748,139.8250671
12,0.23,2.2,35.7918748,139.8251921
12,0.28,2.15,35.7918748,139.8253171
12,0.17,2.25,35.7918748,139.8254421
12,0.19,2.38,35.7918748,139.8255671
12,0.17,2.27,35.7918748,139.8256921
12,0.23,2.27,35.7918748,139.8258171
12,0.22,2.15,35.7918748,139.8259421
12,0.34,2.03,35.7918748,139.8260671
12,0.35,2.02,35.7918748,139.8261921
12,0.29,2.08,35.7918748,139.8263171
12,0.29,2.08,35.7918748,139.8264421
12,0.17,2.2,35.7918748,139.8265671
12,0.17,2.2,35.7918748,139.8266921
12,0.14,2.25,35.7918748,139.8268171
12,0.04,2.33,35.7918748,139.8269421
12,0.02,2.43,35.7918748,139.8270671
12,0.05,2.57,35.7918748,139.8271921
12,0.05,2.7,35.7918748,139.8273171
12,0,2.93,35.7918748,139.8274421
12,0,3.25,35.7918748,139.8275671
12,0,3.62,35.7918748,139.8276921
12,0,4.13,35.7918748,139.8281921
12,0,3.33,35.7918748,139.8283171
12,0,2.88,35.7918748,139.8284421
12,0,2.53,35.7918748,139.8285671
12,0,2.48,35.7918748,139.8286921
12,0,2.42,35.7918748,139.8288171
12,0.08,2.1,35.7918748,139.8289421
12,0.24,1.83,35.7918748,139.8290671
12,0,2.33,35.7918748,139.8291921
12,0,2.42,35.7918748,139.8293171
12,0,2.28,35.7918748,139.8294421
12,0,2.38,35.7918748,139.8295671
12,0,2.32,35.7918748,139.8296921
12,0,2.27,35.7918748,139.8298171
12,0.01,2.23,35.7918748,139.8299421
12,0.03,2.08,35.7918748,139.8300671
12,0.19,1.87,35.7918748,139.8301921
12,0.12,1.93,35.7918748,139.8303171
12,0.21,1.85,35.7918748,139.8304421
12,0,2.1,35.7918748,139.8320671
12,0,2.18,35.7918748,139.8321921
12,0.25,2.02,35.7918748,139.8323171
12,0.56,1.35,35.7918748,139.8324421
12,0.63,1.28,35.7918748,139.8325671
12,0.52,1.35,35.7918748,139.8326921
12,0.37,1.5,35.7918748,139.8328171
12,0.12,1.75,35.7918748,139.8329421
12,0.17,1.7,35.7918748,139.8330671
12,0.45,1.42,35.7918748,139.8331921
12,0.41,1.45,35.7918748,139.8333171
12,0.1,1.6,35.7918748,139.8334421
12,0.21,1.4,35.7918748,139.8335671
12,0.14,1.3,35.7918748,139.8336921
12,0.26,1.22,35.7918748,139.8338171
12,0.36,1.1,35.7918748,139.8339421
12,0.58,0.85,35.7918748,139.8340671
12,0.78,0.57,35.7918748,139.8341921
12,0.57,0.78,35.7918748,139.8343171
12,0.47,0.85,35.7918748,139.8344421
12,0.42,0.9,35.7918748,139.8345671
12,0.3,1.02,35.7918748,139.8346921
12,0.2,1.12,35.7918748,139.8348171
12,0.34,0.98,35.7918748,139.8349421
12,0.16,1.15,35.7918748,139.8350671
12,0.23,1.08,35.7918748,139.8351921
12,0.52,0.78,35.7918748,139.8353171
12,0.86,0.45,35.7918748,139.8354421
12,0.71,0.6,35.7918748,139.8355671
12,0.59,0.72,35.7918748,139.8356921
12,0.49,2.13,35.7917915,139.8148171
12,0.43,2.2,35.7917915,139.8149421
12,0.35,2.28,35.7917915,139.8150671
12,0.34,2.28,35.7917915,139.8151921
12,0.39,2.23,35.7917915,139.8153171
12,0.35,2.28,35.7917915,139.8154421
12,0,2.83,35.7917915,139.8155671
12,0.24,2.8,35.7917915,139.8156921
12,0.36,2.12,35.7917915,139.8158171
12,0.01,2.5,35.7917915,139.8159421
12,0,2.55,35.7917915,139.8160671
12,0.21,2.32,35.7917915,139.8161921
12,0.27,2.25,35.7917915,139.8163171
12,0.34,2.18,35.7917915,139.8164421
12,0,2.63,35.7917915,139.8165671
12,0,2.95,35.7917915,139.8166921
12,0,2.53,35.7917915,139.8168171
12,0.49,2.03,35.7917915,139.8169421
12,0.53,1.98,35.7917915,139.8170671
12,0.51,2,35.7917915,139.8171921
12,0.55,1.95,35.7917915,139.8173171
12,0.53,1.98,35.7917915,139.8174421
12,0.53,1.98,35.7917915,139.8175671
12,0.61,1.9,35.7917915,139.8176921
12,0.64,1.87,35.7917915,139.8178171
12,0.63,1.88,35.7917915,139.8179421
12,0.63,1.88,35.7917915,139.8180671
12,0.59,1.92,35.7917915,139.8181921
12,0.55,1.95,35.7917915,139.8183171
12,0.58,1.93,35.7917915,139.8184421
12,0.58,1.93,35.7917915,139.8185671
12,0.54,1.97,35.7917915,139.8186921
12,0.54,1.97,35.7917915,139.8188171
12,0.51,2,35.7917915,139.8189421
12,0.49,2.03,35.7917915,139.8190671
12,0.45,2.07,35.7917915,139.8191921
12,0.38,2.13,35.7917915,139.8193171
12,0.46,2.05,35.7917915,139.8194421
12,0.45,2.05,35.7917915,139.8195671
12,0.33,2.17,35.7917915,139.8196921
12,0.3,2.22,35.7917915,139.8198171
12,0.4,2.13,35.7917915,139.8199421
12,0.41,2.13,35.7917915,139.8200671
12,0.44,2.1,35.7917915,139.8201921
12,0.44,2.1,35.7917915,139.8203171
12,0.41,2.13,35.7917915,139.8204421
12,0.36,2.18,35.7917915,139.8205671
12,0.37,2.17,35.7917915,139.8206921
12,0.3,2.23,35.7917915,139.8208171
12,0.09,2.45,35.7917915,139.8209421
12,0,2.55,35.7917915,139.8210671
12,0,2.55,35.7917915,139.8211921
12,0.02,2.5,35.7917915,139.8213171
12,0.22,2.3,35.7917915,139.8214421
12,0.23,2.3,35.7917915,139.8215671
12,0.02,2.52,35.7917915,139.8216921
12,0,2.68,35.7917915,139.8218171
12,0,2.55,35.7917915,139.8219421
12,0.11,2.35,35.7917915,139.8220671
12,0.45,2.02,35.7917915,139.8221921
12,0.64,1.82,35.7917915,139.8223171
12,0.79,1.68,35.7917915,139.8224421
12,0.59,1.88,35.7917915,139.8225671
12,0.61,1.85,35.7917915,139.8226921
12,0.4,2.07,35.7917915,139.8228171
12,0.21,2.25,35.7917915,139.8229421
12,0.18,2.28,35.7917915,139.8230671
12,0.13,2.32,35.7917915,139.8231921
12,0.2,2.25,35.7917915,139.8233171
12,0.15,2.3,35.7917915,139.8234421
12,0,2.73,35.7917915,139.8235671
12,0,2.62,35.7917915,139.8236921
12,0.08,2.38,35.7917915,139.8238171
12,0.08,2.38,35.7917915,139.8239421
12,0.03,2.43,35.7917915,139.8240671
12,0.07,2.32,35.7917915,139.8241921
12,0.2,2.18,35.7917915,139.8243171
12,0.11,2.28,35.7917915,139.8244421
12,0.14,2.25,35.7917915,139.8245671
12,0.29,2.1,35.7917915,139.8246921
12,0.27,2.12,35.7917915,139.8248171
12,0.16,2.23,35.7917915,139.8249421
12,0.12,2.28,35.7917915,139.8250671
12,0,2.52,35.7917915,139.8251921
12,0,2.48,35.7917915,139.8253171
12,0.12,2.28,35.7917915,139.8254421
12,0.15,2.23,35.7917915,139.8255671
12,0.2,2.17,35.7917915,139.8256921
12,0.17,2.2,35.7917915,139.8258171
12,0.24,2.13,35.7917915,139.8259421
12,0.24,2.13,35.7917915,139.8260671
12,0.29,2.08,35.7917915,139.8261921
12,0.27,2.1,35.7917915,139.8263171
12,0.27,2.1,35.7917915,139.8264421
12,0.19,2.18,35.7917915,139.8265671
12,0.14,2.23,35.7917915,139.8266921
12,0.11,2.28,35.7917915,139.8268171
12,0.06,2.33,35.7917915,139.8269421
12,0.07,2.38,35.7917915,139.8270671
12,0.08,2.35,35.7917915,139.8271921
12,0.08,2.38,35.7917915,139.8273171
12,0,2.5,35.7917915,139.8274421
12,0,2.6,35.7917915,139.8275671
12,0,3.05,35.7917915,139.8276921
12,0,3.58,35.7917915,139.8281921
12,0,2.95,35.7917915,139.8283171
12,0,2.8,35.7917915,139.8284421
