項目,階層,大分類,中分類,小分類,中間計,符号,項目名,都平均／実数（円）,都平均／対前年同月増加率（％）,35歳未満（円）,35～39歳（円）,40～44歳（円）,45～49歳（円）,50～54歳（円）,55～59歳（円）,60～64歳（円）,65歳以上（円）,（再掲）75歳以上（円）
0,0,0,0,0,0,0,世帯数分布,10000,-,495,672,1076,958,894,904,1019,3982,1748
0,0,0,0,0,0,0,調査世帯数,743,-,41,50,81,70,62,65,71,303,132
0,0,0,0,0,0,0,世帯人員,3,-,3.15,3.42,3.69,3.52,3.48,3.09,2.98,2.46,2.32
0,0,0,0,0,0,0,有業人員,1.32,-,1.36,1.48,1.46,1.64,1.7,1.79,1.88,0.85,0.58
0,0,0,0,0,0,0,世帯主平均年齢,58.6,-,31,37.3,42.3,46.7,51.7,57.1,62.1,73.9,79.9
2,2,0,0,0,0,0,生計支出,320176,9.5,279364,286464,464805,394201,358192,362539,272042,268230,260839
2,3,0,0,0,102-981,0,消費支出,313155,8.8,270134,286464,403795,394201,358192,362539,272042,268230,260839
2,4,1,0,0,"102-399,　39A,　39B,　39X,　39Y",0,食料,81370,9.4,61196,70717,84811,89441,97203,99144,82954,74813,68103
2,5,1,1,0,102-160,0,穀類,6053,-2.5,4777,5302,6365,6561,6739,7784,6168,5555,5063
2,6,1,1,1,102,0,米類,1712,-14,1381,1144,1507,1332,2108,1864,1640,1892,1905
2,7,1,1,1,102,102,米,1712,-14,1381,1144,1507,1332,2108,1864,1640,1892,1905
2,6,1,1,2,"120,　129",0,パン,2653,7.9,2141,2580,3162,3325,2667,3803,2741,2142,1781
2,7,1,1,2,"120,　129",120,食パン,800,9,497,713,658,865,960,991,757,808,809
2,7,1,1,2,"120,　129",129,他のパン,1852,7.4,1643,1867,2504,2460,1707,2813,1984,1334,972
2,6,1,1,3,130-139,0,麺類,1267,-4.8,864,1266,1284,1409,1400,1524,1338,1173,1049
2,7,1,1,3,130-139,130,生うどん・そば,274,-8.7,222,215,250,240,290,319,307,283,267
2,7,1,1,3,130-139,131,乾うどん・そば,93,4.5,40,18,97,69,64,162,45,121,58
2,7,1,1,3,130-139,134,スパゲッティ,120,-13,93,124,144,150,175,210,104,80,74
2,7,1,1,3,130-139,133,中華麺,304,-0.3,266,288,263,322,318,313,448,276,211
2,7,1,1,3,130-139,135,カップ麺,246,-4.3,152,343,286,351,279,222,227,208,255
2,7,1,1,3,130-139,132,即席麺,139,-6.1,30,171,127,175,138,151,112,146,139
2,7,1,1,3,130-139,139,他の麺類,91,-3.2,61,106,118,101,136,147,94,59,45
2,6,1,1,4,140-160,0,他の穀類,421,-1.9,392,313,411,495,564,592,450,348,327
2,7,1,1,4,140-160,140,小麦粉,60,-11.8,97,95,59,76,103,57,27,45,43
2,7,1,1,4,140-160,150,もち,102,-15,29,21,60,112,88,135,73,136,107
2,7,1,1,4,140-160,160,他の穀類のその他,259,7.5,266,197,293,306,373,401,350,167,177
2,5,1,2,0,170-217,0,魚介類,5944,2.8,3403,3337,3998,4937,5239,6621,6583,7310,7003
2,6,1,2,1,170-194,0,生鮮魚介,3606,9,2118,1903,2306,3056,3204,3823,4045,4489,4302
2,7,1,2,1,170-189,0,鮮魚,3180,10,1885,1761,2081,2763,2785,3420,3607,3902,3791
2,7,1,2,1,170-189,170,まぐろ,591,8.8,292,274,306,579,477,555,491,820,820
2,7,1,2,1,170-189,172,あじ,72,-15.3,46,77,47,54,44,40,80,97,118
2,7,1,2,1,170-189,173,いわし,47,67.9,8,8,4,24,31,22,65,80,90
2,7,1,2,1,170-189,174,かつお,68,-2.9,58,39,40,146,91,19,40,76,52
2,7,1,2,1,170-189,175,かれい,82,-18.8,94,6,50,77,42,33,83,124,114
2,7,1,2,1,170-189,176,さけ,360,29,375,225,403,307,389,329,456,359,393
2,7,1,2,1,170-189,177,さば,84,1.2,119,52,69,68,30,81,56,114,136
2,7,1,2,1,170-189,178,さんま,34,70,30,28,16,15,22,59,55,37,53
2,7,1,2,1,170-189,180,たい,82,28.1,-,108,11,78,114,122,53,100,62
2,7,1,2,1,170-189,181,ぶり,291,10.2,171,189,180,203,305,373,242,364,369
2,7,1,2,1,170-189,182,いか,146,-0.7,66,49,78,133,110,152,233,179,138
2,7,1,2,1,170-189,183,たこ,65,-7.1,38,97,45,55,81,86,90,56,41
2,7,1,2,1,170-189,185,えび,196,21,54,214,80,202,181,276,250,212,234
2,7,1,2,1,170-189,186,かに,52,44.4,-,4,7,3,89,83,141,52,20
2,7,1,2,1,170-189,189,他の鮮魚,617,2.8,211,234,514,534,507,621,619,802,727
2,7,1,2,1,170-189,187,さしみ盛合わせ,392,16,325,156,230,284,271,570,654,431,423
2,7,1,2,1,190-194,0,貝類,426,1.9,233,141,225,293,419,403,438,588,511
2,7,1,2,1,190-194,190,あさり,88,12.8,58,49,65,90,105,70,120,97,78
2,7,1,2,1,190-194,192,しじみ,34,-29.2,18,7,16,12,47,18,36,51,55
2,7,1,2,1,190-194,191,かき(貝),170,-5,72,58,91,94,125,185,201,239,214
2,7,1,2,1,190-194,194,ほたて貝,100,14.9,70,9,35,58,93,44,72,168,151
2,7,1,2,1,190-194,193,他の貝,34,30.8,16,19,18,39,48,85,9,33,13
2,6,1,2,2,195-202,0,塩干魚介,1043,-3.4,602,625,742,798,908,1105,988,1338,1160
2,7,1,2,2,195-202,195,塩さけ,138,-11,33,101,84,80,145,160,114,186,148
2,7,1,2,2,195-202,196,たらこ,165,-5.7,82,80,129,105,145,216,223,192,234
2,7,1,2,2,195-202,197,しらす干し,144,6.7,126,113,136,111,191,118,135,158,105
2,7,1,2,2,195-202,198,干しあじ,101,-7.3,30,62,32,90,57,107,107,144,149
2,7,1,2,2,195-202,202,他の塩干魚介,495,-2.4,331,269,361,411,370,505,408,657,524
2,6,1,2,3,203-209,0,魚肉練製品,538,-2.5,234,355,371,412,434,881,678,593,597
2,7,1,2,3,203-209,203,揚げかまぼこ,167,-2.3,36,96,82,106,155,295,237,189,196
2,7,1,2,3,203-209,204,ちくわ,100,12.4,44,80,56,80,103,166,113,109,99
2,7,1,2,3,203-209,205,かまぼこ,151,9.4,60,106,113,112,100,204,198,177,179
2,7,1,2,3,203-209,209,他の魚肉練製品,120,-22.6,94,73,121,113,76,217,130,118,122
2,6,1,2,4,210-217,0,他の魚介加工品,758,-9.8,448,455,579,671,692,813,871,890,944
2,7,1,2,4,210-217,210,かつお節・削り節,71,-9,31,55,70,80,22,104,114,71,59
2,7,1,2,4,210-217,213,魚介の漬物,208,-12.2,91,57,116,251,270,171,211,255,206
2,7,1,2,4,210-217,215,魚介のつくだ煮,90,-10,-,59,6,22,40,45,92,167,213
2,7,1,2,4,210-217,216,魚介の缶詰,187,-6,172,120,169,130,195,224,234,197,214
2,7,1,2,4,210-217,217,他の魚介加工品のその他,201,-11.1,154,164,219,188,166,270,221,200,253
2,5,1,3,0,"220-229,　22X",0,肉類,7040,6.8,5534,6718,6712,8394,10087,9227,7435,5765,5442
2,6,1,3,1,"220-224,　22X",0,生鮮肉,5719,9.5,4504,5379,5351,6863,8471,7660,5933,4638,4281
2,7,1,3,1,"220-224,　22X",220,牛肉,1505,6.2,788,878,1060,1479,2432,2192,1696,1413,1413
2,7,1,3,1,"220-224,　22X",221,豚肉,2618,14,2271,2808,2652,3213,3460,3163,2723,2137,1898
2,7,1,3,1,"220-224,　22X",222,鶏肉,1280,6.7,1167,1343,1293,1769,2104,1762,1266,870,785
2,7,1,3,1,"220-224,　22X",22X,合いびき肉,174,-1.7,199,259,222,210,263,284,159,94,95
2,7,1,3,1,"220-224,　22X",224,他の生鮮肉,142,6.8,78,91,124,193,211,258,88,124,91
2,6,1,3,2,225-229,0,加工肉,1322,-3.2,1030,1339,1361,1530,1617,1567,1502,1126,1161
2,7,1,3,2,225-229,225,ハム,382,1.1,166,357,326,405,341,511,402,397,490
2,7,1,3,2,225-229,226,ソーセージ,559,-7.3,550,615,557,711,770,513,735,432,396
2,7,1,3,2,225-229,227,ベーコン,223,-5.5,269,152,240,258,247,257,297,184,169
2,7,1,3,2,225-229,229,他の加工肉,158,5.3,44,214,238,156,259,287,67,114,106
2,5,1,4,0,230-238,0,乳卵類,3762,-0.1,2854,3008,3921,3884,4501,4461,3821,3591,3669
2,6,1,4,1,230,0,牛乳,1209,2.7,912,1004,1182,979,1420,1245,1175,1297,1411
2,6,1,4,2,231-235,0,乳製品,1817,-0.4,1362,1316,2034,2141,2162,2206,1802,1659,1644
2,7,1,4,2,231-235,231,粉ミルク,35,-56.8,213,14,96,80,11,18,-,6,4
2,7,1,4,2,231-235,232,ヨーグルト,1075,6.4,617,574,1052,1092,1174,1405,1166,1097,1140
2,7,1,4,2,231-235,233,バター,115,-12.2,65,135,147,164,152,154,125,78,53
2,7,1,4,2,231-235,234,チーズ,524,0.4,394,517,655,698,750,562,433,428,412
2,7,1,4,2,231-235,235,他の乳製品,68,-17.1,74,76,84,107,74,66,78,49,35
2,6,1,4,3,238,0,卵,736,-3.5,581,688,706,763,919,1010,845,635,614
2,5,1,5,0,"240-299,　26B,　26X",0,野菜・海藻,9654,3.6,6604,6948,7217,8230,10865,10696,11097,10614,10496
2,6,1,5,1,"240-269,　26B,　26X",0,生鮮野菜,6598,3.4,4899,4995,4857,5758,7516,7244,7767,7099,7123
2,7,1,5,1,240-249,0,葉茎菜,2437,2.7,1622,1530,1679,2110,3029,2787,3041,2608,2612
2,7,1,5,1,240-249,240,キャベツ,289,-4,185,264,240,368,326,276,374,275,266
2,7,1,5,1,240-249,241,ほうれんそう,309,22.1,245,193,212,274,328,308,361,353,373
2,7,1,5,1,240-249,242,はくさい,147,-21.8,138,120,103,128,216,154,171,147,140
2,7,1,5,1,240-249,243,ねぎ,317,0.6,199,248,275,288,450,351,413,299,300
2,7,1,5,1,240-249,244,レタス,274,9.6,127,143,160,278,390,426,287,282,299
2,7,1,5,1,240-249,247,ブロッコリー,229,1.3,201,104,140,136,300,233,278,271,281
2,7,1,5,1,240-249,245,もやし,82,-10.9,93,78,82,97,100,86,94,70,59
2,7,1,5,1,240-249,249,他の葉茎菜,789,5.6,434,381,468,542,918,953,1064,911,894
2,7,1,5,1,"250-259,　25X",0,根菜,1694,-2.9,1510,1485,1282,1525,1743,1818,2007,1785,1767
2,7,1,5,1,"250-259,　25X",250,さつまいも,103,9.6,105,78,80,101,66,107,85,124,130
2,7,1,5,1,"250-259,　25X",251,じゃがいも,264,-7.7,219,295,245,262,304,296,246,257,265
