項目,階層,大分類,中分類,小分類,中間計,符号,項目名,都平均／実数（円）,都平均／対前年同月増加率（％）,35歳未満（円）,35～39歳（円）,40～44歳（円）,45～49歳（円）,50～54歳（円）,55～59歳（円）,60～64歳（円）,65歳以上（円）,（再掲）75歳以上（円）
0,0,0,0,0,0,0,世帯数分布,10000,-,629,503,943,905,882,830,1066,4240,1970
0,0,0,0,0,0,0,調査世帯数,731,-,45,38,75,70,60,61,76,306,142
0,0,0,0,0,0,0,世帯人員,2.94,-,3.28,3.67,3.7,3.41,3.5,3.25,2.93,2.36,2.23
0,0,0,0,0,0,0,有業人員,1.29,-,1.69,1.36,1.39,1.55,1.67,1.82,1.75,0.85,0.68
0,0,0,0,0,0,0,世帯主平均年齢,59.5,-,31.2,37.1,42,46.8,51.8,56.9,61.9,74.5,80.4
2,2,0,0,0,0,0,生計支出,342146,-9.8,284598,300260,350689,393895,388849,383899,415102,306453,276861
2,3,0,0,0,102-981,0,消費支出,342146,-9.8,284598,300260,350689,393895,388849,383899,415102,306453,276861
2,4,1,0,0,"102-399,　39A,　39B,　39X,　39Y",0,食料,112436,-0.7,82109,78116,103456,121035,114989,122259,131459,113924,106026
2,5,1,1,0,102-160,0,穀類,8746,8.6,5197,5865,7786,8939,10263,8832,10255,9073,8894
2,6,1,1,1,102,0,米類,2369,22.7,740,1000,1328,2079,3258,2227,2717,2821,3524
2,7,1,1,1,102,102,米,2369,22.7,740,1000,1328,2079,3258,2227,2717,2821,3524
2,6,1,1,2,"120,　129",0,パン,2896,-1.5,2343,2679,3795,3307,3274,3381,3090,2493,2169
2,7,1,1,2,"120,　129",120,食パン,831,-3.6,403,571,1114,878,903,934,745,838,780
2,7,1,1,2,"120,　129",129,他のパン,2065,-0.6,1939,2107,2681,2429,2371,2446,2345,1655,1389
2,6,1,1,3,130-139,0,麺類,1935,5.9,1418,1317,1849,2305,2406,1960,2823,1699,1498
2,7,1,1,3,130-139,130,生うどん・そば,423,-3,260,242,421,416,460,437,501,441,389
2,7,1,1,3,130-139,131,乾うどん・そば,337,-4,86,67,153,346,347,377,943,284,221
2,7,1,1,3,130-139,134,スパゲッティ,151,32.5,177,156,235,259,206,195,142,87,75
2,7,1,1,3,130-139,133,中華麺,354,18.4,261,205,368,448,409,327,456,330,287
2,7,1,1,3,130-139,135,カップ麺,361,10.1,409,297,316,482,461,419,445,293,294
2,7,1,1,3,130-139,132,即席麺,191,-1,188,240,213,227,297,118,200,164,128
2,7,1,1,3,130-139,139,他の麺類,117,9.3,37,108,144,127,226,87,135,100,106
2,6,1,1,4,140-160,0,他の穀類,1546,13.9,696,870,814,1248,1326,1265,1625,2060,1703
2,7,1,1,4,140-160,140,小麦粉,66,4.8,40,186,89,35,84,31,66,60,46
2,7,1,1,4,140-160,150,もち,1241,19.3,442,427,495,1026,970,1067,1287,1747,1489
2,7,1,1,4,140-160,160,他の穀類のその他,239,-5.5,214,256,230,187,272,167,272,254,167
2,5,1,2,0,170-217,0,魚介類,12244,4.2,4243,4821,7349,8567,9008,11287,16101,16075,15013
2,6,1,2,1,170-194,0,生鮮魚介,6643,9.4,2518,2785,4085,4985,5246,6363,9003,8388,7516
2,7,1,2,1,170-189,0,鮮魚,6072,9.6,2385,2603,3851,4643,4755,5862,8191,7611,6759
2,7,1,2,1,170-189,170,まぐろ,1250,16.3,222,317,477,978,1130,1051,1393,1771,1828
2,7,1,2,1,170-189,172,あじ,115,43.8,57,21,126,101,121,154,54,143,141
2,7,1,2,1,170-189,173,いわし,33,17.9,-,-,13,8,6,24,12,65,77
2,7,1,2,1,170-189,174,かつお,44,-17,28,16,41,28,22,83,26,56,51
2,7,1,2,1,170-189,175,かれい,101,27.8,7,14,28,52,44,98,109,163,136
2,7,1,2,1,170-189,176,さけ,462,5.5,310,173,375,526,423,366,488,546,446
2,7,1,2,1,170-189,177,さば,97,24.4,56,58,74,119,86,87,102,112,77
2,7,1,2,1,170-189,178,さんま,28,-47.2,34,12,19,29,42,18,32,30,24
2,7,1,2,1,170-189,180,たい,125,7.8,33,119,65,104,131,163,112,151,148
2,7,1,2,1,170-189,181,ぶり,395,-13.6,210,249,305,368,383,252,305,519,352
2,7,1,2,1,170-189,182,いか,159,-7.6,31,102,83,119,167,103,209,207,204
2,7,1,2,1,170-189,183,たこ,252,14.5,30,121,144,162,293,186,315,332,343
2,7,1,2,1,170-189,185,えび,628,37.1,269,599,337,542,639,484,1019,694,511
2,7,1,2,1,170-189,186,かに,933,22.1,648,300,573,708,314,1177,1717,1062,903
2,7,1,2,1,170-189,189,他の鮮魚,768,-11.5,170,345,629,432,541,834,1276,916,793
2,7,1,2,1,170-189,187,さしみ盛合わせ,680,13,280,160,560,368,415,782,1022,844,725
2,7,1,2,1,190-194,0,貝類,572,8.1,133,182,234,341,491,501,812,777,757
2,7,1,2,1,190-194,190,あさり,72,9.1,37,48,81,52,63,57,128,72,59
2,7,1,2,1,190-194,192,しじみ,41,28.1,39,4,2,21,44,23,24,65,66
2,7,1,2,1,190-194,191,かき(貝),228,3.2,21,11,105,125,171,176,240,352,374
2,7,1,2,1,190-194,194,ほたて貝,162,2.5,35,119,16,89,180,167,367,177,166
2,7,1,2,1,190-194,193,他の貝,70,32.1,-,-,30,55,33,79,54,111,92
2,6,1,2,2,195-202,0,塩干魚介,1877,-5.5,782,854,1307,1247,1075,1432,2175,2601,2649
2,7,1,2,2,195-202,195,塩さけ,322,8.8,101,111,109,130,187,167,233,550,551
2,7,1,2,2,195-202,196,たらこ,255,3.2,73,230,77,209,156,187,324,351,369
2,7,1,2,2,195-202,197,しらす干し,144,-15.8,132,64,167,131,96,123,159,163,184
2,7,1,2,2,195-202,198,干しあじ,84,-8.7,58,6,38,104,34,60,93,115,107
2,7,1,2,2,195-202,202,他の塩干魚介,1072,-9.2,418,442,916,673,601,895,1365,1421,1439
2,6,1,2,3,203-209,0,魚肉練製品,1852,9.6,357,636,948,1260,1476,1518,2590,2504,2352
2,7,1,2,3,203-209,203,揚げかまぼこ,256,41.4,73,54,100,151,117,79,504,366,226
2,7,1,2,3,203-209,204,ちくわ,109,6.9,19,88,46,131,92,62,122,144,107
2,7,1,2,3,203-209,205,かまぼこ,967,7.4,156,288,392,672,792,948,1269,1323,1382
2,7,1,2,3,203-209,209,他の魚肉練製品,520,2.8,108,207,409,306,476,430,695,671,637
2,6,1,2,4,210-217,0,他の魚介加工品,1872,-6.7,586,546,1009,1076,1210,1974,2334,2582,2496
2,7,1,2,4,210-217,210,かつお節・削り節,120,-19.5,61,31,81,35,68,67,85,195,198
2,7,1,2,4,210-217,213,魚介の漬物,914,-5.7,220,72,492,419,678,906,1242,1284,1276
2,7,1,2,4,210-217,215,魚介のつくだ煮,190,-11.6,6,12,33,116,63,163,185,322,280
2,7,1,2,4,210-217,216,魚介の缶詰,302,28.5,131,267,176,245,143,462,287,376,363
2,7,1,2,4,210-217,217,他の魚介加工品のその他,347,-20.8,168,163,227,261,258,376,534,405,379
2,5,1,3,0,"220-229,　22X",0,肉類,9990,2.2,7005,7193,8565,10709,11940,10594,11438,10040,8681
2,6,1,3,1,"220-224,　22X",0,生鮮肉,7917,2.5,5805,5655,6485,8686,10049,9033,8943,7732,6535
2,7,1,3,1,"220-224,　22X",220,牛肉,2909,6.4,1935,1669,1540,3005,3141,3324,3061,3317,3131
2,7,1,3,1,"220-224,　22X",221,豚肉,2812,-1.2,2238,2166,2781,3252,4015,3280,3518,2366,1849
2,7,1,3,1,"220-224,　22X",222,鶏肉,1801,2.3,1431,1577,1738,1999,2412,1978,1971,1649,1275
2,7,1,3,1,"220-224,　22X",22X,合いびき肉,160,-10.6,117,182,303,280,141,113,130,128,105
2,7,1,3,1,"220-224,　22X",224,他の生鮮肉,235,13,84,61,123,149,339,339,263,272,176
2,6,1,3,2,225-229,0,加工肉,2073,1.3,1200,1538,2080,2023,1891,1560,2495,2308,2146
2,7,1,3,2,225-229,225,ハム,977,0.8,274,614,758,965,641,656,1459,1187,870
2,7,1,3,2,225-229,226,ソーセージ,688,4.7,558,380,769,618,851,517,722,731,943
2,7,1,3,2,225-229,227,ベーコン,220,-20,220,253,238,238,181,305,219,200,163
2,7,1,3,2,225-229,229,他の加工肉,189,30.3,148,291,315,202,218,82,95,190,170
2,5,1,4,0,230-238,0,乳卵類,4530,6.6,3328,4082,4435,4733,4773,4749,4564,4637,4423
2,6,1,4,1,230,0,牛乳,1480,13.5,989,1266,1263,1452,1285,1338,1601,1669,1788
2,6,1,4,2,231-235,0,乳製品,2189,5.9,1756,2143,2277,2408,2601,2590,2029,2068,1852
2,7,1,4,2,231-235,231,粉ミルク,104,26.8,251,440,145,147,353,-,51,7,7
2,7,1,4,2,231-235,232,ヨーグルト,1194,13.5,900,824,1016,1119,1049,1605,1228,1278,1229
2,7,1,4,2,231-235,233,バター,141,-11.3,105,163,172,117,180,163,112,136,110
2,7,1,4,2,231-235,234,チーズ,662,-1.5,448,534,830,928,868,717,532,594,470
2,7,1,4,2,231-235,235,他の乳製品,88,-12.9,50,182,114,98,151,106,106,52,36
2,6,1,4,3,238,0,卵,861,-2.2,583,672,895,873,888,821,934,900,783
2,5,1,5,0,"240-299,　26B,　26X",0,野菜・海藻,12073,0,5584,6750,8551,10207,11589,11471,14407,14481,13969
2,6,1,5,1,"240-269,　26B,　26X",0,生鮮野菜,7488,-2,3795,4433,5396,6613,7424,7683,8220,8842,8314
2,7,1,5,1,240-249,0,葉茎菜,2477,-0.7,1160,1444,1801,2207,2610,2687,2577,2910,2538
2,7,1,5,1,240-249,240,キャベツ,201,-6.5,92,131,190,168,187,235,194,232,202
2,7,1,5,1,240-249,241,ほうれんそう,265,-8.3,162,211,153,291,330,193,199,322,310
2,7,1,5,1,240-249,242,はくさい,174,-1.1,95,117,170,166,177,209,141,196,172
2,7,1,5,1,240-249,243,ねぎ,410,7.6,192,211,284,297,347,550,405,504,436
2,7,1,5,1,240-249,244,レタス,224,-18.5,158,106,175,207,186,224,302,251,219
2,7,1,5,1,240-249,247,ブロッコリー,265,16.7,118,202,259,277,287,280,250,289,239
2,7,1,5,1,240-249,245,もやし,77,5.5,62,35,62,98,100,76,63,82,87
2,7,1,5,1,240-249,249,他の葉茎菜,862,0.5,281,431,508,702,995,920,1023,1033,874
2,7,1,5,1,"250-259,　25X",0,根菜,2259,-3.2,1169,1190,1604,1820,2196,2151,2556,2746,2568
2,7,1,5,1,"250-259,　25X",250,さつまいも,138,-5.5,68,79,85,162,140,73,155,171,185
2,7,1,5,1,"250-259,　25X",251,じゃがいも,219,-1.4,158,173,221,226,272,198,213,225,190
2,7,1,5,1,"250-259,　25X",252,さといも,252,-4.9,81,43,91,146,162,212,276,381,344
2,7,1,5,1,"250-259,　25X",253,だいこん,198,-5.7,101,100,137,161,201,152,183,258,240
2,7,1,5,1,"250-259,　25X",254,にんじん,256,-7.2,183,199,262,224,261,248,218,289,276
