項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,夫婦のみの世帯／実数（円）,夫婦のみの世帯／構成比（％）,夫婦と未婚の子供から成る世帯／実数（円）,夫婦と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／実数（円）,一人親と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／実数（円）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／構成比（％）,その他／実数（円）,その他／構成比（％）,（再掲）夫婦共働き世帯／実数（円）,（再掲）夫婦共働き世帯／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,3449,-,4980,-,715,-,99,-,857,-,2970,-
0,0,0,0,0,調査世帯数,746,-,261,-,367,-,55,-,8,-,63,-,216,-
0,0,0,0,0,世帯人員,2.99,-,2,-,3.62,-,2.3,-,2.73,-,3.93,-,3.31,-
0,0,0,0,0,有業人員,1.32,-,0.83,-,1.61,-,1.13,-,1,-,1.68,-,2.27,-
0,0,0,0,0,世帯主平均年齢,58.5,-,67.4,-,50.8,-,67,-,40.6,-,60.2,-,50.6,-
2,2,0,0,0,生計支出,383855,-,319897,-,454004,-,229506,-,207221,-,362418,-,448952,-
2,3,0,0,0,消費支出,363817,100,319897,100,413765,100,229506,100,207221,100,362418,100,448952,100
2,4,1,0,0,食料,81010,22.3,73911,23.1,87648,21.2,59956,26.1,53073,25.6,88584,24.4,86740,19.3
2,5,1,1,0,穀類,6675,1.8,5500,1.7,7492,1.8,5265,2.3,4078,2,7838,2.2,7014,1.6
2,6,1,1,1,米類,1916,0.5,1578,0.5,2100,0.5,1761,0.8,1164,0.6,2341,0.6,1901,0.4
2,6,1,1,2,パン,2892,0.8,2509,0.8,3193,0.8,2134,0.9,1949,0.9,3318,0.9,3184,0.7
2,6,1,1,3,麺類,1390,0.4,1092,0.3,1612,0.4,965,0.4,731,0.4,1657,0.5,1388,0.3
2,6,1,1,4,他の穀類,477,0.1,322,0.1,587,0.1,405,0.2,234,0.1,522,0.1,540,0.1
2,5,1,2,0,魚介類,6700,1.8,6906,2.2,6509,1.6,5059,2.2,2999,1.4,8345,2.3,5551,1.2
2,6,1,2,1,生鮮魚介,4025,1.1,4067,1.3,3999,1,2913,1.3,1898,0.9,4936,1.4,3362,0.7
2,6,1,2,2,塩干魚介,1281,0.4,1386,0.4,1214,0.3,1039,0.5,580,0.3,1453,0.4,1020,0.2
2,6,1,2,3,魚肉練製品,531,0.1,515,0.2,523,0.1,368,0.2,119,0.1,778,0.2,449,0.1
2,6,1,2,4,他の魚介加工品,863,0.2,938,0.3,774,0.2,739,0.3,402,0.2,1178,0.3,720,0.2
2,5,1,3,0,肉類,7672,2.1,5690,1.8,9138,2.2,5293,2.3,5722,2.8,9116,2.5,8131,1.8
2,6,1,3,1,生鮮肉,6157,1.7,4576,1.4,7335,1.8,4269,1.9,4339,2.1,7247,2,6524,1.5
2,6,1,3,2,加工肉,1515,0.4,1114,0.3,1804,0.4,1024,0.4,1383,0.7,1869,0.5,1607,0.4
2,5,1,4,0,乳卵類,4261,1.2,3612,1.1,4725,1.1,3203,1.4,3294,1.6,5061,1.4,4060,0.9
2,6,1,4,1,牛乳,1425,0.4,1312,0.4,1512,0.4,1138,0.5,1260,0.6,1611,0.4,1303,0.3
2,6,1,4,2,乳製品,2057,0.6,1687,0.5,2349,0.6,1392,0.6,1515,0.7,2411,0.7,1999,0.4
2,6,1,4,3,卵,779,0.2,613,0.2,864,0.2,673,0.3,519,0.3,1039,0.3,758,0.2
2,5,1,5,0,野菜・海藻,10991,3,10507,3.3,11207,2.7,8986,3.9,4953,2.4,13358,3.7,9646,2.1
2,6,1,5,1,生鮮野菜,7770,2.1,7436,2.3,7965,1.9,6617,2.9,3797,1.8,8942,2.5,6937,1.5
2,6,1,5,2,乾物・海藻,808,0.2,711,0.2,848,0.2,495,0.2,273,0.1,1229,0.3,670,0.1
2,6,1,5,3,大豆加工品,1212,0.3,1195,0.4,1235,0.3,937,0.4,411,0.2,1373,0.4,1084,0.2
2,6,1,5,4,他の野菜・海藻加工品,1201,0.3,1165,0.4,1159,0.3,937,0.4,472,0.2,1814,0.5,955,0.2
2,5,1,6,0,果物,3382,0.9,3541,1.1,3177,0.8,2728,1.2,1303,0.6,4480,1.2,2720,0.6
2,6,1,6,1,生鮮果物,3054,0.8,3198,1,2844,0.7,2586,1.1,1261,0.6,4091,1.1,2430,0.5
2,6,1,6,2,果物加工品,328,0.1,344,0.1,333,0.1,142,0.1,42,0,389,0.1,290,0.1
2,5,1,7,0,油脂・調味料,3543,1,2984,0.9,3897,0.9,2643,1.2,2118,1,4479,1.2,3696,0.8
2,6,1,7,1,油脂,439,0.1,375,0.1,516,0.1,175,0.1,146,0.1,472,0.1,534,0.1
2,6,1,7,2,調味料,3103,0.9,2609,0.8,3381,0.8,2468,1.1,1971,1,4007,1.1,3162,0.7
2,5,1,8,0,菓子類,5540,1.5,4828,1.5,6285,1.5,3676,1.6,5572,2.7,5634,1.6,5892,1.3
2,5,1,9,0,調理食品,9605,2.6,8361,2.6,10309,2.5,9174,4,8773,4.2,10883,3,10994,2.4
2,6,1,9,1,主食的調理食品,4243,1.2,3735,1.2,4610,1.1,3750,1.6,3041,1.5,4559,1.3,5082,1.1
2,6,1,9,2,他の調理食品,5362,1.5,4625,1.4,5699,1.4,5424,2.4,5732,2.8,6323,1.7,5911,1.3
2,5,1,10,0,飲料,4282,1.2,3831,1.2,4667,1.1,3481,1.5,3248,1.6,4525,1.2,4737,1.1
2,6,1,10,1,茶類,1078,0.3,1091,0.3,1056,0.3,1003,0.4,680,0.3,1220,0.3,972,0.2
2,6,1,10,2,コーヒー・ココア,925,0.3,824,0.3,1070,0.3,443,0.2,475,0.2,888,0.2,1079,0.2
2,6,1,10,3,他の飲料,2278,0.6,1915,0.6,2541,0.6,2035,0.9,2093,1,2417,0.7,2686,0.6
2,5,1,11,0,酒類,3295,0.9,3595,1.1,3340,0.8,1611,0.7,619,0.3,3235,0.9,3868,0.9
2,5,1,12,0,外食,15065,4.1,14556,4.6,16902,4.1,8838,3.9,10394,5,11630,3.2,20432,4.6
2,6,1,12,1,一般外食,14739,4.1,14556,4.6,16264,3.9,8838,3.9,10394,5,11534,3.2,20087,4.5
2,6,1,12,2,学校給食,326,0.1,-,-,638,0.2,-,-,-,-,96,0,344,0.1
2,4,2,0,0,住居,21513,5.9,27535,8.6,19587,4.7,22435,9.8,33349,16.1,7697,2.1,24526,5.5
