項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,夫婦のみの世帯／実数（円）,夫婦のみの世帯／構成比（％）,夫婦と未婚の子供から成る世帯／実数（円）,夫婦と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／実数（円）,一人親と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／実数（円）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／構成比（％）,その他／実数（円）,その他／構成比（％）,（再掲）夫婦共働き世帯／実数（円）,（再掲）夫婦共働き世帯／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,3776,-,4738,-,770,-,63,-,716,-,2609,-
0,0,0,0,0,調査世帯数,742,-,281,-,357,-,54,-,5,-,50,-,192,-
0,0,0,0,0,世帯人員,2.89,-,2,-,3.59,-,2.37,-,3,-,3.51,-,3.22,-
0,0,0,0,0,有業人員,1.26,-,0.77,-,1.64,-,1.26,-,1,-,1.38,-,2.29,-
0,0,0,0,0,世帯主平均年齢,59.1,-,68.5,-,50.3,-,68,-,41.9,-,58.4,-,51.1,-
2,2,0,0,0,生計支出,309824,-,289423,-,339919,-,210283,-,278912,-,325247,-,353347,-
2,3,0,0,0,消費支出,309824,100,289423,100,339919,100,210283,100,278912,100,325247,100,353347,100
2,4,1,0,0,食料,84633,27.3,79878,27.6,90391,26.6,60244,28.6,43282,15.5,97830,30.1,91574,25.9
2,5,1,1,0,穀類,6042,2,5260,1.8,6657,2,4808,2.3,5021,1.8,7412,2.3,6283,1.8
2,6,1,1,1,米類,1716,0.6,1549,0.5,1846,0.5,1205,0.6,1449,0.5,2289,0.7,1786,0.5
2,6,1,1,2,パン,2596,0.8,2279,0.8,2808,0.8,2240,1.1,2290,0.8,3252,1,2599,0.7
2,6,1,1,3,麺類,1428,0.5,1131,0.4,1706,0.5,1029,0.5,1111,0.4,1579,0.5,1621,0.5
2,6,1,1,4,他の穀類,301,0.1,301,0.1,298,0.1,334,0.2,171,0.1,292,0.1,277,0.1
2,5,1,2,0,魚介類,6307,2,7036,2.4,5850,1.7,4388,2.1,2983,1.1,7553,2.3,5460,1.5
2,6,1,2,1,生鮮魚介,3799,1.2,4274,1.5,3551,1,2475,1.2,1746,0.6,4359,1.3,3352,0.9
2,6,1,2,2,塩干魚介,1140,0.4,1237,0.4,1042,0.3,796,0.4,672,0.2,1644,0.5,931,0.3
2,6,1,2,3,魚肉練製品,487,0.2,527,0.2,442,0.1,428,0.2,105,0,643,0.2,362,0.1
2,6,1,2,4,他の魚介加工品,881,0.3,998,0.3,815,0.2,690,0.3,460,0.2,907,0.3,815,0.2
2,5,1,3,0,肉類,7183,2.3,5656,2,8511,2.5,5157,2.5,5212,1.9,8629,2.7,8058,2.3
2,6,1,3,1,生鮮肉,5720,1.8,4466,1.5,6823,2,4128,2,4519,1.6,6741,2.1,6506,1.8
2,6,1,3,2,加工肉,1463,0.5,1190,0.4,1688,0.5,1029,0.5,693,0.2,1889,0.6,1553,0.4
2,5,1,4,0,乳卵類,4109,1.3,3790,1.3,4305,1.3,3671,1.7,2115,0.8,4971,1.5,3805,1.1
2,6,1,4,1,牛乳,1532,0.5,1460,0.5,1559,0.5,1386,0.7,766,0.3,1885,0.6,1436,0.4
2,6,1,4,2,乳製品,1827,0.6,1659,0.6,1926,0.6,1700,0.8,1069,0.4,2194,0.7,1634,0.5
2,6,1,4,3,卵,750,0.2,670,0.2,819,0.2,585,0.3,280,0.1,892,0.3,736,0.2
2,5,1,5,0,野菜・海藻,10909,3.5,11141,3.8,10529,3.1,9149,4.4,5579,2,14088,4.3,10155,2.9
2,6,1,5,1,生鮮野菜,7971,2.6,8179,2.8,7666,2.3,6918,3.3,4112,1.5,10029,3.1,7302,2.1
2,6,1,5,2,乾物・海藻,681,0.2,661,0.2,693,0.2,491,0.2,225,0.1,911,0.3,701,0.2
2,6,1,5,3,大豆加工品,1181,0.4,1179,0.4,1177,0.3,840,0.4,564,0.2,1593,0.5,1204,0.3
2,6,1,5,4,他の野菜・海藻加工品,1075,0.3,1123,0.4,993,0.3,900,0.4,678,0.2,1555,0.5,948,0.3
2,5,1,6,0,果物,3811,1.2,4531,1.6,3090,0.9,3440,1.6,1779,0.6,5186,1.6,3144,0.9
2,6,1,6,1,生鮮果物,3564,1.2,4259,1.5,2893,0.9,3257,1.5,1779,0.6,4676,1.4,2909,0.8
2,6,1,6,2,果物加工品,246,0.1,271,0.1,197,0.1,182,0.1,-,-,510,0.2,235,0.1
2,5,1,7,0,油脂・調味料,3238,1,3177,1.1,3352,1,2480,1.2,1353,0.5,3619,1.1,3269,0.9
2,6,1,7,1,油脂,387,0.1,380,0.1,395,0.1,355,0.2,140,0.1,403,0.1,336,0.1
2,6,1,7,2,調味料,2851,0.9,2797,1,2957,0.9,2125,1,1213,0.4,3216,1,2932,0.8
2,5,1,8,0,菓子類,5782,1.9,4747,1.6,6635,2,4431,2.1,4593,1.6,7048,2.2,6102,1.7
2,5,1,9,0,調理食品,10283,3.3,10288,3.6,9925,2.9,8800,4.2,4565,1.6,14227,4.4,10275,2.9
2,6,1,9,1,主食的調理食品,4729,1.5,4527,1.6,4788,1.4,4389,2.1,2730,1,5771,1.8,4855,1.4
2,6,1,9,2,他の調理食品,5554,1.8,5761,2,5137,1.5,4411,2.1,1835,0.7,8456,2.6,5420,1.5
2,5,1,10,0,飲料,5004,1.6,4773,1.6,5258,1.5,3584,1.7,2148,0.8,6067,1.9,5530,1.6
2,6,1,10,1,茶類,1081,0.3,1058,0.4,1108,0.3,764,0.4,219,0.1,1361,0.4,1031,0.3
2,6,1,10,2,コーヒー・ココア,914,0.3,911,0.3,914,0.3,692,0.3,519,0.2,1178,0.4,1020,0.3
2,6,1,10,3,他の飲料,3008,1,2803,1,3236,1,2128,1,1410,0.5,3527,1.1,3479,1
2,5,1,11,0,酒類,3494,1.1,3601,1.2,3858,1.1,1434,0.7,991,0.4,2730,0.8,4319,1.2
2,5,1,12,0,外食,18472,6,15878,5.5,22422,6.6,8902,4.2,6943,2.5,16299,5,25174,7.1
2,6,1,12,1,一般外食,17987,5.8,15878,5.5,21411,6.3,8902,4.2,6943,2.5,16208,5,24383,6.9
2,6,1,12,2,学校給食,486,0.2,-,-,1011,0.3,-,-,-,-,91,0,791,0.2
2,4,2,0,0,住居,27333,8.8,20115,7,33377,9.8,25152,12,104775,37.6,27744,8.5,30980,8.8
2,5,2,1,0,家賃地代,17162,5.5,15540,5.4,17040,5,23600,11.2,104775,37.6,19604,6,18563,5.3
2,5,2,2,0,設備修繕・維持,10171,3.3,4575,1.6,16337,4.8,1551,0.7,-,-,8140,2.5,12417,3.5
2,6,2,2,1,設備材料,2807,0.9,1275,0.4,4280,1.3,70,0,-,-,4080,1.3,4554,1.3
2,6,2,2,2,工事その他のサービス,7364,2.4,3300,1.1,12057,3.5,1481,0.7,-,-,4060,1.2,7863,2.2
2,4,3,0,0,光熱・水道,19807,6.4,18814,6.5,20368,6,18551,8.8,9102,3.3,22688,7,19007,5.4
2,5,3,1,0,電気代,10692,3.5,10329,3.6,10654,3.1,10219,4.9,6583,2.4,13364,4.1,10440,3
2,5,3,2,0,ガス代,4032,1.3,3574,1.2,4284,1.3,4018,1.9,672,0.2,4797,1.5,4042,1.1
2,5,3,3,0,他の光熱,22,0,32,0,21,0,-,-,-,-,-,-,2,0
2,5,3,4,0,上下水道料,5061,1.6,4878,1.7,5409,1.6,4315,2.1,1847,0.7,4527,1.4,4523,1.3
2,4,4,0,0,家具・家事用品,11901,3.8,8328,2.9,14634,4.3,5847,2.8,1773,0.6,19158,5.9,12885,3.6
2,5,4,1,0,家庭用耐久財,4840,1.6,2468,0.9,7228,2.1,1070,0.5,-,-,5599,1.7,6417,1.8
2,6,4,1,1,家事用耐久財,799,0.3,597,0.2,1041,0.3,1040,0.5,-,-,-,-,637,0.2
2,6,4,1,2,冷暖房用器具,2899,0.9,1726,0.6,3914,1.2,29,0,-,-,5447,1.7,3422,1
2,6,4,1,3,一般家具,1143,0.4,146,0.1,2273,0.7,-,-,-,-,152,0,2358,0.7
2,5,4,2,0,室内装備・装飾品,457,0.1,313,0.1,666,0.2,94,0,-,-,225,0.1,705,0.2
2,5,4,3,0,寝具類,886,0.3,121,0,825,0.2,272,0.1,360,0.1,5986,1.8,178,0.1
2,5,4,4,0,家事雑貨,2303,0.7,1899,0.7,2613,0.8,1124,0.5,376,0.1,3645,1.1,2409,0.7
2,5,4,5,0,家事用消耗品,2707,0.9,2346,0.8,2968,0.9,2583,1.2,1037,0.4,3011,0.9,2636,0.7
2,5,4,6,0,家事サービス,708,0.2,1181,0.4,334,0.1,704,0.3,-,-,692,0.2,539,0.2
2,4,5,0,0,被服及び履物,10392,3.4,8576,3,12197,3.6,6140,2.9,17501,6.3,12600,3.9,11708,3.3
2,5,5,1,0,和服,33,0,30,0,32,0,-,-,-,-,87,0,40,0
2,5,5,2,0,洋服,3475,1.1,3144,1.1,3957,1.2,1960,0.9,6727,2.4,3662,1.1,3286,0.9
2,6,5,2,1,男子用洋服,906,0.3,1009,0.3,975,0.3,320,0.2,561,0.2,538,0.2,721,0.2
2,6,5,2,2,婦人用洋服,2247,0.7,2125,0.7,2348,0.7,1598,0.8,5648,2,2925,0.9,2163,0.6
2,6,5,2,3,子供用洋服,322,0.1,10,0,634,0.2,42,0,518,0.2,200,0.1,402,0.1
2,5,5,3,0,シャツ・セーター類,2340,0.8,2272,0.8,2365,0.7,1560,0.7,4238,1.5,3375,1,2809,0.8
2,6,5,3,1,男子用シャツ・セーター類,769,0.2,868,0.3,794,0.2,282,0.1,420,0.2,609,0.2,775,0.2
2,6,5,3,2,婦人用シャツ・セーター類,1457,0.5,1403,0.5,1338,0.4,1278,0.6,3818,1.4,2718,0.8,1906,0.5
2,6,5,3,3,子供用シャツ・セーター類,114,0,-,-,233,0.1,-,-,-,-,47,0,128,0
2,5,5,4,0,下着類,928,0.3,719,0.2,1134,0.3,548,0.3,363,0.1,1080,0.3,924,0.3
2,6,5,4,1,男子用下着類,303,0.1,286,0.1,364,0.1,41,0,-,-,276,0.1,231,0.1
2,6,5,4,2,婦人用下着類,541,0.2,434,0.1,596,0.2,500,0.2,279,0.1,791,0.2,635,0.2
2,6,5,4,3,子供用下着類,84,0,-,-,174,0.1,7,0,84,0,14,0,58,0
2,5,5,5,0,生地・糸類,77,0,55,0,86,0,159,0.1,408,0.1,49,0,58,0
2,5,5,6,0,他の被服,722,0.2,646,0.2,826,0.2,534,0.3,3211,1.2,642,0.2,945,0.3
2,5,5,7,0,履物類,2125,0.7,1092,0.4,2987,0.9,1137,0.5,2553,0.9,2932,0.9,2695,0.8
2,5,5,8,0,被服関連サービス,692,0.2,619,0.2,811,0.2,242,0.1,-,-,773,0.2,951,0.3
2,4,6,0,0,保健医療,13972,4.5,19025,6.6,10998,3.2,8393,4,3832,1.4,13000,4,10169,2.9
2,5,6,1,0,医薬品,2427,0.8,3256,1.1,1819,0.5,1717,0.8,99,0,2850,0.9,1809,0.5
2,5,6,2,0,健康保持用摂取品,1410,0.5,1907,0.7,739,0.2,2240,1.1,-,-,2343,0.7,832,0.2
2,5,6,3,0,保健医療用品・器具,1812,0.6,1245,0.4,2170,0.6,1027,0.5,2793,1,3274,1,2173,0.6
2,5,6,4,0,保健医療サービス,8322,2.7,12616,4.4,6270,1.8,3409,1.6,940,0.3,4533,1.4,5356,1.5
2,4,7,0,0,交通・通信,31705,10.2,25420,8.8,39875,11.7,16880,8,47742,17.1,26714,8.2,38335,10.8
2,5,7,1,0,交通,10033,3.2,8595,3,12248,3.6,5605,2.7,31392,11.3,7715,2.4,11366,3.2
2,5,7,2,0,自動車等関係費,9626,3.1,7697,2.7,12697,3.7,2292,1.1,4001,1.4,7364,2.3,12422,3.5
2,6,7,2,1,自動車等購入,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,6,7,2,2,自転車購入,339,0.1,44,0,681,0.2,-,-,-,-,-,-,314,0.1
2,6,7,2,3,自動車等維持,9287,3,7653,2.6,12016,3.5,2292,1.1,4001,1.4,7364,2.3,12108,3.4
2,5,7,3,0,通信,12046,3.9,9128,3.2,14930,4.4,8983,4.3,12349,4.4,11635,3.6,14547,4.1
2,4,8,0,0,教育,9842,3.2,-,-,19233,5.7,3207,1.5,9457,3.4,6731,2.1,17512,5
2,5,8,1,0,授業料等,6255,2,-,-,12211,3.6,2437,1.2,1453,0.5,3921,1.2,10249,2.9
