項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,35歳未満／実数（円）,35歳未満／構成比（％）,35～39歳／実数（円）,35～39歳／構成比（％）,40～44歳／実数（円）,40～44歳／構成比（％）,45～49歳／実数（円）,45～49歳／構成比（％）,50～54歳／実数（円）,50～54歳／構成比（％）,55～59歳／実数（円）,55～59歳／構成比（％）,60～64歳／実数（円）,60～64歳／構成比（％）,65歳以上／実数（円）,65歳以上／構成比（％）,（再掲）75歳以上／実数（円）,（再掲）75歳以上／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,554,-,794,-,975,-,920,-,1007,-,955,-,1006,-,3790,-,1957,-
0,0,0,0,0,調査世帯数,746,-,43,-,58,-,75,-,69,-,71,-,70,-,70,-,290,-,148,-
0,0,0,0,0,世帯人員,2.99,-,3.26,-,3.4,-,3.65,-,3.54,-,3.54,-,3.08,-,2.82,-,2.45,-,2.29,-
0,0,0,0,0,有業人員,1.32,-,1.35,-,1.44,-,1.5,-,1.66,-,1.65,-,1.87,-,1.78,-,0.8,-,0.59,-
0,0,0,0,0,世帯主平均年齢,58.5,-,31,-,37,-,42.1,-,47,-,51.9,-,57.1,-,62.3,-,75.1,-,80.1,-
2,2,0,0,0,生計支出,383855,-,398630,-,289181,-,347297,-,615531,-,604558,-,532546,-,326858,-,273748,-,256435,-
2,3,0,0,0,消費支出,363817,100,398630,100,289181,100,347297,100,397697,100,604558,100,532546,100,326858,100,273748,100,256435,100
2,4,1,0,0,食料,81010,22.3,68027,17.1,72461,25.1,81066,23.3,85051,21.4,91943,15.2,101919,19.1,82845,25.3,75048,27.4,73364,28.6
2,5,1,1,0,穀類,6675,1.8,5363,1.3,5641,2,6588,1.9,7957,2,8003,1.3,6930,1.3,7193,2.2,6241,2.3,5565,2.2
2,6,1,1,1,米類,1916,0.5,1382,0.3,956,0.3,1743,0.5,2289,0.6,2492,0.4,1913,0.4,1825,0.6,2022,0.7,1696,0.7
2,6,1,1,2,パン,2892,0.8,2556,0.6,2893,1,2997,0.9,3444,0.9,3380,0.6,3085,0.6,2941,0.9,2588,0.9,2408,0.9
2,6,1,1,3,麺類,1390,0.4,1114,0.3,1449,0.5,1409,0.4,1725,0.4,1479,0.2,1454,0.3,1568,0.5,1245,0.5,1169,0.5
2,6,1,1,4,他の穀類,477,0.1,310,0.1,342,0.1,439,0.1,499,0.1,652,0.1,478,0.1,860,0.3,386,0.1,292,0.1
2,5,1,2,0,魚介類,6700,1.8,4001,1,4150,1.4,4108,1.2,5796,1.5,5867,1,7697,1.4,7584,2.3,8249,3,7955,3.1
2,6,1,2,1,生鮮魚介,4025,1.1,2495,0.6,2345,0.8,2272,0.7,3614,0.9,3753,0.6,4900,0.9,4604,1.4,4849,1.8,4696,1.8
2,6,1,2,2,塩干魚介,1281,0.4,710,0.2,770,0.3,870,0.3,1037,0.3,986,0.2,1277,0.2,1300,0.4,1711,0.6,1659,0.6
2,6,1,2,3,魚肉練製品,531,0.1,294,0.1,426,0.1,318,0.1,432,0.1,406,0.1,605,0.1,703,0.2,635,0.2,559,0.2
2,6,1,2,4,他の魚介加工品,863,0.2,502,0.1,610,0.2,649,0.2,713,0.2,722,0.1,915,0.2,978,0.3,1054,0.4,1041,0.4
2,5,1,3,0,肉類,7672,2.1,5836,1.5,6346,2.2,7772,2.2,8805,2.2,10760,1.8,9888,1.9,7337,2.2,6629,2.4,5883,2.3
2,6,1,3,1,生鮮肉,6157,1.7,4675,1.2,4887,1.7,5971,1.7,7125,1.8,9001,1.5,8162,1.5,5756,1.8,5298,1.9,4688,1.8
2,6,1,3,2,加工肉,1515,0.4,1161,0.3,1459,0.5,1800,0.5,1680,0.4,1759,0.3,1727,0.3,1580,0.5,1331,0.5,1195,0.5
2,5,1,4,0,乳卵類,4261,1.2,3418,0.9,3943,1.4,4192,1.2,4437,1.1,4524,0.7,5048,0.9,4415,1.4,4117,1.5,4203,1.6
2,6,1,4,1,牛乳,1425,0.4,952,0.2,1145,0.4,1364,0.4,1512,0.4,1391,0.2,1672,0.3,1333,0.4,1518,0.6,1671,0.7
2,6,1,4,2,乳製品,2057,0.6,1997,0.5,2084,0.7,2047,0.6,2129,0.5,2177,0.4,2477,0.5,2183,0.7,1875,0.7,1851,0.7
2,6,1,4,3,卵,779,0.2,469,0.1,714,0.2,781,0.2,795,0.2,957,0.2,900,0.2,899,0.3,725,0.3,680,0.3
2,5,1,5,0,野菜・海藻,10991,3,7180,1.8,7998,2.8,8369,2.4,9258,2.3,11830,2,12868,2.4,12642,3.9,12137,4.4,11529,4.5
2,6,1,5,1,生鮮野菜,7770,2.1,5120,1.3,5523,1.9,6080,1.8,6587,1.7,8364,1.4,9336,1.8,8666,2.7,8560,3.1,8188,3.2
2,6,1,5,2,乾物・海藻,808,0.2,623,0.2,831,0.3,618,0.2,711,0.2,957,0.2,1003,0.2,952,0.3,776,0.3,744,0.3
2,6,1,5,3,大豆加工品,1212,0.3,845,0.2,808,0.3,963,0.3,959,0.2,1326,0.2,1408,0.3,1558,0.5,1304,0.5,1247,0.5
2,6,1,5,4,他の野菜・海藻加工品,1201,0.3,593,0.1,835,0.3,708,0.2,1001,0.3,1183,0.2,1121,0.2,1465,0.4,1497,0.5,1349,0.5
2,5,1,6,0,果物,3382,0.9,1605,0.4,2206,0.8,2823,0.8,2549,0.6,3250,0.5,3960,0.7,3808,1.2,4011,1.5,4017,1.6
2,6,1,6,1,生鮮果物,3054,0.8,1491,0.4,1940,0.7,2427,0.7,2221,0.6,2860,0.5,3665,0.7,3539,1.1,3649,1.3,3733,1.5
2,6,1,6,2,果物加工品,328,0.1,114,0,266,0.1,397,0.1,328,0.1,390,0.1,294,0.1,269,0.1,361,0.1,285,0.1
2,5,1,7,0,油脂・調味料,3543,1,2493,0.6,3101,1.1,3142,0.9,3695,0.9,4281,0.7,4081,0.8,3728,1.1,3473,1.3,3358,1.3
2,6,1,7,1,油脂,439,0.1,278,0.1,490,0.2,416,0.1,444,0.1,546,0.1,484,0.1,337,0.1,444,0.2,407,0.2
2,6,1,7,2,調味料,3103,0.9,2215,0.6,2611,0.9,2725,0.8,3251,0.8,3735,0.6,3597,0.7,3392,1,3029,1.1,2951,1.2
