項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,夫婦のみの世帯／実数（円）,夫婦のみの世帯／構成比（％）,夫婦と未婚の子供から成る世帯／実数（円）,夫婦と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／実数（円）,一人親と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／実数（円）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／構成比（％）,その他／実数（円）,その他／構成比（％）,（再掲）夫婦共働き世帯／実数（円）,（再掲）夫婦共働き世帯／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,3799,-,4731,-,717,-,45,-,752,-,2727,-
0,0,0,0,0,調査世帯数,741,-,284,-,352,-,52,-,4,-,53,-,199,-
0,0,0,0,0,世帯人員,2.9,-,2,-,3.6,-,2.35,-,3,-,3.51,-,3.28,-
0,0,0,0,0,有業人員,1.26,-,0.76,-,1.64,-,1.25,-,1,-,1.43,-,2.27,-
0,0,0,0,0,世帯主平均年齢,59.5,-,68.6,-,50.4,-,69.6,-,42.2,-,61.2,-,50.6,-
2,2,0,0,0,生計支出,303277,-,303421,-,319774,-,202007,-,164944,-,295376,-,346031,-
2,3,0,0,0,消費支出,303277,100,303421,100,319774,100,202007,100,164944,100,295376,100,346031,100
2,4,1,0,0,食料,83752,27.6,80130,26.4,88282,27.6,62699,31,46047,27.9,93620,31.7,91085,26.3
2,5,1,1,0,穀類,6167,2,5046,1.7,6964,2.2,5465,2.7,4307,2.6,7493,2.5,6176,1.8
2,6,1,1,1,米類,1755,0.6,1485,0.5,1896,0.6,1736,0.9,389,0.2,2245,0.8,1868,0.5
2,6,1,1,2,パン,2671,0.9,2163,0.7,3054,1,2339,1.2,1812,1.1,3140,1.1,2518,0.7
2,6,1,1,3,麺類,1413,0.5,1180,0.4,1589,0.5,1114,0.6,672,0.4,1770,0.6,1481,0.4
2,6,1,1,4,他の穀類,329,0.1,217,0.1,425,0.1,276,0.1,1434,0.9,338,0.1,309,0.1
2,5,1,2,0,魚介類,6204,2,6969,2.3,5652,1.8,4233,2.1,2087,1.3,7695,2.6,5249,1.5
2,6,1,2,1,生鮮魚介,3782,1.2,4309,1.4,3459,1.1,2547,1.3,1366,0.8,4336,1.5,3215,0.9
2,6,1,2,2,塩干魚介,1132,0.4,1245,0.4,1062,0.3,783,0.4,598,0.4,1336,0.5,972,0.3
2,6,1,2,3,魚肉練製品,479,0.2,535,0.2,409,0.1,349,0.2,43,0,765,0.3,353,0.1
2,6,1,2,4,他の魚介加工品,811,0.3,880,0.3,722,0.2,555,0.3,79,0,1258,0.4,709,0.2
2,5,1,3,0,肉類,7045,2.3,5786,1.9,8066,2.5,5684,2.8,3944,2.4,8272,2.8,7449,2.2
2,6,1,3,1,生鮮肉,5651,1.9,4620,1.5,6516,2,4546,2.3,3590,2.2,6467,2.2,6014,1.7
2,6,1,3,2,加工肉,1394,0.5,1166,0.4,1550,0.5,1138,0.6,354,0.2,1804,0.6,1435,0.4
2,5,1,4,0,乳卵類,4309,1.4,3893,1.3,4602,1.4,3886,1.9,2634,1.6,4965,1.7,4083,1.2
2,6,1,4,1,牛乳,1552,0.5,1501,0.5,1591,0.5,1420,0.7,714,0.4,1691,0.6,1429,0.4
2,6,1,4,2,乳製品,2021,0.7,1734,0.6,2210,0.7,1926,1,1662,1,2370,0.8,1913,0.6
2,6,1,4,3,卵,736,0.2,658,0.2,801,0.3,540,0.3,258,0.2,904,0.3,741,0.2
2,5,1,5,0,野菜・海藻,10965,3.6,11518,3.8,10351,3.2,9384,4.6,4967,3,13542,4.6,9780,2.8
2,6,1,5,1,生鮮野菜,7973,2.6,8389,2.8,7545,2.4,6769,3.4,4074,2.5,9712,3.3,7163,2.1
2,6,1,5,2,乾物・海藻,682,0.2,674,0.2,675,0.2,560,0.3,173,0.1,886,0.3,594,0.2
2,6,1,5,3,大豆加工品,1190,0.4,1243,0.4,1132,0.4,1030,0.5,383,0.2,1432,0.5,1072,0.3
2,6,1,5,4,他の野菜・海藻加工品,1120,0.4,1212,0.4,999,0.3,1026,0.5,337,0.2,1511,0.5,950,0.3
2,5,1,6,0,果物,3484,1.1,3934,1.3,2898,0.9,3748,1.9,1320,0.8,4650,1.6,2639,0.8
2,6,1,6,1,生鮮果物,3195,1.1,3635,1.2,2644,0.8,3487,1.7,1227,0.7,4156,1.4,2397,0.7
2,6,1,6,2,果物加工品,290,0.1,299,0.1,254,0.1,262,0.1,94,0.1,494,0.2,242,0.1
2,5,1,7,0,油脂・調味料,3378,1.1,3275,1.1,3448,1.1,2915,1.4,1443,0.9,3902,1.3,3433,1
2,6,1,7,1,油脂,466,0.2,476,0.2,460,0.1,577,0.3,514,0.3,349,0.1,385,0.1
2,6,1,7,2,調味料,2912,1,2799,0.9,2988,0.9,2337,1.2,929,0.6,3554,1.2,3047,0.9
2,5,1,8,0,菓子類,5556,1.8,4774,1.6,6239,2,3920,1.9,2643,1.6,6765,2.3,5872,1.7
2,5,1,9,0,調理食品,10436,3.4,9741,3.2,10833,3.4,8430,4.2,4065,2.5,13363,4.5,11561,3.3
2,6,1,9,1,主食的調理食品,4353,1.4,4005,1.3,4500,1.4,3807,1.9,2608,1.6,5701,1.9,4868,1.4
2,6,1,9,2,他の調理食品,6083,2,5736,1.9,6333,2,4623,2.3,1457,0.9,7662,2.6,6694,1.9
2,5,1,10,0,飲料,5119,1.7,4744,1.6,5366,1.7,3959,2,2139,1.3,6573,2.2,5735,1.7
2,6,1,10,1,茶類,1101,0.4,1105,0.4,1134,0.4,789,0.4,547,0.3,1169,0.4,998,0.3
2,6,1,10,2,コーヒー・ココア,850,0.3,755,0.2,893,0.3,748,0.4,526,0.3,1156,0.4,1011,0.3
2,6,1,10,3,他の飲料,3169,1,2884,1,3339,1,2421,1.2,1066,0.6,4248,1.4,3726,1.1
2,5,1,11,0,酒類,3366,1.1,3423,1.1,3480,1.1,1540,0.8,496,0.3,4107,1.4,4545,1.3
2,5,1,12,0,外食,17721,5.8,17028,5.6,20383,6.4,9536,4.7,16002,9.7,12294,4.2,24562,7.1
