項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,夫婦のみの世帯／実数（円）,夫婦のみの世帯／構成比（％）,夫婦と未婚の子供から成る世帯／実数（円）,夫婦と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／実数（円）,一人親と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／実数（円）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／構成比（％）,その他／実数（円）,その他／構成比（％）,（再掲）夫婦共働き世帯／実数（円）,（再掲）夫婦共働き世帯／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,3285,-,5115,-,707,-,80,-,892,-,2950,-
0,0,0,0,0,調査世帯数,751,-,255,-,377,-,53,-,6,-,66,-,215,-
0,0,0,0,0,世帯人員,3.02,-,2,-,3.62,-,2.34,-,2.55,-,3.88,-,3.35,-
0,0,0,0,0,有業人員,1.3,-,0.8,-,1.59,-,1.16,-,1,-,1.6,-,2.22,-
0,0,0,0,0,世帯主平均年齢,58.2,-,66.4,-,51.5,-,66.8,-,39.5,-,59.8,-,50.7,-
2,2,0,0,0,生計支出,371872,-,317320,-,440810,-,224618,-,294835,-,294228,-,497585,-
2,3,0,0,0,消費支出,346615,100,317320,100,391434,100,224618,100,294835,100,294228,100,411953,100
2,4,1,0,0,食料,86231,24.9,77145,24.3,94003,24,59391,26.4,60086,20.4,96394,32.8,94528,22.9
2,5,1,1,0,穀類,7065,2,5828,1.8,8236,2.1,4436,2,5799,2,6985,2.4,7401,1.8
2,6,1,1,1,米類,2140,0.6,1838,0.6,2540,0.6,1338,0.6,1095,0.4,1597,0.5,2049,0.5
2,6,1,1,2,パン,2980,0.9,2462,0.8,3434,0.9,1906,0.8,2773,0.9,3139,1.1,3184,0.8
2,6,1,1,3,麺類,1434,0.4,1206,0.4,1625,0.4,878,0.4,1421,0.5,1623,0.6,1602,0.4
2,6,1,1,4,他の穀類,510,0.1,322,0.1,638,0.2,314,0.1,510,0.2,626,0.2,565,0.1
2,5,1,2,0,魚介類,6750,1.9,6591,2.1,6977,1.8,4633,2.1,2412,0.8,7711,2.6,6113,1.5
2,6,1,2,1,生鮮魚介,4010,1.2,3792,1.2,4267,1.1,2878,1.3,1609,0.5,4239,1.4,3659,0.9
2,6,1,2,2,塩干魚介,1245,0.4,1244,0.4,1298,0.3,642,0.3,324,0.1,1430,0.5,1111,0.3
2,6,1,2,3,魚肉練製品,566,0.2,546,0.2,565,0.1,372,0.2,161,0.1,797,0.3,491,0.1
2,6,1,2,4,他の魚介加工品,928,0.3,1009,0.3,847,0.2,740,0.3,318,0.1,1245,0.4,852,0.2
2,5,1,3,0,肉類,7565,2.2,5499,1.7,9176,2.3,4414,2,5109,1.7,8436,2.9,8157,2
2,6,1,3,1,生鮮肉,6104,1.8,4314,1.4,7483,1.9,3570,1.6,4317,1.5,6794,2.3,6605,1.6
2,6,1,3,2,加工肉,1462,0.4,1185,0.4,1694,0.4,844,0.4,792,0.3,1642,0.6,1552,0.4
2,5,1,4,0,乳卵類,4237,1.2,3489,1.1,4891,1.2,2531,1.1,3016,1,4593,1.6,4023,1
2,6,1,4,1,牛乳,1330,0.4,1167,0.4,1483,0.4,682,0.3,975,0.3,1572,0.5,1268,0.3
2,6,1,4,2,乳製品,2100,0.6,1663,0.5,2497,0.6,1291,0.6,1522,0.5,2071,0.7,1969,0.5
2,6,1,4,3,卵,807,0.2,659,0.2,911,0.2,558,0.2,519,0.2,950,0.3,786,0.2
2,5,1,5,0,野菜・海藻,10564,3,9917,3.1,11135,2.8,7976,3.6,3836,1.3,11728,4,9852,2.4
2,6,1,5,1,生鮮野菜,7353,2.1,6822,2.1,7841,2,5566,2.5,2619,0.9,7924,2.7,6980,1.7
2,6,1,5,2,乾物・海藻,783,0.2,705,0.2,835,0.2,531,0.2,489,0.2,969,0.3,734,0.2
2,6,1,5,3,大豆加工品,1207,0.3,1166,0.4,1237,0.3,995,0.4,363,0.1,1356,0.5,1121,0.3
2,6,1,5,4,他の野菜・海藻加工品,1222,0.4,1223,0.4,1222,0.3,884,0.4,366,0.1,1478,0.5,1016,0.2
2,5,1,6,0,果物,3606,1,3782,1.2,3519,0.9,2555,1.1,1080,0.4,4288,1.5,3149,0.8
2,6,1,6,1,生鮮果物,3305,1,3452,1.1,3244,0.8,2361,1.1,1059,0.4,3863,1.3,2872,0.7
2,6,1,6,2,果物加工品,301,0.1,330,0.1,274,0.1,194,0.1,21,0,426,0.1,277,0.1
2,5,1,7,0,油脂・調味料,3736,1.1,3459,1.1,4051,1,2685,1.2,2211,0.7,3788,1.3,4124,1
2,6,1,7,1,油脂,498,0.1,529,0.2,487,0.1,389,0.2,298,0.1,532,0.2,596,0.1
2,6,1,7,2,調味料,3239,0.9,2930,0.9,3564,0.9,2297,1,1913,0.6,3256,1.1,3528,0.9
2,5,1,8,0,菓子類,6350,1.8,5207,1.6,7300,1.9,4413,2,5854,2,6651,2.3,6839,1.7
2,5,1,9,0,調理食品,10128,2.9,9017,2.8,10661,2.7,9411,4.2,8467,2.9,11725,4,11217,2.7
2,6,1,9,1,主食的調理食品,4430,1.3,3943,1.2,4740,1.2,3533,1.6,5272,1.8,5162,1.8,4933,1.2
2,6,1,9,2,他の調理食品,5697,1.6,5074,1.6,5922,1.5,5878,2.6,3195,1.1,6563,2.2,6284,1.5
2,5,1,10,0,飲料,4205,1.2,3529,1.1,4902,1.3,3019,1.3,3348,1.1,3637,1.2,4758,1.2
2,6,1,10,1,茶類,1093,0.3,1055,0.3,1143,0.3,999,0.4,913,0.3,1026,0.3,943,0.2
2,6,1,10,2,コーヒー・ココア,960,0.3,816,0.3,1136,0.3,404,0.2,588,0.2,917,0.3,1128,0.3
2,6,1,10,3,他の飲料,2152,0.6,1659,0.5,2623,0.7,1615,0.7,1848,0.6,1693,0.6,2687,0.7
2,5,1,11,0,酒類,3354,1,3706,1.2,3423,0.9,2357,1,2200,0.7,2449,0.8,4249,1
2,5,1,12,0,外食,18671,5.4,17121,5.4,19733,5,10961,4.9,16753,5.7,24403,8.3,24646,6
2,6,1,12,1,一般外食,18230,5.3,17121,5.4,18885,4.8,10961,4.9,16753,5.7,24321,8.3,24061,5.8
2,6,1,12,2,学校給食,441,0.1,-,-,848,0.2,-,-,-,-,81,0,585,0.1
2,4,2,0,0,住居,25095,7.2,33052,10.4,22875,5.8,26650,11.9,51043,17.3,7301,2.5,24537,6
2,5,2,1,0,家賃地代,16601,4.8,17581,5.5,16908,4.3,25700,11.4,51043,17.3,4025,1.4,19101,4.6
2,5,2,2,0,設備修繕・維持,8494,2.5,15471,4.9,5966,1.5,950,0.4,-,-,3276,1.1,5436,1.3
2,6,2,2,1,設備材料,3735,1.1,7984,2.5,2116,0.5,24,0,-,-,322,0.1,1383,0.3
2,6,2,2,2,工事その他のサービス,4758,1.4,7488,2.4,3851,1,925,0.4,-,-,2954,1,4054,1
2,4,3,0,0,光熱・水道,32759,9.5,28479,9,35750,9.1,27427,12.2,23221,7.9,35594,12.1,33101,8
2,5,3,1,0,電気代,15548,4.5,14007,4.4,16691,4.3,12989,5.8,12649,4.3,16698,5.7,15823,3.8
