項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,夫婦のみの世帯／実数（円）,夫婦のみの世帯／構成比（％）,夫婦と未婚の子供から成る世帯／実数（円）,夫婦と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／実数（円）,一人親と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／実数（円）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／構成比（％）,その他／実数（円）,その他／構成比（％）,（再掲）夫婦共働き世帯／実数（円）,（再掲）夫婦共働き世帯／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,3695,-,4663,-,760,-,53,-,883,-,2700,-
0,0,0,0,0,調査世帯数,749,-,279,-,356,-,53,-,4,-,61,-,199,-
0,0,0,0,0,世帯人員,2.93,-,2,-,3.65,-,2.36,-,2.83,-,3.49,-,3.29,-
0,0,0,0,0,有業人員,1.26,-,0.77,-,1.65,-,1.24,-,1,-,1.3,-,2.22,-
0,0,0,0,0,世帯主平均年齢,59.3,-,67.8,-,50.2,-,71,-,43.7,-,61.1,-,50.6,-
2,2,0,0,0,生計支出,316285,-,328627,-,324067,-,240127,-,208936,-,289050,-,318588,-
2,3,0,0,0,消費支出,316285,100,328627,100,324067,100,240127,100,208936,100,289050,100,318588,100
2,4,1,0,0,食料,82934,26.2,78565,23.9,88229,27.2,63082,26.3,63611,30.4,90332,31.3,87479,27.5
2,5,1,1,0,穀類,6500,2.1,5772,1.8,7092,2.2,5773,2.4,6379,3.1,7045,2.4,6483,2
2,6,1,1,1,米類,1977,0.6,2036,0.6,1825,0.6,2314,1,2448,1.2,2244,0.8,1712,0.5
2,6,1,1,2,パン,2783,0.9,2261,0.7,3241,1,2272,0.9,2119,1,2987,1,2884,0.9
2,6,1,1,3,麺類,1356,0.4,1116,0.3,1597,0.5,950,0.4,1076,0.5,1437,0.5,1538,0.5
2,6,1,1,4,他の穀類,384,0.1,359,0.1,430,0.1,237,0.1,736,0.4,376,0.1,349,0.1
2,5,1,2,0,魚介類,6472,2,6760,2.1,6126,1.9,5131,2.1,3461,1.7,8250,2.9,5497,1.7
2,6,1,2,1,生鮮魚介,3822,1.2,3884,1.2,3787,1.2,2844,1.2,2407,1.2,4587,1.6,3315,1
2,6,1,2,2,塩干魚介,1117,0.4,1220,0.4,975,0.3,949,0.4,654,0.3,1581,0.5,865,0.3
2,6,1,2,3,魚肉練製品,611,0.2,631,0.2,587,0.2,604,0.3,123,0.1,658,0.2,551,0.2
2,6,1,2,4,他の魚介加工品,923,0.3,1025,0.3,778,0.2,735,0.3,277,0.1,1424,0.5,767,0.2
2,5,1,3,0,肉類,7236,2.3,5646,1.7,8804,2.7,4956,2.1,4272,2,7577,2.6,7470,2.3
2,6,1,3,1,生鮮肉,5852,1.9,4516,1.4,7179,2.2,3954,1.6,3450,1.7,6070,2.1,5977,1.9
2,6,1,3,2,加工肉,1384,0.4,1130,0.3,1625,0.5,1002,0.4,822,0.4,1507,0.5,1493,0.5
2,5,1,4,0,乳卵類,4388,1.4,3965,1.2,4739,1.5,4022,1.7,2781,1.3,4614,1.6,4175,1.3
2,6,1,4,1,牛乳,1518,0.5,1426,0.4,1600,0.5,1397,0.6,991,0.5,1575,0.5,1519,0.5
2,6,1,4,2,乳製品,2077,0.7,1851,0.6,2244,0.7,2025,0.8,1443,0.7,2189,0.8,1893,0.6
2,6,1,4,3,卵,793,0.3,688,0.2,896,0.3,600,0.2,347,0.2,851,0.3,763,0.2
2,5,1,5,0,野菜・海藻,11227,3.5,11375,3.5,10873,3.4,9735,4.1,8417,4,13765,4.8,9518,3
2,6,1,5,1,生鮮野菜,7928,2.5,7918,2.4,7777,2.4,6737,2.8,6340,3,9793,3.4,6697,2.1
2,6,1,5,2,乾物・海藻,816,0.3,831,0.3,771,0.2,731,0.3,766,0.4,1062,0.4,673,0.2
2,6,1,5,3,大豆加工品,1238,0.4,1177,0.4,1295,0.4,987,0.4,688,0.3,1405,0.5,1171,0.4
2,6,1,5,4,他の野菜・海藻加工品,1245,0.4,1448,0.4,1030,0.3,1280,0.5,623,0.3,1505,0.5,977,0.3
2,5,1,6,0,果物,3653,1.2,4283,1.3,3043,0.9,3637,1.5,4490,2.1,4255,1.5,2798,0.9
2,6,1,6,1,生鮮果物,3360,1.1,3968,1.2,2765,0.9,3390,1.4,3854,1.8,3925,1.4,2606,0.8
2,6,1,6,2,果物加工品,294,0.1,315,0.1,278,0.1,246,0.1,636,0.3,331,0.1,192,0.1
2,5,1,7,0,油脂・調味料,3700,1.2,3262,1,4130,1.3,2866,1.2,3322,1.6,3978,1.4,3653,1.1
2,6,1,7,1,油脂,492,0.2,465,0.1,542,0.2,355,0.1,130,0.1,464,0.2,474,0.1
2,6,1,7,2,調味料,3207,1,2797,0.9,3587,1.1,2511,1,3192,1.5,3514,1.2,3179,1
2,5,1,8,0,菓子類,5603,1.8,4284,1.3,6477,2,4940,2.1,7843,3.8,7080,2.4,5963,1.9
2,5,1,9,0,調理食品,10155,3.2,9703,3,10125,3.1,9490,4,6340,3,12780,4.4,11018,3.5
2,6,1,9,1,主食的調理食品,4404,1.4,4134,1.3,4469,1.4,4747,2,4015,1.9,4892,1.7,5210,1.6
2,6,1,9,2,他の調理食品,5751,1.8,5568,1.7,5656,1.7,4743,2,2325,1.1,7888,2.7,5808,1.8
2,5,1,10,0,飲料,4366,1.4,4009,1.2,4766,1.5,2941,1.2,1941,0.9,4971,1.7,4734,1.5
2,6,1,10,1,茶類,1054,0.3,1015,0.3,1114,0.3,727,0.3,657,0.3,1187,0.4,1063,0.3
2,6,1,10,2,コーヒー・ココア,1010,0.3,992,0.3,1063,0.3,788,0.3,61,0,992,0.3,1023,0.3
2,6,1,10,3,他の飲料,2302,0.7,2002,0.6,2589,0.8,1426,0.6,1223,0.6,2793,1,2648,0.8
2,5,1,11,0,酒類,3572,1.1,3887,1.2,3877,1.2,760,0.3,251,0.1,3061,1.1,4580,1.4
2,5,1,12,0,外食,16061,5.1,15621,4.8,18176,5.6,8831,3.7,14113,6.8,12956,4.5,21589,6.8
2,6,1,12,1,一般外食,15215,4.8,15621,4.8,16460,5.1,8352,3.5,9403,4.5,12846,4.4,20264,6.4
2,6,1,12,2,学校給食,846,0.3,-,-,1716,0.5,479,0.2,4710,2.3,110,0,1325,0.4
2,4,2,0,0,住居,23180,7.3,25093,7.6,24589,7.6,18911,7.9,22439,10.7,11400,3.9,22243,7
2,5,2,1,0,家賃地代,16562,5.2,15057,4.6,18888,5.8,17598,7.3,22439,10.7,9688,3.4,19475,6.1
2,5,2,2,0,設備修繕・維持,6618,2.1,10037,3.1,5702,1.8,1313,0.5,-,-,1712,0.6,2769,0.9
2,6,2,2,1,設備材料,1499,0.5,2718,0.8,995,0.3,15,0,-,-,336,0.1,1273,0.4
2,6,2,2,2,工事その他のサービス,5119,1.6,7319,2.2,4707,1.5,1298,0.5,-,-,1376,0.5,1496,0.5
2,4,3,0,0,光熱・水道,17308,5.5,17039,5.2,17737,5.5,16410,6.8,9687,4.6,16940,5.9,17200,5.4
2,5,3,1,0,電気代,8217,2.6,8139,2.5,8229,2.5,7919,3.3,5109,2.4,8729,3,8569,2.7
2,5,3,2,0,ガス代,3788,1.2,3415,1,4005,1.2,4051,1.7,3355,1.6,3983,1.4,3650,1.1
2,5,3,3,0,他の光熱,43,0,44,0,44,0,48,0,-,-,26,0,17,0
2,5,3,4,0,上下水道料,5260,1.7,5442,1.7,5459,1.7,4391,1.8,1223,0.6,4203,1.5,4964,1.6
2,4,4,0,0,家具・家事用品,12563,4,11320,3.4,12122,3.7,6279,2.6,2460,1.2,25496,8.8,9713,3
2,5,4,1,0,家庭用耐久財,4270,1.4,5201,1.6,1394,0.4,1882,0.8,-,-,17612,6.1,3905,1.2
2,6,4,1,1,家事用耐久財,3046,1,4134,1.3,713,0.2,824,0.3,-,-,12727,4.4,3341,1
2,6,4,1,2,冷暖房用器具,942,0.3,910,0.3,211,0.1,999,0.4,-,-,4886,1.7,84,0
2,6,4,1,3,一般家具,281,0.1,156,0,470,0.1,59,0,-,-,-,-,479,0.2
2,5,4,2,0,室内装備・装飾品,2031,0.6,534,0.2,3554,1.1,157,0.1,-,-,1867,0.6,580,0.2
2,5,4,3,0,寝具類,846,0.3,1156,0.4,724,0.2,596,0.2,-,-,410,0.1,377,0.1
2,5,4,4,0,家事雑貨,2095,0.7,1503,0.5,2691,0.8,1125,0.5,1295,0.6,2257,0.8,1734,0.5
2,5,4,5,0,家事用消耗品,2601,0.8,2097,0.6,3068,0.9,2103,0.9,1165,0.6,2676,0.9,2561,0.8
2,5,4,6,0,家事サービス,720,0.2,829,0.3,691,0.2,416,0.2,-,-,674,0.2,557,0.2
2,4,5,0,0,被服及び履物,16461,5.2,15793,4.8,18782,5.8,9010,3.8,5009,2.4,13411,4.6,20715,6.5
2,5,5,1,0,和服,132,0,126,0,183,0.1,-,-,-,-,-,-,70,0
2,5,5,2,0,洋服,7492,2.4,6924,2.1,8894,2.7,3469,1.4,1382,0.7,5925,2,10196,3.2
2,6,5,2,1,男子用洋服,2214,0.7,2647,0.8,2433,0.8,618,0.3,-,-,620,0.2,2538,0.8
2,6,5,2,2,婦人用洋服,4672,1.5,4277,1.3,5206,1.6,2779,1.2,353,0.2,5128,1.8,6855,2.2
2,6,5,2,3,子供用洋服,606,0.2,-,-,1255,0.4,72,0,1030,0.5,177,0.1,803,0.3
2,5,5,3,0,シャツ・セーター類,3143,1,3430,1,3397,1,993,0.4,627,0.3,2446,0.8,3270,1
2,6,5,3,1,男子用シャツ・セーター類,1054,0.3,1326,0.4,1121,0.3,71,0,-,-,404,0.1,921,0.3
2,6,5,3,2,婦人用シャツ・セーター類,1925,0.6,2105,0.6,1928,0.6,922,0.4,627,0.3,2025,0.7,2170,0.7
2,6,5,3,3,子供用シャツ・セーター類,164,0.1,-,-,348,0.1,-,-,-,-,16,0,179,0.1
2,5,5,4,0,下着類,1034,0.3,926,0.3,1163,0.4,892,0.4,767,0.4,934,0.3,988,0.3
2,6,5,4,1,男子用下着類,248,0.1,303,0.1,233,0.1,142,0.1,-,-,186,0.1,174,0.1
2,6,5,4,2,婦人用下着類,624,0.2,622,0.2,599,0.2,696,0.3,-,-,701,0.2,677,0.2
2,6,5,4,3,子供用下着類,163,0.1,-,-,332,0.1,54,0,767,0.4,48,0,137,0
2,5,5,5,0,生地・糸類,148,0,206,0.1,131,0,95,0,-,-,39,0,99,0
2,5,5,6,0,他の被服,1442,0.5,1495,0.5,1323,0.4,2180,0.9,522,0.2,1214,0.4,1719,0.5
2,5,5,7,0,履物類,2017,0.6,1647,0.5,2509,0.8,823,0.3,1711,0.8,1996,0.7,3072,1
2,5,5,8,0,被服関連サービス,1053,0.3,1039,0.3,1182,0.4,557,0.2,-,-,858,0.3,1302,0.4
2,4,6,0,0,保健医療,16157,5.1,21361,6.5,12122,3.7,16346,6.8,865,0.4,15529,5.4,15614,4.9
2,5,6,1,0,医薬品,2657,0.8,3249,1,1951,0.6,3261,1.4,-,-,3386,1.2,1883,0.6
2,5,6,2,0,健康保持用摂取品,1743,0.6,2798,0.9,591,0.2,2217,0.9,-,-,3008,1,1453,0.5
2,5,6,3,0,保健医療用品・器具,2185,0.7,1607,0.5,2613,0.8,873,0.4,355,0.2,3475,1.2,2371,0.7
2,5,6,4,0,保健医療サービス,9572,3,13707,4.2,6968,2.2,9996,4.2,510,0.2,5659,2,9906,3.1
2,4,7,0,0,交通・通信,29841,9.4,28516,8.7,34439,10.6,17237,7.2,33503,16,21942,7.6,36397,11.4
2,5,7,1,0,交通,9501,3,9546,2.9,10856,3.3,5857,2.4,14100,6.7,5289,1.8,12471,3.9
2,5,7,2,0,自動車等関係費,8482,2.7,8688,2.6,9462,2.9,3946,1.6,6093,2.9,6351,2.2,8898,2.8
2,6,7,2,1,自動車等購入,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,6,7,2,2,自転車購入,274,0.1,213,0.1,280,0.1,-,-,-,-,730,0.3,513,0.2
2,6,7,2,3,自動車等維持,8209,2.6,8474,2.6,9182,2.8,3946,1.6,6093,2.9,5621,1.9,8385,2.6
2,5,7,3,0,通信,11857,3.7,10282,3.1,14121,4.4,7435,3.1,13311,6.4,10303,3.6,15028,4.7
2,4,8,0,0,教育,19656,6.2,-,-,37848,11.7,3012,1.3,37351,17.9,20155,7,23835,7.5
2,5,8,1,0,授業料等,14789,4.7,-,-,28140,8.7,2178,0.9,27159,13,17020,5.9,17910,5.6
2,5,8,2,0,教科書・学習参考教材,145,0,-,-,300,0.1,62,0,264,0.1,-,-,304,0.1
2,5,8,3,0,補習教育,4722,1.5,-,-,9407,2.9,772,0.3,9928,4.8,3134,1.1,5622,1.8
2,4,9,0,0,教養娯楽,36207,11.4,44142,13.4,32396,10,19555,8.1,15418,7.4,37449,13,32330,10.1
2,5,9,1,0,教養娯楽用耐久財,1955,0.6,1825,0.6,1726,0.5,135,0.1,445,0.2,5277,1.8,2056,0.6
2,5,9,2,0,教養娯楽用品,7046,2.2,7409,2.3,6545,2,3507,1.5,4760,2.3,11219,3.9,6758,2.1
2,5,9,3,0,書籍・他の印刷物,4246,1.3,5061,1.5,3870,1.2,3683,1.5,530,0.3,3308,1.1,3719,1.2
2,5,9,4,0,教養娯楽サービス,22959,7.3,29847,9.1,20255,6.3,12229,5.1,9682,4.6,17645,6.1,19797,6.2
2,6,9,4,1,宿泊料,2930,0.9,4611,1.4,1819,0.6,1896,0.8,-,-,2655,0.9,4095,1.3
2,6,9,4,2,パック旅行費,4147,1.3,7689,2.3,1751,0.5,1061,0.4,-,-,4633,1.6,3336,1
2,6,9,4,3,月謝類,4112,1.3,3102,0.9,5865,1.8,1313,0.5,3485,1.7,1487,0.5,2995,0.9
2,6,9,4,4,他の教養娯楽サービス,11770,3.7,14445,4.4,10819,3.3,7960,3.3,6197,3,8869,3.1,9371,2.9
2,4,10,0,0,その他の消費支出,61978,19.6,86797,26.4,45802,14.1,70285,29.3,18592,8.9,36396,12.6,53062,16.7
2,5,10,1,0,諸雑費,25610,8.1,25046,7.6,24169,7.5,49336,20.5,10022,4.8,15173,5.2,28333,8.9
2,6,10,1,1,理美容サービス,3251,1,4191,1.3,2965,0.9,2019,0.8,1025,0.5,1885,0.7,3286,1
2,6,10,1,2,理美容用品,5057,1.6,4766,1.5,5726,1.8,3772,1.6,1115,0.5,3845,1.3,6191,1.9
2,6,10,1,3,身の回り用品,1889,0.6,1978,0.6,2072,0.6,709,0.3,784,0.4,1572,0.5,2524,0.8
2,6,10,1,4,たばこ,631,0.2,869,0.3,457,0.1,824,0.3,-,-,393,0.1,622,0.2
2,6,10,1,5,他の諸雑費,14782,4.7,13242,4,12949,4,42011,17.5,7097,3.4,7478,2.6,15710,4.9
2,5,10,2,0,こづかい,8285,2.6,8898,2.7,8958,2.8,1445,0.6,170,0.1,8052,2.8,7771,2.4
2,5,10,3,0,交際費,25136,7.9,49899,15.2,10589,3.3,11254,4.7,8400,4,10273,3.6,14799,4.6
2,6,10,3,1,食料,4319,1.4,7065,2.1,1955,0.6,6063,2.5,4463,2.1,3809,1.3,3097,1
2,6,10,3,2,家具・家事用品,119,0,166,0.1,117,0,-,-,-,-,39,0,93,0
2,6,10,3,3,被服及び履物,428,0.1,613,0.2,303,0.1,31,0,-,-,650,0.2,435,0.1
2,6,10,3,4,教養娯楽,747,0.2,1506,0.5,346,0.1,25,0,-,-,316,0.1,257,0.1
2,6,10,3,5,他の物品サービス,272,0.1,347,0.1,126,0,275,0.1,3136,1.5,735,0.3,265,0.1
2,6,10,3,6,贈与金,16839,5.3,38402,11.7,4524,1.4,3630,1.5,-,-,3000,1,6869,2.2
2,6,10,3,7,他の交際費,2412,0.8,1801,0.5,3218,1,1230,0.5,801,0.4,1723,0.6,3783,1.2
2,5,10,4,0,仕送り金,2947,0.9,2954,0.9,2086,0.6,8250,3.4,-,-,2898,1,2158,0.7
2,3,0,0,0,土地家屋購入,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,3,0,0,0,（再掲）教育関係費,22953,7.3,1546,0.5,43189,13.3,4121,1.7,48268,23.1,21865,7.6,29345,9.2
2,3,0,0,0,（再掲）教養娯楽関係費,41407,13.1,51531,15.7,36983,11.4,21792,9.1,22806,10.9,39279,13.6,38771,12.2
2,3,0,0,0,（再掲）移転支出（贈与金＋仕送り金）,19786,6.3,41356,12.6,6610,2,11880,4.9,-,-,5898,2,9027,2.8
2,3,0,0,0,（再掲）経常消費支出,220439,69.7,219276,66.7,233249,72,168392,70.1,158518,75.9,202431,70,231756,72.7
2,3,0,0,0,（再掲）情報通信関係費,15518,4.9,12895,3.9,18328,5.7,10551,4.4,15575,7.5,15933,5.5,18678,5.9
2,3,0,0,0,（再掲）消費支出（除く住居等）　1）,273319,86.4,262178,79.8,292867,90.4,209336,87.2,186496,89.3,271752,94,287317,90.2
3,2,0,0,0,現物総額,4917,100,5039,100,5683,100,2924,100,6637,100,2074,100,6081,100
3,3,0,0,0,食料,3242,65.9,3982,79,3006,52.9,2707,92.6,6637,100,1856,89.5,2731,44.9
3,3,0,0,0,住居,864,17.6,636,12.6,1350,23.8,-,-,-,-,-,-,1903,31.3
3,3,0,0,0,光熱・水道,1,0,-,-,3,0.1,-,-,-,-,-,-,-,-
3,3,0,0,0,家具・家事用品,39,0.8,52,1,27,0.5,23,0.8,-,-,59,2.8,35,0.6
3,3,0,0,0,被服及び履物,73,1.5,51,1,112,2,-,-,-,-,20,1,96,1.6
3,3,0,0,0,保健医療,11,0.2,2,0,22,0.4,2,0.1,-,-,-,-,3,0
3,3,0,0,0,交通・通信,520,10.6,121,2.4,1006,17.7,-,-,-,-,66,3.2,1224,20.1
3,3,0,0,0,教育,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,3,0,0,0,教養娯楽,133,2.7,148,2.9,138,2.4,102,3.5,-,-,73,3.5,67,1.1
3,3,0,0,0,その他の消費支出,33,0.7,47,0.9,19,0.3,89,3,-,-,-,-,21,0.3
,,,,,,,,,,,,,,,,,,,
東京都生計分析調査　平成27年10月,,,,,,,,,,,,,,,,,,,
第９表　世帯類型別１世帯当たり１か月間の用途別生計支出　―全世帯―,,,,,,,,,,,,,,,,,,,
注１）「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いている。,,,,,,,,,,,,,,,,,,,
項目（0：世帯数等　2：生計支出　3：現物総額）,,,,,,,,,,,,,,,,,,,
