項目,階層,大分類,中分類,小分類,中間計,符号,項目名,都平均／実数（円）,都平均／対前年同月増加率（％）,35歳未満（円）,35～39歳（円）,40～44歳（円）,45～49歳（円）,50～54歳（円）,55～59歳（円）,60～64歳（円）,65歳以上（円）,（再掲）75歳以上（円）
0,0,0,0,0,0,0,世帯数分布,10000,-,611,550,966,880,1041,770,920,4261,2029
0,0,0,0,0,0,0,調査世帯数,749,-,45,43,74,71,71,57,67,321,153
0,0,0,0,0,0,0,世帯人員,2.93,-,3.25,3.53,3.62,3.41,3.5,3.23,2.98,2.34,2.21
0,0,0,0,0,0,0,有業人員,1.26,-,1.58,1.31,1.33,1.5,1.75,1.94,1.81,0.78,0.62
0,0,0,0,0,0,0,世帯主平均年齢,59.3,-,31.1,36.8,41.9,46.7,51.6,56.8,62,74.4,80.3
2,2,0,0,0,0,0,生計支出,316285,-1.8,234196,275844,283412,336204,338241,393431,504685,276626,274646
2,3,0,0,0,102-981,0,消費支出,316285,-0.8,234196,275844,283412,336204,338241,393431,504685,276626,274646
2,4,1,0,0,"102-399,　39A,　39B,　39X,　39Y",0,食料,87253,1.5,62791,66274,82459,100508,86531,100196,105642,85686,79368
2,5,1,1,0,102-160,0,穀類,6706,0.6,4125,4667,6552,6941,7406,8369,7442,6696,5983
2,6,1,1,1,102,0,米類,2135,8.2,495,689,1133,2294,1861,2261,2813,2648,2283
2,7,1,1,1,102,102,米,2135,8.2,495,689,1133,2294,1861,2261,2813,2648,2283
2,6,1,1,2,"120,　129",0,パン,2808,-3.2,1989,2635,3475,2676,3449,3869,2632,2514,2246
2,7,1,1,2,"120,　129",120,食パン,884,5,558,694,1110,795,956,1115,765,888,838
2,7,1,1,2,"120,　129",129,他のパン,1924,-6.5,1431,1941,2364,1880,2493,2754,1867,1626,1409
2,6,1,1,3,130-139,0,麺類,1378,0.9,1234,861,1527,1570,1679,1895,1619,1172,1107
2,7,1,1,3,130-139,130,生うどん・そば,264,-8.3,267,197,264,228,294,369,234,261,242
2,7,1,1,3,130-139,131,乾うどん・そば,97,-9.3,27,15,102,33,86,139,82,127,182
2,7,1,1,3,130-139,134,スパゲッティ,136,0,108,130,201,297,207,208,131,65,45
2,7,1,1,3,130-139,133,中華麺,339,0.9,376,217,356,383,424,367,396,299,302
2,7,1,1,3,130-139,135,カップ麺,276,20.5,288,142,261,317,332,442,415,212,191
2,7,1,1,3,130-139,132,即席麺,160,-10.1,97,74,215,169,237,169,230,130,93
2,7,1,1,3,130-139,139,他の麺類,105,14.1,72,87,128,144,99,201,131,77,53
2,6,1,1,4,140-160,0,他の穀類,386,-9.2,406,482,418,402,417,344,378,362,347
2,7,1,1,4,140-160,140,小麦粉,51,13.3,51,48,71,38,45,66,42,49,33
2,7,1,1,4,140-160,150,もち,91,-24.2,71,21,75,116,114,61,104,98,82
2,7,1,1,4,140-160,160,他の穀類のその他,245,-6.1,284,413,272,248,258,217,232,214,232
2,5,1,2,0,170-217,0,魚介類,6646,-2,2760,2767,3734,5501,6163,6633,8543,8312,8178
2,6,1,2,1,170-194,0,生鮮魚介,3891,-5.7,1597,1632,2202,3345,3977,3945,4814,4778,4484
