項目,階層,大分類,中分類,小分類,中間計,符号,項目名,都平均／実数（円）,都平均／対前年同月増加率（％）,35歳未満（円）,35～39歳（円）,40～44歳（円）,45～49歳（円）,50～54歳（円）,55～59歳（円）,60～64歳（円）,65歳以上（円）,（再掲）75歳以上（円）
0,0,0,0,0,0,0,世帯数分布,10000,-,506,777,1098,929,899,1007,961,3824,1771
0,0,0,0,0,0,0,調査世帯数,751,-,42,56,85,70,62,73,67,296,137
0,0,0,0,0,0,0,世帯人員,3.02,-,3.23,3.46,3.69,3.57,3.46,3.11,3.01,2.46,2.29
0,0,0,0,0,0,0,有業人員,1.3,-,1.37,1.48,1.44,1.63,1.57,1.76,1.88,0.81,0.56
0,0,0,0,0,0,0,世帯主平均年齢,58.2,-,31.1,37,42.2,46.9,51.9,57.1,62.2,74.3,80.2
2,2,0,0,0,0,0,生計支出,371872,0.5,299885,282810,592334,401109,412704,514055,319018,295374,296724
2,3,0,0,0,102-981,0,消費支出,346615,-5.5,299885,282810,362258,401109,412704,514055,319018,295374,296724
2,4,1,0,0,"102-399,　39A,　39B,　39X,　39Y",0,食料,92721,5.1,76190,74637,90034,98037,105106,117016,98762,87241,79527
2,5,1,1,0,102-160,0,穀類,7147,-6.1,5317,6733,7740,7693,8417,8322,8122,6318,5723
2,6,1,1,1,102,0,米類,2158,-26,1220,1485,2470,2062,2496,2326,2691,2096,2119
2,7,1,1,1,102,102,米,2158,-26,1220,1485,2470,2062,2496,2326,2691,2096,2119
2,6,1,1,2,"120,　129",0,パン,3022,11.1,2553,3380,3340,3336,3744,3748,2823,2533,2126
2,7,1,1,2,"120,　129",120,食パン,925,8.4,552,776,869,1041,1137,966,1009,912,843
2,7,1,1,2,"120,　129",129,他のパン,2097,12.4,2001,2604,2471,2295,2606,2782,1814,1622,1284
2,6,1,1,3,130-139,0,麺類,1456,-1,1153,1310,1508,1729,1526,1624,1881,1277,1113
2,7,1,1,3,130-139,130,生うどん・そば,318,27.7,204,286,225,296,209,421,402,349,305
2,7,1,1,3,130-139,131,乾うどん・そば,115,-1.7,179,54,118,103,69,113,268,94,81
2,7,1,1,3,130-139,134,スパゲッティ,137,-24.3,145,140,205,179,266,128,145,77,67
2,7,1,1,3,130-139,133,中華麺,374,12.3,266,314,405,507,353,427,493,320,251
2,7,1,1,3,130-139,135,カップ麺,281,-12.5,269,359,297,371,316,262,314,228,228
2,7,1,1,3,130-139,132,即席麺,131,-28.4,44,90,145,142,112,129,172,139,123
2,7,1,1,3,130-139,139,他の麺類,100,16.3,46,68,114,130,201,144,86,71,58
2,6,1,1,4,140-160,0,他の穀類,511,1.2,392,557,422,565,651,623,727,412,365
2,7,1,1,4,140-160,140,小麦粉,63,-34.4,60,114,52,66,142,60,51,41,39
2,7,1,1,4,140-160,150,もち,100,0,13,90,30,86,72,161,101,128,144
2,7,1,1,4,140-160,160,他の穀類のその他,347,11.9,319,354,340,413,438,403,575,242,182
2,5,1,2,0,170-217,0,魚介類,7016,5.9,3700,3827,4079,5863,6220,7973,7984,8917,8813
2,6,1,2,1,170-194,0,生鮮魚介,4149,10.3,2116,2381,2374,3597,3802,4468,4632,5296,5093
2,7,1,2,1,170-189,0,鮮魚,3728,12,2009,2065,2093,3266,3355,3961,4080,4813,4736
2,7,1,2,1,170-189,170,まぐろ,719,12.5,226,313,319,617,520,646,545,1117,1009
2,7,1,2,1,170-189,172,あじ,112,4.7,47,38,50,107,145,110,118,147,155
2,7,1,2,1,170-189,173,いわし,83,102.4,42,32,27,42,60,121,76,123,133
2,7,1,2,1,170-189,174,かつお,128,10.3,17,80,122,134,156,78,193,143,117
2,7,1,2,1,170-189,175,かれい,87,-11.2,49,36,32,67,80,68,58,136,125
2,7,1,2,1,170-189,176,さけ,444,23,393,191,378,507,403,493,454,501,536
2,7,1,2,1,170-189,177,さば,101,38.4,138,64,30,118,118,73,77,129,116
2,7,1,2,1,170-189,178,さんま,35,118.8,3,45,26,22,33,50,58,34,43
2,7,1,2,1,170-189,180,たい,125,31.6,12,122,14,97,56,184,116,182,158
2,7,1,2,1,170-189,181,ぶり,322,29.3,315,127,256,273,362,276,230,420,389
2,7,1,2,1,170-189,182,いか,182,16.7,106,157,78,158,166,222,206,220,211
2,7,1,2,1,170-189,183,たこ,90,-3.2,63,80,48,47,80,145,100,103,85
2,7,1,2,1,170-189,185,えび,216,-8.5,132,138,164,197,292,326,250,207,195
2,7,1,2,1,170-189,186,かに,40,110.5,26,24,3,7,45,88,57,45,35
2,7,1,2,1,170-189,189,他の鮮魚,619,13.6,279,361,274,330,475,722,1052,783,833
2,7,1,2,1,170-189,187,さしみ盛合わせ,424,-12.6,161,257,273,545,363,359,491,523,598
2,7,1,2,1,190-194,0,貝類,421,-3,106,315,281,330,447,507,552,483,357
2,7,1,2,1,190-194,190,あさり,138,23.2,78,128,116,161,88,166,174,144,119
2,7,1,2,1,190-194,192,しじみ,31,-3.1,-,8,6,27,24,39,31,48,43
2,7,1,2,1,190-194,191,かき(貝),85,-28,11,62,50,37,128,148,154,76,56
2,7,1,2,1,190-194,194,ほたて貝,85,-9.6,5,50,27,59,65,82,121,123,96
2,7,1,2,1,190-194,193,他の貝,82,6.5,12,67,83,45,142,74,71,93,43
2,6,1,2,2,195-202,0,塩干魚介,1283,5.5,732,610,751,953,1054,1512,1405,1687,1550
2,7,1,2,2,195-202,195,塩さけ,160,3.2,61,85,55,147,79,172,182,231,156
2,7,1,2,2,195-202,196,たらこ,199,-2.5,72,74,147,133,154,285,127,278,294
2,7,1,2,2,195-202,197,しらす干し,167,22.8,146,122,117,179,108,182,166,200,149
2,7,1,2,2,195-202,198,干しあじ,121,-17.1,86,63,35,70,103,118,125,179,215
2,7,1,2,2,195-202,202,他の塩干魚介,637,11,368,266,397,425,611,756,806,799,736
2,6,1,2,3,203-209,0,魚肉練製品,593,6.7,294,257,400,443,489,789,794,715,736
2,7,1,2,3,203-209,203,揚げかまぼこ,180,9.1,77,48,76,88,184,299,203,233,254
2,7,1,2,3,203-209,204,ちくわ,108,3.8,34,50,73,77,105,111,185,128,126
2,7,1,2,3,203-209,205,かまぼこ,171,-3.4,91,76,157,139,107,188,211,214,252
2,7,1,2,3,203-209,209,他の魚肉練製品,134,21.8,91,84,93,138,92,191,195,139,104
2,6,1,2,4,210-217,0,他の魚介加工品,992,-9,559,578,554,870,874,1204,1153,1221,1434
2,7,1,2,4,210-217,210,かつお節・削り節,87,-21.6,65,55,24,78,140,133,84,94,77
2,7,1,2,4,210-217,213,魚介の漬物,262,-15.2,164,109,124,212,274,261,277,351,381
2,7,1,2,4,210-217,215,魚介のつくだ煮,108,-18.2,129,8,2,11,40,82,51,217,341
2,7,1,2,4,210-217,216,魚介の缶詰,229,-21.8,126,278,179,199,206,213,345,235,242
2,7,1,2,4,210-217,217,他の魚介加工品のその他,306,24.9,76,130,224,369,215,514,396,323,392
2,5,1,3,0,"220-229,　22X",0,肉類,7626,7.5,5711,6285,7659,8699,10076,10491,7944,6474,5652
2,6,1,3,1,"220-224,　22X",0,生鮮肉,6139,9.4,4591,5047,6062,7018,8478,8552,6300,5148,4441
2,7,1,3,1,"220-224,　22X",220,牛肉,1659,-1.1,573,679,1214,1515,1793,3000,1888,1722,1603
2,7,1,3,1,"220-224,　22X",221,豚肉,2765,15.8,2495,2608,3004,3214,3993,3307,2797,2216,1795
2,7,1,3,1,"220-224,　22X",222,鶏肉,1371,11.5,1239,1369,1468,1773,2211,1765,1282,985,857
2,7,1,3,1,"220-224,　22X",22X,合いびき肉,209,10,214,254,225,320,252,351,190,124,97
2,7,1,3,1,"220-224,　22X",224,他の生鮮肉,135,4.7,70,137,152,196,229,130,143,101,89
2,6,1,3,2,225-229,0,加工肉,1488,0.7,1120,1237,1596,1681,1598,1939,1644,1326,1210
2,7,1,3,2,225-229,225,ハム,454,6.1,266,228,461,516,433,527,474,489,515
2,7,1,3,2,225-229,226,ソーセージ,590,-6.9,573,590,593,717,642,780,728,464,364
