項目,階層,大分類,中分類,小分類,中間計,符号,項目名,都平均／実数（円）,都平均／対前年同月増加率（％）,35歳未満（円）,35～39歳（円）,40～44歳（円）,45～49歳（円）,50～54歳（円）,55～59歳（円）,60～64歳（円）,65歳以上（円）,（再掲）75歳以上（円）
0,0,0,0,0,0,0,世帯数分布,10000,-,547,663,861,944,1082,914,896,4093,1984
0,0,0,0,0,0,0,調査世帯数,742,-,40,48,64,75,74,67,65,309,151
0,0,0,0,0,0,0,世帯人員,2.89,-,3.38,3.52,3.38,3.38,3.44,3.23,2.81,2.3,2.21
0,0,0,0,0,0,0,有業人員,1.26,-,1.43,1.35,1.33,1.59,1.83,1.95,1.71,0.73,0.56
0,0,0,0,0,0,0,世帯主平均年齢,59.1,-,30.7,36.8,41.9,46.9,52,56.8,62.2,74.7,80.4
2,2,0,0,0,0,0,生計支出,309824,-1,294824,248501,318717,369406,353029,412220,316380,270412,260332
2,3,0,0,0,102-981,0,消費支出,309824,-0.7,294824,248501,318717,369406,353029,412220,316380,270412,260332
2,4,1,0,0,"102-399,　39A,　39B,　39X,　39Y",0,食料,92969,2.5,69308,70113,86693,105106,100443,113829,102737,89579,84922
2,5,1,1,0,102-160,0,穀類,6228,-4.4,4491,5043,6039,6497,7331,7343,5713,6203,6127
2,6,1,1,1,102,0,米類,1824,-10.7,696,1199,1354,1569,1883,2405,1785,2098,2336
2,7,1,1,1,102,102,米,1824,-10.7,696,1199,1354,1569,1883,2405,1785,2098,2336
2,6,1,1,2,"120,　129",0,パン,2621,-3.4,2516,2389,2863,2711,3103,3010,2323,2452,2165
2,7,1,1,2,"120,　129",120,食パン,811,2.9,433,757,642,762,802,976,721,903,861
2,7,1,1,2,"120,　129",129,他のパン,1809,-6,2083,1632,2221,1948,2301,2034,1601,1549,1303
2,6,1,1,3,130-139,0,麺類,1482,1.9,1049,1238,1533,1835,1976,1564,1457,1343,1382
2,7,1,1,3,130-139,130,生うどん・そば,235,-6.4,120,191,217,284,290,281,197,234,201
2,7,1,1,3,130-139,131,乾うどん・そば,260,-3.7,184,56,206,193,309,118,273,347,454
2,7,1,1,3,130-139,134,スパゲッティ,122,0.8,73,101,205,191,186,177,134,66,60
2,7,1,1,3,130-139,133,中華麺,412,-5.5,281,450,392,508,548,388,398,378,360
2,7,1,1,3,130-139,135,カップ麺,245,28.3,211,229,322,364,401,299,265,150,160
2,7,1,1,3,130-139,132,即席麺,127,22.1,91,146,121,138,123,211,95,116,104
2,7,1,1,3,130-139,139,他の麺類,81,2.5,89,64,69,156,118,90,96,52,43
2,6,1,1,4,140-160,0,他の穀類,301,-1,229,217,288,382,369,364,148,311,244
2,7,1,1,4,140-160,140,小麦粉,44,-26.7,47,30,41,56,39,58,29,45,25
2,7,1,1,4,140-160,150,もち,43,26.5,15,2,19,84,25,26,19,62,72
2,7,1,1,4,140-160,160,他の穀類のその他,215,1.9,166,185,227,242,305,279,100,204,147
2,5,1,2,0,170-217,0,魚介類,6542,2.9,2212,3264,2902,5536,6608,7048,8300,8135,8113
2,6,1,2,1,170-194,0,生鮮魚介,3888,4.8,1475,1746,1410,3383,4254,4295,4716,4825,4951
2,7,1,2,1,170-189,0,鮮魚,3620,5.2,1373,1687,1331,3179,3966,4069,4254,4487,4615
2,7,1,2,1,170-189,170,まぐろ,726,1.4,143,244,186,512,910,617,700,1025,1107
2,7,1,2,1,170-189,172,あじ,141,2.2,14,60,40,152,102,181,150,189,236
2,7,1,2,1,170-189,173,いわし,53,8.2,-,21,48,5,28,44,64,84,77
2,7,1,2,1,170-189,174,かつお,130,-3,4,39,32,120,161,154,196,157,146
2,7,1,2,1,170-189,175,かれい,57,3.6,-,5,32,34,50,50,140,70,55
2,7,1,2,1,170-189,176,さけ,433,11.6,262,199,147,437,361,564,518,525,547
