項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,夫婦のみの世帯／実数（円）,夫婦のみの世帯／構成比（％）,夫婦と未婚の子供から成る世帯／実数（円）,夫婦と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／実数（円）,一人親と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／実数（円）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／構成比（％）,その他／実数（円）,その他／構成比（％）,（再掲）夫婦共働き世帯／実数（円）,（再掲）夫婦共働き世帯／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,3589,-,4846,-,756,-,90,-,809,-,3061,-
0,0,0,0,0,調査世帯数,733,-,269,-,354,-,54,-,7,-,56,-,221,-
0,0,0,0,0,世帯人員,2.95,-,2,-,3.62,-,2.38,-,2.9,-,3.75,-,3.35,-
0,0,0,0,0,有業人員,1.31,-,0.77,-,1.68,-,1.21,-,1,-,1.54,-,2.26,-
0,0,0,0,0,世帯主平均年齢,59.1,-,68.2,-,50.5,-,68.4,-,39.5,-,61.8,-,50,-
2,2,0,0,0,生計支出,316474,-,320148,-,332631,-,190287,-,218897,-,321303,-,334918,-
2,3,0,0,0,消費支出,316474,100,320148,100,332631,100,190287,100,218897,100,321303,100,334918,100
2,4,1,0,0,食料,81110,25.6,78214,24.4,85615,25.7,58692,30.8,57237,26.1,87919,27.4,86451,25.8
2,5,1,1,0,穀類,6303,2,5487,1.7,6872,2.1,4762,2.5,4038,1.8,7956,2.5,6452,1.9
2,6,1,1,1,米類,1712,0.5,1560,0.5,1809,0.5,1207,0.6,722,0.3,2277,0.7,1715,0.5
2,6,1,1,2,パン,2786,0.9,2454,0.8,3038,0.9,2204,1.2,1839,0.8,3294,1,2852,0.9
2,6,1,1,3,麺類,1440,0.5,1193,0.4,1596,0.5,1040,0.5,821,0.4,1974,0.6,1524,0.5
2,6,1,1,4,他の穀類,365,0.1,280,0.1,429,0.1,311,0.2,654,0.3,411,0.1,362,0.1
2,5,1,2,0,魚介類,6412,2,6910,2.2,6047,1.8,5021,2.6,3391,1.5,7695,2.4,5606,1.7
2,6,1,2,1,生鮮魚介,3873,1.2,4206,1.3,3717,1.1,2985,1.6,1873,0.9,4163,1.3,3410,1
2,6,1,2,2,塩干魚介,1180,0.4,1251,0.4,1107,0.3,778,0.4,487,0.2,1680,0.5,1019,0.3
2,6,1,2,3,魚肉練製品,481,0.2,524,0.2,416,0.1,425,0.2,312,0.1,727,0.2,361,0.1
2,6,1,2,4,他の魚介加工品,879,0.3,929,0.3,808,0.2,832,0.4,719,0.3,1124,0.3,816,0.2
2,5,1,3,0,肉類,7298,2.3,5600,1.7,8736,2.6,4458,2.3,4183,1.9,8862,2.8,7994,2.4
2,6,1,3,1,生鮮肉,5873,1.9,4434,1.4,7096,2.1,3563,1.9,3547,1.6,7088,2.2,6457,1.9
2,6,1,3,2,加工肉,1425,0.5,1166,0.4,1641,0.5,896,0.5,636,0.3,1774,0.6,1537,0.5
2,5,1,4,0,乳卵類,4357,1.4,3858,1.2,4660,1.4,3548,1.9,2979,1.4,5512,1.7,4008,1.2
2,6,1,4,1,牛乳,1571,0.5,1489,0.5,1652,0.5,1214,0.6,857,0.4,1783,0.6,1403,0.4
2,6,1,4,2,乳製品,2010,0.6,1714,0.5,2156,0.6,1748,0.9,1669,0.8,2700,0.8,1848,0.6
2,6,1,4,3,卵,775,0.2,654,0.2,852,0.3,587,0.3,453,0.2,1028,0.3,757,0.2
2,5,1,5,0,野菜・海藻,11286,3.6,11561,3.6,11015,3.3,8641,4.5,5149,2.4,14167,4.4,10163,3
2,6,1,5,1,生鮮野菜,8214,2.6,8541,2.7,7916,2.4,6505,3.4,3923,1.8,10142,3.2,7238,2.2
2,6,1,5,2,乾物・海藻,743,0.2,739,0.2,764,0.2,428,0.2,380,0.2,930,0.3,710,0.2
2,6,1,5,3,大豆加工品,1166,0.4,1147,0.4,1153,0.3,948,0.5,457,0.2,1534,0.5,1085,0.3
2,6,1,5,4,他の野菜・海藻加工品,1163,0.4,1133,0.4,1182,0.4,760,0.4,389,0.2,1560,0.5,1130,0.3
2,5,1,6,0,果物,3508,1.1,3773,1.2,3139,0.9,3098,1.6,872,0.4,4920,1.5,2885,0.9
2,6,1,6,1,生鮮果物,3194,1,3423,1.1,2849,0.9,2975,1.6,661,0.3,4447,1.4,2600,0.8
2,6,1,6,2,果物加工品,314,0.1,350,0.1,290,0.1,123,0.1,211,0.1,473,0.1,284,0.1
2,5,1,7,0,油脂・調味料,3416,1.1,3233,1,3550,1.1,2736,1.4,1510,0.7,4060,1.3,3368,1
2,6,1,7,1,油脂,404,0.1,392,0.1,378,0.1,641,0.3,287,0.1,386,0.1,358,0.1
2,6,1,7,2,調味料,3012,1,2841,0.9,3172,1,2095,1.1,1223,0.6,3675,1.1,3010,0.9
2,5,1,8,0,菓子類,5451,1.7,4775,1.5,6182,1.9,3645,1.9,4460,2,5760,1.8,5604,1.7
2,5,1,9,0,調理食品,9101,2.9,8972,2.8,9245,2.8,7040,3.7,6384,2.9,10736,3.3,9618,2.9
2,6,1,9,1,主食的調理食品,3847,1.2,3836,1.2,3873,1.2,3161,1.7,3335,1.5,4377,1.4,4089,1.2
2,6,1,9,2,他の調理食品,5254,1.7,5137,1.6,5372,1.6,3878,2,3049,1.4,6359,2,5529,1.7
2,5,1,10,0,飲料,4695,1.5,4453,1.4,4917,1.5,3878,2,4714,2.2,5203,1.6,5092,1.5
2,6,1,10,1,茶類,1036,0.3,1018,0.3,1057,0.3,853,0.4,589,0.3,1163,0.4,936,0.3
2,6,1,10,2,コーヒー・ココア,818,0.3,805,0.3,871,0.3,683,0.4,625,0.3,676,0.2,901,0.3
2,6,1,10,3,他の飲料,2842,0.9,2630,0.8,2989,0.9,2342,1.2,3500,1.6,3363,1,3254,1
2,5,1,11,0,酒類,3505,1.1,3710,1.2,3509,1.1,1841,1,732,0.3,4125,1.3,4113,1.2
2,5,1,12,0,外食,15779,5,15884,5,17743,5.3,10024,5.3,18826,8.6,8923,2.8,21549,6.4
2,6,1,12,1,一般外食,14877,4.7,15884,5,15987,4.8,9527,5,14668,6.7,8754,2.7,20117,6
2,6,1,12,2,学校給食,902,0.3,-,-,1756,0.5,497,0.3,4158,1.9,169,0.1,1432,0.4
2,4,2,0,0,住居,30862,9.8,38099,11.9,30754,9.2,17449,9.2,5905,2.7,11938,3.7,34222,10.2
2,5,2,1,0,家賃地代,16393,5.2,16867,5.3,18034,5.4,13390,7,5630,2.6,7267,2.3,23127,6.9
2,5,2,2,0,設備修繕・維持,14469,4.6,21232,6.6,12721,3.8,4059,2.1,275,0.1,4671,1.5,11094,3.3
