項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,夫婦のみの世帯／実数（円）,夫婦のみの世帯／構成比（％）,夫婦と未婚の子供から成る世帯／実数（円）,夫婦と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／実数（円）,一人親と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／実数（円）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／構成比（％）,その他／実数（円）,その他／構成比（％）,（再掲）夫婦共働き世帯／実数（円）,（再掲）夫婦共働き世帯／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,3693,-,4684,-,727,-,45,-,897,-,2832,-
0,0,0,0,0,調査世帯数,742,-,278,-,353,-,50,-,4,-,61,-,204,-
0,0,0,0,0,世帯人員,2.96,-,2,-,3.68,-,2.31,-,2.8,-,3.71,-,3.27,-
0,0,0,0,0,有業人員,1.28,-,0.81,-,1.63,-,1.22,-,1,-,1.47,-,2.21,-
0,0,0,0,0,世帯主平均年齢,58.7,-,67.1,-,49.5,-,71.2,-,44.4,-,61.3,-,50.2,-
2,2,0,0,0,生計支出,315864,-,310410,-,338210,-,230168,-,301001,-,291078,-,355035,-
2,3,0,0,0,消費支出,314946,100,310410,100,336249,100,230168,100,301001,100,291078,100,351793,100
2,4,1,0,0,食料,81289,25.8,75374,24.3,87806,26.1,59863,26,69676,23.1,88977,30.6,86142,24.5
2,5,1,1,0,穀類,6339,2,5183,1.7,7229,2.1,5605,2.4,5688,1.9,7040,2.4,6743,1.9
2,6,1,1,1,米類,1664,0.5,1463,0.5,1760,0.5,1660,0.7,648,0.2,1988,0.7,1581,0.4
2,6,1,1,2,パン,2801,0.9,2176,0.7,3337,1,2208,1,2491,0.8,3056,1,3217,0.9
2,6,1,1,3,麺類,1405,0.4,1158,0.4,1582,0.5,1271,0.6,2259,0.8,1604,0.6,1568,0.4
2,6,1,1,4,他の穀類,469,0.1,386,0.1,551,0.2,466,0.2,290,0.1,391,0.1,378,0.1
2,5,1,2,0,魚介類,6634,2.1,6720,2.2,6089,1.8,6331,2.8,8902,3,9376,3.2,5562,1.6
2,6,1,2,1,生鮮魚介,4019,1.3,3964,1.3,3776,1.1,4044,1.8,7432,2.5,5497,1.9,3416,1
2,6,1,2,2,塩干魚介,1191,0.4,1351,0.4,957,0.3,1037,0.5,1079,0.4,1877,0.6,905,0.3
2,6,1,2,3,魚肉練製品,604,0.2,590,0.2,583,0.2,618,0.3,184,0.1,765,0.3,538,0.2
2,6,1,2,4,他の魚介加工品,820,0.3,815,0.3,773,0.2,632,0.3,206,0.1,1238,0.4,703,0.2
2,5,1,3,0,肉類,7352,2.3,5412,1.7,8853,2.6,5882,2.6,6922,2.3,8695,3,7524,2.1
2,6,1,3,1,生鮮肉,6013,1.9,4355,1.4,7257,2.2,4950,2.2,5752,1.9,7208,2.5,6072,1.7
2,6,1,3,2,加工肉,1339,0.4,1057,0.3,1596,0.5,932,0.4,1169,0.4,1487,0.5,1451,0.4
2,5,1,4,0,乳卵類,4128,1.3,3596,1.2,4640,1.4,3499,1.5,2751,0.9,4153,1.4,3921,1.1
2,6,1,4,1,牛乳,1375,0.4,1179,0.4,1551,0.5,1114,0.5,953,0.3,1466,0.5,1349,0.4
2,6,1,4,2,乳製品,1962,0.6,1716,0.6,2202,0.7,1788,0.8,1289,0.4,1860,0.6,1817,0.5
2,6,1,4,3,卵,792,0.3,701,0.2,886,0.3,596,0.3,509,0.2,827,0.3,755,0.2
2,5,1,5,0,野菜・海藻,9615,3.1,9455,3,9500,2.8,8752,3.8,8414,2.8,11577,4,8244,2.3
2,6,1,5,1,生鮮野菜,6507,2.1,6289,2,6556,1.9,5644,2.5,6850,2.3,7852,2.7,5708,1.6
2,6,1,5,2,乾物・海藻,736,0.2,754,0.2,688,0.2,901,0.4,491,0.2,777,0.3,576,0.2
2,6,1,5,3,大豆加工品,1221,0.4,1133,0.4,1284,0.4,990,0.4,739,0.2,1446,0.5,1096,0.3
2,6,1,5,4,他の野菜・海藻加工品,1150,0.4,1277,0.4,972,0.3,1218,0.5,334,0.1,1502,0.5,863,0.2
2,5,1,6,0,果物,3208,1,3540,1.1,2921,0.9,2679,1.2,5529,1.8,3770,1.3,2646,0.8
2,6,1,6,1,生鮮果物,2883,0.9,3294,1.1,2545,0.8,2442,1.1,4942,1.6,3308,1.1,2359,0.7
2,6,1,6,2,果物加工品,325,0.1,245,0.1,376,0.1,237,0.1,586,0.2,462,0.2,286,0.1
2,5,1,7,0,油脂・調味料,3669,1.2,3326,1.1,3966,1.2,2983,1.3,2129,0.7,4080,1.4,3597,1
2,6,1,7,1,油脂,403,0.1,359,0.1,465,0.1,245,0.1,262,0.1,393,0.1,347,0.1
2,6,1,7,2,調味料,3265,1,2968,1,3501,1,2738,1.2,1867,0.6,3687,1.3,3250,0.9
2,5,1,8,0,菓子類,5524,1.8,4136,1.3,6596,2,4233,1.8,7700,2.6,6684,2.3,6184,1.8
2,5,1,9,0,調理食品,10062,3.2,9853,3.2,9954,3,8427,3.7,4774,1.6,12804,4.4,10807,3.1
2,6,1,9,1,主食的調理食品,4363,1.4,4319,1.4,4193,1.2,4035,1.8,2560,0.9,5696,2,4704,1.3
2,6,1,9,2,他の調理食品,5699,1.8,5534,1.8,5761,1.7,4391,1.9,2214,0.7,7109,2.4,6103,1.7
2,5,1,10,0,飲料,4003,1.3,3482,1.1,4528,1.3,3261,1.4,1881,0.6,4009,1.4,4733,1.3
2,6,1,10,1,茶類,949,0.3,849,0.3,1033,0.3,985,0.4,414,0.1,900,0.3,1133,0.3
2,6,1,10,2,コーヒー・ココア,920,0.3,900,0.3,935,0.3,731,0.3,524,0.2,1075,0.4,1082,0.3
2,6,1,10,3,他の飲料,2134,0.7,1733,0.6,2561,0.8,1545,0.7,943,0.3,2034,0.7,2518,0.7
2,5,1,11,0,酒類,3448,1.1,3881,1.3,3504,1,975,0.4,959,0.3,3370,1.2,3219,0.9
2,5,1,12,0,外食,17308,5.5,16791,5.4,20024,6,7236,3.1,14029,4.7,13417,4.6,22963,6.5
2,6,1,12,1,一般外食,16516,5.2,16791,5.4,18423,5.5,6792,3,11424,3.8,13307,4.6,21863,6.2
2,6,1,12,2,学校給食,792,0.3,-,-,1601,0.5,444,0.2,2606,0.9,110,0,1100,0.3
2,4,2,0,0,住居,28243,9,32967,10.6,24306,7.2,42470,18.5,-,-,17826,6.1,31457,8.9
2,5,2,1,0,家賃地代,19698,6.3,19561,6.3,21310,6.3,17958,7.8,-,-,13247,4.6,21786,6.2
2,5,2,2,0,設備修繕・維持,8545,2.7,13405,4.3,2995,0.9,24513,10.7,-,-,4580,1.6,9671,2.7
2,6,2,2,1,設備材料,1529,0.5,1497,0.5,999,0.3,6791,3,-,-,170,0.1,690,0.2
2,6,2,2,2,工事その他のサービス,7016,2.2,11909,3.8,1996,0.6,17722,7.7,-,-,4410,1.5,8981,2.6
2,4,3,0,0,光熱・水道,16883,5.4,15914,5.1,17419,5.2,14783,6.4,16548,5.5,19773,6.8,16548,4.7
2,5,3,1,0,電気代,7318,2.3,7058,2.3,7334,2.2,7323,3.2,5972,2,8302,2.9,6899,2
2,5,3,2,0,ガス代,4483,1.4,4181,1.3,4687,1.4,3893,1.7,3606,1.2,5143,1.8,4565,1.3
2,5,3,3,0,他の光熱,223,0.1,306,0.1,194,0.1,88,0,-,-,142,0,198,0.1
2,5,3,4,0,上下水道料,4859,1.5,4370,1.4,5204,1.5,3480,1.5,6970,2.3,6185,2.1,4885,1.4
2,4,4,0,0,家具・家事用品,12022,3.8,13983,4.5,10992,3.3,4599,2,1593,0.5,15341,5.3,12201,3.5
2,5,4,1,0,家庭用耐久財,4511,1.4,4806,1.5,3997,1.2,1196,0.5,-,-,8665,3,6009,1.7
2,6,4,1,1,家事用耐久財,2219,0.7,3044,1,1961,0.6,106,0,-,-,1873,0.6,2846,0.8
2,6,4,1,2,冷暖房用器具,2113,0.7,1728,0.6,1685,0.5,1059,0.5,-,-,6792,2.3,2726,0.8
2,6,4,1,3,一般家具,179,0.1,34,0,351,0.1,31,0,-,-,-,-,436,0.1
2,5,4,2,0,室内装備・装飾品,869,0.3,1220,0.4,760,0.2,-,-,-,-,697,0.2,966,0.3
2,5,4,3,0,寝具類,1338,0.4,2685,0.9,555,0.2,189,0.1,-,-,806,0.3,328,0.1
2,5,4,4,0,家事雑貨,1943,0.6,1659,0.5,2230,0.7,1172,0.5,369,0.1,2233,0.8,1718,0.5
2,5,4,5,0,家事用消耗品,2450,0.8,2022,0.7,2811,0.8,1956,0.8,1224,0.4,2722,0.9,2533,0.7
2,5,4,6,0,家事サービス,912,0.3,1591,0.5,639,0.2,85,0,-,-,218,0.1,647,0.2
2,4,5,0,0,被服及び履物,16022,5.1,14155,4.6,18293,5.4,9918,4.3,8553,2.8,16802,5.8,19846,5.6
2,5,5,1,0,和服,292,0.1,25,0,588,0.2,-,-,-,-,79,0,992,0.3
2,5,5,2,0,洋服,7940,2.5,7088,2.3,8917,2.7,6277,2.7,4659,1.5,7691,2.6,9822,2.8
2,6,5,2,1,男子用洋服,2721,0.9,2634,0.8,2807,0.8,4074,1.8,-,-,1530,0.5,3765,1.1
2,6,5,2,2,婦人用洋服,4339,1.4,4430,1.4,4295,1.3,1993,0.9,1521,0.5,6090,2.1,4665,1.3
2,6,5,2,3,子供用洋服,880,0.3,24,0,1814,0.5,209,0.1,3138,1,71,0,1393,0.4
2,5,5,3,0,シャツ・セーター類,2525,0.8,2327,0.7,2942,0.9,908,0.4,2025,0.7,2474,0.8,3361,1
2,6,5,3,1,男子用シャツ・セーター類,761,0.2,754,0.2,840,0.2,146,0.1,-,-,877,0.3,765,0.2
2,6,5,3,2,婦人用シャツ・セーター類,1603,0.5,1573,0.5,1804,0.5,654,0.3,677,0.2,1449,0.5,2411,0.7
2,6,5,3,3,子供用シャツ・セーター類,161,0.1,-,-,298,0.1,108,0,1348,0.4,147,0.1,185,0.1
2,5,5,4,0,下着類,1106,0.4,846,0.3,1275,0.4,584,0.3,-,-,1712,0.6,1121,0.3
2,6,5,4,1,男子用下着類,388,0.1,393,0.1,378,0.1,199,0.1,-,-,573,0.2,350,0.1
2,6,5,4,2,婦人用下着類,576,0.2,454,0.1,593,0.2,386,0.2,-,-,1140,0.4,620,0.2
2,6,5,4,3,子供用下着類,142,0,-,-,304,0.1,-,-,-,-,-,-,150,0
2,5,5,5,0,生地・糸類,158,0.1,155,0,185,0.1,115,0,-,-,70,0,107,0
2,5,5,6,0,他の被服,1327,0.4,1132,0.4,1477,0.4,1057,0.5,1562,0.5,1557,0.5,1292,0.4
2,5,5,7,0,履物類,1739,0.6,1684,0.5,1962,0.6,723,0.3,-,-,1623,0.6,1853,0.5
2,5,5,8,0,被服関連サービス,936,0.3,897,0.3,947,0.3,253,0.1,306,0.1,1596,0.5,1299,0.4
2,4,6,0,0,保健医療,17585,5.6,22376,7.2,15823,4.7,10337,4.5,4621,1.5,12943,4.4,16396,4.7
2,5,6,1,0,医薬品,2441,0.8,2806,0.9,2019,0.6,2450,1.1,214,0.1,3136,1.1,2219,0.6
2,5,6,2,0,健康保持用摂取品,1309,0.4,2124,0.7,745,0.2,1692,0.7,-,-,589,0.2,1066,0.3
2,5,6,3,0,保健医療用品・器具,2473,0.8,2248,0.7,2730,0.8,2080,0.9,262,0.1,2378,0.8,2460,0.7
2,5,6,4,0,保健医療サービス,11362,3.6,15198,4.9,10328,3.1,4115,1.8,4146,1.4,6839,2.3,10651,3
2,4,7,0,0,交通・通信,35707,11.3,33127,10.7,41288,12.3,25902,11.3,21677,7.2,25128,8.6,38390,10.9
2,5,7,1,0,交通,7640,2.4,8345,2.7,7990,2.4,4496,2,4990,1.7,5462,1.9,7946,2.3
