項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,夫婦のみの世帯／実数（円）,夫婦のみの世帯／構成比（％）,夫婦と未婚の子供から成る世帯／実数（円）,夫婦と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／実数（円）,一人親と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／実数（円）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／構成比（％）,その他／実数（円）,その他／構成比（％）,（再掲）夫婦共働き世帯／実数（円）,（再掲）夫婦共働き世帯／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,3151,-,5037,-,777,-,71,-,1036,-,3024,-
0,0,0,0,0,調査世帯数,741,-,243,-,367,-,56,-,5,-,75,-,215,-
0,0,0,0,0,世帯人員,3.01,-,2,-,3.61,-,2.23,-,2.5,-,3.72,-,3.32,-
0,0,0,0,0,有業人員,1.32,-,0.79,-,1.63,-,1.28,-,1,-,1.45,-,2.22,-
0,0,0,0,0,世帯主平均年齢,58.3,-,66,-,52,-,67.4,-,38.9,-,58.9,-,50.7,-
2,2,0,0,0,生計支出,348736,-,358162,-,370247,-,228014,-,206031,-,305969,-,378008,-
2,3,0,0,0,消費支出,346966,100,358162,100,366733,100,228014,100,206031,100,305969,100,372156,100
2,4,1,0,0,食料,79492,22.9,66760,18.6,89149,24.3,54371,23.8,49333,23.9,90102,29.4,87568,23.5
2,5,1,1,0,穀類,6111,1.8,4847,1.4,7210,2,3587,1.6,3852,1.9,6504,2.1,6399,1.7
2,6,1,1,1,米類,1669,0.5,1284,0.4,2041,0.6,1101,0.5,1216,0.6,1451,0.5,1654,0.4
2,6,1,1,2,パン,2718,0.8,2195,0.6,3132,0.9,1433,0.6,1540,0.7,3258,1.1,2908,0.8
2,6,1,1,3,麺類,1267,0.4,1037,0.3,1492,0.4,708,0.3,787,0.4,1297,0.4,1398,0.4
2,6,1,1,4,他の穀類,457,0.1,331,0.1,546,0.1,345,0.2,309,0.1,498,0.2,438,0.1
2,5,1,2,0,魚介類,6206,1.8,5774,1.6,6470,1.8,3528,1.5,2563,1.2,8247,2.7,5722,1.5
2,6,1,2,1,生鮮魚介,3809,1.1,3527,1,3947,1.1,2062,0.9,1706,0.8,5312,1.7,3567,1
2,6,1,2,2,塩干魚介,1046,0.3,974,0.3,1140,0.3,569,0.2,172,0.1,1167,0.4,959,0.3
2,6,1,2,3,魚肉練製品,579,0.2,534,0.1,601,0.2,353,0.2,302,0.1,780,0.3,485,0.1
2,6,1,2,4,他の魚介加工品,771,0.2,739,0.2,782,0.2,544,0.2,383,0.2,988,0.3,711,0.2
2,5,1,3,0,肉類,7241,2.1,5239,1.5,8819,2.4,4058,1.8,4468,2.2,8046,2.6,7592,2
2,6,1,3,1,生鮮肉,5943,1.7,4362,1.2,7252,2,3192,1.4,4068,2,6449,2.1,6265,1.7
2,6,1,3,2,加工肉,1298,0.4,877,0.2,1567,0.4,866,0.4,400,0.2,1597,0.5,1327,0.4
2,5,1,4,0,乳卵類,3775,1.1,3268,0.9,4220,1.2,2650,1.2,3105,1.5,3996,1.3,3693,1
2,6,1,4,1,牛乳,1190,0.3,1104,0.3,1291,0.4,847,0.4,1023,0.5,1223,0.4,1066,0.3
2,6,1,4,2,乳製品,1837,0.5,1556,0.4,2077,0.6,1289,0.6,1575,0.8,1934,0.6,1900,0.5
2,6,1,4,3,卵,748,0.2,609,0.2,852,0.2,515,0.2,508,0.2,838,0.3,727,0.2
2,5,1,5,0,野菜・海藻,9765,2.8,8339,2.3,10572,2.9,7435,3.3,3504,1.7,11923,3.9,9222,2.5
2,6,1,5,1,生鮮野菜,6776,2,5624,1.6,7487,2,5071,2.2,2377,1.2,8109,2.7,6526,1.8
2,6,1,5,2,乾物・海藻,713,0.2,574,0.2,725,0.2,646,0.3,419,0.2,1131,0.4,601,0.2
2,6,1,5,3,大豆加工品,1175,0.3,1045,0.3,1272,0.3,863,0.4,400,0.2,1332,0.4,1124,0.3
2,6,1,5,4,他の野菜・海藻加工品,1100,0.3,1096,0.3,1089,0.3,855,0.4,308,0.1,1352,0.4,972,0.3
2,5,1,6,0,果物,3316,1,3497,1,3281,0.9,1916,0.8,804,0.4,3983,1.3,2925,0.8
2,6,1,6,1,生鮮果物,2947,0.8,3122,0.9,2937,0.8,1673,0.7,804,0.4,3421,1.1,2620,0.7
2,6,1,6,2,果物加工品,369,0.1,376,0.1,344,0.1,243,0.1,-,-,562,0.2,305,0.1
2,5,1,7,0,油脂・調味料,3481,1,2758,0.8,4015,1.1,2391,1,2236,1.1,3902,1.3,3688,1
2,6,1,7,1,油脂,337,0.1,264,0.1,381,0.1,251,0.1,233,0.1,413,0.1,371,0.1
2,6,1,7,2,調味料,3144,0.9,2494,0.7,3634,1,2139,0.9,2003,1,3488,1.1,3318,0.9
2,5,1,8,0,菓子類,5569,1.6,4448,1.2,6476,1.8,4041,1.8,5482,2.7,5715,1.9,5780,1.6
2,5,1,9,0,調理食品,9635,2.8,7581,2.1,10844,3,8031,3.5,6436,3.1,11204,3.7,10913,2.9
2,6,1,9,1,主食的調理食品,4189,1.2,3305,0.9,4725,1.3,3097,1.4,2302,1.1,5088,1.7,4815,1.3
2,6,1,9,2,他の調理食品,5446,1.6,4276,1.2,6119,1.7,4934,2.2,4134,2,6116,2,6098,1.6
2,5,1,10,0,飲料,3745,1.1,3085,0.9,4290,1.2,3368,1.5,2915,1.4,3392,1.1,4077,1.1
2,6,1,10,1,茶類,976,0.3,892,0.2,1073,0.3,812,0.4,555,0.3,884,0.3,1041,0.3
2,6,1,10,2,コーヒー・ココア,848,0.2,695,0.2,958,0.3,657,0.3,551,0.3,918,0.3,901,0.2
2,6,1,10,3,他の飲料,1921,0.6,1497,0.4,2258,0.6,1899,0.8,1809,0.9,1590,0.5,2136,0.6
2,5,1,11,0,酒類,3057,0.9,3484,1,3356,0.9,998,0.4,488,0.2,1848,0.6,3617,1
2,5,1,12,0,外食,17591,5.1,14440,4,19596,5.3,12368,5.4,13480,6.5,21343,7,23940,6.4
2,6,1,12,1,一般外食,16635,4.8,14440,4,17894,4.9,12073,5.3,10264,5,20608,6.7,22397,6
2,6,1,12,2,学校給食,956,0.3,-,-,1701,0.5,295,0.1,3215,1.6,735,0.2,1543,0.4
2,4,2,0,0,住居,24099,6.9,23656,6.6,23778,6.5,32292,14.2,28290,13.7,20862,6.8,25385,6.8
2,5,2,1,0,家賃地代,18577,5.4,15796,4.4,18739,5.1,28030,12.3,28290,13.7,19164,6.3,22563,6.1
2,5,2,2,0,設備修繕・維持,5522,1.6,7860,2.2,5039,1.4,4262,1.9,-,-,1697,0.6,2823,0.8
2,6,2,2,1,設備材料,1619,0.5,3808,1.1,373,0.1,2832,1.2,-,-,104,0,1904,0.5
2,6,2,2,2,工事その他のサービス,3903,1.1,4052,1.1,4666,1.3,1430,0.6,-,-,1594,0.5,919,0.2
2,4,3,0,0,光熱・水道,31374,9,28679,8,32057,8.7,27305,12,17335,8.4,39306,12.8,30161,8.1
2,5,3,1,0,電気代,14820,4.3,13625,3.8,14995,4.1,14084,6.2,8069,3.9,18154,5.9,14179,3.8
2,5,3,2,0,ガス代,10299,3,9875,2.8,10524,2.9,8218,3.6,6177,3,12057,3.9,9720,2.6
2,5,3,3,0,他の光熱,958,0.3,1270,0.4,686,0.2,1225,0.5,529,0.3,1127,0.4,677,0.2
2,5,3,4,0,上下水道料,5297,1.5,3908,1.1,5851,1.6,3779,1.7,2560,1.2,7967,2.6,5585,1.5
2,4,4,0,0,家具・家事用品,8455,2.4,7693,2.1,9638,2.6,4480,2,2108,1,7999,2.6,9073,2.4
2,5,4,1,0,家庭用耐久財,1541,0.4,1198,0.3,1951,0.5,1087,0.5,-,-,936,0.3,1436,0.4
2,6,4,1,1,家事用耐久財,1050,0.3,781,0.2,1237,0.3,1087,0.5,-,-,927,0.3,1013,0.3
2,6,4,1,2,冷暖房用器具,414,0.1,378,0.1,585,0.2,-,-,-,-,9,0,318,0.1
2,6,4,1,3,一般家具,77,0,39,0,129,0,-,-,-,-,-,-,105,0
2,5,4,2,0,室内装備・装飾品,671,0.2,1124,0.3,426,0.1,176,0.1,-,-,856,0.3,372,0.1
2,5,4,3,0,寝具類,715,0.2,513,0.1,901,0.2,316,0.1,-,-,725,0.2,1018,0.3
2,5,4,4,0,家事雑貨,2424,0.7,2212,0.6,2753,0.8,1166,0.5,746,0.4,2415,0.8,2549,0.7
2,5,4,5,0,家事用消耗品,2167,0.6,1541,0.4,2600,0.7,1391,0.6,1231,0.6,2546,0.8,2392,0.6
2,5,4,6,0,家事サービス,936,0.3,1105,0.3,1007,0.3,343,0.2,131,0.1,520,0.2,1306,0.4
2,4,5,0,0,被服及び履物,16556,4.8,13056,3.6,21054,5.7,7612,3.3,7668,3.7,12040,3.9,22111,5.9
2,5,5,1,0,和服,757,0.2,54,0,1466,0.4,19,0,-,-,-,-,2442,0.7
2,5,5,2,0,洋服,7412,2.1,4632,1.3,10115,2.8,3967,1.7,4602,2.2,5310,1.7,9181,2.5
2,6,5,2,1,男子用洋服,2320,0.7,1963,0.5,3021,0.8,509,0.2,-,-,1353,0.4,2606,0.7
2,6,5,2,2,婦人用洋服,4146,1.2,2641,0.7,5558,1.5,3277,1.4,2632,1.3,2507,0.8,5481,1.5
2,6,5,2,3,子供用洋服,947,0.3,29,0,1536,0.4,181,0.1,1970,1,1450,0.5,1093,0.3
