項目,階層,大分類,中分類,小分類,中間計,符号,項目名,都平均／実数（円）,都平均／対前年同月増加率（％）,35歳未満（円）,35～39歳（円）,40～44歳（円）,45～49歳（円）,50～54歳（円）,55～59歳（円）,60～64歳（円）,65歳以上（円）,（再掲）75歳以上（円）
0,0,0,0,0,0,0,世帯数分布,10000,-,554,670,926,944,1031,1006,859,4010,2077
0,0,0,0,0,0,0,調査世帯数,736,-,43,47,70,72,71,74,59,300,155
0,0,0,0,0,0,0,世帯人員,2.97,-,3.3,3.41,3.58,3.62,3.5,3.1,2.95,2.39,2.27
0,0,0,0,0,0,0,有業人員,1.3,-,1.39,1.5,1.54,1.67,1.69,1.88,1.83,0.76,0.58
0,0,0,0,0,0,0,世帯主平均年齢,59,-,30.8,37,42,46.9,52,57.1,62.2,75,80.1
2,2,0,0,0,0,0,生計支出,346563,8,271287,299746,407526,428741,489737,476577,358415,259391,254911
2,3,0,0,0,102-981,0,消費支出,346563,9.8,271287,299746,407526,428741,489737,476577,358415,259391,254911
2,4,1,0,0,"102-399,　39A,　39B,　39X,　39Y",0,食料,91687,4.4,73681,81532,89922,98025,99681,116354,95623,85698,80758
2,5,1,1,0,102-160,0,穀類,6584,-2.5,4637,6935,5950,7698,7530,8206,6459,6056,5542
2,6,1,1,1,102,0,米類,1714,-21,863,1728,1240,1848,1902,2311,1650,1723,1830
2,7,1,1,1,102,102,米,1714,-21,863,1728,1240,1848,1902,2311,1650,1723,1830
2,6,1,1,2,"120,　129",0,パン,2896,-0.3,1937,3274,2752,3577,3482,3263,2931,2587,2201
2,7,1,1,2,"120,　129",120,食パン,884,-3.4,382,888,667,988,864,942,934,957,863
2,7,1,1,2,"120,　129",129,他のパン,2012,1,1555,2387,2085,2590,2618,2321,1997,1629,1338
2,6,1,1,3,130-139,0,麺類,1570,16.2,1341,1414,1498,1869,1612,2137,1573,1419,1280
2,7,1,1,3,130-139,130,生うどん・そば,282,28.8,289,266,234,326,261,358,317,263,226
2,7,1,1,3,130-139,131,乾うどん・そば,269,35.9,100,230,157,233,248,417,142,329,259
2,7,1,1,3,130-139,134,スパゲッティ,123,4.2,111,117,177,167,187,197,116,68,57
2,7,1,1,3,130-139,133,中華麺,481,25.3,414,469,411,587,467,612,552,439,390
2,7,1,1,3,130-139,135,カップ麺,209,-11.4,246,197,223,318,203,303,209,156,183
2,7,1,1,3,130-139,132,即席麺,117,-3.3,78,86,182,137,141,120,133,98,114
2,7,1,1,3,130-139,139,他の麺類,88,17.3,103,49,113,102,105,130,103,65,51
2,6,1,1,4,140-160,0,他の穀類,405,23.1,496,519,459,404,534,495,305,326,232
2,7,1,1,4,140-160,140,小麦粉,54,8,69,23,80,37,46,47,52,59,29
2,7,1,1,4,140-160,150,もち,54,45.9,-,11,16,89,25,105,14,72,49
2,7,1,1,4,140-160,160,他の穀類のその他,297,22.2,426,485,363,277,463,342,240,196,154
2,5,1,2,0,170-217,0,魚介類,6737,0.8,3383,3402,4063,5474,5873,8374,7560,8307,8086
2,6,1,2,1,170-194,0,生鮮魚介,4020,-0.9,1898,1936,2454,3368,3774,5177,4982,4743,4665
2,7,1,2,1,170-189,0,鮮魚,3655,-2.8,1791,1789,2324,3111,3484,4630,4255,4331,4289
2,7,1,2,1,170-189,170,まぐろ,702,5.4,292,297,309,552,766,725,694,932,1044
2,7,1,2,1,170-189,172,あじ,151,20.8,66,66,70,77,80,136,132,240,238
2,7,1,2,1,170-189,173,いわし,64,48.8,15,61,28,57,58,79,37,85,96
2,7,1,2,1,170-189,174,かつお,261,-7.4,94,149,169,208,308,241,413,297,286
2,7,1,2,1,170-189,175,かれい,71,-33,24,44,32,35,57,128,18,100,62
2,7,1,2,1,170-189,176,さけ,455,16.1,293,267,341,486,485,583,544,469,503
2,7,1,2,1,170-189,177,さば,65,-5.8,60,42,72,76,83,93,65,55,53
