項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,夫婦のみの世帯／実数（円）,夫婦のみの世帯／構成比（％）,夫婦と未婚の子供から成る世帯／実数（円）,夫婦と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／実数（円）,一人親と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／実数（円）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／構成比（％）,その他／実数（円）,その他／構成比（％）,（再掲）夫婦共働き世帯／実数（円）,（再掲）夫婦共働き世帯／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,3493,-,4896,-,833,-,109,-,778,-,3035,-
0,0,0,0,0,調査世帯数,736,-,261,-,360,-,60,-,8,-,55,-,220,-
0,0,0,0,0,世帯人員,2.97,-,2,-,3.62,-,2.35,-,2.75,-,3.9,-,3.33,-
0,0,0,0,0,有業人員,1.3,-,0.77,-,1.65,-,1.16,-,1,-,1.65,-,2.26,-
0,0,0,0,0,世帯主平均年齢,59,-,68.1,-,50.9,-,67.9,-,40.1,-,60.4,-,50.2,-
2,2,0,0,0,生計支出,346563,-,316589,-,380882,-,219025,-,168319,-,401761,-,403520,-
2,3,0,0,0,消費支出,346563,100,316589,100,380882,100,219025,100,168319,100,401761,100,403520,100
2,4,1,0,0,食料,85065,24.5,79543,25.1,92695,24.3,60551,27.6,55073,32.7,88103,21.9,93533,23.2
2,5,1,1,0,穀類,6465,1.9,5335,1.7,7464,2,5072,2.3,4025,2.4,6743,1.7,6937,1.7
2,6,1,1,1,米類,1692,0.5,1334,0.4,1982,0.5,1716,0.8,543,0.3,1454,0.4,1759,0.4
2,6,1,1,2,パン,2845,0.8,2442,0.8,3222,0.8,2018,0.9,1824,1.1,3169,0.8,3099,0.8
2,6,1,1,3,麺類,1523,0.4,1247,0.4,1770,0.5,1041,0.5,931,0.6,1730,0.4,1685,0.4
2,6,1,1,4,他の穀類,404,0.1,312,0.1,490,0.1,297,0.1,727,0.4,390,0.1,395,0.1
2,5,1,2,0,魚介類,6524,1.9,6968,2.2,6235,1.6,5480,2.5,3600,2.1,7471,1.9,5516,1.4
2,6,1,2,1,生鮮魚介,3999,1.2,4274,1.4,3827,1,3186,1.5,2274,1.4,4720,1.2,3309,0.8
2,6,1,2,2,塩干魚介,1218,0.4,1328,0.4,1192,0.3,981,0.4,762,0.5,1144,0.3,1092,0.3
2,6,1,2,3,魚肉練製品,470,0.1,469,0.1,428,0.1,465,0.2,127,0.1,746,0.2,366,0.1
2,6,1,2,4,他の魚介加工品,837,0.2,897,0.3,789,0.2,848,0.4,437,0.3,861,0.2,749,0.2
2,5,1,3,0,肉類,7468,2.2,6102,1.9,8683,2.3,5252,2.4,5249,3.1,8325,2.1,7931,2
2,6,1,3,1,生鮮肉,5993,1.7,4856,1.5,6982,1.8,4340,2,4432,2.6,6644,1.7,6331,1.6
2,6,1,3,2,加工肉,1474,0.4,1246,0.4,1700,0.4,912,0.4,817,0.5,1681,0.4,1601,0.4
2,5,1,4,0,乳卵類,4415,1.3,3871,1.2,4831,1.3,3565,1.6,2657,1.6,5158,1.3,4164,1
2,6,1,4,1,牛乳,1505,0.4,1441,0.5,1590,0.4,1209,0.6,1033,0.6,1568,0.4,1414,0.4
