項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,夫婦のみの世帯／実数（円）,夫婦のみの世帯／構成比（％）,夫婦と未婚の子供から成る世帯／実数（円）,夫婦と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／実数（円）,一人親と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／実数（円）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／構成比（％）,その他／実数（円）,その他／構成比（％）,（再掲）夫婦共働き世帯／実数（円）,（再掲）夫婦共働き世帯／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,3743,-,4599,-,860,-,70,-,798,-,2614,-
0,0,0,0,0,調査世帯数,755,-,285,-,355,-,60,-,5,-,55,-,197,-
0,0,0,0,0,世帯人員,2.9,-,2,-,3.64,-,2.36,-,3,-,3.46,-,3.28,-
0,0,0,0,0,有業人員,1.26,-,0.76,-,1.65,-,1.3,-,1,-,1.33,-,2.27,-
0,0,0,0,0,世帯主平均年齢,59.7,-,68.4,-,50.4,-,70.6,-,42.9,-,60.5,-,51,-
2,2,0,0,0,生計支出,301474,-,286748,-,329150,-,215789,-,297665,-,303360,-,324871,-
2,3,0,0,0,消費支出,301474,100,286748,100,329150,100,215789,100,297665,100,303360,100,324871,100
2,4,1,0,0,食料,80926,26.8,79264,27.6,84694,25.7,61636,28.6,55595,18.7,87786,28.9,84406,26
2,5,1,1,0,穀類,6153,2,5136,1.8,6831,2.1,5477,2.5,4674,1.6,7742,2.6,5977,1.8
2,6,1,1,1,米類,1844,0.6,1627,0.6,1947,0.6,1826,0.8,369,0.1,2280,0.8,1647,0.5
2,6,1,1,2,パン,2567,0.9,2176,0.8,2808,0.9,2210,1,1681,0.6,3401,1.1,2599,0.8
2,6,1,1,3,麺類,1365,0.5,1027,0.4,1631,0.5,1124,0.5,1578,0.5,1672,0.6,1418,0.4
2,6,1,1,4,他の穀類,377,0.1,305,0.1,444,0.1,317,0.1,1046,0.4,389,0.1,313,0.1
2,5,1,2,0,魚介類,6324,2.1,7110,2.5,5810,1.8,4612,2.1,3981,1.3,7442,2.5,5153,1.6
2,6,1,2,1,生鮮魚介,3846,1.3,4261,1.5,3588,1.1,2740,1.3,2631,0.9,4582,1.5,3228,1
2,6,1,2,2,塩干魚介,1097,0.4,1321,0.5,949,0.3,852,0.4,853,0.3,1162,0.4,852,0.3
