ID,寄附種別,寄附タイトル,都道府県コード又は市町村コード,都道府県,市区町村,行政区,寄附金額,寄附年月日,寄附年度
925,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,231002,愛知県,名古屋市,名東区,35000,2020/12/1,2020
926,一般寄付,目黒区におまかせ！,222143,静岡県,藤枝市,,16000,2020/12/1,2020
927,サクラ寄付金,目黒のサクラを守りたい！（サクラ基金）,131105,東京都,目黒区,,50000,2020/12/1,2020
928,一般寄付,目黒区におまかせ！,131172,東京都,北区,,16000,2020/12/1,2020
929,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,131121,東京都,世田谷区,,25000,2020/12/1,2020
930,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,132144,東京都,国分寺市,,60000,2020/12/1,2020
931,図書資料充実寄付金,図書館の資料を充実させたい！,131105,東京都,目黒区,,8921,2020/12/1,2020
932,一般寄付,目黒区におまかせ！,131091,東京都,品川区,,127000,2020/12/1,2020
933,芸術文化振興寄付金,「文化の香り高いまち」を応援したい！,131164,東京都,豊島区,,35000,2020/12/1,2020
934,サクラ寄付金,目黒のサクラを守りたい！（サクラ基金）,141003,神奈川県,横浜市,戸塚区,60000,2020/12/1,2020
935,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,052078,秋田県,湯沢市,,16000,2020/12/1,2020
936,社会福祉施設整備寄付金,福祉を充実させたい！（社会福祉施設整備基金）,131083,東京都,江東区,,120000,2020/12/1,2020
937,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,111007,埼玉県,さいたま市,中央区,12000,2020/12/1,2020
938,一般寄付,目黒区におまかせ！,131032,東京都,港区,,85000,2020/12/1,2020
939,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,141003,神奈川県,横浜市,青葉区,85000,2020/12/1,2020
940,サクラ寄付金,目黒のサクラを守りたい！（サクラ基金）,131091,東京都,品川区,,16000,2020/12/1,2020
941,一般寄付,目黒区におまかせ！,131075,東京都,墨田区,,10000,2020/12/1,2020
942,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,131091,東京都,品川区,,60000,2020/12/1,2020
943,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,131229,東京都,葛飾区,,60000,2020/12/1,2020
944,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,131041,東京都,新宿区,,60000,2020/12/1,2020
945,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,372013,香川県,高松市,,12000,2020/12/1,2020
946,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,131075,東京都,墨田区,,85000,2020/12/1,2020
947,地域防災対策推進寄付金,地震に強いまちづくりを推進するために！,131113,東京都,大田区,,10000,2020/12/1,2020
948,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,131083,東京都,江東区,,60000,2020/12/1,2020
949,芸術文化振興寄付金,「文化の香り高いまち」を応援したい！,232068,愛知県,春日井市,,35000,2020/12/1,2020
950,サクラ寄付金,目黒のサクラを守りたい！（サクラ基金）,281000,兵庫県,神戸市,中央区,35000,2020/12/1,2020
951,一般寄付,目黒区におまかせ！,122033,千葉県,市川市,,16000,2020/12/1,2020
952,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,131032,東京都,港区,,429000,2020/12/1,2020
953,サクラ寄付金,目黒のサクラを守りたい！（サクラ基金）,272108,大阪府,枚方市,,35000,2020/12/1,2020
954,図書資料充実寄付金,図書館の資料を充実させたい！,131121,東京都,世田谷区,,24000,2020/12/1,2020
955,一般寄付,目黒区におまかせ！,131083,東京都,江東区,,35000,2020/12/1,2020
956,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,131202,東京都,練馬区,,25000,2020/12/1,2020
957,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,141003,神奈川県,横浜市,旭区,25000,2020/12/1,2020
958,サクラ寄付金,目黒のサクラを守りたい！（サクラ基金）,122271,千葉県,浦安市,,12000,2020/12/1,2020
959,サクラ寄付金,目黒のサクラを守りたい！（サクラ基金）,122271,千葉県,浦安市,,12000,2020/12/1,2020
960,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,131032,東京都,港区,,143000,2020/12/1,2020
961,一般寄付,目黒区におまかせ！,131121,東京都,世田谷区,,60000,2020/12/1,2020
962,学校備品等整備寄付金,次代を担う子どもたちのために学校備品等を充実させたい！,112089,埼玉県,所沢市,,12000,2020/12/1,2020
963,障害福祉推進寄付金,子どもたちの療育用教材の充実に！,132101,東京都,小金井市,,35000,2020/12/1,2020
964,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,131156,東京都,杉並区,,70000,2020/12/1,2020
965,一般寄付,目黒区におまかせ！,131032,東京都,港区,,60000,2020/12/1,2020
966,一般寄付,目黒区におまかせ！,131032,東京都,港区,,60000,2020/12/1,2020
967,一般寄付,目黒区におまかせ！,131032,東京都,港区,,35000,2020/12/1,2020
968,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,131091,東京都,品川区,,25000,2020/12/1,2020
969,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,331007,岡山県,岡山市,中区,60000,2020/12/1,2020
970,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,132225,東京都,東久留米市,,110000,2020/12/1,2020
971,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,131032,東京都,港区,,48000,2020/12/1,2020
972,芸術文化振興寄付金,「文化の香り高いまち」を応援したい！,131032,東京都,港区,,255000,2020/12/1,2020
973,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,012076,北海道,帯広市,,12000,2020/12/1,2020
974,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,131059,東京都,文京区,,127000,2020/12/1,2020
975,社会福祉施設整備寄付金,福祉を充実させたい！（社会福祉施設整備基金）,131121,東京都,世田谷区,,127000,2020/12/1,2020
976,一般寄付,目黒区におまかせ！,432083,熊本県,山鹿市,,12000,2020/12/1,2020
977,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,141003,神奈川県,横浜市,港北区,429000,2020/12/1,2020
978,一般寄付,目黒区におまかせ！,271004,大阪府,大阪市,城東区,12000,2020/12/1,2020
979,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,121002,千葉県,千葉市,花見川区,85000,2020/12/1,2020
980,図書資料充実寄付金,図書館の資料を充実させたい！,131105,東京都,目黒区,,10000,2020/12/1,2020
981,学校施設整備寄付金,学校の環境整備のために！（学校施設整備基金）,131202,東京都,練馬区,,35000,2020/12/1,2020
982,産業振興・地域経済活性化寄付金,目黒区の産業振興と地域の活性化を応援したい！,232114,愛知県,豊田市,,35000,2020/12/1,2020
983,一般寄付,目黒区におまかせ！,131156,東京都,杉並区,,2200000,2020/12/1,2020
984,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,112241,埼玉県,戸田市,,35000,2020/12/1,2020
985,産業振興・地域経済活性化寄付金,目黒区の産業振興と地域の活性化を応援したい！,131091,東京都,品川区,,18000,2020/12/1,2020
986,一般寄付,目黒区におまかせ！,112089,埼玉県,所沢市,,15000,2020/12/1,2020
987,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,132047,東京都,三鷹市,,60000,2020/12/1,2020
988,サクラ寄付金,目黒のサクラを守りたい！（サクラ基金）,131091,東京都,品川区,,127000,2020/12/1,2020
989,学校備品等整備寄付金,次代を担う子どもたちのために学校備品等を充実させたい！,131032,東京都,港区,,170000,2020/12/1,2020
990,一般寄付,目黒区におまかせ！,131113,東京都,大田区,,60000,2020/12/1,2020
991,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,341002,広島県,広島市,西区,12000,2020/12/1,2020
992,一般寄付,目黒区におまかせ！,131202,東京都,練馬区,,60000,2020/12/1,2020
993,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,131121,東京都,世田谷区,,25000,2020/12/1,2020
994,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,132047,東京都,三鷹市,,110000,2020/12/1,2020
995,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,141003,神奈川県,横浜市,緑区,127000,2020/12/1,2020
996,一般寄付,目黒区におまかせ！,131202,東京都,練馬区,,16000,2020/12/1,2020
997,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,131202,東京都,練馬区,,12000,2020/12/1,2020
998,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,131032,東京都,港区,,12000,2020/12/1,2020
999,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,412031,佐賀県,鳥栖市,,32000,2020/12/1,2020
1000,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,100005,群馬県,邑楽郡大泉町,,35000,2020/12/1,2020
1001,一般寄付,目黒区におまかせ！,131130,東京都,渋谷区,,18000,2020/12/1,2020
1002,一般寄付,目黒区におまかせ！,131059,東京都,文京区,,85000,2020/12/1,2020
1003,一般寄付,目黒区におまかせ！,131059,東京都,文京区,,85000,2020/12/1,2020
1004,一般寄付,目黒区におまかせ！,131121,東京都,世田谷区,,16000,2020/12/1,2020
1005,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,131121,東京都,世田谷区,,25000,2020/12/1,2020
1006,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,131091,東京都,品川区,,35000,2020/12/1,2020
