全国地方公共団体コード,ID,地方公共団体名,子育て施設ID,子育て施設名称,年齢,年齢区分,最低入所指数
132292,132292KSSN000001,西東京市,132292KSLT000001,田無保育園,0,0歳,100未満
132292,132292KSSN000067,西東京市,132292KSLT000001,田無保育園,1,1歳,105
132292,132292KSSN000133,西東京市,132292KSLT000001,田無保育園,2,2歳,105
132292,132292KSSN000199,西東京市,132292KSLT000001,田無保育園,3,3歳,欠員あり
132292,132292KSSN000242,西東京市,132292KSLT000001,田無保育園,4,4歳,-
132292,132292KSSN000285,西東京市,132292KSLT000001,田無保育園,5,5歳,-
132292,132292KSSN000002,西東京市,132292KSLT000002,そよかぜ保育園,0,0歳,100以上105未満
132292,132292KSSN000068,西東京市,132292KSLT000002,そよかぜ保育園,1,1歳,105
132292,132292KSSN000134,西東京市,132292KSLT000002,そよかぜ保育園,2,2歳,105
132292,132292KSSN000200,西東京市,132292KSLT000002,そよかぜ保育園,3,3歳,106以上
132292,132292KSSN000243,西東京市,132292KSLT000002,そよかぜ保育園,4,4歳,非公開
132292,132292KSSN000286,西東京市,132292KSLT000002,そよかぜ保育園,5,5歳,欠員あり
132292,132292KSSN000003,西東京市,132292KSLT000003,向台保育園,0,0歳,100未満
132292,132292KSSN000069,西東京市,132292KSLT000003,向台保育園,1,1歳,105
132292,132292KSSN000135,西東京市,132292KSLT000003,向台保育園,2,2歳,欠員あり
132292,132292KSSN000201,西東京市,132292KSLT000003,向台保育園,3,3歳,100未満
132292,132292KSSN000244,西東京市,132292KSLT000003,向台保育園,4,4歳,欠員あり
132292,132292KSSN000287,西東京市,132292KSLT000003,向台保育園,5,5歳,欠員あり
132292,132292KSSN000004,西東京市,132292KSLT000004,西原保育園,0,0歳,
132292,132292KSSN000070,西東京市,132292KSLT000004,西原保育園,1,1歳,100未満
132292,132292KSSN000136,西東京市,132292KSLT000004,西原保育園,2,2歳,-
132292,132292KSSN000202,西東京市,132292KSLT000004,西原保育園,3,3歳,100未満
