X（m）,Y（m）,経度（度）,緯度（度）,到達時間（1cm）（秒）,到達時間（30cm）（秒）,到達時間（1m）（秒）,到達時間（最高水位）（秒）
-50695,-173915,139.28174248,34.43101456,1025.7,1030.4,-9999.0,1032.6
-50735,-173935,139.28130846,34.43083230,-9999.0,-9999.0,-9999.0,1232.8
-50685,-173935,139.28185247,34.43083475,944.3,952.8,1029.2,1030.7
-50965,-173945,139.27880664,34.43073083,1227.1,-9999.0,-9999.0,1233.7
-50775,-173965,139.28087504,34.43055988,953.2,960.1,1048.5,1066.3
-50765,-173965,139.28098384,34.43056037,973.3,1046.8,-9999.0,1063.8
-50755,-173965,139.28109264,34.43056086,1064.5,-9999.0,-9999.0,1071.7
-50775,-173975,139.28087563,34.43046973,1049.9,1056.6,-9999.0,1063.9
-50555,-174045,139.28327338,34.42984945,1294.5,1299.0,-9999.0,1303.1
-50535,-174085,139.28349334,34.42948983,961.7,990.6,-9999.0,1300.7
-50515,-174125,139.28371330,34.42913020,967.9,1310.8,-9999.0,1329.6
-50515,-174135,139.28371389,34.42904005,1313.2,1328.6,-9999.0,1329.6
-50515,-174145,139.28371448,34.42894989,965.6,974.5,-9999.0,1327.2
-50515,-174155,139.28371507,34.42885974,972.2,1316.1,-9999.0,1330.6
-50505,-174165,139.28382446,34.42877008,968.0,1313.7,-9999.0,1326.7
-50495,-174175,139.28393385,34.42868042,955.7,961.5,1320.6,1324.2
-50795,-174195,139.28067109,34.42848541,1029.2,1075.2,1104.8,1258.6
-50795,-174205,139.28067168,34.42839526,1105.9,1249.2,-9999.0,1260.4
-50815,-174265,139.28045765,34.42785336,1230.4,1259.1,-9999.0,1278.0
-50805,-174315,139.28056941,34.42740310,1152.1,1222.0,-9999.0,1276.5
-50805,-174325,139.28057000,34.42731294,1100.7,1110.2,-9999.0,1278.3
-50805,-174355,139.28057178,34.42704249,1204.1,1225.5,-9999.0,1273.2
-50795,-174365,139.28068117,34.42695283,1082.7,1091.6,1212.2,1275.7
-50795,-174375,139.28068177,34.42686268,772.2,1026.9,1097.8,1274.7
-50785,-174385,139.28079116,34.42677302,1152.2,1210.8,-9999.0,1275.7
-50775,-174405,139.28090114,34.42659321,1206.5,1270.0,-9999.0,1277.8
-50775,-174415,139.28090173,34.42650305,1085.4,1092.8,1157.2,1279.1
-50775,-174425,139.28090232,34.42641290,1091.0,1097.8,1261.6,1279.6
-50765,-174425,139.28101112,34.42641339,1278.1,-9999.0,-9999.0,1286.1
-50765,-174435,139.28101171,34.42632324,1159.1,1264.2,-9999.0,1282.9
-50765,-174445,139.28101230,34.42623309,1102.6,1112.5,1280.2,1282.2
-50755,-174455,139.28112169,34.42614343,1280.5,-9999.0,-9999.0,1285.3
-50745,-174455,139.28123049,34.42614392,1110.2,1123.1,-9999.0,1300.1
-50755,-174465,139.28112229,34.42605328,1184.7,1294.5,-9999.0,1295.4
-50745,-174465,139.28123108,34.42605377,1061.2,1101.6,1129.6,1297.9
-50085,-174465,139.28841155,34.42608597,949.8,964.0,1314.2,1322.5
-50735,-174475,139.28134047,34.42596411,1170.8,1271.8,-9999.0,1297.4
-50735,-174485,139.28134106,34.42587396,1113.6,1163.5,-9999.0,1294.0
-50735,-174495,139.28134165,34.42578381,1114.5,1138.7,-9999.0,1292.4
-50725,-174505,139.28145104,34.42569415,1130.6,1173.8,-9999.0,1296.2
-50725,-174515,139.28145163,34.42560399,1116.8,1141.1,-9999.0,1296.1
-50725,-174525,139.28145222,34.42551384,1115.8,1123.8,-9999.0,1300.6
-50715,-174525,139.28156102,34.42551433,1286.6,-9999.0,-9999.0,1300.2
-50725,-174535,139.28145282,34.42542369,1095.8,1103.2,1126.3,1299.7
-50715,-174535,139.28156161,34.42542418,1117.1,1126.3,-9999.0,1298.3
-50725,-174545,139.28145341,34.42533354,1033.8,1059.8,1114.2,1298.7
-50715,-174545,139.28156220,34.42533403,1126.7,1174.6,-9999.0,1300.2
-50715,-174555,139.28156280,34.42524388,1111.7,1118.6,1291.4,1295.9
-50715,-174565,139.28156339,34.42515373,1009.4,1058.2,1115.2,1296.2
-50705,-174565,139.28167218,34.42515422,1121.9,1130.8,-9999.0,1293.6
-50705,-174575,139.28167277,34.42506407,1108.1,1114.8,1179.2,1297.9
-50705,-174585,139.28167337,34.42497391,1115.3,1121.5,-9999.0,1299.8
-50705,-174595,139.28167396,34.42488376,1115.9,1122.5,-9999.0,1301.0
-50705,-174605,139.28167455,34.42479361,1068.2,1107.7,1125.8,1302.6
-50695,-174605,139.28178334,34.42479410,1291.2,-9999.0,-9999.0,1307.1
-50705,-174615,139.28167514,34.42470346,1009.4,1058.7,1118.8,1303.8
-50695,-174615,139.28178394,34.42470395,1135.4,1173.2,-9999.0,1288.6
-50695,-174625,139.28178453,34.42461380,1124.7,1132.4,-9999.0,1292.2
-50695,-174635,139.28178512,34.42452365,1125.7,1132.6,-9999.0,1310.7
-50695,-174645,139.28178571,34.42443349,1119.3,1125.8,-9999.0,1311.3
-50695,-174655,139.28178630,34.42434334,1123.2,1129.2,-9999.0,1157.9
-50695,-174665,139.28178690,34.42425319,1106.8,1117.2,1134.1,1157.9
-50695,-174675,139.28178749,34.42416304,1059.7,1072.8,1126.9,1157.3
-50685,-174675,139.28189628,34.42416353,1136.8,1145.8,-9999.0,1153.6
-50695,-174685,139.28178808,34.42407289,1040.1,1064.2,1123.7,1162.0
-50685,-174685,139.28189687,34.42407338,1128.2,1136.5,-9999.0,1163.8
