X（m）,Y（m）,経度（度）,緯度（度）,到達時間（1cm）（秒）,到達時間（30cm）（秒）,到達時間（1m）（秒）,到達時間（最高水位）（秒）
-21445,-232785,139.60145132,33.90127018,1172.7,1181.2,1195.3,2049.5
-21145,-232805,139.60469564,33.90109592,1357.2,1364.7,2061.7,2076.2
-21335,-232815,139.60264146,33.90100192,1171.0,1179.3,1193.6,1366.8
-21325,-232815,139.60274958,33.90100213,1183.8,1189.7,1201.1,1366.1
-21315,-232815,139.60285771,33.90100233,1194.5,1199.3,1212.0,1362.6
-21305,-232815,139.60296584,33.90100253,1189.1,1195.1,1204.4,1362.7
-21295,-232815,139.60307397,33.90100273,1193.2,1198.7,1207.0,1365.0
-21285,-232815,139.60318209,33.90100293,1192.4,1198.2,1205.6,2048.6
-21275,-232815,139.60329022,33.90100314,1209.0,1350.3,1361.2,2049.3
-21265,-232815,139.60339835,33.90100334,1354.0,1359.4,1367.2,1368.5
-21255,-232815,139.60350648,33.90100354,1208.8,1212.2,1357.3,1370.2
-21245,-232815,139.60361460,33.90100374,1172.2,1182.0,1198.8,1370.2
-21235,-232815,139.60372273,33.90100394,1192.8,1197.9,1210.8,1371.6
-21225,-232815,139.60383086,33.90100415,181.9,1171.8,1193.3,1374.6
-21215,-232815,139.60393899,33.90100435,182.2,1172.2,1193.5,1376.0
-21195,-232815,139.60415524,33.90100475,182.6,1173.8,1193.8,1377.8
-21185,-232815,139.60426337,33.90100495,184.8,1174.8,1194.5,1378.0
-21175,-232815,139.60437150,33.90100515,186.0,1176.0,1195.2,2065.0
-21385,-232825,139.60210106,33.90091075,179.5,1169.7,1186.8,1368.7
-21355,-232825,139.60242544,33.90091136,1169.5,1177.5,1191.8,1367.5
-21345,-232825,139.60253357,33.90091156,1181.7,1187.5,1197.4,1365.7
-21335,-232825,139.60264170,33.90091176,1198.6,1204.4,1348.5,1366.5
-21325,-232825,139.60274983,33.90091196,1211.2,1220.6,1354.4,1366.5
-21315,-232825,139.60285795,33.90091217,1352.8,1356.1,1359.3,1361.5
-21305,-232825,139.60296608,33.90091237,1359.1,1362.5,-9999.0,1365.1
-21245,-232825,139.60361485,33.90091358,1369.2,-9999.0,-9999.0,1375.2
-21235,-232825,139.60372297,33.90091378,1354.6,1359.1,1367.0,1373.2
-21225,-232825,139.60383110,33.90091398,1204.2,1210.6,1357.5,1374.5
-21215,-232825,139.60393923,33.90091418,1212.8,1217.1,1361.5,1375.6
