X（m）,Y（m）,経度（度）,緯度（度）,津波高（最大）（m）
-50925,-173875,139.27923768,34.43136386,10.7816
-50915,-173875,139.27934648,34.43136435,9.6187
-50885,-173895,139.27967407,34.43118553,10.4279
-50985,-173905,139.27858665,34.43109044,11.5218
-50885,-173905,139.27967467,34.43109538,10.7529
-50715,-173905,139.28152429,34.43110373,11.8330
-50705,-173905,139.28163309,34.43110423,10.2031
-50865,-173915,139.27989286,34.43100621,10.6910
-50715,-173915,139.28152488,34.43101358,12.0305
-50705,-173915,139.28163368,34.43101407,10.3922
-50695,-173915,139.28174248,34.43101456,10.3266
-50855,-173925,139.28000226,34.43091655,11.1336
-50715,-173925,139.28152547,34.43092343,12.2245
-50705,-173925,139.28163428,34.43092392,10.4256
-50965,-173935,139.27880604,34.43082098,12.4016
-50955,-173935,139.27891484,34.43082147,13.7430
-50845,-173935,139.28011165,34.43082689,11.6229
-50735,-173935,139.28130846,34.43083230,13.1354
-50725,-173935,139.28141727,34.43083279,13.0433
-50715,-173935,139.28152607,34.43083328,12.4971
-50705,-173935,139.28163487,34.43083377,10.3883
-50695,-173935,139.28174367,34.43083426,9.3788
-50685,-173935,139.28185247,34.43083475,9.9654
-50965,-173945,139.27880664,34.43073083,12.0971
-50955,-173945,139.27891544,34.43073132,13.7935
-50835,-173945,139.28022105,34.43073723,11.4470
-50825,-173945,139.28032985,34.43073772,11.8178
-50735,-173945,139.28130906,34.43074215,13.3130
-50725,-173945,139.28141786,34.43074264,13.3715
-50715,-173945,139.28152666,34.43074313,13.5741
-50705,-173945,139.28163546,34.43074362,13.2928
-50695,-173945,139.28174426,34.43074411,10.9411
-50685,-173945,139.28185306,34.43074460,10.2358
-50665,-173945,139.28207066,34.43074558,10.7674
-50965,-173955,139.27880723,34.43064067,11.5886
-50955,-173955,139.27891603,34.43064117,11.8053
-50825,-173955,139.28033044,34.43064757,12.2660
-50755,-173955,139.28109205,34.43065101,13.2225
-50745,-173955,139.28120085,34.43065150,13.3671
-50735,-173955,139.28130965,34.43065199,13.5020
-50725,-173955,139.28141845,34.43065249,13.5000
-50715,-173955,139.28152725,34.43065298,13.9083
-50685,-173955,139.28185365,34.43065445,10.5483
-50675,-173955,139.28196246,34.43065494,10.6298
-50665,-173955,139.28207126,34.43065543,10.9456
-50965,-173965,139.27880783,34.43055052,11.5006
-50955,-173965,139.27891663,34.43055102,11.5808
-50805,-173965,139.28054864,34.43055840,12.5936
-50795,-173965,139.28065744,34.43055889,12.6799
-50775,-173965,139.28087504,34.43055988,12.9941
-50765,-173965,139.28098384,34.43056037,13.1616
-50755,-173965,139.28109264,34.43056086,13.3275
-50745,-173965,139.28120144,34.43056135,13.5147
-50735,-173965,139.28131024,34.43056184,13.7023
-50725,-173965,139.28141904,34.43056233,13.8337
-50675,-173965,139.28196305,34.43056479,10.9156
-50665,-173965,139.28207185,34.43056528,11.1560
-50655,-173965,139.28218065,34.43056577,11.3944
-50645,-173965,139.28228945,34.43056626,11.5553
-50635,-173965,139.28239825,34.43056675,11.6797
-50625,-173965,139.28250705,34.43056724,11.7657
-50615,-173965,139.28261585,34.43056773,11.8787
-50585,-173965,139.28294225,34.43056920,11.0196
-50945,-173975,139.27902602,34.43046136,13.3231
-50795,-173975,139.28065803,34.43046874,12.9475
-50785,-173975,139.28076683,34.43046923,12.9039
-50775,-173975,139.28087563,34.43046973,13.0378
-50765,-173975,139.28098443,34.43047022,13.2345
-50755,-173975,139.28109323,34.43047071,13.3914
-50745,-173975,139.28120204,34.43047120,13.6117
-50655,-173975,139.28218124,34.43047562,11.9006
-50645,-173975,139.28229004,34.43047611,11.7466
-50635,-173975,139.28239884,34.43047660,11.8107
-50625,-173975,139.28250764,34.43047709,11.9177
-50615,-173975,139.28261644,34.43047758,12.0540
-50605,-173975,139.28272524,34.43047807,12.2186
-50945,-173985,139.27902662,34.43037121,11.7987
-50775,-173985,139.28087623,34.43037957,13.2039
-50765,-173985,139.28098503,34.43038007,13.3042
-50755,-173985,139.28109383,34.43038056,13.5510
-50615,-173985,139.28261703,34.43038743,12.1551
-50605,-173985,139.28272584,34.43038792,12.6238
-50935,-174005,139.27913661,34.43019140,12.6187
-50935,-174015,139.27913720,34.43010124,13.0914
-50575,-174015,139.28305401,34.43011893,11.6345
-50565,-174015,139.28316281,34.43011942,11.3531
-50925,-174025,139.27924660,34.43001159,12.5340
-50575,-174025,139.28305460,34.43002878,11.7082
-50565,-174025,139.28316340,34.43002927,11.2944
-50925,-174035,139.27924719,34.42992143,12.7775
-50575,-174035,139.28305519,34.42993863,11.6323
-50565,-174035,139.28316399,34.42993912,11.2061
-50555,-174035,139.28327279,34.42993961,10.9396
-50915,-174045,139.27935659,34.42983177,13.7991
-50565,-174045,139.28316458,34.42984897,10.9759
-50555,-174045,139.28327338,34.42984945,10.8176
-50905,-174055,139.27946598,34.42974212,13.8798
-50565,-174055,139.28316517,34.42975881,11.3373
-50555,-174055,139.28327397,34.42975930,10.6823
-50895,-174065,139.27957538,34.42965246,13.5834
-50565,-174065,139.28316576,34.42966866,10.3585
-50555,-174065,139.28327456,34.42966915,10.2903
-50545,-174065,139.28338336,34.42966964,9.8915
-50885,-174075,139.27968477,34.42956280,13.4074
-50555,-174075,139.28327515,34.42957900,9.8446
-50545,-174075,139.28338395,34.42957949,9.5156
-50555,-174085,139.28327574,34.42948885,9.9622
-50545,-174085,139.28338454,34.42948934,9.2485
-50535,-174085,139.28349334,34.42948983,9.0606
-50545,-174095,139.28338513,34.42939919,9.6048
-50535,-174095,139.28349393,34.42939967,9.5493
-50795,-174105,139.28066575,34.42929677,15.8654
