250mメッシュコード,焼失棟数（冬早朝、風速4m）,焼失棟数（冬昼、風速4m）,焼失棟数（冬夕、風速4m）,焼失棟数（冬早朝、風速8m）,焼失棟数（冬昼、風速8m）,焼失棟数（冬夕、風速8m）,,,,,
5338673621,0,0,0,0,0,0,,,,,
5338673622,0,0,0,0,0,0,,,,,
5338673623,0,0,0,0,0,0,,,,,
5338673624,0,0,0,0,0,0,,,,,
5338673631,0,0,0,0,0,0,,,,,
5338673632,0,0,0,0,0,0,,,,,
5338673633,0,0,0,0,0,0,,,,,
5338673634,0,0,0,0,0,0,,,,,
5338673641,0,0,0,0,0,0,,,,,
5338673642,0,0,0,0,0,0,,,,,
5338673643,0,0,0,0,0,0,,,,,
5338673644,0,0,0,0,0,0,,,,,
5338674911,0,0,0,0,0,0,,,,,
5338674912,0,0,0,0,0,0,,,,,
5338674913,0,0,0,0,0,0,,,,,
5338674914,0,0,0,0,0,0,,,,,
5338674921,0,0,0,0,0,0,,,,,
5338674922,0,0,0,0,0,0,,,,,
5338674923,0,0,0,0,0,0,,,,,
5338674924,0,0,0,0,0,0,,,,,
5338674931,0,0,0,0,0,0,,,,,
5338674932,0,0,0,0,0,0,,,,,
5338674933,0,0,0,0,0,0,,,,,
5338674934,0,0,0,0,0,0,,,,,
5338674941,0,0,0,0,0,0,,,,,
5338674942,0,0,0,0,0,0,,,,,
5338674943,0,0,0,0,0,0,,,,,
5338674944,0,0,0,0,0,0,,,,,
5339230811,0.154828033,0.173841032,0.426345884,0.178840986,0.203112257,0.494044567,,,,,
5339230812,0,0,0,0,0,0,,,,,
5339230813,0.54585246,0.680175485,1.394999926,0.78472587,0.953525754,2.06125376,,,,,
5339230814,0.180770484,0.217383273,0.502492167,0.261840035,0.31081969,0.730275037,,,,,
5339230823,0.05063606,0.071135855,0.127222834,0.052235852,0.072892252,0.131184338,,,,,
5339230824,0.023259411,0.030445639,0.065005087,0.024753593,0.032097976,0.068723228,,,,,
5339230831,0.380325661,0.504716556,0.960770544,0.52308432,0.6853023,1.347976409,,,,,
5339230832,0.184661972,0.241700534,0.492868792,0.238157589,0.30931562,0.642708473,,,,,
5339230833,0.321611701,0.530661502,0.930337885,0.332062987,0.54397807,0.958033411,,,,,
5339230834,0.051846824,0.087292284,0.147932322,0.051869539,0.087317514,0.147962803,,,,,
5339230841,0.226294113,0.290718641,0.631818988,0.228345702,0.292970441,0.63694494,,,,,
5339233711,1.331816003,1.592476627,3.737373688,1.457210531,1.730001066,4.073375428,,,,,
5339233712,2.151018393,2.459166265,5.900919931,2.291346439,2.621195293,6.28441292,,,,,
5339233713,2.16442748,2.580835211,6.064832599,2.317011138,2.751822918,6.478012711,,,,,
5339233714,2.205245581,2.613211127,6.153910309,2.427405014,2.863447814,6.753841266,,,,,
5339233721,1.909187983,2.030833503,4.952324522,2.080241434,2.23734605,5.427003577,,,,,
5339233722,1.626520706,1.728711964,4.229358119,1.790023275,1.927695413,4.679520464,,,,,
5339233723,1.059356288,1.23027495,2.977239725,1.154066778,1.339320628,3.23466299,,,,,
5339233724,0.446078878,0.482858342,1.232355993,0.515057256,0.567020192,1.422899526,,,,,
5339233731,0.618527036,0.708220829,1.735562932,0.719536699,0.823361845,2.021186611,,,,,
5339233732,1.574485404,1.838845483,4.415519308,1.716976367,2.001459669,4.813688242,,,,,
5339233733,0.842916216,0.963164252,2.391335927,1.00839374,1.152070803,2.856790253,,,,,
5339233734,0.78311265,0.889047214,2.226068355,0.903569856,1.02515043,2.566625472,,,,,
5339233741,0.802439953,0.958046518,2.388116865,0.833575397,0.99375506,2.472557117,,,,,
5339233742,0.703854626,0.853389575,2.182891897,0.715436481,0.866615415,2.216202869,,,,,
5339233743,0.45534091,0.566363013,1.433403512,0.499281182,0.615507469,1.558491413,,,,,
5339233744,0.761668172,0.864190391,2.187565651,0.863359298,0.977770048,2.476959816,,,,,
5339235511,0.061008916,0.074276766,0.166216007,0.058600479,0.071097388,0.160593633,,,,,
5339235512,0.088228223,0.118363365,0.274937344,0.143197711,0.176668893,0.429644984,,,,,
5339235513,0.847284057,0.997846303,2.273395032,0.914822141,1.074702105,2.460031413,,,,,
5339235514,1.40753312,1.668758824,3.773912129,1.457591001,1.726401375,3.913691129,,,,,
5339235521,0.201092238,0.264834896,0.598437949,0.210294424,0.275744607,0.624634456,,,,,
5339235522,0.679873602,0.833931728,1.983904271,0.714845731,0.878316344,2.08333529,,,,,
5339235523,1.406727591,1.7102199,3.939275274,1.480031179,1.798283431,4.142640575,,,,,
5339235524,0.532119061,0.667367077,1.562865298,0.568867251,0.716842909,1.672040815,,,,,
5339235531,0.052594327,0.070682967,0.14131061,0.085057548,0.104790367,0.233947016,,,,,
5339235532,0.048366587,0.065172386,0.121588211,0.048504244,0.06534588,0.121919133,,,,,
5339235533,0.534756072,0.60390223,1.325186758,0.596673186,0.6701674,1.495120991,,,,,
5339235534,0.602318722,0.757572368,1.750738577,0.633655639,0.792258825,1.835520202,,,,,
5339235541,1.58726161,2.265933381,5.856318877,1.604258413,2.287048929,5.917344844,,,,,
5339235542,0.796286489,1.034047588,2.602103178,0.8230509,1.067687232,2.681061471,,,,,
5339235543,0.825860195,1.159210373,2.888585824,0.831755601,1.170205607,2.927510154,,,,,
5339235544,0.642142499,0.835103985,2.071107915,0.648725382,0.842676616,2.092145136,,,,,
5339236711,2.127946551,2.335137211,6.603765928,2.289256221,2.510587188,7.084594662,,,,,
5339236712,0.266856311,0.294493067,0.785516675,0.271364877,0.299338424,0.798376517,,,,,
5339236713,0.582228495,0.658522301,1.8007357,0.909916404,1.015850826,2.76479472,,,,,
5339236714,0.372394839,0.420050261,1.106280313,0.439554967,0.493048348,1.305134111,,,,,
5339236721,2.231279032,2.424476583,6.260172124,2.280368104,2.479788058,6.401337474,,,,,
5339236722,0.400546325,0.44284051,1.535613093,0.458453889,0.511192642,1.752227641,,,,,
5339236723,0.01859269,0.022468385,0.064588428,0.019148347,0.02276109,0.066309771,,,,,
5339236724,0.149557404,0.164541671,0.578204361,0.187080853,0.205968867,0.708339347,,,,,
5339236731,5.649278409,6.172088616,18.03751687,5.898195487,6.438854318,18.8059531,,,,,
5339236732,0.114684562,0.124332659,0.376044817,0.117512912,0.127286804,0.385369049,,,,,
5339236733,7.181551106,7.711444929,23.2195272,7.315199818,7.852982074,23.62721664,,,,,
5339236734,1.70899845,2.186175433,5.881435402,1.964441071,2.482672226,6.693706445,,,,,
5339236741,0.526798559,0.585985262,1.676363156,0.53586601,0.595163985,1.701645776,,,,,
5339236742,1.145306705,1.33361082,3.760847719,1.17475055,1.364664199,3.860617206,,,,,
5339236743,2.313897701,3.320685597,8.574833512,2.356977451,3.377603897,8.731746408,,,,,
5339236744,2.629658105,3.763348692,9.810330075,2.692464235,3.848663394,10.04090559,,,,,
5339237913,0.001067869,0.001197593,0.004212336,0.001067869,0.001197593,0.004212336,,,,,
5339237914,0,0,0,0,0,0,,,,,
5339237931,0.005638757,0.007219837,0.02109586,0.006913546,0.00877785,0.026773001,,,,,
5339237932,0.002555456,0.003557587,0.009627199,0.003195193,0.004285433,0.012464266,,,,,
5339237933,0,0,0,0,0,0,,,,,
5339237934,0.01090863,0.013065141,0.039871142,0.014300881,0.017312194,0.053064074,,,,,
5339237941,0,0,0,0,0,0,,,,,
5339237943,0,0,0,0,0,0,,,,,
5339237944,0,0,0,0,0,0,,,,,
5339238911,0.034931723,0.037845483,0.119598415,0.034931723,0.037845483,0.119598415,,,,,
5339238912,0,0,0,0,0,0,,,,,
5339238913,0.149389227,0.160866431,0.517182961,0.150002357,0.161509105,0.519735431,,,,,
5339238914,0.044815904,0.049175276,0.153508214,0.04526169,0.04970055,0.155083457,,,,,
5339238921,9.89E-06,1.04E-05,4.05E-05,9.89E-06,1.04E-05,4.05E-05,,,,,
5339238922,2.08E-06,1.29E-05,1.53E-05,2.08E-06,1.29E-05,1.53E-05,,,,,
5339238923,0.028538326,0.0449155,0.113218448,0.028677525,0.045056863,0.113622138,,,,,
5339238924,0.044919666,0.070572927,0.178306054,0.045138408,0.070795069,0.178940424,,,,,
5339238931,0.392290536,0.448426032,1.333931779,0.43813861,0.500765623,1.49596204,,,,,
5339238932,0.053651039,0.061357066,0.181982137,0.055434183,0.063458162,0.18828311,,,,,
5339238933,0.434223553,0.478956766,1.511445763,0.453521071,0.500213261,1.57670199,,,,,
5339238934,0.645081182,0.71967744,2.236945702,0.661291955,0.738673649,2.294451827,,,,,
5339238941,0.080117106,0.124635539,0.318409921,0.080789122,0.125314953,0.320663125,,,,,
5339238942,0.073322589,0.115260569,0.290755203,0.07368053,0.115624073,0.291793264,,,,,
5339238943,0.066129311,0.103484212,0.262318065,0.066447481,0.103807327,0.263240785,,,,,
5339238944,0.265264683,0.412519681,1.053765459,0.267400043,0.414679089,1.06087109,,,,,
5339239822,0.190751978,0.205562384,0.709195501,0.191229938,0.206058667,0.710757797,,,,,
5339239824,0.01220675,0.015026001,0.04723179,0.012401014,0.015267372,0.048003018,,,,,
5339239831,0.121071741,0.133175508,0.434527429,0.125910687,0.138589606,0.451044766,,,,,
5339239832,0.001490759,0.001836107,0.00540709,0.001835009,0.002251496,0.006735761,,,,,
5339239833,0.541277582,0.571594715,1.809327896,0.578514649,0.611343868,1.935330394,,,,,
5339239834,0.122489356,0.14787044,0.447399989,0.17453597,0.21039934,0.639008044,,,,,
5339239843,0.022098434,0.025874093,0.078222979,0.023303966,0.027280446,0.082428564,,,,,
5339255522,0.010359917,0.015475301,0.025313932,0.012894836,0.019126227,0.03122648,,,,,
5339255524,0,0,0,0,0,0,,,,,
5339255542,0,0,0,0,0,0,,,,,
5339256811,0.30119586,0.450477189,0.740643065,0.828315792,1.231837377,2.015721411,,,,,
5339256812,0.352924773,0.527140251,0.863618489,0.650877932,0.967098285,1.580795795,,,,,
5339256813,1.671765254,2.511866723,4.091062347,2.092501675,3.123255487,5.07612178,,,,,
5339256814,1.206244196,1.792183488,2.928419016,1.527525748,2.251016344,3.675998892,,,,,
5339256821,0.377069109,0.563793816,0.922603105,0.796770682,1.1835112,1.932911514,,,,,
5339256822,0.348625435,0.519115428,0.849386622,0.695006659,1.030137139,1.683298144,,,,,
5339256823,0.77059392,1.158109587,1.868719513,0.989901252,1.47259276,2.379866832,,,,,
5339256824,0.852546989,1.276031536,2.065390644,1.101656711,1.633218184,2.665675965,,,,,
5339256831,1.005992928,1.651247879,2.503718676,1.22657249,1.975314884,3.020296916,,,,,
5339256832,0.730314182,1.175418745,1.797108591,0.889378596,1.403147151,2.165966735,,,,,
5339256833,0.185913344,0.278870778,0.440256917,0.233056755,0.347062389,0.552306026,,,,,
5339256834,0.314838723,0.462228089,0.7393171,0.403677359,0.587433804,0.946794071,,,,,
5339256841,0.990998816,1.602175376,2.43699477,1.208797884,1.914805751,2.941140941,,,,,
5339256842,1.048421998,1.661807481,2.563071534,1.287859872,2.000982083,3.115421103,,,,,
5339256843,0.294158585,0.437846382,0.691878909,0.36483957,0.537472759,0.856900541,,,,,
5339256844,0.161426935,0.247221473,0.383525032,0.191748375,0.292487183,0.456713058,,,,,
5339258324,0,0,0,0,0,0,,,,,
5339258342,0,0,0,0,0,0,,,,,
5339258344,0,0,0,0,0,0,,,,,
5339259411,2.132695397,2.602050283,4.778293399,2.288381794,2.781078937,5.099329845,,,,,
5339259412,2.795092984,3.505508274,6.355706357,2.906004592,3.63709612,6.587963654,,,,,
5339259413,1.205319097,1.45514696,2.687397446,1.669693418,2.005652014,3.703522859,,,,,
5339259414,2.692290356,3.410674654,6.142495084,2.938411275,3.718060237,6.684986216,,,,,
5339259421,2.471554416,3.103622347,5.633094909,2.538961516,3.184522862,5.773633048,,,,,
5339259422,3.255158035,4.100635908,7.424206822,3.342492921,4.20601471,7.606864761,,,,,
5339259423,2.805035035,3.5699597,6.420987588,2.924196148,3.726708234,6.685745926,,,,,
5339259424,3.653203433,4.635594006,8.34911823,3.750687503,4.756207262,8.557610459,,,,,
5339259431,0.705692555,0.859599703,2.194699233,1.12425302,1.377311234,3.121137458,,,,,
5339259432,1.436437175,1.823659319,3.269880144,1.632481538,2.066853018,3.701356815,,,,,
5339259433,0.537595232,0.661357438,1.544257778,0.97828041,1.204610593,2.516822107,,,,,
5339259434,2.463743965,3.144961043,5.949504584,2.776516649,3.539690399,6.652688552,,,,,
5339259441,2.682775171,3.431767393,6.137812796,2.860059524,3.657125953,6.534564013,,,,,
5339259442,2.850524984,3.641066064,6.519087931,2.977648336,3.800737902,6.798966162,,,,,
5339259443,2.900891127,3.714433976,6.645997372,3.046166036,3.900769906,6.969397555,,,,,
5339259444,3.034499605,3.881196291,6.946777074,3.258542783,4.163802514,7.446860657,,,,,
5339264211,0,0,0,0,0,0,,,,,
5339264212,0,0,0,0,0,0,,,,,
5339264213,0,0,0,0,0,0,,,,,
5339264214,0,0,0,0,0,0,,,,,
5339264221,0,0,0,0,0,0,,,,,
5339264222,0,0,0,0,0,0,,,,,
5339264223,0,0,0,0,0,0,,,,,
5339264224,0,0,0,0,0,0,,,,,
5339264231,0.000117962,0.00049703,0.00035942,0.000594353,0.001175068,0.001389802,,,,,
5339264232,0,0,0,0,0,0,,,,,
5339264233,3.60E-05,0.000177163,9.96E-05,3.60E-05,0.000177163,9.96E-05,,,,,
5339264234,0,0,0,0,0,0,,,,,
5339264241,0,0,0,0,0,0,,,,,
5339264242,0,0,0,0,0,0,,,,,
5339264243,0,0,0,0,0,0,,,,,
5339264244,0,0,0,0,0,0,,,,,
5339266011,0.064116631,0.094727141,0.161584287,0.064265955,0.09500148,0.161952493,,,,,
5339266012,0,0,0,0,0,0,,,,,
5339266013,0.020548636,0.033250682,0.049007963,0.020584675,0.033296156,0.049095381,,,,,
5339266014,0.025579885,0.04052755,0.061448685,0.028196263,0.044296726,0.067545495,,,,,
5339266021,0,0,0,0,0,0,,,,,
5339266022,0,0,0,0,0,0,,,,,
5339266023,1.11E-05,8.49E-05,3.22E-05,1.11E-05,8.49E-05,3.22E-05,,,,,
5339266024,0,0,0,0,0,0,,,,,
5339266031,0.010502706,0.01564312,0.025628956,0.013037625,0.019294047,0.031541503,,,,,
5339266032,0.117301567,0.173605573,0.277611665,0.141224779,0.206018773,0.332102719,,,,,
5339266033,0.069463854,0.094779652,0.158142674,0.092336307,0.124335827,0.209301284,,,,,
5339266034,0.056357761,0.0803355,0.12972691,0.082030164,0.115934669,0.189596264,,,,,
5339266041,0.058643349,0.087363511,0.140146802,0.070846622,0.104257841,0.168174446,,,,,
5339266042,0,0,0,0,0,0,,,,,
5339266043,0.00682454,0.010909225,0.016255858,0.006836553,0.010924383,0.016284997,,,,,
5339266044,0,0,0,0,0,0,,,,,
5339267311,0,0,0,0,0,0,,,,,
5339267312,0,0,0,0,0,0,,,,,
5339267313,0,0,0,0,0,0,,,,,
5339267314,0,0,0,0,0,0,,,,,
5339267321,0,0,0,0,0,0,,,,,
5339267331,0,0,0,0,0,0,,,,,
5339267332,0,0,0,0,0,0,,,,,
5339267333,0,0,0,0,0,0,,,,,
5339312924,0,0,0,0,0,0,,,,,
5339312932,0,0,0,0,0,0,,,,,
5339312933,0,0,0,0,0,0,,,,,
5339312934,0,0,0,0,0,0,,,,,
5339312941,0,0,0,0,0,0,,,,,
5339312942,0,0,0,0,0,0,,,,,
5339312943,0,0,0,0,0,0,,,,,
5339312944,0,0,0,0,0,0,,,,,
5339315911,0,0,0,0,0,0,,,,,
5339315912,0.040202597,0.051747692,0.083471854,0.04024935,0.05179774,0.083564096,,,,,
5339315913,0,0,0,0,0,0,,,,,
5339315914,0,0,0,0,0,0,,,,,
5339315921,0.013916355,0.017411789,0.028988593,0.014477822,0.018038268,0.030082687,,,,,
5339315922,0.115307602,0.153107998,0.241435257,0.116137814,0.154180058,0.243102073,,,,,
5339315923,0,0,0,0,0,0,,,,,
5339315924,0,0,0,0,0,0,,,,,
5339315931,0,0,0,0,0,0,,,,,
5339315932,0,0,0,0,0,0,,,,,
5339315933,0,0,0,0,0,0,,,,,
5339315934,0.016626407,0.019519738,0.033663461,0.016732324,0.019641112,0.033855499,,,,,
5339315941,0,0,0,0,0,0,,,,,
5339315942,0,0,0,0,0,0,,,,,
5339315943,0,0,0,0,0,0,,,,,
5339315944,0,0,0,0,0,0,,,,,
5339317711,0,0,0,0,0,0,,,,,
5339317712,0,0,0,0,0,0,,,,,
5339317713,0,0,0,0,0,0,,,,,
5339317714,0.047108158,0.057806542,0.095041524,0.047624544,0.058354789,0.09598719,,,,,
5339317721,0,0,0,0,0,0,,,,,
5339317722,0,0,0,0,0,0,,,,,
5339317723,0,0,0,0,0,0,,,,,
5339317724,0,0,0,0,0,0,,,,,
5339317731,0,0,0,0,0,0,,,,,
5339317732,0,0,0,0,0,0,,,,,
