250mメッシュコード,焼失棟数（冬早朝、風速4m）,焼失棟数（冬昼、風速4m）,焼失棟数（冬夕、風速4m）,焼失棟数（冬早朝、風速8m）,焼失棟数（冬昼、風速8m）,焼失棟数（冬夕、風速8m）,,,,,
5139428012,0,0,0,0,0,0,,,,,
5139428021,0,0,0,0,0,0,,,,,
5139428022,0,0,0,0,0,0,,,,,
5139428023,0,0,0,0,0,0,,,,,
5139428024,0,0,0,0,0,0,,,,,
5139428042,0,0,0,0,0,0,,,,,
5139520211,0,0,0,0,0,0,,,,,
5139520212,0,0,0,0,0,0,,,,,
5139520214,0,0,0,0,0,0,,,,,
5139520221,0,0,0,0,0,0,,,,,
5139520222,0,0,0,0,0,0,,,,,
5139520223,0,0,0,0,0,0,,,,,
5139520224,0,0,0,0,0,0,,,,,
5139520232,0,0,0,0,0,0,,,,,
5139520241,0,0,0,0,0,0,,,,,
5139520242,0,0,0,0,0,0,,,,,
5139520243,0,0,0,0,0,0,,,,,
5139520244,0,0,0,0,0,0,,,,,
5139621124,0,0,0,0,0,0,,,,,
5139621141,0,0,0,0,0,0,,,,,
5139621142,0,0,0,0,0,0,,,,,
5139621143,0,0,0,0,0,0,,,,,
5139621144,0,0,0,0,0,0,,,,,
5139624211,0,0,0,0,0,0,,,,,
5139624212,0,0,0,0,0,0,,,,,
5239027811,0,0,0,0,0,0,,,,,
5239027812,0,0,0,0,0,0,,,,,
5239027813,0,0,0,0,0,0,,,,,
5239027814,0,0,0,0,0,0,,,,,
5239027821,0,0,0,0,0,0,,,,,
5239027822,0,0,0,0,0,0,,,,,
5239027823,0,0,0,0,0,0,,,,,
5239027824,0,0,0,0,0,0,,,,,
5239027831,0,0,0,0,0,0,,,,,
5239027832,0,0,0,0,0,0,,,,,
5239027834,0,0,0,0,0,0,,,,,
5239027841,0,0,0,0,0,0,,,,,
5239027842,0,0,0,0,0,0,,,,,
5239027843,0,0,0,0,0,0,,,,,
5239027844,0,0,0,0,0,0,,,,,
5239031414,0,0,0,0,0,0,,,,,
5239031423,0,0,0,0,0,0,,,,,
5239031424,0,0,0,0,0,0,,,,,
5239031431,0,0,0,0,0,0,,,,,
5239031432,0,0,0,0,0,0,,,,,
5239031433,0,0,0,0,0,0,,,,,
5239031434,0,0,0,0,0,0,,,,,
5239031441,0,0,0,0,0,0,,,,,
5239031442,0,0,0,0,0,0,,,,,
5239031443,0,0,0,0,0,0,,,,,
5239031444,0,0,0,0,0,0,,,,,
5239033013,0,0,0,0,0,0,,,,,
5239033014,0,0,0,0,0,0,,,,,
5239033021,0,0,0,0,0,0,,,,,
5239033022,0,0,0,0,0,0,,,,,
5239033023,0,0,0,0,0,0,,,,,
5239033024,0,0,0,0,0,0,,,,,
5239033031,0,0,0,0,0,0,,,,,
5239033032,0,0,0,0,0,0,,,,,
5239033033,0,0,0,0,0,0,,,,,
5239033034,0,0,0,0,0,0,,,,,
5239033041,0,0,0,0,0,0,,,,,
5239033042,0,0,0,0,0,0,,,,,
5239033043,0,0,0,0,0,0,,,,,
5239033044,0,0,0,0,0,0,,,,,
5239034111,0,0,0,0,0,0,,,,,
5239034112,0,0,0,0,0,0,,,,,
5239034113,0,0,0,0,0,0,,,,,
5239034114,0,0,0,0,0,0,,,,,
5239034121,0,0,0,0,0,0,,,,,
5239034122,0,0,0,0,0,0,,,,,
5239034123,0,0,0,0,0,0,,,,,
5239034124,0,0,0,0,0,0,,,,,
5239034131,0,0,0,0,0,0,,,,,
5239034132,0,0,0,0,0,0,,,,,
5239034133,0,0,0,0,0,0,,,,,
5239034134,0,0,0,0,0,0,,,,,
5239034141,0,0,0,0,0,0,,,,,
5239034142,0,0,0,0,0,0,,,,,
5239034143,0,0,0,0,0,0,,,,,
5239034144,0,0,0,0,0,0,,,,,
5239035311,0,0,0,0,0,0,,,,,
5239035312,0,0,0,0,0,0,,,,,
5239035313,0,0,0,0,0,0,,,,,
5239035314,0,0,0,0,0,0,,,,,
5239035321,0,0,0,0,0,0,,,,,
5239035322,0,0,0,0,0,0,,,,,
5239035323,0,0,0,0,0,0,,,,,
5239035324,0,0,0,0,0,0,,,,,
5239035331,0,0,0,0,0,0,,,,,
5239035332,0,0,0,0,0,0,,,,,
5239035333,0,0,0,0,0,0,,,,,
5239035334,0,0,0,0,0,0,,,,,
5239035341,0,0,0,0,0,0,,,,,
5239035342,0,0,0,0,0,0,,,,,
5239035343,0,0,0,0,0,0,,,,,
5239035344,0,0,0,0,0,0,,,,,
5239036511,0,0,0,0,0,0,,,,,
5239036512,0,0,0,0,0,0,,,,,
5239036513,0,0,0,0,0,0,,,,,
5239036514,0,0,0,0,0,0,,,,,
5239036521,0,0,0,0,0,0,,,,,
5239036522,0,0,0,0,0,0,,,,,
5239036523,0,0,0,0,0,0,,,,,
5239036524,0,0,0,0,0,0,,,,,
5239036531,0,0,0,0,0,0,,,,,
5239036532,0,0,0,0,0,0,,,,,
5239036533,0,0,0,0,0,0,,,,,
5239036534,0,0,0,0,0,0,,,,,
5239036541,0,0,0,0,0,0,,,,,
5239036542,0,0,0,0,0,0,,,,,
5239036543,0,0,0,0,0,0,,,,,
5239038111,0,0,0,0,0,0,,,,,
5239038112,0,0,0,0,0,0,,,,,
5239038113,0,0,0,0,0,0,,,,,
5239038114,0,0,0,0,0,0,,,,,
5239038121,0,0,0,0,0,0,,,,,
5239038122,0,0,0,0,0,0,,,,,
5239038123,0,0,0,0,0,0,,,,,
5239038124,0,0,0,0,0,0,,,,,
5239038131,0,0,0,0,0,0,,,,,
5239038132,0,0,0,0,0,0,,,,,
5239038133,0,0,0,0,0,0,,,,,
5239038134,0,0,0,0,0,0,,,,,
5239038141,0,0,0,0,0,0,,,,,
5239038142,0,0,0,0,0,0,,,,,
5239038143,0,0,0,0,0,0,,,,,
5239038144,0,0,0,0,0,0,,,,,
5239039311,0,0,0,0,0,0,,,,,
5239039312,0,0,0,0,0,0,,,,,
5239039313,0,0,0,0,0,0,,,,,
5239039314,0,0,0,0,0,0,,,,,
5239039321,0,0,0,0,0,0,,,,,
5239039322,0,0,0,0,0,0,,,,,
5239039323,0,0,0,0,0,0,,,,,
5239039324,0,0,0,0,0,0,,,,,
5239039331,0,0,0,0,0,0,,,,,
5239039332,0,0,0,0,0,0,,,,,
5239039333,0,0,0,0,0,0,,,,,
5239039334,0,0,0,0,0,0,,,,,
5239039341,0,0,0,0,0,0,,,,,
5239039342,0,0,0,0,0,0,,,,,
5239039343,0,0,0,0,0,0,,,,,
5239039344,0,0,0,0,0,0,,,,,
5239121911,0,0,0,0,0,0,,,,,
5239121912,0,0,0,0,0,0,,,,,
5239121913,0,0,0,0,0,0,,,,,
5239121914,0,0,0,0,0,0,,,,,
5239121921,0,0,0,0,0,0,,,,,
5239121922,0,0,0,0,0,0,,,,,
5239121923,0,0,0,0,0,0,,,,,
5239121924,0,0,0,0,0,0,,,,,
5239121931,0,0,0,0,0,0,,,,,
5239121932,0,0,0,0,0,0,,,,,
5239121933,0,0,0,0,0,0,,,,,
5239121934,0,0,0,0,0,0,,,,,
5239121941,0,0,0,0,0,0,,,,,
5239121942,0,0,0,0,0,0,,,,,
5239121943,0,0,0,0,0,0,,,,,
5239121944,0,0,0,0,0,0,,,,,
5239124911,0,0,0,0,0,0,,,,,
5239124912,0,0,0,0,0,0,,,,,
5239124913,0,0,0,0,0,0,,,,,
5239124914,0,0,0,0,0,0,,,,,
5239124921,0,0,0,0,0,0,,,,,
5239124922,0,0,0,0,0,0,,,,,
5239124923,0,0,0,0,0,0,,,,,
5239124924,0,0,0,0,0,0,,,,,
5239124931,0,0,0,0,0,0,,,,,
5239124932,0,0,0,0,0,0,,,,,
5239124933,0,0,0,0,0,0,,,,,
5239124934,0,0,0,0,0,0,,,,,
5239124941,0,0,0,0,0,0,,,,,
5239124942,0,0,0,0,0,0,,,,,
5239124943,0,0,0,0,0,0,,,,,
5239124944,0,0,0,0,0,0,,,,,
5239130511,0,0,0,0,0,0,,,,,
5239130512,0,0,0,0,0,0,,,,,
5239130513,0,0,0,0,0,0,,,,,
5239130514,0,0,0,0,0,0,,,,,
5239130531,0,0,0,0,0,0,,,,,
5239130532,0,0,0,0,0,0,,,,,
5239130533,0,0,0,0,0,0,,,,,
5239130534,0,0,0,0,0,0,,,,,
5239132111,0,0,0,0,0,0,,,,,
5239132112,0,0,0,0,0,0,,,,,
5239132113,0,0,0,0,0,0,,,,,
5239132114,0,0,0,0,0,0,,,,,
5239132121,0,0,0,0,0,0,,,,,
5239132122,0,0,0,0,0,0,,,,,
5239132123,0,0,0,0,0,0,,,,,
5239132124,0,0,0,0,0,0,,,,,
5239132131,0,0,0,0,0,0,,,,,
5239132132,0,0,0,0,0,0,,,,,
5239132133,0,0,0,0,0,0,,,,,
5239132134,0,0,0,0,0,0,,,,,
5239132141,0,0,0,0,0,0,,,,,
5239132142,0,0,0,0,0,0,,,,,
5239132143,0,0,0,0,0,0,,,,,
5239132144,0,0,0,0,0,0,,,,,
5239133411,0,0,0,0,0,0,,,,,
5239133412,0,0,0,0,0,0,,,,,
5239133413,0,0,0,0,0,0,,,,,
5338571844,0,0,0,0,0,0,,,,,
5338575724,0,0,0,0,0,0,,,,,
5338575742,0,0,0,0,0,0,,,,,
5338575743,0,0,0,0,0,0,,,,,
5338575744,0,0,0,0,0,0,,,,,
5338577911,0,0,0,0,0,0,,,,,
5338577912,0,0,0,0,0,0,,,,,
5338577913,0,0,0,0,0,0,,,,,
5338577914,0,0,0,0,0,0,,,,,
5338577921,0,0,0,0,0,0,,,,,
5338577922,0,0,0,0,0,0,,,,,
5338577923,0,0,0,0,0,0,,,,,
5338577924,0,0,0,0,0,0,,,,,
5338577931,0,0,0,0,0,0,,,,,
5338577932,0,0,0,0,0,0,,,,,
5338577933,0,0,0,0,0,0,,,,,
5338577934,0,0,0,0,0,0,,,,,
5338577941,0,0,0,0,0,0,,,,,
5338577942,0,0,0,0,0,0,,,,,
5338577943,0,0,0,0,0,0,,,,,
5338577944,0,0,0,0,0,0,,,,,
5338670542,0,0,0,0,0,0,,,,,
5338670544,0,0,0,0,0,0,,,,,
5338671811,0,0,0,0,0,0,,,,,
5338671812,0,0,0,0,0,0,,,,,
5338671813,0,0,0,0,0,0,,,,,
5338671814,0,0,0,0,0,0,,,,,
5338671821,0,0,0,0,0,0,,,,,
5338671822,0,0,0,0,0,0,,,,,
5338671823,0,0,0,0,0,0,,,,,
5338671824,0,0,0,0,0,0,,,,,
5338671831,0,0,0,0,0,0,,,,,
5338671832,0,0,0,0,0,0,,,,,
5338671833,0,0,0,0,0,0,,,,,
5338671834,0,0,0,0,0,0,,,,,
5338671841,0,0,0,0,0,0,,,,,
5338671842,0,0,0,0,0,0,,,,,
5338671843,0,0,0,0,0,0,,,,,
5338671844,0,0,0,0,0,0,,,,,
5338673611,0,0,0,0,0,0,,,,,
5338673612,0,0,0,0,0,0,,,,,
5338673613,0,0,0,0,0,0,,,,,
5338673614,0,0,0,0,0,0,,,,,
