X（m）,Y（m）,経度（度）,緯度（度）,津波高（最大）（m）
-50725,-162635,139.28074594,34.53270324,8.4428
-50715,-162635,139.28085488,34.53270374,7.8632
-50775,-162645,139.28020187,34.53261063,8.4882
-50765,-162645,139.28031081,34.53261112,7.6098
-50755,-162645,139.28041974,34.53261162,7.6629
-50745,-162645,139.28052867,34.53261211,8.2526
-50735,-162645,139.28063761,34.53261260,8.6708
-50725,-162645,139.28074654,34.53261309,8.6495
-50715,-162645,139.28085547,34.53261359,7.9797
-50535,-162645,139.28281627,34.53262244,9.8614
-50525,-162645,139.28292521,34.53262293,9.5744
-50775,-162655,139.28020247,34.53252048,8.4239
-50765,-162655,139.28031140,34.53252097,7.4458
-50755,-162655,139.28042034,34.53252147,7.3304
-50745,-162655,139.28052927,34.53252196,8.2701
-50735,-162655,139.28063820,34.53252245,8.7793
-50535,-162655,139.28281687,34.53253229,10.0892
-50525,-162655,139.28292580,34.53253278,9.7548
-50775,-162665,139.28020307,34.53243033,8.4378
-50765,-162665,139.28031200,34.53243082,7.4828
-50755,-162665,139.28042093,34.53243132,7.3904
-50745,-162665,139.28052987,34.53243181,8.2274
-50735,-162665,139.28063880,34.53243230,9.0482
-50535,-162665,139.28281746,34.53244214,10.5844
-50525,-162665,139.28292639,34.53244263,9.7638
-50775,-162675,139.28020366,34.53234018,8.2880
-50765,-162675,139.28031260,34.53234067,7.5976
-50755,-162675,139.28042153,34.53234117,7.4698
-50745,-162675,139.28053046,34.53234166,7.9926
-50735,-162675,139.28063939,34.53234215,8.8430
-50535,-162675,139.28281805,34.53235199,10.9536
-50525,-162675,139.28292699,34.53235248,10.0555
-50515,-162675,139.28303592,34.53235297,10.1962
-51225,-162685,139.27530229,34.53222773,6.7732
-51215,-162685,139.27541122,34.53222823,6.4280
-51195,-162685,139.27562908,34.53222922,6.1470
-50785,-162685,139.28009533,34.53224954,9.0050
-50775,-162685,139.28020426,34.53225003,7.8704
-50765,-162685,139.28031319,34.53225052,7.7422
-50755,-162685,139.28042212,34.53225102,7.5515
-50745,-162685,139.28053106,34.53225151,7.7751
-50735,-162685,139.28063999,34.53225200,8.6010
-50535,-162685,139.28281865,34.53226184,11.2442
-50525,-162685,139.28292758,34.53226233,10.6424
-50515,-162685,139.28303651,34.53226282,10.3394
-50505,-162685,139.28314545,34.53226331,10.4405
-50495,-162685,139.28325438,34.53226381,10.4539
-51275,-162695,139.27475822,34.53213509,6.5029
-51265,-162695,139.27486716,34.53213559,6.5918
-51255,-162695,139.27497609,34.53213609,6.7299
-51235,-162695,139.27519395,34.53213708,7.0066
-51225,-162695,139.27530289,34.53213758,6.8651
-51215,-162695,139.27541182,34.53213808,6.6640
-51205,-162695,139.27552075,34.53213857,6.6581
-51195,-162695,139.27562968,34.53213907,6.2286
-50785,-162695,139.28009592,34.53215939,8.7419
-50775,-162695,139.28020485,34.53215988,8.0074
-50765,-162695,139.28031379,34.53216037,7.8457
-50755,-162695,139.28042272,34.53216087,7.6019
-50745,-162695,139.28053165,34.53216136,7.7799
-50735,-162695,139.28064059,34.53216185,8.4420
-50535,-162695,139.28281924,34.53217169,11.5277
-50525,-162695,139.28292817,34.53217218,11.1397
-50515,-162695,139.28303711,34.53217267,10.6848
-50505,-162695,139.28314604,34.53217316,10.4105
-50495,-162695,139.28325497,34.53217365,10.3028
-50485,-162695,139.28336390,34.53217415,10.3196
-50475,-162695,139.28347284,34.53217464,10.2352
-51315,-162705,139.27432310,34.53204295,6.8972
-51305,-162705,139.27443203,34.53204344,6.6806
-51295,-162705,139.27454096,34.53204394,6.3630
-51285,-162705,139.27464989,34.53204444,6.4084
-51275,-162705,139.27475883,34.53204494,6.6401
-51265,-162705,139.27486776,34.53204544,6.7450
-51255,-162705,139.27497669,34.53204594,6.8089
-51245,-162705,139.27508562,34.53204643,6.9378
-51235,-162705,139.27519456,34.53204693,7.0314
-51225,-162705,139.27530349,34.53204743,6.9740
-51215,-162705,139.27541242,34.53204793,6.8639
-51205,-162705,139.27552135,34.53204842,6.7692
-51195,-162705,139.27563029,34.53204892,6.4532
-51155,-162705,139.27606602,34.53205091,6.7523
-51145,-162705,139.27617495,34.53205141,6.8581
-51135,-162705,139.27628388,34.53205190,7.0024
-51125,-162705,139.27639281,34.53205240,7.1625
-50845,-162705,139.27944292,34.53206627,9.4723
-50835,-162705,139.27955186,34.53206677,9.4578
-50825,-162705,139.27966079,34.53206726,9.4994
-50815,-162705,139.27976972,34.53206775,9.3955
-50805,-162705,139.27987865,34.53206825,9.1336
-50795,-162705,139.27998759,34.53206874,9.0002
-50785,-162705,139.28009652,34.53206924,8.3508
-50775,-162705,139.28020545,34.53206973,8.1486
-50765,-162705,139.28031438,34.53207022,7.9234
-50755,-162705,139.28042332,34.53207072,7.6533
-50745,-162705,139.28053225,34.53207121,7.8974
-50615,-162705,139.28194837,34.53207761,10.3352
-50605,-162705,139.28205730,34.53207810,10.3512
-50535,-162705,139.28281983,34.53208154,11.7411
-50525,-162705,139.28292877,34.53208203,11.4667
-50515,-162705,139.28303770,34.53208252,11.0863
-50505,-162705,139.28314663,34.53208301,10.6881
-50495,-162705,139.28325556,34.53208350,10.2295
-50485,-162705,139.28336450,34.53208400,10.1546
-50475,-162705,139.28347343,34.53208449,10.1530
-50465,-162705,139.28358236,34.53208498,10.0105
-50455,-162705,139.28369129,34.53208547,9.7400
-51355,-162715,139.27388797,34.53195080,6.1274
-51345,-162715,139.27399690,34.53195130,5.9059
-51335,-162715,139.27410583,34.53195180,6.0693
-51325,-162715,139.27421477,34.53195230,6.7596
-51315,-162715,139.27432370,34.53195280,7.0198
-51305,-162715,139.27443263,34.53195329,6.8146
-51295,-162715,139.27454156,34.53195379,5.8792
-51285,-162715,139.27465050,34.53195429,6.6389
-51275,-162715,139.27475943,34.53195479,6.7959
-51265,-162715,139.27486836,34.53195529,6.8190
-51255,-162715,139.27497729,34.53195579,6.9316
-51245,-162715,139.27508622,34.53195628,7.0365
-51235,-162715,139.27519516,34.53195678,7.0788
-51225,-162715,139.27530409,34.53195728,7.0610
-51215,-162715,139.27541302,34.53195778,7.0030
-51205,-162715,139.27552195,34.53195827,6.6340
-51195,-162715,139.27563089,34.53195877,6.5615
-51185,-162715,139.27573982,34.53195927,6.5608
-51175,-162715,139.27584875,34.53195977,6.6920
-51165,-162715,139.27595768,34.53196026,6.7321
-51155,-162715,139.27606662,34.53196076,6.7977
-51145,-162715,139.27617555,34.53196126,6.9175
-51135,-162715,139.27628448,34.53196175,7.0545
-51125,-162715,139.27639341,34.53196225,7.2411
-51115,-162715,139.27650235,34.53196275,7.4060
-51105,-162715,139.27661128,34.53196324,7.5516
-51085,-162715,139.27682914,34.53196424,7.7705
-51075,-162715,139.27693807,34.53196473,7.8293
-50965,-162715,139.27813633,34.53197019,8.5127
-50955,-162715,139.27824526,34.53197068,8.5729
-50945,-162715,139.27835420,34.53197118,8.6615
-50935,-162715,139.27846313,34.53197167,8.7641
-50925,-162715,139.27857206,34.53197217,8.8718
-50915,-162715,139.27868099,34.53197266,8.9882
-50905,-162715,139.27878993,34.53197316,9.1302
-50895,-162715,139.27889886,34.53197365,9.2311
-50885,-162715,139.27900779,34.53197415,9.2703
-50875,-162715,139.27911672,34.53197464,9.3095
