X（m）,Y（m）,経度（度）,緯度（度）,浸水深（最大）（m）
-63555,-194475,139.14334589,34.24495381,7.8513
-63545,-194475,139.14345445,34.24495442,7.1441
-63535,-194475,139.14356300,34.24495503,9.5460
-63545,-194485,139.14345518,34.24486427,9.2604
-63575,-194545,139.14313392,34.24432152,9.0317
-63565,-194545,139.14324248,34.24432213,8.6777
-63555,-194545,139.14335104,34.24432274,8.3483
-63565,-194555,139.14324322,34.24423198,8.2287
-63555,-194555,139.14335177,34.24423259,8.4957
-63545,-194555,139.14346033,34.24423320,9.8582
-63975,-194565,139.13879310,34.24411670,10.9669
-63965,-194565,139.13890166,34.24411731,11.5736
-63985,-194575,139.13868528,34.24402593,8.9920
-63975,-194575,139.13879384,34.24402654,9.0489
-63965,-194575,139.13890240,34.24402716,9.7528
-63985,-194585,139.13868602,34.24393578,8.7393
-63975,-194585,139.13879458,34.24393639,8.3387
-63965,-194585,139.13890314,34.24393701,7.7137
-63955,-194585,139.13901169,34.24393762,11.6020
-63975,-194595,139.13879532,34.24384624,8.9825
-63965,-194595,139.13890388,34.24384686,10.9595
-63665,-194595,139.14216059,34.24386526,10.9037
-63655,-194595,139.14226915,34.24386587,10.4321
-63975,-194605,139.13879606,34.24375609,10.7666
-63965,-194605,139.13890462,34.24375670,11.4511
-63655,-194605,139.14226988,34.24377572,10.6562
-63975,-194615,139.13879680,34.24366594,10.6881
-63965,-194615,139.13890536,34.24366655,10.8033
-63925,-194615,139.13933959,34.24366901,12.4945
-63675,-194615,139.14205351,34.24368434,10.7976
-63935,-194625,139.13923177,34.24357824,12.2896
-63925,-194625,139.13934033,34.24357886,10.8812
-63705,-194625,139.14172857,34.24359235,11.1892
-63675,-194625,139.14205424,34.24359419,10.4502
-63615,-194625,139.14270558,34.24359786,9.6940
-63935,-194635,139.13923251,34.24348809,11.4198
-63925,-194635,139.13934107,34.24348871,11.1926
-63915,-194635,139.13944962,34.24348932,8.3780
-63895,-194635,139.13966674,34.24349055,12.2550
-63735,-194635,139.14140364,34.24350036,12.0513
-63725,-194635,139.14151220,34.24350098,10.8795
-63715,-194635,139.14162075,34.24350159,9.5752
-63705,-194635,139.14172931,34.24350220,9.9171
-63695,-194635,139.14183787,34.24350281,10.0557
-63685,-194635,139.14194642,34.24350343,9.8633
-63675,-194635,139.14205498,34.24350404,9.0189
-63665,-194635,139.14216354,34.24350465,9.7910
-63655,-194635,139.14227209,34.24350526,10.1530
-63645,-194635,139.14238065,34.24350587,10.6030
-63635,-194635,139.14248921,34.24350649,10.4922
-63625,-194635,139.14259776,34.24350710,10.3604
-63615,-194635,139.14270632,34.24350771,9.9309
-63605,-194635,139.14281488,34.24350832,9.7480
-63595,-194635,139.14292343,34.24350893,10.2947
-63585,-194635,139.14303199,34.24350954,10.4535
-63575,-194635,139.14314055,34.24351015,10.4031
-63565,-194635,139.14324910,34.24351077,10.4703
-63555,-194635,139.14335766,34.24351138,10.6933
-63545,-194635,139.14346622,34.24351199,11.4606
-63945,-194645,139.13912469,34.24339733,11.8534
-63935,-194645,139.13923325,34.24339794,12.2176
-63915,-194645,139.13945036,34.24339917,10.5899
-63895,-194645,139.13966747,34.24340040,11.0045
-63805,-194645,139.14064448,34.24340592,11.9443
-63795,-194645,139.14075304,34.24340653,11.0138
-63785,-194645,139.14086160,34.24340715,12.4042
-63775,-194645,139.14097015,34.24340776,12.3049
-63765,-194645,139.14107871,34.24340837,12.3151
-63755,-194645,139.14118726,34.24340899,12.0217
-63745,-194645,139.14129582,34.24340960,11.1135
-63735,-194645,139.14140438,34.24341021,8.2691
-63705,-194645,139.14173005,34.24341205,2.3462
-63695,-194645,139.14183860,34.24341266,6.4248
-63685,-194645,139.14194716,34.24341327,7.0443
-63675,-194645,139.14205572,34.24341389,5.5413
-63665,-194645,139.14216427,34.24341450,7.6387
-63655,-194645,139.14227283,34.24341511,8.7211
-63645,-194645,139.14238139,34.24341572,9.4755
-63635,-194645,139.14248994,34.24341633,9.7237
-63625,-194645,139.14259850,34.24341695,9.4336
-63615,-194645,139.14270706,34.24341756,8.8232
-63605,-194645,139.14281561,34.24341817,8.5668
-63595,-194645,139.14292417,34.24341878,9.0138
-63585,-194645,139.14303273,34.24341939,9.3550
-63575,-194645,139.14314128,34.24342000,9.8033
-63565,-194645,139.14324984,34.24342061,10.1624
-63555,-194645,139.14335839,34.24342122,10.2653
-63545,-194645,139.14346695,34.24342184,10.7363
-63535,-194645,139.14357551,34.24342245,11.6726
-63895,-194655,139.13966821,34.24331025,12.7849
-63865,-194655,139.13999388,34.24331209,12.5946
-63855,-194655,139.14010244,34.24331270,12.3502
-63845,-194655,139.14021100,34.24331332,12.1498
-63835,-194655,139.14031955,34.24331393,12.2355
-63825,-194655,139.14042811,34.24331454,12.2508
-63815,-194655,139.14053666,34.24331516,11.9326
-63805,-194655,139.14064522,34.24331577,10.9823
-63795,-194655,139.14075378,34.24331638,10.2785
-63785,-194655,139.14086233,34.24331700,10.7757
-63775,-194655,139.14097089,34.24331761,11.0202
-63765,-194655,139.14107945,34.24331822,9.9142
-63755,-194655,139.14118800,34.24331884,9.6496
-63665,-194655,139.14216501,34.24332435,1.2481
-63655,-194655,139.14227357,34.24332496,1.9335
-63635,-194655,139.14249068,34.24332618,0.5453
-63625,-194655,139.14259924,34.24332679,6.1021
-63615,-194655,139.14270779,34.24332741,6.4222
-63605,-194655,139.14281635,34.24332802,6.0040
-63595,-194655,139.14292490,34.24332863,6.3412
-63585,-194655,139.14303346,34.24332924,7.8531
-63575,-194655,139.14314202,34.24332985,8.8063
-63565,-194655,139.14325057,34.24333046,9.4162
-63555,-194655,139.14335913,34.24333107,9.6600
-63545,-194655,139.14346769,34.24333168,10.3567
-63535,-194655,139.14357624,34.24333229,11.0040
-63525,-194655,139.14368480,34.24333291,11.5573
-63915,-194665,139.13945184,34.24321887,12.9117
-63885,-194665,139.13977751,34.24322071,12.5302
-63875,-194665,139.13988607,34.24322132,12.4783
-63865,-194665,139.13999462,34.24322194,11.9004
-63855,-194665,139.14010318,34.24322255,11.2162
-63845,-194665,139.14021174,34.24322316,10.8390
-63835,-194665,139.14032029,34.24322378,10.6363
-63825,-194665,139.14042885,34.24322439,10.3463
-63815,-194665,139.14053740,34.24322500,9.8657
-63805,-194665,139.14064596,34.24322562,9.3319
-63795,-194665,139.14075452,34.24322623,8.9975
-63785,-194665,139.14086307,34.24322684,8.7390
-63775,-194665,139.14097163,34.24322746,7.2567
-63765,-194665,139.14108018,34.24322807,3.9236
-63755,-194665,139.14118874,34.24322868,0.7830
-63615,-194665,139.14270853,34.24323725,1.9819
-63605,-194665,139.14281708,34.24323787,2.4097
-63595,-194665,139.14292564,34.24323848,2.9763
-63585,-194665,139.14303420,34.24323909,4.8391
-63575,-194665,139.14314275,34.24323970,6.8202
-63565,-194665,139.14325131,34.24324031,8.2712
-63555,-194665,139.14335987,34.24324092,8.9682
