X（m）,Y（m）,経度（度）,緯度（度）,浸水深（最大）（m）
-50725,-162635,139.28074594,34.53270324,2.7377
-50715,-162635,139.28085488,34.53270374,1.7473
-50775,-162645,139.28020187,34.53261063,5.5628
-50765,-162645,139.28031081,34.53261112,5.0203
-50755,-162645,139.28041974,34.53261162,5.2015
-50745,-162645,139.28052867,34.53261211,5.6686
-50735,-162645,139.28063761,34.53261260,6.1601
-50725,-162645,139.28074654,34.53261309,4.9680
-50715,-162645,139.28085547,34.53261359,3.2357
-50535,-162645,139.28281627,34.53262244,8.6285
-50525,-162645,139.28292521,34.53262293,13.6576
-50775,-162655,139.28020247,34.53252048,5.7398
-50765,-162655,139.28031140,34.53252097,4.9828
-50755,-162655,139.28042034,34.53252147,5.2198
-50745,-162655,139.28052927,34.53252196,6.7018
-50735,-162655,139.28063820,34.53252245,13.1005
-50535,-162655,139.28281687,34.53253229,9.2793
-50525,-162655,139.28292580,34.53253278,14.6116
-50775,-162665,139.28020307,34.53243033,5.8149
-50765,-162665,139.28031200,34.53243082,4.9865
-50755,-162665,139.28042093,34.53243132,5.1257
-50745,-162665,139.28052987,34.53243181,6.5039
-50735,-162665,139.28063880,34.53243230,12.5352
-50535,-162665,139.28281746,34.53244214,9.0540
-50525,-162665,139.28292639,34.53244263,8.2625
-50775,-162675,139.28020366,34.53234018,5.4215
-50765,-162675,139.28031260,34.53234067,5.1590
-50755,-162675,139.28042153,34.53234117,5.2543
-50745,-162675,139.28053046,34.53234166,6.2686
-50735,-162675,139.28063939,34.53234215,12.5847
-50535,-162675,139.28281805,34.53235199,9.0620
-50525,-162675,139.28292699,34.53235248,6.5251
-50515,-162675,139.28303592,34.53235297,9.5696
-51225,-162685,139.27530229,34.53222773,6.0385
-51215,-162685,139.27541122,34.53222823,5.4229
-51195,-162685,139.27562908,34.53222922,2.9302
-50785,-162685,139.28009533,34.53224954,4.9347
-50775,-162685,139.28020426,34.53225003,4.7383
-50765,-162685,139.28031319,34.53225052,5.3880
-50755,-162685,139.28042212,34.53225102,5.3229
-50745,-162685,139.28053106,34.53225151,5.5946
-50735,-162685,139.28063999,34.53225200,11.4782
-50535,-162685,139.28281865,34.53226184,9.4541
-50525,-162685,139.28292758,34.53226233,6.5874
-50515,-162685,139.28303651,34.53226282,7.5633
-50505,-162685,139.28314545,34.53226331,8.6725
-50495,-162685,139.28325438,34.53226381,9.9064
-51275,-162695,139.27475822,34.53213509,6.3406
-51265,-162695,139.27486716,34.53213559,6.3069
-51255,-162695,139.27497609,34.53213609,6.6165
-51235,-162695,139.27519395,34.53213708,6.5544
-51225,-162695,139.27530289,34.53213758,5.3309
-51215,-162695,139.27541182,34.53213808,4.9050
-51205,-162695,139.27552075,34.53213857,4.5724
-51195,-162695,139.27562968,34.53213907,2.4303
-50785,-162695,139.28009592,34.53215939,4.9931
-50775,-162695,139.28020485,34.53215988,4.5697
-50765,-162695,139.28031379,34.53216037,5.4894
-50755,-162695,139.28042272,34.53216087,5.3447
-50745,-162695,139.28053165,34.53216136,5.6410
-50735,-162695,139.28064059,34.53216185,11.3679
-50535,-162695,139.28281924,34.53217169,9.7090
-50525,-162695,139.28292817,34.53217218,7.3183
-50515,-162695,139.28303711,34.53217267,6.4320
-50505,-162695,139.28314604,34.53217316,6.3256
-50495,-162695,139.28325497,34.53217365,7.3548
-50485,-162695,139.28336390,34.53217415,9.4265
-50475,-162695,139.28347284,34.53217464,9.9963
-51315,-162705,139.27432310,34.53204295,5.0570
-51305,-162705,139.27443203,34.53204344,4.9105
-51295,-162705,139.27454096,34.53204394,5.6077
-51285,-162705,139.27464989,34.53204444,5.7941
-51275,-162705,139.27475883,34.53204494,6.0475
-51265,-162705,139.27486776,34.53204544,6.0407
-51255,-162705,139.27497669,34.53204594,5.8799
-51245,-162705,139.27508562,34.53204643,5.9659
-51235,-162705,139.27519456,34.53204693,5.4577
-51225,-162705,139.27530349,34.53204743,4.6122
-51215,-162705,139.27541242,34.53204793,4.2165
-51205,-162705,139.27552135,34.53204842,3.4638
-51195,-162705,139.27563029,34.53204892,1.9552
-51155,-162705,139.27606602,34.53205091,6.3132
-51145,-162705,139.27617495,34.53205141,6.6567
-51135,-162705,139.27628388,34.53205190,6.6626
-51125,-162705,139.27639281,34.53205240,7.0505
-50845,-162705,139.27944292,34.53206627,9.1444
-50835,-162705,139.27955186,34.53206677,8.5790
-50825,-162705,139.27966079,34.53206726,7.7893
-50815,-162705,139.27976972,34.53206775,4.6048
-50805,-162705,139.27987865,34.53206825,4.5444
-50795,-162705,139.27998759,34.53206874,4.6611
-50785,-162705,139.28009652,34.53206924,4.3142
-50775,-162705,139.28020545,34.53206973,4.5397
-50765,-162705,139.28031438,34.53207022,5.5738
-50755,-162705,139.28042332,34.53207072,5.3840
-50745,-162705,139.28053225,34.53207121,5.6842
-50615,-162705,139.28194837,34.53207761,10.0188
-50605,-162705,139.28205730,34.53207810,9.8287
-50535,-162705,139.28281983,34.53208154,10.2820
-50525,-162705,139.28292877,34.53208203,7.7292
-50515,-162705,139.28303770,34.53208252,6.3374
-50505,-162705,139.28314663,34.53208301,5.6095
-50495,-162705,139.28325556,34.53208350,5.2230
-50485,-162705,139.28336450,34.53208400,6.6418
-50475,-162705,139.28347343,34.53208449,8.3452
-50465,-162705,139.28358236,34.53208498,8.9923
-50455,-162705,139.28369129,34.53208547,9.1311
-51355,-162715,139.27388797,34.53195080,4.9559
-51345,-162715,139.27399690,34.53195130,4.4380
-51335,-162715,139.27410583,34.53195180,3.8667
-51325,-162715,139.27421477,34.53195230,3.2573
-51315,-162715,139.27432370,34.53195280,2.0954
-51305,-162715,139.27443263,34.53195329,1.4725
-51295,-162715,139.27454156,34.53195379,1.0247
-51285,-162715,139.27465050,34.53195429,3.6656
-51275,-162715,139.27475943,34.53195479,4.8995
-51265,-162715,139.27486836,34.53195529,4.8572
-51255,-162715,139.27497729,34.53195579,5.4181
-51245,-162715,139.27508622,34.53195628,5.5430
-51235,-162715,139.27519516,34.53195678,5.1568
-51225,-162715,139.27530409,34.53195728,4.7465
-51215,-162715,139.27541302,34.53195778,4.1205
-51205,-162715,139.27552195,34.53195827,0.9824
-51195,-162715,139.27563089,34.53195877,3.8633
-51185,-162715,139.27573982,34.53195927,5.7070
-51175,-162715,139.27584875,34.53195977,5.6884
-51165,-162715,139.27595768,34.53196026,5.6926
-51155,-162715,139.27606662,34.53196076,5.5218
-51145,-162715,139.27617555,34.53196126,5.4163
-51135,-162715,139.27628448,34.53196175,5.4139
-51125,-162715,139.27639341,34.53196225,5.8889
-51115,-162715,139.27650235,34.53196275,6.6041
-51105,-162715,139.27661128,34.53196324,7.4047
-51085,-162715,139.27682914,34.53196424,7.5609
-51075,-162715,139.27693807,34.53196473,7.5508
-50965,-162715,139.27813633,34.53197019,8.1355
-50955,-162715,139.27824526,34.53197068,7.6657
-50945,-162715,139.27835420,34.53197118,7.4547
-50935,-162715,139.27846313,34.53197167,7.4426
-50925,-162715,139.27857206,34.53197217,7.2808
-50915,-162715,139.27868099,34.53197266,7.3504
-50905,-162715,139.27878993,34.53197316,7.6763
-50895,-162715,139.27889886,34.53197365,7.6738
-50885,-162715,139.27900779,34.53197415,7.6629
-50875,-162715,139.27911672,34.53197464,7.7622
-50865,-162715,139.27922566,34.53197513,8.2624
-50855,-162715,139.27933459,34.53197563,7.6844
-50845,-162715,139.27944352,34.53197612,5.6002
-50835,-162715,139.27955245,34.53197662,4.8854
-50825,-162715,139.27966138,34.53197711,4.5877
-50815,-162715,139.27977032,34.53197760,4.6577
-50805,-162715,139.27987925,34.53197810,4.4720
-50795,-162715,139.27998818,34.53197859,4.3482
-50785,-162715,139.28009711,34.53197909,3.9405
-50775,-162715,139.28020605,34.53197958,4.3518
-50765,-162715,139.28031498,34.53198007,5.5966
-50755,-162715,139.28042391,34.53198057,5.4032
-50745,-162715,139.28053284,34.53198106,6.3494
-50615,-162715,139.28194897,34.53198746,8.5045
-50605,-162715,139.28205790,34.53198795,8.4169
-50585,-162715,139.28227576,34.53198893,14.6846
-50575,-162715,139.28238470,34.53198943,14.9055
-50565,-162715,139.28249363,34.53198992,15.1964
-50555,-162715,139.28260256,34.53199041,15.6981
-50545,-162715,139.28271149,34.53199090,15.8886
-50535,-162715,139.28282043,34.53199139,10.6987
-50525,-162715,139.28292936,34.53199188,8.3830
-50515,-162715,139.28303829,34.53199237,6.6302
-50505,-162715,139.28314722,34.53199286,6.1887
-50495,-162715,139.28325616,34.53199335,5.5445
-50485,-162715,139.28336509,34.53199385,4.9414
-50475,-162715,139.28347402,34.53199434,5.6113
