市町村名,配当割交付金額（千円）
区市町村計,25815462
区計,19147659
市町村計,6667803
市計,6569224
町村計,98579
八王子市,798457
立川市,273101
武蔵野市,352522
三鷹市,366888
青梅市,176873
府中市,424910
昭島市,154150
調布市,416307
町田市,673533
小金井市,228376
小平市,290890
日野市,277424
東村山市,210519
国分寺市,234879
国立市,150795
福生市,76330
狛江市,134636
東大和市,113699
清瀬市,96302
東久留米市,164685
武蔵村山市,77902
多摩市,235155
稲城市,142738
羽村市,78098
あきる野市,99177
西東京市,320878
瑞穂町,39819
日の出町,19188
檜原村,1898
奥多摩町,5581
大島町,8502
利島村,477
新島村,2957
神津島村,1928
三宅村,3417
御蔵島村,452
八丈町,8221
青ヶ島村,363
小笠原村,5776
