区市町村コード,区市町村,冬夕、風速8m/s、死者（計）,冬夕、風速8m/s、死者（揺れ）,冬夕、風速8m/s、死者（屋内収容物）,冬夕、風速8m/s、死者（急傾斜地崩壊）,冬夕、風速8m/s、死者（火災）,冬夕、風速8m/s、死者（ブロック塀等）,冬夕、風速8m/s、死者（屋外落下物）,冬昼、風速8m/s、死者（計）,冬昼、風速8m/s、死者（揺れ）,冬昼、風速8m/s、死者（屋内収容物）,冬昼、風速8m/s、死者（急傾斜地崩壊）,冬昼、風速8m/s、死者（火災）,冬昼、風速8m/s、死者（ブロック塀等）,冬昼、風速8m/s、死者（屋外落下物）,冬早朝、風速8m/s、死者（計）,冬早朝、風速8m/s、死者（揺れ）,冬早朝、風速8m/s、死者（屋内収容物）,冬早朝、風速8m/s、死者（急傾斜地崩壊）,冬早朝、風速8m/s、死者（火災）,冬早朝、風速8m/s、死者（ブロック塀等）,冬早朝、風速8m/s、死者（屋外落下物）,冬夕、風速4m/s、死者（計）,冬夕、風速4m/s、死者（揺れ）,冬夕、風速4m/s、死者（屋内収容物）,冬夕、風速4m/s、死者（急傾斜地崩壊）,冬夕、風速4m/s、死者（火災）,冬夕、風速4m/s、死者（ブロック塀等）,冬夕、風速4m/s、死者（屋外落下物）,冬昼、風速4m/s、死者（計）,冬昼、風速4m/s、死者（揺れ）,冬昼、風速4m/s、死者（屋内収容物）,冬昼、風速4m/s、死者（急傾斜地崩壊）,冬昼、風速4m/s、死者（火災）,冬昼、風速4m/s、死者（ブロック塀等）,冬昼、風速4m/s、死者（屋外落下物）,冬早朝、風速4m/s、死者（計）,冬早朝、風速4m/s、死者（揺れ）,冬早朝、風速4m/s、死者（屋内収容物）,冬早朝、風速4m/s、死者（急傾斜地崩壊）,冬早朝、風速4m/s、死者（火災）,冬早朝、風速4m/s、死者（ブロック塀等）,冬早朝、風速4m/s、死者（屋外落下物）
13111,大田区,699,402,80,0,71,146,0,523,374,83,0,33,33,0,669,538,104,0,20,7,0,688,402,80,0,60,146,0,517,374,83,0,27,33,0,664,538,104,0,15,7,0
13112,世田谷区,362,135,50,0,63,114,0,242,118,52,0,27,44,0,289,200,69,0,16,3,0,356,135,50,0,57,114,0,239,118,52,0,24,44,0,286,200,69,0,14,3,0
13113,渋谷区,84,13,36,0,2,33,0,64,13,40,0,2,9,0,29,10,18,0,0,1,0,84,13,36,0,2,33,0,64,13,40,0,2,9,0,29,10,18,0,0,1,0
13114,中野区,164,14,0,0,4,145,0,48,14,0,0,2,31,0,24,19,0,0,1,3,0,163,14,0,0,4,145,0,48,14,0,0,2,31,0,24,19,0,0,1,3,0
13115,杉並区,166,16,28,0,79,42,0,89,11,29,0,35,14,0,96,27,43,0,24,2,0,164,16,28,0,78,42,0,88,11,29,0,35,14,0,95,27,43,0,24,2,0
13116,豊島区,47,11,0,0,3,33,0,25,13,0,0,2,11,0,12,11,0,0,1,0,0,47,11,0,0,3,33,0,25,13,0,0,2,11,0,12,11,0,0,1,0,0
13117,北区,68,7,20,0,2,39,0,38,5,21,0,1,11,0,39,12,26,0,1,1,0,68,7,20,0,2,39,0,38,5,21,0,1,11,0,39,12,26,0,1,1,0
13118,荒川区,98,65,12,0,2,19,0,70,52,12,0,1,5,0,114,97,16,0,1,0,0,98,65,12,0,2,19,0,70,52,12,0,1,5,0,114,97,16,0,1,0,0
13119,板橋区,35,21,0,0,3,11,0,27,21,0,0,2,4,0,28,26,0,0,1,1,0,35,21,0,0,3,11,0,27,21,0,0,2,4,0,28,26,0,0,1,1,0
13120,練馬区,81,17,0,0,43,21,0,41,16,0,0,18,6,0,34,24,0,0,10,1,0,79,17,0,0,41,21,0,40,16,0,0,17,6,0,34,24,0,0,9,1,0
13121,足立区,201,107,38,0,23,33,0,146,89,37,0,8,12,0,202,145,50,0,5,1,0,200,107,38,0,22,33,0,146,89,37,0,7,12,0,202,145,50,0,5,1,0
13122,葛飾区,116,58,24,0,9,25,0,85,49,24,0,4,8,0,114,77,33,0,3,1,0,114,58,24,0,7,25,0,85,49,24,0,4,8,0,114,77,33,0,3,1,0
13123,江戸川区,283,174,37,0,28,44,0,212,155,36,0,10,11,0,291,230,51,0,7,3,0,277,174,37,0,21,44,0,208,155,36,0,7,11,0,290,230,51,0,6,3,0
13201,八王子市,96,22,35,2,19,19,0,71,17,38,2,8,6,0,78,27,42,2,6,1,0,94,22,35,2,16,19,0,70,17,38,2,7,6,0,78,27,42,2,5,1,0
13202,立川市,9,0,3,0,3,2,0,8,1,4,0,2,1,0,5,3,0,0,2,0,0,9,0,3,0,2,2,0,8,1,4,0,2,1,0,5,3,0,0,2,0,0
13203,武蔵野市,27,10,0,0,3,14,0,18,11,0,0,2,5,0,12,10,0,0,1,0,0,27,10,0,0,3,14,0,18,11,0,0,2,5,0,12,10,0,0,1,0,0
13204,三鷹市,28,1,10,0,3,14,0,16,0,11,0,2,3,0,17,1,14,0,2,0,0,28,1,10,0,3,14,0,16,0,11,0,2,3,0,17,1,14,0,1,0,0
13205,青梅市,2,1,0,0,1,0,0,2,1,0,0,1,0,0,2,1,0,0,1,0,0,2,1,0,0,1,0,0,2,1,0,0,1,0,0,2,1,0,0,1,0,0
13206,府中市,28,0,16,0,4,9,0,21,16,0,0,3,2,0,21,18,0,0,2,0,0,28,0,16,0,3,9,0,21,16,0,0,3,2,0,21,18,0,0,2,0,0
13207,昭島市,4,0,2,0,2,1,0,4,0,2,0,2,0,0,3,2,0,0,1,0,0,4,0,2,0,2,1,0,4,0,2,0,2,0,0,3,2,0,0,1,0,0
13208,調布市,33,0,13,0,3,17,0,21,13,0,0,2,6,0,20,0,18,0,1,1,0,33,0,13,0,2,17,0,20,13,0,0,1,6,0,20,0,18,0,1,1,0
13209,町田市,177,96,23,1,20,38,0,139,92,23,0,6,17,0,161,122,31,1,6,2,0,175,96,23,1,18,38,0,138,92,23,0,6,17,0,161,122,31,1,6,2,0
13210,小金井市,16,7,0,0,3,6,0,10,0,7,0,2,1,0,10,8,0,0,2,0,0,16,7,0,0,3,6,0,10,0,7,0,2,1,0,10,8,0,0,2,0,0
13211,小平市,23,9,0,0,3,11,0,13,9,0,0,2,3,0,13,10,0,0,2,1,0,23,9,0,0,3,11,0,13,9,0,0,2,3,0,13,10,0,0,2,1,0
13212,日野市,32,4,11,0,2,15,0,21,4,11,0,2,4,0,21,4,14,0,2,0,0,32,4,11,0,2,15,0,21,4,11,0,2,4,0,20,4,14,0,2,0,0
13213,東村山市,4,1,0,0,1,2,0,3,2,0,0,1,1,0,2,2,0,0,1,0,0,4,1,0,0,1,2,0,3,2,0,0,1,1,0,2,2,0,0,1,0,0
13214,国分寺市,62,0,7,0,3,52,0,22,7,0,0,2,13,0,14,0,9,0,2,2,0,62,0,7,0,3,52,0,22,7,0,0,2,13,0,14,0,9,0,2,2,0
13215,国立市,6,2,0,0,1,2,0,4,2,0,0,1,1,0,4,3,0,0,1,0,0,5,2,0,0,1,2,0,4,2,0,0,1,1,0,3,3,0,0,1,0,0
13218,福生市,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
13219,狛江市,16,2,4,0,2,8,0,9,1,4,0,1,3,0,10,2,6,0,1,0,0,16,2,4,0,2,8,0,9,1,4,0,1,3,0,10,2,6,0,1,0,0
13220,東大和市,3,1,0,0,1,1,0,2,0,1,0,1,0,0,2,1,0,0,1,0,0,3,1,0,0,1,1,0,2,0,1,0,1,0,0,2,1,0,0,1,0,0
13221,清瀬市,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0
13222,東久留米市,3,1,0,0,1,1,0,2,1,0,0,0,1,0,2,1,0,0,1,0,0,3,1,0,0,1,1,0,2,1,0,0,0,1,0,2,1,0,0,1,0,0
13223,武蔵村山市,2,1,0,0,1,0,0,2,1,0,0,1,0,0,2,1,0,0,1,0,0,2,1,0,0,1,0,0,2,1,0,0,1,0,0,2,1,0,0,1,0,0
13224,多摩市,14,3,9,0,1,1,0,13,2,10,0,0,1,0,14,3,11,0,0,0,0,14,3,9,0,1,1,0,13,2,10,0,0,1,0,14,3,11,0,0,0,0
13225,稲城市,8,2,5,0,0,1,0,7,1,5,0,0,0,0,10,3,7,0,0,0,0,8,2,5,0,0,1,0,7,1,5,0,0,0,0,10,3,7,0,0,0,0
13227,羽村市,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
13228,あきる野市,4,0,0,1,3,0,0,3,0,0,1,2,0,0,4,0,0,2,2,0,0,4,0,0,1,3,0,0,3,0,0,1,2,0,0,4,0,0,2,2,0,0
13229,西東京市,18,6,0,0,3,9,0,10,5,0,0,2,4,0,9,7,0,0,2,0,0,18,6,0,0,3,9,0,10,5,0,0,1,4,0,9,7,0,0,2,0,0
13303,瑞穂町,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13305,日の出町,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13307,檜原村,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
13308,奥多摩町,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,区部合計,3859,1738,601,1,383,1120,16,2788,1647,664,1,171,301,3,2814,2112,569,1,100,33,0,3821,1738,601,1,346,1120,16,2771,1647,664,1,155,301,3,2804,2112,569,1,89,33,0
,多摩合計,622,170,139,6,86,223,0,426,187,116,4,47,72,0,441,231,153,8,41,8,0,616,170,139,6,79,223,0,423,187,116,4,44,72,0,439,231,153,8,39,8,0
,都合計,4481,1907,739,6,469,1342,16,3214,1834,780,5,218,373,3,3255,2343,722,9,140,41,0,4437,1907,739,6,425,1342,16,3194,1834,780,5,199,373,3,3242,2343,722,9,128,41,0
