X（m）,Y（m）,経度（度）,緯度（度）,浸水深（最大）（m）
-50765,-162645,139.28031081,34.53261112,0.1377
-50755,-162645,139.28041974,34.53261162,0.2261
-50745,-162645,139.28052867,34.53261211,0.3416
-50735,-162645,139.28063761,34.53261260,0.6231
-50535,-162645,139.28281627,34.53262244,1.5930
-50525,-162645,139.28292521,34.53262293,6.9241
-50775,-162655,139.28020247,34.53252048,0.0277
-50765,-162655,139.28031140,34.53252097,0.5466
-50755,-162655,139.28042034,34.53252147,0.8487
-50745,-162655,139.28052927,34.53252196,1.6586
-50735,-162655,139.28063820,34.53252245,7.4863
-50535,-162655,139.28281687,34.53253229,2.0324
-50525,-162655,139.28292580,34.53253278,7.6979
-50775,-162665,139.28020307,34.53243033,0.0740
-50765,-162665,139.28031200,34.53243082,0.5891
-50755,-162665,139.28042093,34.53243132,0.7549
-50745,-162665,139.28052987,34.53243181,1.6321
-50735,-162665,139.28063880,34.53243230,6.8483
-50535,-162665,139.28281746,34.53244214,1.3239
-50525,-162665,139.28292639,34.53244263,1.3374
-50775,-162675,139.28020366,34.53234018,0.0174
-50765,-162675,139.28031260,34.53234067,0.7650
-50755,-162675,139.28042153,34.53234117,0.9608
-50745,-162675,139.28053046,34.53234166,1.4986
-50735,-162675,139.28063939,34.53234215,6.8590
-50535,-162675,139.28281805,34.53235199,1.0058
-50515,-162675,139.28303592,34.53235297,2.2338
-51225,-162685,139.27530229,34.53222773,1.8660
-51215,-162685,139.27541122,34.53222823,1.5676
-50775,-162685,139.28020426,34.53225003,0.1751
-50765,-162685,139.28031319,34.53225052,0.9824
-50755,-162685,139.28042212,34.53225102,1.0931
-50745,-162685,139.28053106,34.53225151,0.8582
-50735,-162685,139.28063999,34.53225200,5.9971
-50535,-162685,139.28281865,34.53226184,1.1425
-50515,-162685,139.28303651,34.53226282,0.1398
-50505,-162685,139.28314545,34.53226331,1.0989
-50495,-162685,139.28325438,34.53226381,2.3127
-51275,-162695,139.27475822,34.53213509,2.4361
-51265,-162695,139.27486716,34.53213559,2.3346
-51255,-162695,139.27497609,34.53213609,2.5246
-51235,-162695,139.27519395,34.53213708,2.1835
-51225,-162695,139.27530289,34.53213758,1.0960
-51215,-162695,139.27541182,34.53213808,0.8529
