市町村名,株式等譲渡所得割交付金額（千円）
区市町村計,21723495
区計,16117566
市町村計,5605929
市計,5523146
町村計,82783
八王子市,670979
立川市,229668
武蔵野市,296881
三鷹市,308397
青梅市,148766
府中市,357442
昭島市,129584
調布市,350050
町田市,566159
小金井市,192083
小平市,244715
日野市,233332
東村山市,176935
国分寺市,197437
国立市,126730
福生市,64086
狛江市,113058
東大和市,95619
清瀬市,80785
東久留米市,138251
武蔵村山市,65597
多摩市,197008
稲城市,120498
羽村市,65782
あきる野市,83436
西東京市,269868
瑞穂町,33446
日の出町,16110
檜原村,1590
奥多摩町,4654
大島町,7119
利島村,400
新島村,2478
神津島村,1621
三宅村,2874
御蔵島村,382
八丈町,6933
青ヶ島村,307
小笠原村,4869
