X（m）,Y（m）,経度（度）,緯度（度）,津波高（最大）（m）
-43235,-133115,139.36082932,34.79916576,1.7156
-43225,-133115,139.36093860,34.79916618,1.6979
-43265,-133125,139.36050198,34.79907434,1.7986
-43255,-133125,139.36061127,34.79907476,1.7774
-43245,-133125,139.36072055,34.79907519,1.7785
-43235,-133125,139.36082983,34.79907561,1.7886
-43225,-133125,139.36093912,34.79907604,1.7541
-43215,-133125,139.36104840,34.79907646,1.7324
-43205,-133125,139.36115769,34.79907689,1.7719
-43195,-133125,139.36126697,34.79907731,1.7908
-43185,-133125,139.36137625,34.79907773,1.8018
-43175,-133125,139.36148554,34.79907816,1.7872
-43265,-133135,139.36050250,34.79898419,1.8270
-43255,-133135,139.36061178,34.79898462,1.8103
-43245,-133135,139.36072106,34.79898504,1.8355
-43185,-133135,139.36137677,34.79898759,1.9068
-43175,-133135,139.36148605,34.79898801,1.8329
-43165,-133135,139.36159533,34.79898843,1.8122
-43265,-133145,139.36050301,34.79889404,1.8237
-43145,-133145,139.36181442,34.79889913,1.8731
-43135,-133145,139.36192370,34.79889956,1.8516
-43125,-133145,139.36203298,34.79889998,1.8480
-43275,-133155,139.36039424,34.79880347,1.7942
-43125,-133155,139.36203350,34.79880983,1.9373
-43115,-133155,139.36214278,34.79881026,1.8514
-43285,-133165,139.36028547,34.79871290,1.7978
-43275,-133165,139.36039476,34.79871333,1.8011
-43105,-133165,139.36225258,34.79872053,1.9551
-43095,-133165,139.36236186,34.79872095,1.8400
-43085,-133165,139.36247114,34.79872138,1.8361
-43075,-133165,139.36258043,34.79872180,1.8065
-43065,-133165,139.36268971,34.79872222,1.7913
-43285,-133175,139.36028599,34.79862275,1.8212
-43085,-133175,139.36247166,34.79863123,1.9020
-43075,-133175,139.36258094,34.79863165,1.8339
-43065,-133175,139.36269022,34.79863207,1.8527
-43055,-133185,139.36280002,34.79854235,1.8471
-43045,-133185,139.36290930,34.79854277,1.8255
-43035,-133185,139.36301859,34.79854319,1.8110
-43285,-133195,139.36028702,34.79844246,1.8903
-43275,-133195,139.36039630,34.79844288,1.9734
-42985,-133195,139.36356551,34.79845516,1.8419
-43285,-133205,139.36028753,34.79835231,1.8984
-43275,-133205,139.36039682,34.79835274,1.9352
-42225,-133205,139.37187155,34.79839679,1.8520
-42215,-133205,139.37198083,34.79839720,1.9114
-42175,-133205,139.37241796,34.79839886,2.1677
-42165,-133205,139.37252724,34.79839927,2.0946
-42155,-133205,139.37263653,34.79839968,2.0380
-43285,-133215,139.36028805,34.79826216,1.9240
-43275,-133215,139.36039733,34.79826259,1.9646
-42975,-133215,139.36367582,34.79827529,1.8600
-42235,-133215,139.37176276,34.79830622,1.8020
-42225,-133215,139.37187205,34.79830664,1.8406
-42215,-133215,139.37198133,34.79830705,1.9176
-42145,-133215,139.37274631,34.79830995,2.1186
-42135,-133215,139.37285560,34.79831036,2.0347
-43285,-133225,139.36028856,34.79817202,1.9647
-43275,-133225,139.36039785,34.79817244,2.0168
-42965,-133225,139.36378561,34.79818556,1.9234
-42255,-133225,139.37154470,34.79821525,1.8703
-42245,-133225,139.37165398,34.79821566,1.8614
-42125,-133225,139.37296538,34.79822063,2.1949
-42115,-133225,139.37307466,34.79822104,2.1706
-43255,-133235,139.36061693,34.79808314,2.1652
-42965,-133235,139.36378612,34.79809541,1.9822
-42955,-133235,139.36389541,34.79809583,1.9474
-42275,-133235,139.37132664,34.79812427,1.9710
-42115,-133235,139.37307516,34.79813089,2.2740
-42105,-133235,139.37318445,34.79813131,2.2035
-43255,-133245,139.36061744,34.79799300,2.0925
-42955,-133245,139.36389592,34.79800569,2.0228
-42945,-133245,139.36400520,34.79800611,1.9938
-42285,-133245,139.37121786,34.79803371,1.9918
-42105,-133245,139.37318495,34.79804116,2.2601
-42945,-133255,139.36400571,34.79791596,2.0698
-42315,-133255,139.37089051,34.79794231,2.0504
-42305,-133255,139.37099980,34.79794273,2.0125
-42295,-133255,139.37110908,34.79794315,2.0172
-42095,-133255,139.37329473,34.79795143,2.2878
-43255,-133265,139.36061847,34.79781270,2.1641
-42945,-133265,139.36400622,34.79782581,2.2121
-42935,-133265,139.36411550,34.79782623,2.0528
-42315,-133265,139.37089102,34.79785217,2.1550
-42085,-133265,139.37340451,34.79786169,2.3202
-43245,-133275,139.36072827,34.79772298,2.1734
-42925,-133275,139.36422530,34.79773651,2.1485
-42085,-133275,139.37340502,34.79777154,2.4490
-42075,-133275,139.37351430,34.79777196,2.3251
-43245,-133285,139.36072878,34.79763283,2.1648
-42355,-133285,139.37045489,34.79767021,2.3283
-42345,-133285,139.37056418,34.79767063,2.3745
-42335,-133285,139.37067346,34.79767104,2.4367
-42075,-133285,139.37351480,34.79768181,2.3388
-42065,-133285,139.37362408,34.79768222,2.2372
-43245,-133295,139.36072930,34.79754268,2.1823
-42905,-133295,139.36444488,34.79755706,2.1839
-42365,-133295,139.37034612,34.79757965,2.3954
-42355,-133295,139.37045540,34.79758006,2.4129
-42345,-133295,139.37056468,34.79758048,2.5122
-42065,-133295,139.37362458,34.79759208,2.3175
-42375,-133305,139.37023734,34.79748908,2.4646
-42365,-133305,139.37034662,34.79748950,2.4686
-42355,-133305,139.37045590,34.79748992,2.5766
-42055,-133305,139.37373436,34.79750234,2.3670
-43235,-133315,139.36083961,34.79736281,2.2075
-42395,-133315,139.37001928,34.79739811,2.6332
-42385,-133315,139.37012856,34.79739852,2.7093
-42055,-133315,139.37373486,34.79741219,2.4565
-43245,-133325,139.36073084,34.79727224,2.1711
-43235,-133325,139.36084012,34.79727267,2.2250
-42405,-133325,139.36991050,34.79730754,2.6658
-42395,-133325,139.37001978,34.79730796,2.7830
-42055,-133325,139.37373536,34.79732205,2.5351
-42045,-133325,139.37384465,34.79732246,2.4190
-43235,-133335,139.36084063,34.79718252,2.2472
-42415,-133335,139.36980172,34.79721698,2.7589
-42405,-133335,139.36991100,34.79721739,2.8892
-42045,-133335,139.37384515,34.79723231,2.4287
-42035,-133335,139.37395443,34.79723272,2.3355
-43235,-133345,139.36084115,34.79709237,2.2270
-42835,-133345,139.36521240,34.79710926,2.1107
-42425,-133345,139.36969295,34.79712641,2.9615
-42415,-133345,139.36980223,34.79712683,2.9400
-42035,-133345,139.37395493,34.79714258,2.4541
-42025,-133345,139.37406421,34.79714299,2.3191
-43235,-133355,139.36084166,34.79700223,2.2370
-43225,-133355,139.36095094,34.79700265,2.2916
-42435,-133355,139.36958417,34.79703585,2.9536
-42425,-133355,139.36969345,34.79703627,2.9388
-42025,-133355,139.37406471,34.79705284,2.4212
-42015,-133355,139.37417399,34.79705325,2.2738
-43235,-133365,139.36084218,34.79691208,2.3122
-43225,-133365,139.36095146,34.79691250,2.3592
-42455,-133365,139.36936611,34.79694487,2.9051
-42015,-133365,139.37417449,34.79696311,2.3448
-42005,-133365,139.37428377,34.79696352,2.2684
-43245,-133375,139.36073341,34.79682151,2.2936
-43235,-133375,139.36084269,34.79682193,2.3590
-43225,-133375,139.36095197,34.79682235,2.4046
-42465,-133375,139.36925734,34.79685431,2.9463
-42005,-133375,139.37428427,34.79687337,2.4334
-41995,-133375,139.37439355,34.79687378,2.1882
-43275,-133385,139.36040608,34.79673009,2.2522
-43255,-133385,139.36062464,34.79673093,2.2923
-43245,-133385,139.36073392,34.79673136,2.3315
-43235,-133385,139.36084321,34.79673178,2.3359
-43225,-133385,139.36095249,34.79673221,2.4216
-42495,-133385,139.36893000,34.79676291,2.6553
-42485,-133385,139.36903928,34.79676333,2.7247
-42475,-133385,139.36914856,34.79676374,2.8527
-41985,-133385,139.37450333,34.79678405,2.4660
-43275,-133395,139.36040660,34.79663994,2.2677
-43265,-133395,139.36051588,34.79664036,2.2932
-43255,-133395,139.36062516,34.79664079,2.3147
-43245,-133395,139.36073444,34.79664121,2.3476
-43235,-133395,139.36084372,34.79664164,2.3826
-43225,-133395,139.36095300,34.79664206,2.4216
-42755,-133395,139.36608920,34.79666189,2.2508
-42505,-133395,139.36882122,34.79667234,2.6422
-41985,-133395,139.37450383,34.79669390,2.5383
-43315,-133405,139.35996999,34.79654809,2.0702
-43275,-133405,139.36040711,34.79654979,2.1936
-43265,-133405,139.36051639,34.79655022,2.2366
-43255,-133405,139.36062567,34.79655064,2.3429
-43245,-133405,139.36073495,34.79655106,2.3769
-43235,-133405,139.36084423,34.79655149,2.5045
-42735,-133405,139.36630827,34.79657258,2.3540
-42525,-133405,139.36860317,34.79658136,2.6514
-42515,-133405,139.36871245,34.79658178,2.7527
-41975,-133405,139.37461361,34.79660416,2.5034
-43315,-133415,139.35997050,34.79645794,2.0746
-43305,-133415,139.36007978,34.79645837,2.1420
-43295,-133415,139.36018907,34.79645879,2.1939
-43285,-133415,139.36029835,34.79645922,2.2185
-43275,-133415,139.36040763,34.79645964,2.1612
-43265,-133415,139.36051691,34.79646007,2.2722
-43255,-133415,139.36062619,34.79646049,2.4291
-42555,-133415,139.36827583,34.79648996,2.4328
