X（m）,Y（m）,経度（度）,緯度（度）,浸水深（最大）（m）
-28195,-207945,139.52766369,34.12507027,9.6112
-28005,-207945,139.52972351,34.12507538,9.5708
-28225,-207955,139.52733879,34.12497931,9.7580
-28215,-207955,139.52744720,34.12497958,9.5699
-28205,-207955,139.52755561,34.12497985,9.4823
-28195,-207955,139.52766402,34.12498012,9.2260
-28185,-207955,139.52777243,34.12498039,9.0451
-28065,-207955,139.52907337,34.12498362,7.6449
-28055,-207955,139.52918178,34.12498388,7.3700
-28035,-207955,139.52939860,34.12498442,9.0796
-28025,-207955,139.52950701,34.12498469,9.1935
-28015,-207955,139.52961542,34.12498496,8.3585
-28005,-207955,139.52972383,34.12498523,8.7825
-27995,-207955,139.52983224,34.12498549,9.2794
-27985,-207955,139.52994066,34.12498576,9.1650
-27975,-207955,139.53004907,34.12498603,9.3213
-27965,-207955,139.53015748,34.12498630,9.8818
-28675,-207965,139.52246061,34.12487689,9.4354
-28665,-207965,139.52256902,34.12487717,8.7767
-28655,-207965,139.52267743,34.12487744,9.4784
-28265,-207965,139.52690547,34.12488807,8.4474
-28255,-207965,139.52701388,34.12488834,9.7786
-28245,-207965,139.52712229,34.12488861,9.9441
-28235,-207965,139.52723070,34.12488888,9.4444
-28225,-207965,139.52733911,34.12488915,8.9209
-28215,-207965,139.52744752,34.12488942,8.4289
-28205,-207965,139.52755593,34.12488969,8.1920
-28195,-207965,139.52766434,34.12488996,7.8369
-28185,-207965,139.52777275,34.12489023,7.5611
-28175,-207965,139.52788117,34.12489050,7.6292
-28165,-207965,139.52798958,34.12489077,7.8265
-28155,-207965,139.52809799,34.12489104,7.9123
-28145,-207965,139.52820640,34.12489130,7.9888
-28135,-207965,139.52831481,34.12489157,8.3235
-28125,-207965,139.52842322,34.12489184,8.8727
-28115,-207965,139.52853163,34.12489211,9.2313
-28105,-207965,139.52864004,34.12489238,9.4796
-28095,-207965,139.52874845,34.12489265,9.5544
-28085,-207965,139.52885687,34.12489292,9.7981
-28075,-207965,139.52896528,34.12489319,8.8277
-28065,-207965,139.52907369,34.12489346,6.2697
-28055,-207965,139.52918210,34.12489373,6.1543
-28045,-207965,139.52929051,34.12489399,6.1694
-28035,-207965,139.52939892,34.12489426,6.4124
-28025,-207965,139.52950733,34.12489453,6.8564
-28015,-207965,139.52961574,34.12489480,6.2182
-28005,-207965,139.52972415,34.12489507,6.2492
-27995,-207965,139.52983257,34.12489533,6.6631
-27985,-207965,139.52994098,34.12489560,6.6408
-27975,-207965,139.53004939,34.12489587,7.1455
-27965,-207965,139.53015780,34.12489614,8.0158
-27955,-207965,139.53026621,34.12489641,9.0133
-27945,-207965,139.53037462,34.12489667,9.7168
-27935,-207965,139.53048303,34.12489694,10.1179
-27925,-207965,139.53059144,34.12489721,10.2027
-27915,-207965,139.53069986,34.12489747,10.6231
-28785,-207975,139.52126842,34.12478371,8.8174
-28775,-207975,139.52137683,34.12478399,8.8376
-28765,-207975,139.52148524,34.12478426,8.6992
-28755,-207975,139.52159365,34.12478454,8.8273
-28745,-207975,139.52170206,34.12478481,8.4724
-28735,-207975,139.52181048,34.12478509,7.7669
-28725,-207975,139.52191889,34.12478536,7.6059
-28715,-207975,139.52202730,34.12478564,7.7333
-28705,-207975,139.52213571,34.12478591,7.4560
-28695,-207975,139.52224412,34.12478619,6.8315
-28685,-207975,139.52235253,34.12478646,5.7559
-28675,-207975,139.52246094,34.12478674,5.0265
-28665,-207975,139.52256935,34.12478701,3.7635
-28655,-207975,139.52267776,34.12478728,5.0561
-28645,-207975,139.52278617,34.12478756,6.9018
-28635,-207975,139.52289458,34.12478783,8.8605
-28625,-207975,139.52300300,34.12478811,9.6031
-28265,-207975,139.52690579,34.12479791,8.3759
-28255,-207975,139.52701420,34.12479818,9.7152
-28245,-207975,139.52712261,34.12479845,9.5208
-28235,-207975,139.52723102,34.12479872,8.6262
-28225,-207975,139.52733943,34.12479899,7.9298
-28215,-207975,139.52744785,34.12479926,7.5010
-28205,-207975,139.52755626,34.12479953,7.0698
-28195,-207975,139.52766467,34.12479980,6.1832
-28185,-207975,139.52777308,34.12480007,5.7474
-28175,-207975,139.52788149,34.12480034,5.5149
-28165,-207975,139.52798990,34.12480061,5.4751
-28155,-207975,139.52809831,34.12480088,5.7497
-28145,-207975,139.52820672,34.12480115,6.2643
-28135,-207975,139.52831513,34.12480142,6.3684
-28125,-207975,139.52842354,34.12480168,7.1977
-28115,-207975,139.52853196,34.12480195,8.0126
-28105,-207975,139.52864037,34.12480222,8.2728
-28095,-207975,139.52874878,34.12480249,8.5341
-28085,-207975,139.52885719,34.12480276,8.6894
-28075,-207975,139.52896560,34.12480303,7.6229
-28065,-207975,139.52907401,34.12480330,6.1301
-28055,-207975,139.52918242,34.12480357,6.3302
-28045,-207975,139.52929083,34.12480383,6.6843
-28035,-207975,139.52939924,34.12480410,7.0598
-28025,-207975,139.52950766,34.12480437,7.0888
-28015,-207975,139.52961607,34.12480464,6.1741
-28005,-207975,139.52972448,34.12480491,7.4149
-27995,-207975,139.52983289,34.12480518,6.3847
-27985,-207975,139.52994130,34.12480544,5.5508
-27975,-207975,139.53004971,34.12480571,6.2209
-27965,-207975,139.53015812,34.12480598,6.5568
-27955,-207975,139.53026653,34.12480625,7.0352
-27945,-207975,139.53037494,34.12480651,7.5176
-27935,-207975,139.53048335,34.12480678,8.3148
-27925,-207975,139.53059177,34.12480705,9.2983
-27915,-207975,139.53070018,34.12480732,10.3003
-27905,-207975,139.53080859,34.12480758,10.6182
-28805,-207985,139.52105193,34.12469300,8.5219
-28795,-207985,139.52116034,34.12469328,8.7700
-28785,-207985,139.52126875,34.12469355,7.7185
