X（m）,Y（m）,経度（度）,緯度（度）,津波高（最大）（m）
11905,79455,142.11965775,26.71716609,2.9110
11915,79455,142.11975826,26.71716600,2.9012
11925,79455,142.11985877,26.71716592,3.5959
12225,79455,142.12287408,26.71716334,3.5026
12235,79455,142.12297459,26.71716325,3.5237
12245,79455,142.12307510,26.71716317,3.5420
12305,79455,142.12367816,26.71716264,3.6132
11895,79445,142.11955715,26.71707591,3.6731
11905,79445,142.11965766,26.71707583,3.5432
11915,79445,142.11975817,26.71707574,3.3357
12235,79445,142.12297449,26.71707299,3.5617
12245,79445,142.12307500,26.71707290,3.5708
12285,79445,142.12347704,26.71707255,3.5896
12295,79445,142.12357755,26.71707247,3.6175
11895,79435,142.11955705,26.71698565,4.2312
11905,79435,142.11965756,26.71698556,4.1284
11915,79435,142.11975807,26.71698548,4.1522
11925,79435,142.11985858,26.71698539,3.5270
11945,79435,142.12005960,26.71698522,3.5113
12265,79435,142.12327593,26.71698247,3.5645
12275,79435,142.12337644,26.71698238,3.6078
12285,79435,142.12347695,26.71698229,3.6882
12295,79435,142.12357746,26.71698220,3.7112
12305,79435,142.12367797,26.71698212,3.7217
11895,79425,142.11955696,26.71689539,4.2291
11905,79425,142.11965747,26.71689530,4.1476
11915,79425,142.11975798,26.71689522,4.0668
11925,79425,142.11985849,26.71689513,3.4151
11945,79425,142.12005951,26.71689496,3.5265
12275,79425,142.12337634,26.71689212,3.8145
12285,79425,142.12347685,26.71689203,3.8164
12295,79425,142.12357736,26.71689194,3.8019
11895,79415,142.11955686,26.71680512,4.1552
11905,79415,142.11965737,26.71680504,4.0211
12275,79415,142.12337624,26.71680186,3.9615
12285,79415,142.12347675,26.71680177,3.8972
12295,79415,142.12357726,26.71680168,3.8688
12275,79405,142.12337615,26.71671159,3.9806
12285,79405,142.12347665,26.71671151,3.9349
12125,79395,142.12186840,26.71662263,4.4429
12265,79395,142.12327554,26.71662142,4.0324
12275,79395,142.12337605,26.71662133,3.9766
12285,79395,142.12347656,26.71662124,3.9487
12105,79385,142.12166728,26.71653254,4.6131
12115,79385,142.12176779,26.71653246,4.6418
12125,79385,142.12186830,26.71653237,4.7206
12235,79385,142.12297391,26.71653142,3.9792
12265,79385,142.12327544,26.71653116,4.0154
12275,79385,142.12337595,26.71653107,3.9680
12125,79375,142.12186821,26.71644211,4.9314
12225,79375,142.12287330,26.71644124,3.9320
12235,79375,142.12297381,26.71644116,3.9369
12255,79375,142.12317483,26.71644098,3.9091
12265,79375,142.12327534,26.71644089,3.9548
12225,79365,142.12287321,26.71635098,3.9348
12235,79365,142.12297372,26.71635089,3.8901
12245,79365,142.12307423,26.71635081,3.7027
12255,79365,142.12317474,26.71635072,3.8308
12215,79355,142.12277260,26.71626080,3.9835
12225,79355,142.12287311,26.71626072,3.9188
12235,79355,142.12297362,26.71626063,3.8854
12245,79355,142.12307413,26.71626054,3.7865
12195,79345,142.12257149,26.71617072,4.0280
12205,79345,142.12267200,26.71617063,3.8698
