X（m）,Y（m）,経度（度）,緯度（度）,津波高（最大）（m）
15505,126255,142.15642302,27.13954517,2.0323
15515,126255,142.15652390,27.13954505,2.0881
15525,126255,142.15662479,27.13954494,2.1674
15835,126255,142.15975223,27.13954142,1.9702
15845,126255,142.15985312,27.13954130,1.9491
15905,126255,142.16045843,27.13954061,1.8613
15835,126245,142.15975210,27.13945116,2.0288
15845,126245,142.15985299,27.13945105,1.9896
15885,126245,142.16025653,27.13945059,1.9011
15895,126245,142.16035741,27.13945047,1.8975
15495,126235,142.15632188,27.13936477,1.9041
15525,126235,142.15662454,27.13936443,2.2804
15545,126235,142.15682631,27.13936420,2.2019
15885,126235,142.16025640,27.13936033,1.9379
15895,126235,142.16035729,27.13936021,1.9206
15905,126235,142.16045817,27.13936010,1.8919
15495,126225,142.15632176,27.13927451,1.9447
15505,126225,142.15642264,27.13927440,2.0690
15515,126225,142.15652353,27.13927428,2.1694
15525,126225,142.15662441,27.13927417,2.1865
15545,126225,142.15682618,27.13927395,2.1646
15885,126225,142.16025627,27.13927007,1.9428
15895,126225,142.16035716,27.13926996,1.9270
15495,126215,142.15632163,27.13918425,2.0063
15505,126215,142.15642252,27.13918414,2.1412
15885,126215,142.16025614,27.13917982,1.9452
15895,126215,142.16035703,27.13917970,1.9152
15875,126205,142.16015513,27.13908967,2.0251
15885,126205,142.16025601,27.13908956,1.9601
15725,126195,142.15864173,27.13900114,2.7743
15875,126195,142.16015500,27.13899942,1.9707
15885,126195,142.16025589,27.13899930,1.9476
15835,126185,142.15975133,27.13890962,2.5974
15865,126185,142.16005399,27.13890928,2.0961
15875,126185,142.16015487,27.13890916,1.9830
15825,126175,142.15965032,27.13881948,2.6076
15835,126175,142.15975121,27.13881936,2.5955
15865,126175,142.16005386,27.13881902,2.0399
15825,126165,142.15965019,27.13872922,2.5121
15835,126165,142.15975108,27.13872911,2.4960
15855,126165,142.15995285,27.13872888,2.2080
15825,126155,142.15965006,27.13863897,2.4926
15835,126155,142.15975095,27.13863885,2.4516
15845,126155,142.15985183,27.13863874,2.3395
15805,126145,142.15944817,27.13854894,2.5805
15825,126145,142.15964994,27.13854871,2.5621
15675,126135,142.15813654,27.13846016,3.8095
15795,126135,142.15934715,27.13845880,2.6471
15525,126125,142.15662315,27.13837160,2.3819
15525,126115,142.15662303,27.13828135,2.4555
15675,126115,142.15813629,27.13827965,3.1503
15765,126115,142.15904425,27.13827863,2.7415
15715,126095,142.15853957,27.13809868,2.7106
15635,126075,142.15773225,27.13791908,2.8411
15805,126065,142.15944714,27.13782688,2.5288
15815,126065,142.15954803,27.13782677,2.4837
15825,126065,142.15964891,27.13782665,2.4556
15805,126055,142.15944701,27.13773663,2.5556
15815,126055,142.15954790,27.13773651,2.5035
15825,126055,142.15964878,27.13773640,2.4519
15805,126045,142.15944689,27.13764637,2.5695
15825,126045,142.15964865,27.13764614,2.4499
15835,126045,142.15974954,27.13764603,2.4229
15815,126035,142.15954764,27.13755600,2.4955
15825,126035,142.15964853,27.13755588,2.4871
15655,126015,142.15793325,27.13737731,2.8390
15655,126005,142.15793313,27.13728705,2.5858
15675,126005,142.15813489,27.13728683,2.8041
15685,126005,142.15823578,27.13728671,2.8745
15665,125995,142.15803388,27.13719668,2.5702
15675,125995,142.15813477,27.13719657,2.8339
15765,125985,142.15904259,27.13710529,2.5290
15775,125975,142.15914334,27.13701492,2.5798
15765,125965,142.15904233,27.13692477,2.6323
15775,125965,142.15914321,27.13692466,2.8473
15785,125965,142.15924410,27.13692455,2.6450
16025,125955,142.16166516,27.13683152,2.0612
16035,125955,142.16176604,27.13683141,2.0353
15975,125945,142.16116061,27.13674184,2.3510
15985,125945,142.16126149,27.13674173,2.3891
16025,125945,142.16166503,27.13674127,2.1754
16035,125945,142.16176591,27.13674115,2.0742
16125,125945,142.16267385,27.13674010,2.0806
16135,125945,142.16277473,27.13673998,2.0436
15905,125925,142.16045418,27.13656214,2.6613
15915,125925,142.16055506,27.13656202,2.6752
15815,125915,142.15954610,27.13647292,2.5541
15855,125915,142.15994963,27.13647246,2.6403
15865,125915,142.16005052,27.13647234,2.8533
16155,125915,142.16297611,27.13646898,2.2518
16065,125865,142.16206751,27.13601875,3.0410
16075,125845,142.16216814,27.13583812,2.8136
16075,125835,142.16216801,27.13574786,2.8713
16085,125835,142.16226889,27.13574774,2.7456
16095,125835,142.16236977,27.13574763,2.7206
16105,125825,142.16247052,27.13565725,2.6934
16115,125825,142.16257140,27.13565714,2.6135
15795,125815,142.15934306,27.13557058,3.0065
15825,125815,142.15964570,27.13557024,3.0368
15835,125815,142.15974659,27.13557012,3.0558
16135,125815,142.16277304,27.13556665,2.5415
15825,125805,142.15964558,27.13547998,3.3574
15855,125805,142.15994822,27.13547963,3.2511
16145,125805,142.16287379,27.13547627,2.5638
15835,125785,142.15974620,27.13529935,3.1778
15845,125785,142.15984708,27.13529924,3.2234
16165,125785,142.16307529,27.13529552,2.3453
15845,125775,142.15984695,27.13520898,3.1933
16175,125775,142.16317604,27.13520515,2.3106
16185,125765,142.16327679,27.13511478,2.3609
16195,125755,142.16337754,27.13502440,2.4776
16195,125745,142.16337741,27.13493414,2.5882
16205,125745,142.16347829,27.13493403,2.5010
16195,125735,142.16337728,27.13484389,2.6480
16205,125735,142.16347816,27.13484377,2.4883
16205,125725,142.16347803,27.13475351,2.5385
16205,125715,142.16347789,27.13466326,2.5025
16195,125705,142.16337688,27.13457312,2.5294
15815,125695,142.15954329,27.13448727,3.5007
16195,125695,142.16337675,27.13448286,2.5732
15815,125685,142.15954316,27.13439701,3.7362
16195,125685,142.16337662,27.13439260,2.5879
16205,125685,142.16347750,27.13439249,2.5271
15795,125675,142.15934127,27.13430698,3.3745
16195,125675,142.16337649,27.13430235,2.5860
16205,125675,142.16347737,27.13430223,2.5053
16215,125675,142.16357825,27.13430211,2.4814
16225,125675,142.16367913,27.13430200,2.4931
16225,125665,142.16367900,27.13421174,2.5645
16255,125655,142.16398151,27.13412113,2.4890
16245,125645,142.16388050,27.13403099,2.5588
15805,125635,142.15944164,27.13394584,3.4128
15815,125635,142.15954252,27.13394573,3.5116
15815,125625,142.15954239,27.13385547,3.4093
15825,125625,142.15964327,27.13385536,3.4761
16255,125625,142.16398111,27.13385036,2.6768
16265,125625,142.16408199,27.13385024,2.5984
15825,125615,142.15964314,27.13376510,3.5531
16265,125615,142.16408186,27.13375998,2.6117
15805,125605,142.15944125,27.13367507,3.3798
16265,125605,142.16408173,27.13366973,2.6364
15715,125595,142.15853321,27.13358584,2.8921
15725,125595,142.15863409,27.13358573,2.9990
15775,125595,142.15913849,27.13358516,3.3054
15805,125595,142.15944112,27.13358482,3.3719
15815,125595,142.15954200,27.13358470,3.4181
16265,125595,142.16408160,27.13357947,2.6397
16325,125595,142.16468688,27.13357876,2.5520
15725,125585,142.15863396,27.13349547,2.9737
15735,125585,142.15873484,27.13349536,3.0515
15765,125585,142.15903748,27.13349502,3.1816
15775,125585,142.15913836,27.13349490,3.3108
15785,125585,142.15923924,27.13349479,3.3358
15805,125585,142.15944100,27.13349456,3.3223
16265,125585,142.16408147,27.13348921,2.7505
15735,125575,142.15873471,27.13340510,3.0556
15745,125575,142.15883559,27.13340499,3.1077
15775,125575,142.15913823,27.13340465,3.2130
15785,125575,142.15923911,27.13340453,3.2520
15805,125575,142.15944087,27.13340430,3.3448
16365,125575,142.16509013,27.13339777,2.6368
16375,125575,142.16519101,27.13339766,2.5766
16385,125575,142.16529189,27.13339754,2.5557
16395,125575,142.16539277,27.13339742,2.5346
15735,125565,142.15873458,27.13331485,3.1493
15745,125565,142.15883546,27.13331473,3.2174
15755,125565,142.15893634,27.13331462,3.2438
15765,125565,142.15903722,27.13331450,3.2397
15775,125565,142.15913810,27.13331439,3.2312
15785,125565,142.15923898,27.13331427,3.2612
16385,125565,142.16529176,27.13330728,2.5898
15675,125555,142.15812918,27.13322527,2.8811
15755,125555,142.15893621,27.13322436,3.3242
15765,125555,142.15903709,27.13322425,3.2906
15775,125555,142.15913797,27.13322413,3.2979
15785,125555,142.15923885,27.13322402,3.3216
15755,125545,142.15893609,27.13313410,3.3374
15755,125535,142.15893596,27.13304385,3.2985
15765,125535,142.15903684,27.13304373,3.3255
15775,125525,142.15913759,27.13295336,3.3703
15785,125525,142.15923847,27.13295325,3.4466
15815,125515,142.15954098,27.13286265,3.6821
15835,125505,142.15974261,27.13277216,3.8592
17695,125475,142.17850569,27.13247879,2.2739
15755,125465,142.15893507,27.13241205,3.5597
15765,125465,142.15903595,27.13241193,3.5761
16295,125455,142.16438239,27.13231552,3.8079
17725,125455,142.17880804,27.13229789,2.3766
17735,125455,142.17890892,27.13229776,2.3660
17715,125445,142.17870701,27.13220776,2.4266
17725,125445,142.17880789,27.13220764,2.4163
17765,125445,142.17921141,27.13220712,2.4308
16385,125435,142.16529003,27.13213394,3.0801
16395,125435,142.16539091,27.13213382,3.0678
17695,125435,142.17850511,27.13211776,2.4280
17715,125435,142.17870687,27.13211751,2.4610
17725,125435,142.17880775,27.13211738,2.4782
17735,125435,142.17890863,27.13211725,2.4900
16305,125425,142.16448287,27.13204463,3.7824
16315,125425,142.16458375,27.13204451,3.5881
16385,125425,142.16528990,27.13204368,3.0746
17715,125425,142.17870673,27.13202725,2.4833
17725,125425,142.17880761,27.13202712,2.5210
17735,125425,142.17890848,27.13202699,2.5295
17745,125425,142.17900936,27.13202687,2.5144
18495,125425,142.18657524,27.13201702,2.1898
16305,125415,142.16448274,27.13195438,3.7944
16315,125415,142.16458362,27.13195426,3.6626
17705,125415,142.17860571,27.13193712,2.4824
17715,125415,142.17870658,27.13193699,2.5095
17735,125415,142.17890834,27.13193674,2.5441
15845,125405,142.15984221,27.13186948,3.6946
16385,125405,142.16528963,27.13186317,3.1843
16405,125405,142.16549139,27.13186293,3.1127
17715,125405,142.17870644,27.13184674,2.5407
15825,125395,142.15964032,27.13177945,3.6443
16515,125395,142.16660092,27.13177136,2.8508
16525,125395,142.16670180,27.13177124,2.7430
17745,125395,142.17900893,27.13175610,2.5975
15835,125385,142.15974107,27.13168908,3.6784
17715,125385,142.17870615,27.13166622,2.5808
17755,125385,142.17910967,27.13166571,2.6016
18385,125385,142.18546498,27.13165746,2.0978
18515,125385,142.18677640,27.13165572,2.2714
17745,125375,142.17900864,27.13157558,2.6362
17755,125375,142.17910952,27.13157545,2.6213
17765,125375,142.17921040,27.13157532,2.5781
17715,125365,142.17870587,27.13148571,2.6957
18525,125365,142.18687697,27.13147507,2.3226
18925,125365,142.19091209,27.13146965,2.2658
15765,125355,142.15903454,27.13141911,3.8589
