X（m）,Y（m）,経度（度）,緯度（度）,浸水深（最大）（m）
-50925,-173875,139.27923768,34.43136386,4.0881
-50915,-173875,139.27934648,34.43136435,3.0989
-50885,-173895,139.27967407,34.43118553,5.8245
-50985,-173905,139.27858665,34.43109044,6.1617
-50885,-173905,139.27967467,34.43109538,4.8414
-50715,-173905,139.28152429,34.43110373,7.3935
-50705,-173905,139.28163309,34.43110423,5.0710
-50975,-173915,139.27869605,34.43100079,0.0506
-50865,-173915,139.27989286,34.43100621,2.4490
-50715,-173915,139.28152488,34.43101358,7.8975
-50705,-173915,139.28163368,34.43101407,7.2152
-50695,-173915,139.28174248,34.43101456,8.9920
-50855,-173925,139.28000226,34.43091655,3.5874
-50715,-173925,139.28152547,34.43092343,8.7545
-50705,-173925,139.28163428,34.43092392,8.4627
-50965,-173935,139.27880604,34.43082098,0.9174
-50955,-173935,139.27891484,34.43082147,0.0003
-50845,-173935,139.28011165,34.43082689,1.8381
-50735,-173935,139.28130846,34.43083230,11.3104
-50725,-173935,139.28141727,34.43083279,9.7853
-50715,-173935,139.28152607,34.43083328,7.1720
-50705,-173935,139.28163487,34.43083377,3.5706
-50695,-173935,139.28174367,34.43083426,4.4221
-50685,-173935,139.28185247,34.43083475,9.1091
-50965,-173945,139.27880664,34.43073083,9.9763
-50955,-173945,139.27891544,34.43073132,10.8495
-50835,-173945,139.28022105,34.43073723,0.9747
-50825,-173945,139.28032985,34.43073772,4.6563
-50735,-173945,139.28130906,34.43074215,11.3069
-50725,-173945,139.28141786,34.43074264,7.7845
-50715,-173945,139.28152666,34.43074313,4.4357
-50705,-173945,139.28163546,34.43074362,0.1757
-50695,-173945,139.28174426,34.43074411,0.0054
-50685,-173945,139.28185306,34.43074460,6.7086
-50665,-173945,139.28207066,34.43074558,7.7353
-50965,-173955,139.27880723,34.43064067,9.6605
-50955,-173955,139.27891603,34.43064117,6.4497
-50825,-173955,139.28033044,34.43064757,0.5736
-50755,-173955,139.28109205,34.43065101,10.5473
-50745,-173955,139.28120085,34.43065150,10.6483
-50735,-173955,139.28130965,34.43065199,10.0892
-50725,-173955,139.28141845,34.43065249,8.7483
-50715,-173955,139.28152725,34.43065298,5.2652
-50685,-173955,139.28185365,34.43065445,4.2889
-50675,-173955,139.28196246,34.43065494,7.4464
-50665,-173955,139.28207126,34.43065543,7.9323
-50965,-173965,139.27880783,34.43055052,9.3556
-50955,-173965,139.27891663,34.43055102,6.6789
-50805,-173965,139.28054864,34.43055840,6.8498
-50795,-173965,139.28065744,34.43055889,10.3238
-50775,-173965,139.28087504,34.43055988,12.4560
-50765,-173965,139.28098384,34.43056037,12.0612
-50755,-173965,139.28109264,34.43056086,11.4503
-50745,-173965,139.28120144,34.43056135,9.5208
-50735,-173965,139.28131024,34.43056184,7.7452
-50725,-173965,139.28141904,34.43056233,6.0225
-50675,-173965,139.28196305,34.43056479,3.5171
-50665,-173965,139.28207185,34.43056528,5.4981
-50655,-173965,139.28218065,34.43056577,6.6891
-50645,-173965,139.28228945,34.43056626,7.9583
-50635,-173965,139.28239825,34.43056675,9.1378
-50625,-173965,139.28250705,34.43056724,6.1928
-50615,-173965,139.28261585,34.43056773,9.6652
-50585,-173965,139.28294225,34.43056920,3.7024
-50945,-173975,139.27902602,34.43046136,10.0292
-50795,-173975,139.28065803,34.43046874,5.3492
-50785,-173975,139.28076683,34.43046923,9.7695
-50775,-173975,139.28087563,34.43046973,11.5831
-50765,-173975,139.28098443,34.43047022,10.9746
-50755,-173975,139.28109323,34.43047071,9.7241
-50745,-173975,139.28120204,34.43047120,9.1298
-50655,-173975,139.28218124,34.43047562,2.3623
-50645,-173975,139.28229004,34.43047611,4.6878
-50635,-173975,139.28239884,34.43047660,6.1329
-50625,-173975,139.28250764,34.43047709,5.3260
-50615,-173975,139.28261644,34.43047758,9.3636
-50605,-173975,139.28272524,34.43047807,10.5456
-50945,-173985,139.27902662,34.43037121,9.6647
-50775,-173985,139.28087623,34.43037957,5.3499
-50765,-173985,139.28098503,34.43038007,8.6097
-50755,-173985,139.28109383,34.43038056,7.5825
-50625,-173985,139.28250823,34.43038694,0.0000
-50615,-173985,139.28261703,34.43038743,1.1803
-50605,-173985,139.28272584,34.43038792,3.0889
-50935,-174005,139.27913661,34.43019140,0.4769
-50935,-174015,139.27913720,34.43010124,6.7033
-50575,-174015,139.28305401,34.43011893,3.2993
