X（m）,Y（m）,経度（度）,緯度（度）,浸水深（最大）（m）
-6995,-391135,139.75891437,32.47356139,5.2109
-6985,-391135,139.75902076,32.47356146,5.3195
-6975,-391135,139.75912714,32.47356152,6.1852
-7015,-391145,139.75870166,32.47347108,6.4348
-7005,-391145,139.75880805,32.47347115,5.4257
-6995,-391145,139.75891444,32.47347121,4.3866
-6985,-391145,139.75902083,32.47347127,1.9155
-6975,-391145,139.75912722,32.47347133,4.2376
-7035,-391155,139.75848896,32.47338077,4.8878
-7025,-391155,139.75859535,32.47338083,4.8126
-7015,-391155,139.75870174,32.47338090,4.2828
-7005,-391155,139.75880813,32.47338096,2.0537
-6975,-391155,139.75912729,32.47338115,1.8703
-6965,-391155,139.75923368,32.47338121,4.9097
-7055,-391165,139.75827626,32.47329046,1.4762
-7045,-391165,139.75838265,32.47329052,2.2643
-7035,-391165,139.75848904,32.47329059,0.2518
-6965,-391165,139.75923375,32.47329103,1.6799
-6955,-391165,139.75934014,32.47329109,4.0212
-6945,-391165,139.75944653,32.47329115,5.0166
-6955,-391175,139.75934022,32.47320091,2.2114
-6945,-391175,139.75944661,32.47320097,2.1847
-6935,-391175,139.75955299,32.47320103,3.7846
-7095,-391185,139.75785086,32.47310984,7.7674
-6935,-391185,139.75955307,32.47311085,3.3363
-6925,-391185,139.75965946,32.47311091,5.5442
-7125,-391195,139.75753177,32.47301946,4.8377
-7115,-391195,139.75763816,32.47301953,6.4314
-7105,-391195,139.75774454,32.47301959,5.6251
-6935,-391195,139.75955314,32.47302066,1.5947
-6925,-391195,139.75965953,32.47302072,4.4304
-6915,-391195,139.75976592,32.47302079,6.4117
-7175,-391205,139.75699990,32.47292896,5.2844
-7165,-391205,139.75710629,32.47292902,4.4993
-7155,-391205,139.75721268,32.47292908,4.8084
-7145,-391205,139.75731907,32.47292915,5.6771
-7135,-391205,139.75742545,32.47292921,4.8603
-7125,-391205,139.75753184,32.47292928,1.6987
-6925,-391205,139.75965960,32.47293054,3.4651
-6915,-391205,139.75976599,32.47293060,4.4571
-6905,-391205,139.75987238,32.47293067,5.1600
-7205,-391215,139.75668082,32.47283858,6.5075
-7195,-391215,139.75678720,32.47283864,6.1007
-7185,-391215,139.75689359,32.47283871,5.3354
-7175,-391215,139.75699998,32.47283877,2.9245
-7165,-391215,139.75710637,32.47283884,0.7068
-7155,-391215,139.75721275,32.47283890,0.6329
-7145,-391215,139.75731914,32.47283896,0.4724
-6915,-391215,139.75976606,32.47284042,0.0361
-6905,-391215,139.75987245,32.47284048,1.3123
-6895,-391215,139.75997884,32.47284054,3.9260
-6885,-391215,139.76008523,32.47284060,5.4661
-7205,-391225,139.75668089,32.47274839,5.1980
-7195,-391225,139.75678728,32.47274846,3.0722
-7185,-391225,139.75689367,32.47274852,1.8309
-6895,-391225,139.75997891,32.47275036,0.9640
-6885,-391225,139.76008530,32.47275042,3.9731
-7215,-391235,139.75657458,32.47265814,4.4096
-7205,-391235,139.75668097,32.47265821,1.1018
-6885,-391235,139.76008537,32.47266024,3.4662
-6875,-391235,139.76019176,32.47266030,5.4089
-6865,-391235,139.76029815,32.47266036,6.0137
-6885,-391245,139.76008545,32.47257005,1.7681
-6875,-391245,139.76019183,32.47257011,3.5317
-6865,-391245,139.76029822,32.47257018,4.7335
-6855,-391245,139.76040461,32.47257024,5.5667
-6855,-391255,139.76040468,32.47248005,3.5866
-6835,-391265,139.76061753,32.47238999,2.7485
-7275,-391275,139.75593656,32.47229702,1.6399
-7285,-391285,139.75583025,32.47220677,4.1080
-7295,-391295,139.75572394,32.47211652,4.7067
-6795,-391295,139.76104329,32.47211968,5.1860
-6785,-391295,139.76114968,32.47211975,6.6523
-6795,-391305,139.76104337,32.47202950,0.5188
-6785,-391305,139.76114975,32.47202956,5.3297
-6775,-391305,139.76125614,32.47202962,6.7285
-7315,-391315,139.75551132,32.47193602,2.1837
-6785,-391315,139.76114983,32.47193938,3.3086
-6775,-391315,139.76125621,32.47193944,5.8651
-6765,-391315,139.76136260,32.47193950,6.4392
-6755,-391315,139.76146899,32.47193956,6.9885
