X（m）,Y（m）,経度（度）,緯度（度）,浸水深（最大）（m）
-43235,-133115,139.36082932,34.79916576,4.2847
-43225,-133115,139.36093860,34.79916618,3.9129
-43265,-133125,139.36050198,34.79907434,4.4526
-43255,-133125,139.36061127,34.79907476,4.8424
-43245,-133125,139.36072055,34.79907519,4.8428
-43235,-133125,139.36082983,34.79907561,3.8804
-43225,-133125,139.36093912,34.79907604,3.6156
-43215,-133125,139.36104840,34.79907646,3.5002
-43205,-133125,139.36115769,34.79907689,3.5178
-43195,-133125,139.36126697,34.79907731,3.8392
-43185,-133125,139.36137625,34.79907773,4.1142
-43175,-133125,139.36148554,34.79907816,4.2391
-43265,-133135,139.36050250,34.79898419,4.9699
-43255,-133135,139.36061178,34.79898462,4.5862
-43245,-133135,139.36072106,34.79898504,3.6789
-43235,-133135,139.36083035,34.79898547,1.5226
-43225,-133135,139.36093963,34.79898589,0.5635
-43195,-133135,139.36126748,34.79898716,2.1474
-43185,-133135,139.36137677,34.79898759,3.1184
-43175,-133135,139.36148605,34.79898801,3.7036
-43165,-133135,139.36159533,34.79898843,3.8484
-43265,-133145,139.36050301,34.79889404,4.1734
-43255,-133145,139.36061229,34.79889447,2.4431
-43155,-133145,139.36170513,34.79889871,2.3441
-43145,-133145,139.36181442,34.79889913,3.6276
-43135,-133145,139.36192370,34.79889956,4.0138
-43125,-133145,139.36203298,34.79889998,4.1169
-43275,-133155,139.36039424,34.79880347,5.5326
-43265,-133155,139.36050353,34.79880390,3.3624
-43145,-133155,139.36181493,34.79880899,0.3511
-43135,-133155,139.36192421,34.79880941,2.7337
-43125,-133155,139.36203350,34.79880983,3.4209
-43115,-133155,139.36214278,34.79881026,3.9896
-43285,-133165,139.36028547,34.79871290,5.4080
-43275,-133165,139.36039476,34.79871333,5.2304
-43265,-133165,139.36050404,34.79871375,2.7402
-43115,-133165,139.36214329,34.79872011,2.0884
-43105,-133165,139.36225258,34.79872053,3.2316
-43095,-133165,139.36236186,34.79872095,4.1697
-43085,-133165,139.36247114,34.79872138,4.4323
-43075,-133165,139.36258043,34.79872180,4.4401
-43065,-133165,139.36268971,34.79872222,4.4879
-43285,-133175,139.36028599,34.79862275,5.5374
-43275,-133175,139.36039527,34.79862318,4.6151
-43265,-133175,139.36050455,34.79862360,1.3664
-43095,-133175,139.36236237,34.79863081,1.4859
-43085,-133175,139.36247166,34.79863123,3.7389
-43075,-133175,139.36258094,34.79863165,4.0921
-43065,-133175,139.36269022,34.79863207,4.3023
-43275,-133185,139.36039579,34.79853303,4.6116
-43265,-133185,139.36050507,34.79853346,0.0603
-43065,-133185,139.36269074,34.79854193,2.2671
-43055,-133185,139.36280002,34.79854235,4.1012
-43045,-133185,139.36290930,34.79854277,4.5996
-43035,-133185,139.36301859,34.79854319,4.6578
-43285,-133195,139.36028702,34.79844246,6.1966
-43275,-133195,139.36039630,34.79844288,5.2947
-43265,-133195,139.36050558,34.79844331,1.6707
-43045,-133195,139.36290981,34.79845263,0.6738
-43025,-133195,139.36312838,34.79845347,1.7023
-43005,-133195,139.36334695,34.79845431,3.0455
-42995,-133195,139.36345623,34.79845474,2.2165
-42985,-133195,139.36356551,34.79845516,3.0462
-43285,-133205,139.36028753,34.79835231,6.3929
-43275,-133205,139.36039682,34.79835274,5.5757
-43265,-133205,139.36050610,34.79835316,2.4036
-43015,-133205,139.36323818,34.79836374,3.1840
-42225,-133205,139.37187155,34.79839679,4.6202
-42215,-133205,139.37198083,34.79839720,4.1743
-42195,-133205,139.37219939,34.79839803,2.3333
-42185,-133205,139.37230868,34.79839844,1.8331
-42175,-133205,139.37241796,34.79839886,2.8087
-42165,-133205,139.37252724,34.79839927,2.8324
-42155,-133205,139.37263653,34.79839968,3.3961
-43285,-133215,139.36028805,34.79826216,6.5341
-43275,-133215,139.36039733,34.79826259,6.1275
-43265,-133215,139.36050661,34.79826301,3.7071
-43255,-133215,139.36061590,34.79826344,0.2584
-42985,-133215,139.36356654,34.79827486,1.5906
-42975,-133215,139.36367582,34.79827529,3.6716
-42235,-133215,139.37176276,34.79830622,4.6701
-42225,-133215,139.37187205,34.79830664,3.8091
-42215,-133215,139.37198133,34.79830705,3.4064
-42205,-133215,139.37209061,34.79830747,2.9314
-42195,-133215,139.37219990,34.79830788,0.1817
-42155,-133215,139.37263703,34.79830954,0.7889
-42145,-133215,139.37274631,34.79830995,2.8741
-42135,-133215,139.37285560,34.79831036,4.0679
-43285,-133225,139.36028856,34.79817202,6.6257
-43275,-133225,139.36039785,34.79817244,6.4916
-43265,-133225,139.36050713,34.79817287,5.1442
-43255,-133225,139.36061641,34.79817329,4.2930
-42985,-133225,139.36356705,34.79818472,2.0183
-42975,-133225,139.36367633,34.79818514,2.7104
-42965,-133225,139.36378561,34.79818556,3.2933
-42255,-133225,139.37154470,34.79821525,3.6228
-42245,-133225,139.37165398,34.79821566,4.0526
-42235,-133225,139.37176327,34.79821608,0.1762
-42135,-133225,139.37285610,34.79822022,2.1271
-42125,-133225,139.37296538,34.79822063,3.7863
-42115,-133225,139.37307466,34.79822104,4.5489
-43255,-133235,139.36061693,34.79808314,5.9671
-43245,-133235,139.36072621,34.79808357,3.4723
-42975,-133235,139.36367684,34.79809499,0.7078
-42965,-133235,139.36378612,34.79809541,3.3188
-42955,-133235,139.36389541,34.79809583,4.2050
-42275,-133235,139.37132664,34.79812427,5.3038
-42125,-133235,139.37296588,34.79813048,1.6358
-42115,-133235,139.37307516,34.79813089,3.5938
-42105,-133235,139.37318445,34.79813131,4.7173
-43255,-133245,139.36061744,34.79799300,5.4919
-43245,-133245,139.36072672,34.79799342,2.8282
-42965,-133245,139.36378664,34.79800526,1.0262
-42955,-133245,139.36389592,34.79800569,3.3058
-42945,-133245,139.36400520,34.79800611,4.3701
-42285,-133245,139.37121786,34.79803371,5.0220
-42275,-133245,139.37132714,34.79803412,3.3702
-42115,-133245,139.37307566,34.79804075,1.3195
-42105,-133245,139.37318495,34.79804116,4.0113
-43255,-133255,139.36061795,34.79790285,4.7078
-42955,-133255,139.36389643,34.79791554,2.2379
-42945,-133255,139.36400571,34.79791596,4.0415
-42315,-133255,139.37089051,34.79794231,4.9701
-42305,-133255,139.37099980,34.79794273,4.2973
-42295,-133255,139.37110908,34.79794315,4.1073
-42285,-133255,139.37121836,34.79794356,2.7584
-42105,-133255,139.37318545,34.79795101,2.3347
-42095,-133255,139.37329473,34.79795143,4.0543
-43255,-133265,139.36061847,34.79781270,7.1639
-43245,-133265,139.36072775,34.79781313,4.0654
-42955,-133265,139.36389694,34.79782539,0.9816
-42945,-133265,139.36400622,34.79782581,3.2179
-42935,-133265,139.36411550,34.79782623,4.1137
-42315,-133265,139.37089102,34.79785217,4.6460
-42305,-133265,139.37100030,34.79785258,2.9475
-42095,-133265,139.37329523,34.79786128,2.4125
-42085,-133265,139.37340451,34.79786169,4.3354
-43245,-133275,139.36072827,34.79772298,6.9502
-43235,-133275,139.36083755,34.79772340,3.3883
-42925,-133275,139.36422530,34.79773651,4.0214
-42325,-133275,139.37078224,34.79776160,2.8544
-42085,-133275,139.37340502,34.79777154,3.1665
-42075,-133275,139.37351430,34.79777196,4.4833
-43245,-133285,139.36072878,34.79763283,7.4375
-43235,-133285,139.36083806,34.79763326,5.2258
-42355,-133285,139.37045489,34.79767021,5.8589
-42345,-133285,139.37056418,34.79767063,5.6147
-42335,-133285,139.37067346,34.79767104,4.5258
-42075,-133285,139.37351480,34.79768181,2.9467
-42065,-133285,139.37362408,34.79768222,4.5631
-43245,-133295,139.36072930,34.79754268,7.4217
-43235,-133295,139.36083858,34.79754311,5.5706
-43225,-133295,139.36094786,34.79754353,2.8189
-42915,-133295,139.36433560,34.79755663,3.2281
-42905,-133295,139.36444488,34.79755706,5.1458
-42365,-133295,139.37034612,34.79757965,5.9731
-42355,-133295,139.37045540,34.79758006,5.7535
-42345,-133295,139.37056468,34.79758048,4.6394
-42075,-133295,139.37351530,34.79759166,0.8788
-42065,-133295,139.37362458,34.79759208,3.8980
-43235,-133305,139.36083909,34.79745296,6.2660
-43225,-133305,139.36094837,34.79745339,0.6019
-42905,-133305,139.36444539,34.79746691,2.5594
-42375,-133305,139.37023734,34.79748908,5.4897
-42365,-133305,139.37034662,34.79748950,5.2524
