X（m）,Y（m）,経度（度）,緯度（度）,到達時間（1cm）（秒）,到達時間（30cm）（秒）,到達時間（1m）（秒）,到達時間（最高水位）（秒）
-43235,-133115,139.36082932,34.79916576,314.1,1333.1,1355.0,1389.4
-43225,-133115,139.36093860,34.79916618,568.3,1336.3,1356.7,1389.5
-43265,-133125,139.36050198,34.79907434,989.8,1340.0,1356.1,1390.3
-43255,-133125,139.36061127,34.79907476,309.1,1333.2,1354.2,1389.6
-43245,-133125,139.36072055,34.79907519,306.5,1333.2,1354.3,1389.7
-43235,-133125,139.36082983,34.79907561,1336.7,1346.3,1359.0,1389.6
-43225,-133125,139.36093912,34.79907604,1338.2,1348.2,1359.8,1389.3
-43215,-133125,139.36104840,34.79907646,1327.6,1345.1,1359.2,1637.0
-43205,-133125,139.36115769,34.79907689,1332.5,1347.2,1360.2,1389.2
-43195,-133125,139.36126697,34.79907731,329.2,1337.6,1358.7,1633.1
-43185,-133125,139.36137625,34.79907773,313.9,1338.3,1359.7,1631.4
-43175,-133125,139.36148554,34.79907816,317.2,1339.2,1361.3,1629.8
-43265,-133135,139.36050250,34.79898419,303.0,1332.5,1353.2,1389.7
-43255,-133135,139.36061178,34.79898462,203.6,850.5,1353.9,1389.3
-43245,-133135,139.36072106,34.79898504,1344.2,1351.7,1359.3,1388.2
-43235,-133135,139.36083035,34.79898547,1370.8,1374.3,1377.5,1389.6
-43225,-133135,139.36093963,34.79898589,1379.0,1385.0,-9999.0,1391.7
-43195,-133135,139.36126748,34.79898716,1370.2,1376.8,1382.0,1633.3
-43185,-133135,139.36137677,34.79898759,1360.6,1366.4,1371.6,1631.5
-43175,-133135,139.36148605,34.79898801,1348.8,1358.3,1365.8,1629.7
-43165,-133135,139.36159533,34.79898843,1340.9,1354.8,1364.6,1628.2
-43265,-133145,139.36050301,34.79889404,1348.7,1353.9,1359.7,1389.2
-43255,-133145,139.36061229,34.79889447,1366.5,1369.6,1372.5,1389.6
-43155,-133145,139.36170513,34.79889871,1374.4,1378.3,1384.1,1627.1
-43145,-133145,139.36181442,34.79889913,1359.3,1365.1,1371.3,1624.9
-43135,-133145,139.36192370,34.79889956,1349.8,1358.7,1368.5,1623.5
-43125,-133145,139.36203298,34.79889998,808.8,1351.8,1366.3,1625.2
-43275,-133155,139.36039424,34.79880347,240.8,1330.3,1350.6,1390.1
-43265,-133155,139.36050353,34.79880390,1362.7,1365.6,1368.5,1392.2
-43145,-133155,139.36181493,34.79880899,1623.0,1625.8,-9999.0,1626.7
-43135,-133155,139.36192421,34.79880941,1376.1,1380.7,1385.7,1623.3
-43125,-133155,139.36203350,34.79880983,1365.9,1371.2,1376.3,1623.9
-43115,-133155,139.36214278,34.79881026,813.3,1354.5,1368.0,1400.8
-43285,-133165,139.36028547,34.79871290,1328.7,1338.3,1352.8,1395.6
-43275,-133165,139.36039476,34.79871333,1337.4,1346.3,1354.7,1394.8
-43265,-133165,139.36050404,34.79871375,1368.2,1370.8,1373.2,1392.2
-43115,-133165,139.36214329,34.79872011,1378.4,1382.1,1385.8,1401.2
-43105,-133165,139.36225258,34.79872053,1368.8,1373.5,1378.3,1400.5
-43095,-133165,139.36236186,34.79872095,815.2,1356.7,1370.2,1400.6
-43085,-133165,139.36247114,34.79872138,323.5,875.2,1370.2,1400.2
-43075,-133165,139.36258043,34.79872180,327.1,874.9,1370.3,1399.8
-43065,-133165,139.36268971,34.79872222,322.5,1349.5,1370.8,1399.6
-43285,-133175,139.36028599,34.79862275,1333.8,1341.8,1353.7,1395.3
-43275,-133175,139.36039527,34.79862318,1353.8,1358.2,1362.7,1394.8
