X（m）,Y（m）,経度（度）,緯度（度）,浸水深（最大）（m）
-28195,-207945,139.52766369,34.12507027,9.6086
-28005,-207945,139.52972351,34.12507538,9.5647
-28225,-207955,139.52733879,34.12497931,9.7562
-28215,-207955,139.52744720,34.12497958,9.5677
-28205,-207955,139.52755561,34.12497985,9.4798
-28195,-207955,139.52766402,34.12498012,9.2232
-28185,-207955,139.52777243,34.12498039,9.0421
-28065,-207955,139.52907337,34.12498362,7.6367
-28055,-207955,139.52918178,34.12498388,7.3651
-28035,-207955,139.52939860,34.12498442,9.0705
-28025,-207955,139.52950701,34.12498469,9.1807
-28015,-207955,139.52961542,34.12498496,8.3452
-28005,-207955,139.52972383,34.12498523,8.7778
-27995,-207955,139.52983224,34.12498549,9.2833
-27985,-207955,139.52994066,34.12498576,9.1730
-27975,-207955,139.53004907,34.12498603,9.3292
-27965,-207955,139.53015748,34.12498630,9.8858
-28675,-207965,139.52246061,34.12487689,9.4317
-28665,-207965,139.52256902,34.12487717,8.7729
-28655,-207965,139.52267743,34.12487744,9.4745
-28265,-207965,139.52690547,34.12488807,8.4453
-28255,-207965,139.52701388,34.12488834,9.7769
-28245,-207965,139.52712229,34.12488861,9.9428
-28235,-207965,139.52723070,34.12488888,9.4429
-28225,-207965,139.52733911,34.12488915,8.9191
-28215,-207965,139.52744752,34.12488942,8.4265
-28205,-207965,139.52755593,34.12488969,8.1893
-28195,-207965,139.52766434,34.12488996,7.8340
-28185,-207965,139.52777275,34.12489023,7.5581
-28175,-207965,139.52788117,34.12489050,7.6263
-28165,-207965,139.52798958,34.12489077,7.8236
-28155,-207965,139.52809799,34.12489104,7.9093
-28145,-207965,139.52820640,34.12489130,7.9858
-28135,-207965,139.52831481,34.12489157,8.3205
-28125,-207965,139.52842322,34.12489184,8.8697
-28115,-207965,139.52853163,34.12489211,9.2285
-28105,-207965,139.52864004,34.12489238,9.4770
-28095,-207965,139.52874845,34.12489265,9.5520
-28085,-207965,139.52885687,34.12489292,9.7895
-28075,-207965,139.52896528,34.12489319,8.8196
-28065,-207965,139.52907369,34.12489346,6.2650
-28055,-207965,139.52918210,34.12489373,6.1513
-28045,-207965,139.52929051,34.12489399,6.1677
-28035,-207965,139.52939892,34.12489426,6.4017
-28025,-207965,139.52950733,34.12489453,6.8393
-28015,-207965,139.52961574,34.12489480,6.2042
-28005,-207965,139.52972415,34.12489507,6.2493
-27995,-207965,139.52983257,34.12489533,6.6660
-27985,-207965,139.52994098,34.12489560,6.6422
-27975,-207965,139.53004939,34.12489587,7.1377
-27965,-207965,139.53015780,34.12489614,8.0088
-27955,-207965,139.53026621,34.12489641,9.0083
-27945,-207965,139.53037462,34.12489667,9.7149
-27935,-207965,139.53048303,34.12489694,10.1190
-27925,-207965,139.53059144,34.12489721,10.2021
-27915,-207965,139.53069986,34.12489747,10.6150
-28785,-207975,139.52126842,34.12478371,8.8103
-28775,-207975,139.52137683,34.12478399,8.8292
-28765,-207975,139.52148524,34.12478426,8.6834
-28755,-207975,139.52159365,34.12478454,8.8217
-28745,-207975,139.52170206,34.12478481,8.4655
-28735,-207975,139.52181048,34.12478509,7.7611
-28725,-207975,139.52191889,34.12478536,7.6001
-28715,-207975,139.52202730,34.12478564,7.7279
-28705,-207975,139.52213571,34.12478591,7.4512
-28695,-207975,139.52224412,34.12478619,6.8275
-28685,-207975,139.52235253,34.12478646,5.7525
-28675,-207975,139.52246094,34.12478674,5.0231
-28665,-207975,139.52256935,34.12478701,3.7600
-28655,-207975,139.52267776,34.12478728,5.0525
-28645,-207975,139.52278617,34.12478756,6.8977
-28635,-207975,139.52289458,34.12478783,8.8559
-28625,-207975,139.52300300,34.12478811,9.5989
-28265,-207975,139.52690579,34.12479791,8.3743
-28255,-207975,139.52701420,34.12479818,9.7139
-28245,-207975,139.52712261,34.12479845,9.5196
-28235,-207975,139.52723102,34.12479872,8.6249
-28225,-207975,139.52733943,34.12479899,7.9281
-28215,-207975,139.52744785,34.12479926,7.4986
-28205,-207975,139.52755626,34.12479953,7.0672
-28195,-207975,139.52766467,34.12479980,6.1804
-28185,-207975,139.52777308,34.12480007,5.7446
-28175,-207975,139.52788149,34.12480034,5.5121
-28165,-207975,139.52798990,34.12480061,5.4722
-28155,-207975,139.52809831,34.12480088,5.7468
-28145,-207975,139.52820672,34.12480115,6.2615
-28135,-207975,139.52831513,34.12480142,6.3656
-28125,-207975,139.52842354,34.12480168,7.1949
-28115,-207975,139.52853196,34.12480195,8.0100
-28105,-207975,139.52864037,34.12480222,8.2703
-28095,-207975,139.52874878,34.12480249,8.5318
-28085,-207975,139.52885719,34.12480276,8.6800
-28075,-207975,139.52896560,34.12480303,7.6177
-28065,-207975,139.52907401,34.12480330,6.1257
-28055,-207975,139.52918242,34.12480357,6.3272
-28045,-207975,139.52929083,34.12480383,6.6827
-28035,-207975,139.52939924,34.12480410,7.0439
-28025,-207975,139.52950766,34.12480437,7.0668
-28015,-207975,139.52961607,34.12480464,6.1577
-28005,-207975,139.52972448,34.12480491,7.4192
-27995,-207975,139.52983289,34.12480518,6.3809
-27985,-207975,139.52994130,34.12480544,5.5434
-27975,-207975,139.53004971,34.12480571,6.2140
-27965,-207975,139.53015812,34.12480598,6.5517
-27955,-207975,139.53026653,34.12480625,7.0337
-27945,-207975,139.53037494,34.12480651,7.5203
-27935,-207975,139.53048335,34.12480678,8.3116
-27925,-207975,139.53059177,34.12480705,9.2892
-27915,-207975,139.53070018,34.12480732,10.2903
-27905,-207975,139.53080859,34.12480758,10.6080
