X（m）,Y（m）,経度（度）,緯度（度）,浸水深（最大）（m）
-63555,-194475,139.14334589,34.24495381,8.5872
-63545,-194475,139.14345445,34.24495442,8.7375
-63535,-194475,139.14356300,34.24495503,11.0019
-63545,-194485,139.14345518,34.24486427,10.4946
-63575,-194545,139.14313392,34.24432152,9.1472
-63565,-194545,139.14324248,34.24432213,9.0397
-63555,-194545,139.14335104,34.24432274,8.7732
-63565,-194555,139.14324322,34.24423198,8.7175
-63555,-194555,139.14335177,34.24423259,9.0311
-63545,-194555,139.14346033,34.24423320,9.9632
-63975,-194565,139.13879310,34.24411670,11.2032
-63965,-194565,139.13890166,34.24411731,11.8057
-63985,-194575,139.13868528,34.24402593,9.2240
-63975,-194575,139.13879384,34.24402654,9.2665
-63965,-194575,139.13890240,34.24402716,9.9722
-63985,-194585,139.13868602,34.24393578,8.9465
-63975,-194585,139.13879458,34.24393639,8.5377
-63965,-194585,139.13890314,34.24393701,7.9124
-63955,-194585,139.13901169,34.24393762,11.8218
-63975,-194595,139.13879532,34.24384624,9.1736
-63965,-194595,139.13890388,34.24384686,11.1489
-63665,-194595,139.14216059,34.24386526,10.4796
-63655,-194595,139.14226915,34.24386587,9.8795
-63975,-194605,139.13879606,34.24375609,10.9500
-63965,-194605,139.13890462,34.24375670,11.6322
-63655,-194605,139.14226988,34.24377572,10.1264
-63975,-194615,139.13879680,34.24366594,10.8514
-63965,-194615,139.13890536,34.24366655,10.9679
-63925,-194615,139.13933959,34.24366901,12.6517
-63675,-194615,139.14205351,34.24368434,10.2884
-63935,-194625,139.13923177,34.24357824,12.4421
-63925,-194625,139.13934033,34.24357886,11.0290
-63705,-194625,139.14172857,34.24359235,10.0044
-63675,-194625,139.14205424,34.24359419,9.9303
-63615,-194625,139.14270558,34.24359786,9.6783
-63935,-194635,139.13923251,34.24348809,11.5696
-63925,-194635,139.13934107,34.24348871,11.3335
-63915,-194635,139.13944962,34.24348932,8.5152
-63895,-194635,139.13966674,34.24349055,12.3576
