X（m）,Y（m）,経度（度）,緯度（度）,津波高（最大）（m）
-6995,-391135,139.75891437,32.47356139,9.0883
-6985,-391135,139.75902076,32.47356146,8.2017
-6975,-391135,139.75912714,32.47356152,7.2310
-7015,-391145,139.75870166,32.47347108,9.9742
-7005,-391145,139.75880805,32.47347115,9.6965
-6995,-391145,139.75891444,32.47347121,9.1404
-6985,-391145,139.75902083,32.47347127,8.2538
-6975,-391145,139.75912722,32.47347133,6.0605
-7035,-391155,139.75848896,32.47338077,9.8525
-7025,-391155,139.75859535,32.47338083,9.8315
-7015,-391155,139.75870174,32.47338090,9.9213
-7005,-391155,139.75880813,32.47338096,10.5563
-6995,-391155,139.75891452,32.47338102,9.8831
-6985,-391155,139.75902090,32.47338109,9.3918
-6975,-391155,139.75912729,32.47338115,5.1097
-6965,-391155,139.75923368,32.47338121,5.0389
-7055,-391165,139.75827626,32.47329046,9.2756
-7045,-391165,139.75838265,32.47329052,9.6023
-7035,-391165,139.75848904,32.47329059,10.4167
-7025,-391165,139.75859542,32.47329065,10.2978
-6965,-391165,139.75923375,32.47329103,5.3102
-6955,-391165,139.75934014,32.47329109,5.4243
-6945,-391165,139.75944653,32.47329115,5.8410
-6955,-391175,139.75934022,32.47320091,5.8861
-6945,-391175,139.75944661,32.47320097,6.3144
-6935,-391175,139.75955299,32.47320103,5.5809
-7095,-391185,139.75785086,32.47310984,8.8101
-6935,-391185,139.75955307,32.47311085,5.3838
-6925,-391185,139.75965946,32.47311091,5.9220
-7125,-391195,139.75753177,32.47301946,7.9122
-7115,-391195,139.75763816,32.47301953,8.1740
-7105,-391195,139.75774454,32.47301959,8.3504
-6935,-391195,139.75955314,32.47302066,6.2596
-6925,-391195,139.75965953,32.47302072,6.8180
-6915,-391195,139.75976592,32.47302079,6.7346
-7175,-391205,139.75699990,32.47292896,6.6418
-7165,-391205,139.75710629,32.47292902,6.9933
-7155,-391205,139.75721268,32.47292908,7.2674
-7145,-391205,139.75731907,32.47292915,7.4214
-7135,-391205,139.75742545,32.47292921,7.7387
-7125,-391205,139.75753184,32.47292928,7.8509
-6925,-391205,139.75965960,32.47293054,7.3373
-6915,-391205,139.75976599,32.47293060,7.2203
-6905,-391205,139.75987238,32.47293067,7.0315
-7205,-391215,139.75668082,32.47283858,5.7911
-7195,-391215,139.75678720,32.47283864,6.0535
-7185,-391215,139.75689359,32.47283871,6.4135
-7175,-391215,139.75699998,32.47283877,6.7368
-7165,-391215,139.75710637,32.47283884,6.9555
-7155,-391215,139.75721275,32.47283890,7.6692
-7145,-391215,139.75731914,32.47283896,7.5807
-6915,-391215,139.75976606,32.47284042,7.0772
-6905,-391215,139.75987245,32.47284048,7.4918
-6895,-391215,139.75997884,32.47284054,6.7517
-6885,-391215,139.76008523,32.47284060,6.2346
-7205,-391225,139.75668089,32.47274839,6.0613
-7195,-391225,139.75678728,32.47274846,6.3395
-7185,-391225,139.75689367,32.47274852,6.1976
-6895,-391225,139.75997891,32.47275036,6.6945
-6885,-391225,139.76008530,32.47275042,6.1007
-7215,-391235,139.75657458,32.47265814,5.4197
-6885,-391235,139.76008537,32.47266024,6.2258
-6875,-391235,139.76019176,32.47266030,6.2517
-6865,-391235,139.76029815,32.47266036,6.4489
-6885,-391245,139.76008545,32.47257005,6.3852
-6875,-391245,139.76019183,32.47257011,6.8860
-6865,-391245,139.76029822,32.47257018,6.9748
-6855,-391245,139.76040461,32.47257024,6.7755
-6855,-391255,139.76040468,32.47248005,6.8587
-6835,-391265,139.76061753,32.47238999,7.5201
-7275,-391275,139.75593656,32.47229702,5.5808
-7285,-391285,139.75583025,32.47220677,5.5429
-7295,-391295,139.75572394,32.47211652,5.5612
-6795,-391295,139.76104329,32.47211968,7.1550
-6785,-391295,139.76114968,32.47211975,7.1567
-6795,-391305,139.76104337,32.47202950,7.1601
-6785,-391305,139.76114975,32.47202956,7.5924
-6775,-391305,139.76125614,32.47202962,7.3803
-7315,-391315,139.75551132,32.47193602,5.6774
-6785,-391315,139.76114983,32.47193938,7.8257
-6775,-391315,139.76125621,32.47193944,7.7997
-6765,-391315,139.76136260,32.47193950,7.6472
-6755,-391315,139.76146899,32.47193956,7.6685
-7315,-391325,139.75551140,32.47184583,5.8864
-6785,-391325,139.76114990,32.47184919,7.8709
-6775,-391325,139.76125628,32.47184925,8.7962
-6765,-391325,139.76136267,32.47184931,8.1212
