X（m）,Y（m）,経度（度）,緯度（度）,到達時間（1cm）（秒）,到達時間（30cm）（秒）,到達時間（1m）（秒）,到達時間（最高水位）（秒）
-50535,-162645,139.28281627,34.53262244,1423.1,6199.8,-9999.0,8524.1
-50525,-162645,139.28292521,34.53262293,0.2,0.6,1.0,8524.0
-50755,-162655,139.28042034,34.53252147,8537.9,-9999.0,-9999.0,8550.7
-50745,-162655,139.28052927,34.53252196,47.1,6191.8,-9999.0,8553.0
-50735,-162655,139.28063820,34.53252245,0.2,0.7,1.2,8543.4
-50535,-162655,139.28281687,34.53253229,4.4,5.9,8510.4,8526.4
-50525,-162655,139.28292580,34.53253278,0.2,0.8,1.4,8523.8
-50755,-162665,139.28042093,34.53243132,8546.6,-9999.0,-9999.0,8556.0
-50745,-162665,139.28052987,34.53243181,47.7,6192.7,-9999.0,8984.7
-50735,-162665,139.28063880,34.53243230,0.2,0.8,1.4,8549.7
-50535,-162665,139.28281746,34.53244214,6200.3,8516.0,-9999.0,8987.1
-50525,-162665,139.28292639,34.53244263,5.1,8506.6,-9999.0,8523.9
-50755,-162675,139.28042153,34.53234117,8540.7,-9999.0,-9999.0,8553.8
-50745,-162675,139.28053046,34.53234166,6190.2,6196.8,-9999.0,8548.0
-50735,-162675,139.28063939,34.53234215,0.2,0.8,1.4,8547.7
-50535,-162675,139.28281805,34.53235199,8524.6,8982.8,-9999.0,8983.8
-50515,-162675,139.28303592,34.53235297,8.2,10.0,8194.3,8524.8
-51225,-162685,139.27530229,34.53222773,89.6,1213.8,8997.4,9017.0
-51215,-162685,139.27541122,34.53222823,1243.2,1424.6,-9999.0,9014.9
-50765,-162685,139.28031319,34.53225052,-9999.0,-9999.0,-9999.0,9025.9
-50755,-162685,139.28042212,34.53225102,8547.2,-9999.0,-9999.0,8561.4
-50745,-162685,139.28053106,34.53225151,8538.8,-9999.0,-9999.0,8549.1
-50735,-162685,139.28063999,34.53225200,0.2,1.0,1.9,8547.4
-50535,-162685,139.28281865,34.53226184,8518.6,8530.6,-9999.0,8981.9
-50505,-162685,139.28314545,34.53226331,8202.2,8513.4,-9999.0,8525.9
-50495,-162685,139.28325438,34.53226381,17.3,1241.3,8173.1,8523.7
-51275,-162695,139.27475822,34.53213509,94.9,1195.0,8548.9,9018.2
-51265,-162695,139.27486716,34.53213559,94.7,1196.1,8549.3,9017.6
-51255,-162695,139.27497609,34.53213609,93.4,1193.9,8482.2,9016.2
-51235,-162695,139.27519395,34.53213708,93.0,1193.7,8482.7,9019.1
-51225,-162695,139.27530289,34.53213758,8483.4,9011.1,-9999.0,9016.3
-51215,-162695,139.27541182,34.53213808,8999.1,-9999.0,-9999.0,9022.0
-50765,-162695,139.28031379,34.53216037,9011.4,-9999.0,-9999.0,9025.4
-50755,-162695,139.28042272,34.53216087,8546.9,-9999.0,-9999.0,8999.8
-50745,-162695,139.28053165,34.53216136,8538.1,-9999.0,-9999.0,8548.2
-50735,-162695,139.28064059,34.53216185,0.2,0.8,1.4,8547.3
-50535,-162695,139.28281924,34.53217169,8521.3,8528.2,-9999.0,8988.2
-50485,-162695,139.28336390,34.53217415,1241.0,1415.1,8203.8,8525.4
-50475,-162695,139.28347284,34.53217464,25.1,1239.8,8171.4,8525.7
-51305,-162705,139.27443203,34.53204344,9010.3,-9999.0,-9999.0,9018.0
-51295,-162705,139.27454096,34.53204394,97.2,1209.6,9004.0,9018.4
-51285,-162705,139.27464989,34.53204444,97.8,1195.8,8487.3,9016.1
-51275,-162705,139.27475883,34.53204494,100.9,1196.1,8489.8,9014.6
-51265,-162705,139.27486776,34.53204544,97.1,1198.6,8550.6,9015.2
-51255,-162705,139.27497669,34.53204594,1196.7,1398.0,-9999.0,9017.6
-51245,-162705,139.27508562,34.53204643,1206.0,1414.1,-9999.0,9019.2
-51235,-162705,139.27519456,34.53204693,8481.4,9017.8,-9999.0,9022.7
-51155,-162705,139.27606602,34.53205091,86.9,111.7,8479.4,9003.1
-51145,-162705,139.27617495,34.53205141,86.1,107.9,8153.3,9004.6
-51135,-162705,139.27628388,34.53205190,85.8,88.6,8151.1,9006.2
-51125,-162705,139.27639281,34.53205240,71.1,86.0,8149.0,9007.8
-50845,-162705,139.27944292,34.53206627,45.3,63.0,6500.9,8541.7
-50835,-162705,139.27955186,34.53206677,1203.8,1397.4,8530.1,8550.8
-50825,-162705,139.27966079,34.53206726,8141.1,8534.3,-9999.0,8550.1
-50765,-162705,139.28031438,34.53207022,8559.4,-9999.0,-9999.0,9013.8
-50755,-162705,139.28042332,34.53207072,8546.1,-9999.0,-9999.0,9000.1
-50745,-162705,139.28053225,34.53207121,8538.0,-9999.0,-9999.0,8992.1
-50615,-162705,139.28194837,34.53207761,25.4,27.1,6195.0,8983.2
-50605,-162705,139.28205730,34.53207810,17.6,27.7,6195.2,8982.7
