X（m）,Y（m）,経度（度）,緯度（度）,到達時間（1cm）（秒）,到達時間（30cm）（秒）,到達時間（1m）（秒）,到達時間（最高水位）（秒）
-63535,-194475,139.14356300,34.24495503,378.0,1336.1,1418.2,1447.1
-63545,-194485,139.14345518,34.24486427,372.3,1346.6,1416.8,1428.3
-63575,-194545,139.14313392,34.24432152,1363.9,1386.4,-9999.0,1414.3
-63565,-194545,139.14324248,34.24432213,1363.8,1393.3,-9999.0,1437.2
-63555,-194545,139.14335104,34.24432274,1366.4,1408.8,-9999.0,1438.8
-63565,-194555,139.14324322,34.24423198,-9999.0,-9999.0,-9999.0,1413.4
-63555,-194555,139.14335177,34.24423259,1392.9,1410.6,-9999.0,1414.4
-63545,-194555,139.14346033,34.24423320,413.5,1342.6,1397.6,1440.9
-63975,-194565,139.13879310,34.24411670,1313.0,1348.4,-9999.0,1540.2
-63965,-194565,139.13890166,34.24411731,40.8,1324.7,1386.3,1393.0
-63955,-194585,139.13901169,34.24393762,43.6,1337.1,1383.5,1434.2
-63965,-194595,139.13890388,34.24384686,1341.4,1374.6,1432.5,1433.0
-63665,-194595,139.14216059,34.24386526,405.9,1346.4,1386.0,1410.4
-63655,-194595,139.14226915,34.24386587,405.5,1347.6,1386.7,1408.8
-63975,-194605,139.13879606,34.24375609,1376.9,1387.6,-9999.0,1410.7
-63965,-194605,139.13890462,34.24375670,383.4,1332.6,1384.9,1433.0
-63655,-194605,139.14226988,34.24377572,406.5,1344.3,1385.3,1406.7
-63975,-194615,139.13879680,34.24366594,1391.0,-9999.0,-9999.0,1429.0
-63965,-194615,139.13890536,34.24366655,1376.7,1387.9,-9999.0,1429.3
-63925,-194615,139.13933959,34.24366901,57.2,1330.1,1384.9,1428.8
-63675,-194615,139.14205351,34.24368434,404.2,1337.8,1384.8,1409.0
-63935,-194625,139.13923177,34.24357824,57.9,1328.9,1386.9,1425.1
-63925,-194625,139.13934033,34.24357886,1373.5,1389.7,-9999.0,1426.8
-63705,-194625,139.14172857,34.24359235,403.7,1335.4,1384.4,1410.5
-63675,-194625,139.14205424,34.24359419,406.1,1335.2,1383.7,1408.7
-63615,-194625,139.14270558,34.24359786,397.7,1337.6,1383.7,1417.5
-63935,-194635,139.13923251,34.24348809,1360.2,1366.7,-9999.0,1423.9
-63925,-194635,139.13934107,34.24348871,1365.0,1389.4,-9999.0,1422.8
-63895,-194635,139.13966674,34.24349055,61.4,1334.8,1386.9,1418.7
-63735,-194635,139.14140364,34.24350036,388.7,1337.3,1385.3,1405.4
-63725,-194635,139.14151220,34.24350098,381.2,1335.9,1383.1,1416.7
-63715,-194635,139.14162075,34.24350159,1390.2,1397.5,-9999.0,1414.9
-63705,-194635,139.14172931,34.24350220,1336.6,1345.9,1395.0,1410.7
-63695,-194635,139.14183787,34.24350281,1336.0,1342.9,1392.7,1408.7
-63685,-194635,139.14194642,34.24350343,1337.4,1369.1,1394.8,1407.2
-63675,-194635,139.14205498,34.24350404,1388.9,1397.2,-9999.0,1404.0
-63665,-194635,139.14216354,34.24350465,430.6,1339.8,1383.6,1401.7
-63655,-194635,139.14227209,34.24350526,404.6,1336.5,1382.1,1401.5
-63645,-194635,139.14238065,34.24350587,402.7,1336.3,1383.8,1405.9
-63635,-194635,139.14248921,34.24350649,401.7,1337.0,1384.2,1404.3
-63625,-194635,139.14259776,34.24350710,401.1,1335.5,1384.5,1400.6
-63615,-194635,139.14270632,34.24350771,403.7,1334.5,1384.1,1414.7
-63605,-194635,139.14281488,34.24350832,394.2,1332.5,1383.0,1395.7
-63595,-194635,139.14292343,34.24350893,402.1,1332.2,1383.4,1416.2
-63585,-194635,139.14303199,34.24350954,259.2,1333.2,1383.2,1417.0
-63575,-194635,139.14314055,34.24351015,393.9,1339.3,1383.0,1420.1
-63565,-194635,139.14324910,34.24351077,400.1,1346.1,1382.2,1422.3
-63555,-194635,139.14335766,34.24351138,402.7,1345.7,1381.9,1436.3
-63545,-194635,139.14346622,34.24351199,405.5,1347.1,1382.5,1434.1
-63945,-194645,139.13912469,34.24339733,384.3,1338.6,1394.0,1424.2
-63935,-194645,139.13923325,34.24339794,82.1,1345.8,1392.2,1422.8
-63915,-194645,139.13945036,34.24339917,1413.1,-9999.0,-9999.0,1420.2
-63895,-194645,139.13966747,34.24340040,1386.7,1398.9,-9999.0,1416.5
-63805,-194645,139.14064448,34.24340592,217.8,1338.8,1383.4,1406.2
-63795,-194645,139.14075304,34.24340653,1369.7,1383.4,-9999.0,1403.9
-63785,-194645,139.14086160,34.24340715,34.8,1339.1,1384.7,1404.8
-63775,-194645,139.14097015,34.24340776,222.7,1338.6,1385.3,1405.4
-63765,-194645,139.14107871,34.24340837,223.2,1338.2,1385.6,1409.8
-63755,-194645,139.14118726,34.24340899,225.5,1338.9,1386.4,1409.6
-63745,-194645,139.14129582,34.24340960,1341.6,1349.6,1394.0,1408.5
-63655,-194645,139.14227283,34.24341511,1403.2,-9999.0,-9999.0,1410.5
-63645,-194645,139.14238139,34.24341572,1345.6,1376.4,1403.6,1406.5
-63635,-194645,139.14248994,34.24341633,245.0,1339.8,1384.4,1405.0
-63625,-194645,139.14259850,34.24341695,436.2,1344.1,1386.6,1399.7
-63615,-194645,139.14270706,34.24341756,1375.6,1384.3,-9999.0,1413.1
-63605,-194645,139.14281561,34.24341817,1383.6,1389.5,-9999.0,1394.6
-63595,-194645,139.14292417,34.24341878,1380.3,1385.5,-9999.0,1391.7
-63585,-194645,139.14303273,34.24341939,1367.7,1384.1,-9999.0,1391.2
-63575,-194645,139.14314128,34.24342000,1364.7,1378.3,-9999.0,1420.6
-63565,-194645,139.14324984,34.24342061,1360.4,1372.0,1419.3,1422.1
-63555,-194645,139.14335839,34.24342122,1328.5,1372.1,1421.6,1437.0
-63545,-194645,139.14346695,34.24342184,432.5,1325.0,1384.5,1433.1
-63535,-194645,139.14357551,34.24342245,397.1,1323.7,1382.7,1430.9
-63895,-194655,139.13966821,34.24331025,70.1,1340.9,1389.3,1414.9
-63865,-194655,139.13999388,34.24331209,58.2,1341.6,1383.5,1415.9
-63855,-194655,139.14010244,34.24331270,55.7,1340.6,1382.2,1415.3
-63845,-194655,139.14021100,34.24331332,52.4,1340.8,1383.0,1409.9
-63835,-194655,139.14031955,34.24331393,375.4,1341.2,1386.9,1412.6
-63825,-194655,139.14042811,34.24331454,216.4,1341.5,1386.4,1412.5
-63815,-194655,139.14053666,34.24331516,380.1,1341.8,1386.9,1411.1
-63805,-194655,139.14064522,34.24331577,1382.6,1392.4,-9999.0,1408.8
-63785,-194655,139.14086233,34.24331700,1386.6,1393.5,-9999.0,1402.3
-63775,-194655,139.14097089,34.24331761,1378.5,1389.2,-9999.0,1405.6
-63565,-194655,139.14325057,34.24333046,1392.5,-9999.0,-9999.0,1401.3
