X（m）,Y（m）,経度（度）,緯度（度）,津波高（最大）（m）
18795,126595,142.18961940,27.14257299,10.7128
18805,126595,142.18972029,27.14257285,10.8333
18815,126595,142.18982118,27.14257271,10.9626
18825,126595,142.18992207,27.14257258,11.1057
18925,126595,142.19093095,27.14257121,11.8317
18935,126595,142.19103183,27.14257107,11.8750
18945,126595,142.19113272,27.14257093,11.8328
18955,126595,142.19123361,27.14257080,11.9150
19205,126595,142.19375580,27.14256734,9.4225
19215,126595,142.19385669,27.14256720,9.2800
18795,126585,142.18961925,27.14248273,10.7038
18805,126585,142.18972014,27.14248259,10.8116
18815,126585,142.18982103,27.14248246,10.9490
18825,126585,142.18992191,27.14248232,11.0637
18935,126585,142.19103168,27.14248081,11.7279
18945,126585,142.19113257,27.14248068,11.7574
18955,126585,142.19123345,27.14248054,11.7804
18965,126585,142.19133434,27.14248040,11.7760
19205,126585,142.19375565,27.14247708,9.4144
19215,126585,142.19385653,27.14247694,9.3206
18795,126575,142.18961910,27.14239247,10.7017
18805,126575,142.18971999,27.14239234,10.7986
18945,126575,142.19113241,27.14239042,11.6852
18955,126575,142.19123330,27.14239028,11.7281
18965,126575,142.19133419,27.14239015,11.7170
19205,126575,142.19375549,27.14238682,9.3988
19215,126575,142.19385638,27.14238669,9.3273
18955,126565,142.19123315,27.14230003,11.6387
18965,126565,142.19133404,27.14229989,11.6748
18975,126565,142.19143492,27.14229975,11.7399
18985,126565,142.19153581,27.14229961,11.7784
19195,126565,142.19365445,27.14229671,9.4116
19205,126565,142.19375534,27.14229657,9.3964
18955,126555,142.19123299,27.14220977,11.6499
18965,126555,142.19133388,27.14220963,11.6857
18975,126555,142.19143477,27.14220950,11.6460
18985,126555,142.19153566,27.14220936,11.8876
19195,126555,142.19365429,27.14220645,9.5241
19205,126555,142.19375518,27.14220631,9.3858
18965,126545,142.19133373,27.14211938,11.6587
18975,126545,142.19143462,27.14211924,11.6549
18985,126545,142.19153550,27.14211910,11.7088
19195,126545,142.19365414,27.14211619,9.4145
18975,126535,142.19143446,27.14202898,11.6693
18985,126535,142.19153535,27.14202884,11.7700
19185,126535,142.19355309,27.14202608,9.4210
19195,126535,142.19365398,27.14202594,9.4222
18965,126525,142.19133342,27.14193886,11.5541
18975,126525,142.19143431,27.14193873,11.6483
18985,126525,142.19153519,27.14193859,11.7756
19185,126525,142.19355294,27.14193582,9.4716
18965,126515,142.19133327,27.14184861,11.5717
18975,126515,142.19143415,27.14184847,11.6214
18985,126515,142.19153504,27.14184833,11.7956
19185,126515,142.19355278,27.14184556,9.5537
18965,126505,142.19133311,27.14175835,11.5712
18975,126505,142.19143400,27.14175821,11.6627
18985,126505,142.19153489,27.14175807,11.9031
19195,126505,142.19365351,27.14175517,9.4255
18965,126495,142.19133296,27.14166809,11.4834
18975,126495,142.19143385,27.14166796,11.5975
