X（m）,Y（m）,経度（度）,緯度（度）,津波高（最大）（m）
-50725,-162635,139.28074594,34.53270324,8.2378
-50715,-162635,139.28085488,34.53270374,7.2174
-50775,-162645,139.28020187,34.53261063,8.4827
-50765,-162645,139.28031081,34.53261112,7.6103
-50755,-162645,139.28041974,34.53261162,7.6715
-50745,-162645,139.28052867,34.53261211,8.0986
-50735,-162645,139.28063761,34.53261260,8.5701
-50725,-162645,139.28074654,34.53261309,8.6679
-50715,-162645,139.28085547,34.53261359,8.2958
-50535,-162645,139.28281627,34.53262244,9.8385
-50525,-162645,139.28292521,34.53262293,9.5577
-50775,-162655,139.28020247,34.53252048,8.4197
-50765,-162655,139.28031140,34.53252097,7.4528
-50755,-162655,139.28042034,34.53252147,7.3398
-50745,-162655,139.28052927,34.53252196,8.0418
-50735,-162655,139.28063820,34.53252245,8.6306
-50535,-162655,139.28281687,34.53253229,10.0693
-50525,-162655,139.28292580,34.53253278,9.7417
-50775,-162665,139.28020307,34.53243033,8.4349
-50765,-162665,139.28031200,34.53243082,7.4865
-50755,-162665,139.28042093,34.53243132,7.4057
-50745,-162665,139.28052987,34.53243181,7.8839
-50735,-162665,139.28063880,34.53243230,8.6953
-50535,-162665,139.28281746,34.53244214,10.5640
-50525,-162665,139.28292639,34.53244263,9.7525
-50775,-162675,139.28020366,34.53234018,8.2814
-50765,-162675,139.28031260,34.53234067,7.6090
-50755,-162675,139.28042153,34.53234117,7.4843
-50745,-162675,139.28053046,34.53234166,7.7886
-50735,-162675,139.28063939,34.53234215,8.7348
-50535,-162675,139.28281805,34.53235199,10.9320
-50525,-162675,139.28292699,34.53235248,10.0450
-50515,-162675,139.28303592,34.53235297,10.1896
-51225,-162685,139.27530229,34.53222773,6.7685
-51215,-162685,139.27541122,34.53222823,6.4329
-51195,-162685,139.27562908,34.53222922,6.1501
-50785,-162685,139.28009533,34.53224954,8.9946
-50775,-162685,139.28020426,34.53225003,7.8882
-50765,-162685,139.28031319,34.53225052,7.7580
-50755,-162685,139.28042212,34.53225102,7.5629
-50745,-162685,139.28053106,34.53225151,7.8046
-50735,-162685,139.28063999,34.53225200,8.5081
-50535,-162685,139.28281865,34.53226184,11.2241
-50525,-162685,139.28292758,34.53226233,10.6273
-50515,-162685,139.28303651,34.53226282,10.3232
-50505,-162685,139.28314545,34.53226331,10.4225
-50495,-162685,139.28325438,34.53226381,10.4364
-51275,-162695,139.27475822,34.53213509,6.4706
-51265,-162695,139.27486716,34.53213559,6.5669
-51255,-162695,139.27497609,34.53213609,6.7065
-51235,-162695,139.27519395,34.53213708,6.9844
-51225,-162695,139.27530289,34.53213758,6.8609
-51215,-162695,139.27541182,34.53213808,6.6650
-51205,-162695,139.27552075,34.53213857,6.6724
-51195,-162695,139.27562968,34.53213907,6.2302
-50785,-162695,139.28009592,34.53215939,8.7330
-50775,-162695,139.28020485,34.53215988,8.0196
-50765,-162695,139.28031379,34.53216037,7.8594
-50755,-162695,139.28042272,34.53216087,7.6147
-50745,-162695,139.28053165,34.53216136,7.8410
-50735,-162695,139.28064059,34.53216185,8.3978
-50535,-162695,139.28281924,34.53217169,11.5090
-50525,-162695,139.28292817,34.53217218,11.1182
-50515,-162695,139.28303711,34.53217267,10.6619
-50505,-162695,139.28314604,34.53217316,10.3955
-50495,-162695,139.28325497,34.53217365,10.2947
-50485,-162695,139.28336390,34.53217415,10.3165
-50475,-162695,139.28347284,34.53217464,10.2363
-51315,-162705,139.27432310,34.53204295,6.9470
-51305,-162705,139.27443203,34.53204344,6.6605
-51295,-162705,139.27454096,34.53204394,6.3377
-51285,-162705,139.27464989,34.53204444,6.3741
-51275,-162705,139.27475883,34.53204494,6.5875
-51265,-162705,139.27486776,34.53204544,6.7007
-51255,-162705,139.27497669,34.53204594,6.7799
