X（m）,Y（m）,経度（度）,緯度（度）,津波高（最大）（m）
-28195,-207945,139.52766369,34.12507027,9.5452
-28005,-207945,139.52972351,34.12507538,9.5153
-28225,-207955,139.52733879,34.12497931,9.8872
-28215,-207955,139.52744720,34.12497958,9.7708
-28205,-207955,139.52755561,34.12497985,9.6893
-28195,-207955,139.52766402,34.12498012,9.5685
-28185,-207955,139.52777243,34.12498039,9.4330
-28065,-207955,139.52907337,34.12498362,9.2755
-28055,-207955,139.52918178,34.12498388,9.0909
-28035,-207955,139.52939860,34.12498442,9.6143
-28025,-207955,139.52950701,34.12498469,9.6207
-28015,-207955,139.52961542,34.12498496,9.6289
-28005,-207955,139.52972383,34.12498523,9.5861
-27995,-207955,139.52983224,34.12498549,9.7230
-27985,-207955,139.52994066,34.12498576,9.7577
-27975,-207955,139.53004907,34.12498603,9.7343
-27965,-207955,139.53015748,34.12498630,9.7832
-28675,-207965,139.52246061,34.12487689,9.4957
-28665,-207965,139.52256902,34.12487717,9.5317
-28655,-207965,139.52267743,34.12487744,9.6069
-28265,-207965,139.52690547,34.12488807,10.1726
-28255,-207965,139.52701388,34.12488834,10.0960
-28245,-207965,139.52712229,34.12488861,10.1366
-28235,-207965,139.52723070,34.12488888,10.0476
-28225,-207965,139.52733911,34.12488915,9.9301
-28215,-207965,139.52744752,34.12488942,9.8119
-28205,-207965,139.52755593,34.12488969,9.7109
-28195,-207965,139.52766434,34.12488996,9.5808
-28185,-207965,139.52777275,34.12489023,9.4434
-28175,-207965,139.52788117,34.12489050,9.4079
-28165,-207965,139.52798958,34.12489077,9.4324
-28155,-207965,139.52809799,34.12489104,9.4495
-28145,-207965,139.52820640,34.12489130,9.4678
-28135,-207965,139.52831481,34.12489157,9.4720
-28125,-207965,139.52842322,34.12489184,9.4978
-28115,-207965,139.52853163,34.12489211,9.5512
-28105,-207965,139.52864004,34.12489238,9.5858
-28095,-207965,139.52874845,34.12489265,9.6040
-28085,-207965,139.52885687,34.12489292,9.6417
-28075,-207965,139.52896528,34.12489319,9.6110
-28065,-207965,139.52907369,34.12489346,9.3345
-28055,-207965,139.52918210,34.12489373,9.1910
-28045,-207965,139.52929051,34.12489399,9.4838
-28035,-207965,139.52939892,34.12489426,9.6921
-28025,-207965,139.52950733,34.12489453,9.8014
-28015,-207965,139.52961574,34.12489480,9.7689
-28005,-207965,139.52972415,34.12489507,9.7168
-27995,-207965,139.52983257,34.12489533,9.8545
